GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,ARI,ATL
2023111207,2023-11-12,1,10,41,ARI,ATL,3,9,22,0,0,(10:41) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 4-R.MOORE TO ARI 30 FOR 8 YARDS (3-J.BATES).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,10,259,0,0
2023111207,2023-11-12,1,10,4,ARI,ATL,4,1,30,0,0,(10:04) NEW QB 15-C.TUNE. 6-J.CONNER RIGHT END TO ARI 34 FOR 4 YARDS (3-J.BATES).,0,2023,0,UNDER CENTER,EXCEPTION,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,10,296,0,0
2023111207,2023-11-12,1,9,26,ARI,ATL,1,10,34,0,0,(9:26) NEW QB 1-K.MURRAY. (SHOTGUN) 1-K.MURRAY PASS SHORT MIDDLE TO 87-G.SWAIM TO ARI 40 FOR 6 YARDS (3-J.BATES).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,10,334,0,0
2023111207,2023-11-12,1,8,45,ARI,ATL,2,4,40,1,0,(8:45) 1-K.MURRAY PASS SHORT LEFT TO 85-T.MCBRIDE PUSHED OB AT ARI 49 FOR 9 YARDS (27-R.GRANT).,0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,10,375,0,0
2023111207,2023-11-12,1,7,57,ARI,ATL,1,10,49,0,0,"(7:57) (SHOTGUN) PENALTY ON ARI, DELAY OF GAME, 5 YARDS, ENFORCED AT ARI 49 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,49,OWN,1,ARI,1,DELAY OF GAME,5,10,423,0,0
2023111207,2023-11-12,1,7,40,ARI,ATL,1,15,44,0,0,"(7:40) (SHOTGUN) 6-J.CONNER UP THE MIDDLE TO ARI 47 FOR 3 YARDS (53-N.LANDMAN, 21-M.HUGHES).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,44,OWN,0,,0,,0,10,440,0,0
2023111207,2023-11-12,1,6,59,ARI,ATL,2,12,47,0,0,"(6:59) (SHOTGUN) 1-K.MURRAY PASS DEEP RIGHT TO 85-T.MCBRIDE PUSHED OB AT ATL 34 FOR 19 YARDS (27-R.GRANT). PENALTY ON ATL-27-R.GRANT, DEFENSIVE PASS INTERFERENCE, DECLINED.",0,2023,19,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,47,OWN,0,ATL,0,DEFENSIVE PASS INTERFERENCE,0,10,481,0,0
2023111207,2023-11-12,1,6,31,ARI,ATL,1,10,66,1,0,(6:31) (SHOTGUN) 1-K.MURRAY PASS SHORT RIGHT TO 14-MI.WILSON PUSHED OB AT ATL 18 FOR 16 YARDS (27-R.GRANT).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,10,509,0,0
2023111207,2023-11-12,1,5,46,ARI,ATL,1,10,82,0,0,"(5:46) (SHOTGUN) PENALTY ON ARI-72-H.FROHOLDT, FALSE START, 5 YARDS, ENFORCED AT ATL 18 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,18,OPP,1,ARI,1,FALSE START,5,10,554,0,0
2023111207,2023-11-12,1,5,32,ARI,ATL,1,15,77,0,0,(5:32) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE DEEP LEFT TO 14-MI.WILSON (24-A.TERRELL).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,10,568,0,0
2023111207,2023-11-12,1,5,28,ARI,ATL,2,15,77,0,0,"(5:28) (SHOTGUN) 1-K.MURRAY SCRAMBLES LEFT END RAN OB AT ATL 11 FOR 12 YARDS (3-J.BATES). PENALTY ON ARI-72-H.FROHOLDT, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 23 - NO PLAY.",0,2023,12,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,23,OPP,1,ARI,1,OFFENSIVE HOLDING,10,10,572,0,0
2023111207,2023-11-12,1,5,0,ARI,ATL,2,25,67,0,0,(5:00) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE SHORT MIDDLE TO 14-MI.WILSON (98-T.HORNE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,10,600,0,0
2023111207,2023-11-12,1,4,55,ARI,ATL,3,25,67,0,0,(4:55) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE SHORT LEFT TO 2-M.BROWN (75-K.STREET).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,10,605,0,0
2023111207,2023-11-12,1,4,53,ARI,ATL,4,25,67,0,0,"(4:53) 5-M.PRATER 51 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,10,607,0,0
2023111207,2023-11-12,1,4,48,ATL,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,10,612,0,0
2023111207,2023-11-12,1,4,48,ARI,ATL,0,0,100,1,0,TIMEOUT AT 04:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,612,0,0
2023111207,2023-11-12,1,4,48,ATL,ARI,1,10,25,0,0,(4:48) (SHOTGUN) 4-T.HEINICKE PASS SHORT RIGHT TO 8-K.PITTS TO ATL 33 FOR 8 YARDS (20-MA.WILSON).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,10,612,0,0
2023111207,2023-11-12,1,4,11,ATL,ARI,2,2,33,1,0,(4:11) 25-T.ALLGEIER UP THE MIDDLE TO ATL 40 FOR 7 YARDS (3-B.BAKER; 10-J.WOODS).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,33,OWN,0,,0,,0,10,649,0,0
2023111207,2023-11-12,1,3,33,ATL,ARI,1,10,40,0,0,(3:33) (SHOTGUN) 4-T.HEINICKE PASS INCOMPLETE SHORT LEFT TO 7-B.ROBINSON (45-D.GARDECK).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,10,687,0,0
2023111207,2023-11-12,1,3,26,ATL,ARI,2,10,40,0,0,(3:26) (SHOTGUN) 84-C.PATTERSON LEFT TACKLE TO ATL 42 FOR 2 YARDS (7-K.WHITE).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,40,OWN,0,,0,,0,10,694,0,0
2023111207,2023-11-12,1,2,46,ATL,ARI,3,8,42,0,0,"(2:46) (SHOTGUN) 4-T.HEINICKE PASS INCOMPLETE SHORT RIGHT TO 84-C.PATTERSON (3-B.BAKER). PENALTY ON ARI-45-D.GARDECK, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT ATL 42 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,42,OWN,1,ARI,1,ROUGHING THE PASSER,15,10,734,0,0
2023111207,2023-11-12,1,2,42,ATL,ARI,1,10,57,0,0,"(2:42) (SHOTGUN) 7-B.ROBINSON LEFT TACKLE TO ARI 40 FOR 3 YARDS (10-J.WOODS, 55-D.STILLS).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OPP,0,,0,,0,10,738,0,0
2023111207,2023-11-12,1,2,7,ATL,ARI,2,7,60,1,0,(2:07) (SHOTGUN) 7-B.ROBINSON UP THE MIDDLE TO ARI 23 FOR 17 YARDS (18-B.OJULARI).,0,2023,17,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OPP,0,,0,,0,10,773,0,0
2023111207,2023-11-12,1,1,29,ATL,ARI,1,10,77,0,0,"(1:29) (SHOTGUN) 25-T.ALLGEIER RIGHT END TO ARI 15 FOR 8 YARDS (34-J.THOMPSON, 3-B.BAKER).",0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,23,OPP,0,,0,,0,10,811,0,0
2023111207,2023-11-12,1,0,49,ATL,ARI,2,2,85,0,0,"(:49) (SHOTGUN) 25-T.ALLGEIER RIGHT END TO ARI 16 FOR -1 YARDS (92-K.STRONG, 34-J.THOMPSON).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,15,OPP,0,,0,,0,10,851,0,0
2023111207,2023-11-12,1,0,7,ATL,ARI,3,3,84,1,0,(:07) (SHOTGUN) 7-B.ROBINSON LEFT TACKLE TO ARI 6 FOR 10 YARDS (7-K.WHITE).,0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,16,OPP,0,,0,,0,10,893,0,0
2023111207,2023-11-12,1,0,0,ATL,ARI,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,900,0,0
2023111207,2023-11-12,2,15,0,ATL,ARI,1,6,94,0,0,"(15:00) (SHOTGUN) 7-B.ROBINSON RIGHT TACKLE TO ARI 5 FOR 1 YARD (3-B.BAKER). PENALTY ON ATL-85-M.PRUITT, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ARI 6 - NO PLAY.",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,6,OPP,1,ATL,1,OFFENSIVE HOLDING,10,10,900,0,0
2023111207,2023-11-12,2,14,44,ATL,ARI,1,16,84,0,0,"(14:44) 7-B.ROBINSON UP THE MIDDLE TO ARI 13 FOR 3 YARDS (92-K.STRONG, 7-K.WHITE).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,16,OPP,0,,0,,0,10,916,0,0
2023111207,2023-11-12,2,14,9,ATL,ARI,2,13,87,0,0,(14:09) (SHOTGUN) 4-T.HEINICKE SCRAMBLES RIGHT END PUSHED OB AT ARI 2 FOR 11 YARDS (3-B.BAKER).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,10,951,0,0
2023111207,2023-11-12,2,13,33,ATL,ARI,3,2,98,1,0,"(13:33) (SHOTGUN) 4-T.HEINICKE PASS SHORT LEFT TO 16-S.MILLER FOR 2 YARDS, TOUCHDOWN.",0,2023,2,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,10,987,0,0
2023111207,2023-11-12,2,13,27,ARI,ATL,1,10,25,1,0,(13:27) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 85-T.MCBRIDE TO ATL 47 FOR 28 YARDS (3-J.BATES).,0,2023,28,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,10,993,0,0
2023111207,2023-11-12,2,13,27,ATL,ARI,0,0,85,1,0,"6-Y.KOO EXTRA POINT IS GOOD, CENTER-49-L.MCCULLOUGH, HOLDER-13-B.PINION.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,10,993,0,0
2023111207,2023-11-12,2,13,27,ARI,ATL,0,0,100,1,0,TIMEOUT AT 13:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,993,0,0
2023111207,2023-11-12,2,13,27,ARI,ATL,0,0,65,1,0,"13-B.PINION KICKS 65 YARDS FROM ATL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,10,993,0,0
2023111207,2023-11-12,2,12,45,ARI,ATL,1,10,53,0,0,(12:45) (SHOTGUN) 30-K.INGRAM LEFT END TO ATL 47 FOR NO GAIN (53-N.LANDMAN).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,47,OPP,0,,0,,0,10,1035,0,0
2023111207,2023-11-12,2,12,3,ARI,ATL,2,10,53,0,0,"(12:03) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE SHORT MIDDLE TO 2-M.BROWN. PENALTY ON ATL-34-C.PHILLIPS, DEFENSIVE PASS INTERFERENCE, 13 YARDS, ENFORCED AT ATL 47 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,47,OPP,1,ATL,1,DEFENSIVE PASS INTERFERENCE,13,10,1077,0,0
2023111207,2023-11-12,2,11,59,ARI,ATL,1,10,66,0,0,(11:59) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 14-MI.WILSON TO ATL 30 FOR 4 YARDS (55-K.ELLISS).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,10,1081,0,0
2023111207,2023-11-12,2,11,22,ARI,ATL,2,6,70,0,0,"(11:22) 30-K.INGRAM UP THE MIDDLE TO ATL 28 FOR 2 YARDS (53-N.LANDMAN, 3-J.BATES).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OPP,0,,0,,0,10,1118,0,0
2023111207,2023-11-12,2,10,43,ARI,ATL,3,4,72,0,0,(10:43) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE DEEP RIGHT TO 2-M.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,10,1157,0,0
2023111207,2023-11-12,2,10,37,ARI,ATL,4,4,72,0,0,"(10:37) 5-M.PRATER 46 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,10,1163,0,0
2023111207,2023-11-12,2,10,32,ATL,ARI,1,10,25,0,0,(10:32) (SHOTGUN) 4-T.HEINICKE PASS SHORT RIGHT TO 84-C.PATTERSON TO ATL 27 FOR 2 YARDS (98-R.LOPEZ).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,10,1168,0,0
2023111207,2023-11-12,2,10,32,ATL,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,10,1168,0,0
2023111207,2023-11-12,2,10,32,ARI,ATL,0,0,100,1,0,TIMEOUT AT 10:32.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,1168,0,0
2023111207,2023-11-12,2,9,55,ATL,ARI,2,8,27,0,0,"(9:55) (SHOTGUN) 84-C.PATTERSON UP THE MIDDLE TO ATL 33 FOR 6 YARDS (10-J.WOODS, 24-S.THOMAS).",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OWN,0,,0,,0,10,1205,0,0
2023111207,2023-11-12,2,9,20,ATL,ARI,3,2,33,1,0,(9:20) 84-C.PATTERSON UP THE MIDDLE TO ATL 38 FOR 5 YARDS (93-J.LEDBETTER).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,33,OWN,0,,0,,0,10,1240,0,0
2023111207,2023-11-12,2,8,45,ATL,ARI,1,10,38,1,0,(8:45) (SHOTGUN) 4-T.HEINICKE PASS SHORT LEFT TO 7-B.ROBINSON PUSHED OB AT ATL 49 FOR 11 YARDS (3-B.BAKER). ARI-98-R.LOPEZ WAS INJURED DURING THE PLAY.,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,10,1275,0,0
2023111207,2023-11-12,2,8,1,ATL,ARI,1,10,49,0,0,"(8:01) (SHOTGUN) 7-B.ROBINSON UP THE MIDDLE TO ARI 48 FOR 3 YARDS (3-B.BAKER, 18-B.OJULARI).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OWN,0,,0,,0,10,1319,0,0
2023111207,2023-11-12,2,7,25,ATL,ARI,2,7,52,1,0,(7:25) (SHOTGUN) 4-T.HEINICKE PASS SHORT LEFT TO 5-D.LONDON PUSHED OB AT ARI 41 FOR 7 YARDS (24-S.THOMAS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,10,1355,0,0
2023111207,2023-11-12,2,6,46,ATL,ARI,1,10,59,0,0,(6:46) (SHOTGUN) 25-T.ALLGEIER RIGHT TACKLE TO ARI 36 FOR 5 YARDS (7-K.WHITE; 3-B.BAKER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,41,OPP,0,,0,,0,10,1394,0,0
2023111207,2023-11-12,2,6,2,ATL,ARI,2,5,64,0,0,(6:02) 25-T.ALLGEIER RIGHT TACKLE TO ARI 34 FOR 2 YARDS (25-Z.COLLINS; 92-K.STRONG).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,36,OPP,0,,0,,0,10,1438,0,0
2023111207,2023-11-12,2,5,27,ATL,ARI,3,3,66,0,0,"(5:27) (NO HUDDLE, SHOTGUN) 4-T.HEINICKE PASS INCOMPLETE DEEP RIGHT TO 81-J.SMITH. PENALTY ON ARI-24-S.THOMAS, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT ARI 34 - NO PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,34,OPP,1,ARI,1,ILLEGAL CONTACT,5,10,1473,0,0
2023111207,2023-11-12,2,5,22,ATL,ARI,1,10,71,0,0,"(5:22) 7-B.ROBINSON LEFT END TO ARI 26 FOR 3 YARDS (55-D.STILLS; 18-B.OJULARI). PENALTY ON ARI-98-R.LOPEZ, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT ARI 26.",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,29,OPP,1,ARI,0,DEFENSIVE HOLDING,5,10,1478,0,0
2023111207,2023-11-12,2,5,0,ATL,ARI,1,10,79,0,0,(5:00) (SHOTGUN) 4-T.HEINICKE PASS INCOMPLETE SHORT RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,10,1500,0,0
2023111207,2023-11-12,2,4,56,ATL,ARI,2,10,79,0,0,(4:56) (SHOTGUN) 4-T.HEINICKE PASS INCOMPLETE SHORT RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,10,1504,0,0
2023111207,2023-11-12,2,4,50,ATL,ARI,3,10,79,1,0,(4:50) (SHOTGUN) 4-T.HEINICKE SCRAMBLES UP THE MIDDLE TO ARI 5 FOR 16 YARDS (3-B.BAKER).,0,2023,16,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,10,1510,0,0
2023111207,2023-11-12,2,4,12,ATL,ARI,1,5,95,1,0,"(4:12) 7-B.ROBINSON UP THE MIDDLE FOR 5 YARDS, TOUCHDOWN.",0,2023,5,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,5,OPP,0,,0,,0,10,1548,0,0
2023111207,2023-11-12,2,4,7,ARI,ATL,1,10,25,0,0,(4:07) (SHOTGUN) 6-J.CONNER UP THE MIDDLE TO ARI 31 FOR 6 YARDS (55-K.ELLISS).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,10,1553,0,0
2023111207,2023-11-12,2,4,7,ARI,ATL,0,0,65,1,0,"13-B.PINION KICKS 65 YARDS FROM ATL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,10,1553,0,0
