GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CLE,BAL
2023111201,2023-11-12,1,15,0,CLE,BAL,1,10,25,0,0,(15:00) (SHOTGUN) 34-J.FORD RIGHT END TO CLE 29 FOR 4 YARDS (58-M.PIERCE).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,0,0,0
2023111201,2023-11-12,1,15,0,CLE,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,0,0,0
2023111201,2023-11-12,1,14,26,CLE,BAL,2,6,29,1,0,"(14:26) (SHOTGUN) 4-D.WATSON PASS SHORT LEFT INTENDED FOR 85-D.NJOKU INTERCEPTED BY 14-K.HAMILTON AT CLE 18. 14-K.HAMILTON FOR 18 YARDS, TOUCHDOWN.",0,2023,18,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,1,0,0,0,0,,29,OWN,0,,0,,0,34,0,0
2023111201,2023-11-12,1,14,20,CLE,BAL,1,10,25,1,0,(14:20) (SHOTGUN) 34-J.FORD RIGHT END PUSHED OB AT CLE 38 FOR 13 YARDS (26-G.STONE; 0-R.SMITH).,0,2023,13,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,40,0,0
2023111201,2023-11-12,1,14,20,BAL,CLE,0,0,85,1,0,"9-J.TUCKER EXTRA POINT IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,40,0,0
2023111201,2023-11-12,1,14,20,BAL,CLE,0,0,100,1,0,TIMEOUT AT 14:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,40,0,0
2023111201,2023-11-12,1,14,20,CLE,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,40,0,0
2023111201,2023-11-12,1,13,46,CLE,BAL,1,10,38,0,0,"(13:46) 53-N.HARRIS REPORTED IN AS ELIGIBLE.  34-J.FORD UP THE MIDDLE TO CLE 37 FOR -1 YARDS (44-M.HUMPHREY, 6-P.QUEEN).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OWN,0,,0,,0,74,0,0
2023111201,2023-11-12,1,13,12,CLE,BAL,2,11,37,0,0,(13:12) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT RIGHT TO 8-E.MOORE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,108,0,0
2023111201,2023-11-12,1,13,8,CLE,BAL,3,11,37,0,0,(13:08) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT MIDDLE TO 85-D.NJOKU.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,112,0,0
2023111201,2023-11-12,1,13,1,CLE,BAL,4,11,37,0,0,"(13:01) 13-C.BOJORQUEZ PUNTS 46 YARDS TO BAL 17, CENTER-47-C.HUGHLETT. 13-D.DUVERNAY PUSHED OB AT BAL 21 FOR 4 YARDS (88-H.BRYANT).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,119,0,0
2023111201,2023-11-12,1,12,51,BAL,CLE,1,10,21,0,0,(12:51) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 89-M.ANDREWS TO BAL 29 FOR 8 YARDS (22-G.DELPIT).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,129,0,0
2023111201,2023-11-12,1,12,51,BAL,CLE,0,0,100,1,0,TIMEOUT AT 12:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,129,0,0
2023111201,2023-11-12,1,12,18,BAL,CLE,2,2,29,0,0,"(12:18) PENALTY ON CLE-96-J.ELLIOTT, ENCROACHMENT, 5 YARDS, ENFORCED AT BAL 29 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,29,OWN,1,CLE,1,ENCROACHMENT,5,162,0,0
2023111201,2023-11-12,1,12,1,BAL,CLE,1,10,34,0,0,(12:01) (SHOTGUN) 35-G.EDWARDS UP THE MIDDLE TO BAL 39 FOR 5 YARDS (5-A.WALKER; 44-S.TAKITAKI).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,179,0,0
2023111201,2023-11-12,1,11,28,BAL,CLE,2,5,39,1,0,(11:28) 8-L.JACKSON PASS SHORT RIGHT TO 7-R.BATEMAN TO CLE 43 FOR 18 YARDS (23-M.EMERSON).,0,2023,18,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,212,0,0
2023111201,2023-11-12,1,11,3,BAL,CLE,1,10,57,0,0,"(11:03) (NO HUDDLE, SHOTGUN) 8-L.JACKSON PASS SHORT RIGHT TO 35-G.EDWARDS TO CLE 39 FOR 4 YARDS (6-J.OWUSU-KORAMOAH) [99-Z.SMITH].",0,2023,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,237,0,0
