GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,HOU,CIN
2023111202,2023-11-12,2,11,37,HOU,CIN,1,10,75,0,0,(11:37) (NO HUDDLE) 26-D.SINGLETARY RIGHT END PUSHED OB AT CIN 21 FOR 4 YARDS (22-C.AWUZIE).,0,2023,4,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OPP,0,,0,,0,1103,0,0
2023111202,2023-11-12,2,11,3,HOU,CIN,2,6,79,0,0,"(11:03) (SHOTGUN) 7-C.STROUD PASS SHORT MIDDLE TO 85-N.BROWN TO CIN 12 FOR 9 YARDS (22-C.AWUZIE; 57-G.PRATT). PENALTY ON CIN-22-C.AWUZIE, FACE MASK, 6 YARDS, ENFORCED AT CIN 12.",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,21,OPP,1,CIN,0,FACE MASK,6,1137,0,0
2023111202,2023-11-12,2,10,38,HOU,CIN,1,6,94,1,0,"(10:38) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 3-N.DELL FOR 6 YARDS, TOUCHDOWN.",0,2023,6,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1162,0,0
2023111202,2023-11-12,2,10,33,CIN,HOU,1,10,25,0,0,(10:33) (SHOTGUN) 28-J.MIXON RIGHT GUARD TO CIN 28 FOR 3 YARDS (4-T.THOMAS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,1167,0,0
2023111202,2023-11-12,2,10,33,CIN,HOU,0,0,100,1,0,TIMEOUT AT 10:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1167,0,0
2023111202,2023-11-12,2,10,33,CIN,HOU,0,0,65,1,0,"16-M.AMMENDOLA KICKS 65 YARDS FROM HOU 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1167,0,0
2023111202,2023-11-12,2,10,33,HOU,CIN,0,0,85,1,0,"16-M.AMMENDOLA EXTRA POINT IS GOOD, CENTER-46-J.WEEKS, HOLDER-11-C.JOHNSTON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1167,0,0
2023111202,2023-11-12,2,9,58,CIN,HOU,2,7,28,0,0,(9:58) (SHOTGUN) 28-J.MIXON LEFT GUARD TO CIN 33 FOR 5 YARDS (93-K.HINISH; 6-D.PERRYMAN). CIN-80-A.IOSIVAS WAS INJURED DURING THE PLAY.,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,28,OWN,0,,0,,0,1202,0,0
2023111202,2023-11-12,2,9,14,CIN,HOU,3,2,33,0,0,(9:14) (SHOTGUN) 9-J.BURROW PASS INCOMPLETE SHORT LEFT TO 87-T.HUDSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,1246,0,0
2023111202,2023-11-12,2,9,8,CIN,HOU,4,2,33,0,0,"(9:08) 10-B.ROBBINS PUNTS 54 YARDS TO HOU 13, CENTER-48-C.ADOMITIS. 3-N.DELL TO HOU 20 FOR 7 YARDS (12-S.JACKSON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,1252,0,0
2023111202,2023-11-12,2,8,59,HOU,CIN,1,10,20,1,0,(8:59) 7-C.STROUD PASS DEEP LEFT TO 85-N.BROWN TO 50 FOR 30 YARDS (23-D.HILL).,0,2023,30,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1261,0,0
2023111202,2023-11-12,2,8,59,CIN,HOU,0,0,100,1,0,TIMEOUT AT 08:59.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1261,0,0
2023111202,2023-11-12,2,8,14,HOU,CIN,1,10,100,0,0,(8:14) (SHOTGUN) 26-D.SINGLETARY LEFT GUARD TO CIN 49 FOR 1 YARD (92-B.HILL; 96-C.SAMPLE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,0,OPP,0,,0,,0,1306,0,0
2023111202,2023-11-12,2,7,35,HOU,CIN,2,9,51,0,0,(7:35) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE DEEP RIGHT TO 3-N.DELL. HOU-3-N.DELL WAS INJURED DURING THE PLAY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,1345,0,0
2023111202,2023-11-12,2,7,30,HOU,CIN,3,14,46,1,0,(7:30) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 86-D.SCHULTZ TO CIN 35 FOR 19 YARDS (23-D.HILL).,0,2023,19,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1350,0,0
2023111202,2023-11-12,2,7,30,HOU,CIN,3,9,51,0,0,"(7:30) (SHOTGUN) PENALTY ON HOU-78-L.TUNSIL, FALSE START, 5 YARDS, ENFORCED AT CIN 49 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,49,OPP,1,HOU,1,FALSE START,5,1350,0,0
2023111202,2023-11-12,2,7,30,HOU,CIN,0,0,100,1,0,TIMEOUT AT 07:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1350,0,0
2023111202,2023-11-12,2,6,56,HOU,CIN,1,10,65,0,0,(6:56) 26-D.SINGLETARY RIGHT END TO CIN 35 FOR NO GAIN (20-D.TURNER; 27-J.BATTLE).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,35,OPP,0,,0,,0,1384,0,0
2023111202,2023-11-12,2,6,18,HOU,CIN,2,10,65,0,0,"(6:18) 7-C.STROUD PASS SHORT MIDDLE TO 86-D.SCHULTZ TO CIN 31 FOR 4 YARDS (27-J.BATTLE, 97-J.TUFELE).",0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1422,0,0
2023111202,2023-11-12,2,5,36,HOU,CIN,3,6,69,0,0,"(5:36) (SHOTGUN) 7-C.STROUD SACKED AT CIN 40 FOR -9 YARDS (SACK SPLIT BY 55-L.WILSON AND 91-T.HENDRICKSON). FUMBLES (55-L.WILSON) [55-L.WILSON], RECOVERED BY CIN-21-M.HILTON AT CIN 28. 21-M.HILTON TO CIN 28 FOR NO GAIN (2-R.WOODS). THE REPLAY OFFICIAL REVIEWED THE FUMBLE RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS.",0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,31,OPP,0,,0,,0,1464,0,0
2023111202,2023-11-12,2,5,31,CIN,HOU,1,10,28,0,0,(5:31) (SHOTGUN) 9-J.BURROW PASS SHORT LEFT TO 83-T.BOYD TO CIN 30 FOR 2 YARDS (53-B.CASHMAN).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1469,0,0
