GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LAC,DET
2023111208,2023-11-12,1,10,9,LAC,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,291,0,0
2023111208,2023-11-12,1,10,9,LAC,DET,0,0,100,1,0,TIMEOUT AT 10:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,291,0,0
2023111208,2023-11-12,1,10,9,LAC,DET,1,10,25,0,0,(10:09) 25-J.KELLEY RIGHT GUARD TO LAC 28 FOR 3 YARDS (34-A.ANZALONE).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,291,0,0
2023111208,2023-11-12,1,9,35,LAC,DET,2,7,28,1,0,(9:35) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 13-K.ALLEN TO LAC 38 FOR 10 YARDS (21-T.WALKER).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,325,0,0
2023111208,2023-11-12,1,9,3,LAC,DET,1,10,38,0,0,"(9:03) (NO HUDDLE, SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT LEFT TO 13-K.ALLEN [34-A.ANZALONE].",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,357,0,0
2023111208,2023-11-12,1,8,59,LAC,DET,2,10,38,1,0,(8:59) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 30-A.EKELER TO DET 38 FOR 24 YARDS (34-A.ANZALONE).,0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,361,0,0
2023111208,2023-11-12,1,8,13,LAC,DET,1,10,62,0,0,(8:13) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 13-K.ALLEN PUSHED OB AT DET 32 FOR 6 YARDS (1-C.SUTTON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,407,0,0
2023111208,2023-11-12,1,7,41,LAC,DET,2,4,68,0,0,(7:41) (SHOTGUN) 25-J.KELLEY UP THE MIDDLE TO DET 30 FOR 2 YARDS (34-A.ANZALONE; 94-B.JONES).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,32,OPP,0,,0,,0,439,0,0
2023111208,2023-11-12,1,7,3,LAC,DET,3,2,70,0,0,(7:03) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 30-A.EKELER [97-A.HUTCHINSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,477,0,0
2023111208,2023-11-12,1,6,58,LAC,DET,4,2,70,0,0,"(6:58) 11-C.DICKER 48 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,482,0,0
2023111208,2023-11-12,1,6,54,DET,LAC,1,10,25,0,0,(6:54) 16-J.GOFF PASS SHORT MIDDLE TO 14-A.ST. BROWN TO DET 32 FOR 7 YARDS (6-E.KENDRICKS).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,486,0,0
2023111208,2023-11-12,1,6,54,DET,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,486,0,0
2023111208,2023-11-12,1,6,54,LAC,DET,0,0,100,1,0,TIMEOUT AT 06:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,486,0,0
2023111208,2023-11-12,1,6,18,DET,LAC,2,3,32,0,0,"(6:18) 16-J.GOFF PASS INCOMPLETE DEEP MIDDLE TO 14-A.ST. BROWN. PENALTY ON LAC-26-A.SAMUEL, DEFENSIVE PASS INTERFERENCE, 16 YARDS, ENFORCED AT DET 32 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,1,0,0,,32,OWN,1,LAC,1,DEFENSIVE PASS INTERFERENCE,16,522,0,0
2023111208,2023-11-12,1,6,14,DET,LAC,1,10,48,0,0,"(6:14) 26-J.GIBBS LEFT TACKLE TO LAC 47 FOR 5 YARDS (93-O.OGBONNIA, 3-D.JAMES).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,48,OWN,0,,0,,0,526,0,0
2023111208,2023-11-12,1,5,33,DET,LAC,2,5,53,1,0,(5:33) 26-J.GIBBS RIGHT END TO LAC 36 FOR 11 YARDS (3-D.JAMES).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,47,OPP,0,,0,,0,567,0,0
2023111208,2023-11-12,1,4,54,DET,LAC,1,10,64,1,0,(4:54) 26-J.GIBBS RIGHT END PUSHED OB AT LAC 1 FOR 35 YARDS (32-A.GILMAN).,0,2023,35,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,36,OPP,0,,0,,0,606,0,0
2023111208,2023-11-12,1,4,22,DET,LAC,1,1,99,1,0,"(4:22) 26-J.GIBBS LEFT END FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT END,1,OPP,0,,0,,0,638,0,0
2023111208,2023-11-12,1,4,18,LAC,DET,0,0,100,1,0,TIMEOUT AT 04:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,642,0,0
2023111208,2023-11-12,1,4,18,LAC,DET,1,10,25,0,0,(4:18) (SHOTGUN) 30-A.EKELER UP THE MIDDLE TO LAC 27 FOR 2 YARDS (97-A.HUTCHINSON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,642,0,0
2023111208,2023-11-12,1,4,18,DET,LAC,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-43-J.MCQUAIDE, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,642,0,0
2023111208,2023-11-12,1,4,18,LAC,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,642,0,0
2023111208,2023-11-12,1,3,50,LAC,DET,2,8,27,0,0,(3:50) 10-J.HERBERT PASS SHORT RIGHT INTENDED FOR 7-G.EVERETT INTERCEPTED BY 31-K.JOSEPH [34-A.ANZALONE] AT LAC 33. 31-K.JOSEPH RAN OB AT LAC 33 FOR NO GAIN.,0,2023,0,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,1,0,0,0,0,,27,OWN,0,,0,,0,670,0,0
2023111208,2023-11-12,1,3,45,DET,LAC,1,10,67,0,0,(3:45) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE DEEP LEFT TO 14-A.ST. BROWN (33-D.LEONARD).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,675,0,0
2023111208,2023-11-12,1,3,40,DET,LAC,2,10,67,0,0,(3:40) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 8-J.REYNOLDS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,680,0,0
2023111208,2023-11-12,1,3,37,DET,LAC,3,10,67,0,0,(3:37) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 11-K.RAYMOND TO LAC 28 FOR 5 YARDS (36-J.TAYLOR).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,683,0,0
2023111208,2023-11-12,1,2,57,DET,LAC,0,0,100,1,0,TIMEOUT #1 BY DET AT 02:57.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,723,0,0
2023111208,2023-11-12,1,2,57,DET,LAC,4,5,72,1,0,"(2:57) (SHOTGUN) 5-D.MONTGOMERY RIGHT GUARD TO LAC 22 FOR 6 YARDS (20-D.MARLOWE, 45-T.TUIPULOTU).",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,28,OPP,0,,0,,0,723,0,0
2023111208,2023-11-12,1,2,12,DET,LAC,1,10,78,0,0,(2:12) 16-J.GOFF PASS SHORT RIGHT TO 89-B.WRIGHT TO LAC 24 FOR -2 YARDS (3-D.JAMES).,0,2023,-2,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,768,0,0
2023111208,2023-11-12,1,1,35,DET,LAC,2,12,76,0,0,(1:35) (SHOTGUN) 5-D.MONTGOMERY RIGHT END TO LAC 18 FOR 6 YARDS (9-K.MURRAY).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,24,OPP,0,,0,,0,805,0,0
2023111208,2023-11-12,1,0,51,DET,LAC,3,6,82,0,0,"(:51) (SHOTGUN) 5-D.MONTGOMERY RIGHT GUARD TO LAC 13 FOR 5 YARDS (52-K.MACK, 33-D.LEONARD).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,18,OPP,0,,0,,0,849,0,0
2023111208,2023-11-12,1,0,12,DET,LAC,4,1,87,0,0,(:12) 14-A.ST. BROWN LEFT END TO LAC 10 FOR 3 YARDS (32-A.GILMAN).,0,2023,0,UNDER CENTER,EXCEPTION,0,0,0,0,,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,888,0,0
2023111208,2023-11-12,1,0,0,DET,LAC,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023111208,2023-11-12,2,15,0,DET,LAC,1,10,90,0,0,(15:00) 16-J.GOFF PASS SHORT RIGHT TO 14-A.ST. BROWN TO LAC 1 FOR 9 YARDS (26-A.SAMUEL).,0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,900,0,0
2023111208,2023-11-12,2,14,25,DET,LAC,2,1,99,0,0,"(14:25) 5-D.MONTGOMERY RIGHT TACKLE TO LAC 1 FOR NO GAIN (52-K.MACK, 3-D.JAMES).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1,OPP,0,,0,,0,935,0,0
2023111208,2023-11-12,2,13,51,DET,LAC,3,1,99,0,0,(13:51) 5-D.MONTGOMERY RIGHT END TO LAC 1 FOR NO GAIN (95-N.WILLIAMS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,1,OPP,0,,0,,0,969,0,0
2023111208,2023-11-12,2,13,14,DET,LAC,4,1,99,0,0,(13:14) 16-J.GOFF PASS INCOMPLETE SHORT RIGHT [98-A.JOHNSON].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,1006,0,0
2023111208,2023-11-12,2,13,9,LAC,DET,0,0,100,1,0,TIMEOUT AT 13:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1011,0,0
2023111208,2023-11-12,2,13,9,LAC,DET,1,10,2,0,0,(13:09) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 13-K.ALLEN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,2,OWN,0,,0,,0,1011,0,0
2023111208,2023-11-12,2,13,3,LAC,DET,2,10,2,0,0,(13:03) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 13-K.ALLEN PUSHED OB AT LAC 11 FOR 9 YARDS (1-C.SUTTON).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,2,OWN,0,,0,,0,1017,0,0
2023111208,2023-11-12,2,12,31,LAC,DET,3,1,11,0,0,(12:31) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 30-A.EKELER [97-A.HUTCHINSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,1049,0,0
2023111208,2023-11-12,2,12,24,LAC,DET,4,1,11,0,0,"(12:24) 16-J.SCOTT PUNTS 49 YARDS TO DET 40, CENTER-47-J.HARRIS, FAIR CATCH BY 11-K.RAYMOND.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,1056,0,0
2023111208,2023-11-12,2,12,17,DET,LAC,1,10,40,0,0,(12:17) 26-J.GIBBS LEFT TACKLE TO DET 43 FOR 3 YARDS (33-D.LEONARD; 3-D.JAMES).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,40,OWN,0,,0,,0,1063,0,0
2023111208,2023-11-12,2,12,17,LAC,DET,0,0,100,1,0,TIMEOUT AT 12:17.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1063,0,0
2023111208,2023-11-12,2,11,39,DET,LAC,2,7,43,1,0,(11:39) 16-J.GOFF PASS SHORT LEFT TO 26-J.GIBBS TO LAC 33 FOR 24 YARDS (6-E.KENDRICKS).,0,2023,24,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1101,0,0
2023111208,2023-11-12,2,10,55,DET,LAC,1,10,67,1,0,(10:55) 16-J.GOFF PASS SHORT LEFT TO 9-J.WILLIAMS TO LAC 20 FOR 13 YARDS (3-D.JAMES).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1145,0,0
2023111208,2023-11-12,2,10,12,DET,LAC,1,10,80,0,0,(10:12) 26-J.GIBBS RIGHT END TO LAC 21 FOR -1 YARDS (97-J.BOSA).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,20,OPP,0,,0,,0,1188,0,0
2023111208,2023-11-12,2,9,36,DET,LAC,2,11,79,1,0,(9:36) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 14-A.ST. BROWN TO LAC 7 FOR 14 YARDS (32-A.GILMAN).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,1224,0,0
2023111208,2023-11-12,2,8,54,DET,LAC,1,7,93,0,0,(8:54) 26-J.GIBBS LEFT TACKLE TO LAC 5 FOR 2 YARDS (9-K.MURRAY).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,7,OPP,0,,0,,0,1266,0,0
2023111208,2023-11-12,2,8,18,DET,LAC,2,5,95,0,0,"(8:18) 26-J.GIBBS RIGHT END TO LAC 1 FOR 4 YARDS (6-E.KENDRICKS, 32-A.GILMAN).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,5,OPP,0,,0,,0,1302,0,0
2023111208,2023-11-12,2,7,37,DET,LAC,3,1,99,0,0,(7:37) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT RIGHT TO 26-J.GIBBS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,1343,0,0
2023111208,2023-11-12,2,7,34,DET,LAC,4,1,99,1,0,"(7:34) 26-J.GIBBS RIGHT TACKLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1,OPP,0,,0,,0,1346,0,0
2023111208,2023-11-12,2,7,30,LAC,DET,0,0,100,1,0,TIMEOUT AT 07:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1350,0,0
2023111208,2023-11-12,2,7,30,LAC,DET,0,0,65,1,0,"3-J.FOX KICKS 63 YARDS FROM DET 35 TO LAC 2, FAIR CATCH BY 12-D.DAVIS.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1350,0,0
2023111208,2023-11-12,2,7,30,DET,LAC,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-43-J.MCQUAIDE, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1350,0,0
2023111208,2023-11-12,2,7,30,LAC,DET,1,10,25,0,0,(7:30) (SHOTGUN) 30-A.EKELER LEFT GUARD TO LAC 27 FOR 2 YARDS (54-A.MCNEILL; 34-A.ANZALONE).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1350,0,0
2023111208,2023-11-12,2,6,50,LAC,DET,2,8,27,0,0,(6:50) (SHOTGUN) 30-A.EKELER UP THE MIDDLE TO LAC 31 FOR 4 YARDS (54-A.MCNEILL).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OWN,0,,0,,0,1390,0,0
2023111208,2023-11-12,2,6,18,LAC,DET,3,4,31,1,0,(6:18) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 30-A.EKELER TO LAC 46 FOR 15 YARDS (31-K.JOSEPH).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1422,0,0
2023111208,2023-11-12,2,5,41,LAC,DET,1,10,46,0,0,"(5:41) (NO HUDDLE, SHOTGUN) 30-A.EKELER UP THE MIDDLE TO LAC 49 FOR 3 YARDS (55-D.BARNES).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,46,OWN,0,,0,,0,1459,0,0
2023111208,2023-11-12,2,5,3,LAC,DET,2,7,49,0,0,"(5:03) (NO HUDDLE, SHOTGUN) 10-J.HERBERT PASS INCOMPLETE DEEP RIGHT TO 15-J.GUYTON (23-J.JACOBS).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1497,0,0
2023111208,2023-11-12,2,4,56,LAC,DET,3,7,49,1,0,(4:56) (SHOTGUN) 10-J.HERBERT PASS SHORT MIDDLE TO 13-K.ALLEN TO DET 40 FOR 11 YARDS (1-C.SUTTON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1504,0,0
2023111208,2023-11-12,2,4,26,LAC,DET,1,10,60,0,0,"(4:26) (NO HUDDLE, SHOTGUN) 10-J.HERBERT PASS INCOMPLETE DEEP LEFT TO 7-G.EVERETT.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1534,0,0
2023111208,2023-11-12,2,4,23,LAC,DET,2,10,60,0,0,(4:23) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 12-D.DAVIS TO DET 31 FOR 9 YARDS (34-A.ANZALONE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1537,0,0
2023111208,2023-11-12,2,4,1,LAC,DET,3,1,69,1,0,"(4:01) (NO HUDDLE) 10-J.HERBERT UP THE MIDDLE TO DET 29 FOR 2 YARDS (46-J.CAMPBELL, 94-B.JONES).",0,2023,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,31,OPP,0,,0,,0,1559,0,0
2023111208,2023-11-12,2,3,27,LAC,DET,1,10,71,1,0,"(3:27) (SHOTGUN) 10-J.HERBERT PASS DEEP RIGHT TO 13-K.ALLEN FOR 29 YARDS, TOUCHDOWN.",0,2023,29,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,1593,0,0
