GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ARI,PIT
2023120303,2023-12-03,2,14,56,PIT,ARI,4,6,41,0,0,"(14:56) 6-P.HARVIN PUNTS 40 YARDS TO ARI 19, CENTER-46-C.KUNTZ, FAIR CATCH BY 83-G.DORTCH. PENALTY ON PIT-28-M.KILLEBREW, FAIR CATCH INTERFERENCE, 15 YARDS, ENFORCED AT ARI 19.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,41,OWN,1,PIT,0,FAIR CATCH INTERFERENCE,15,904,0,0
2023120303,2023-12-03,2,14,48,ARI,PIT,1,10,34,0,0,"(14:48) (SHOTGUN) 1-K.MURRAY SCRAMBLES RIGHT END RAN OB AT ARI 43 FOR 9 YARDS (93-M.ROBINSON). PENALTY ON PIT-93-M.ROBINSON, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT ARI 43.",0,2023,9,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,34,OWN,1,PIT,0,DEFENSIVE HOLDING,5,912,0,0
2023120303,2023-12-03,2,14,22,ARI,PIT,1,10,48,0,0,(14:22) 6-J.CONNER LEFT GUARD TO ARI 46 FOR -2 YARDS (51-NI.HERBIG).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,48,OWN,0,,0,,0,938,0,0
2023120303,2023-12-03,2,13,44,ARI,PIT,2,12,46,0,0,(13:44) (SHOTGUN) 1-K.MURRAY LEFT GUARD TO ARI 44 FOR -2 YARDS (90-T.WATT).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,46,OWN,0,,0,,0,976,0,0
2023120303,2023-12-03,2,13,1,ARI,PIT,3,14,44,0,0,(13:01) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE DEEP MIDDLE TO 4-R.MOORE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1019,0,0
2023120303,2023-12-03,2,12,54,ARI,PIT,4,14,44,0,0,"(12:54) 12-B.GILLIKIN PUNTS 56 YARDS TO END ZONE, CENTER-46-A.BREWER, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1026,0,0
2023120303,2023-12-03,2,12,44,PIT,ARI,1,10,20,0,0,(12:44) (SHOTGUN) 22-N.HARRIS RIGHT GUARD TO PIT 26 FOR 6 YARDS (98-R.LOPEZ; 10-J.WOODS).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OWN,0,,0,,0,1036,0,0
2023120303,2023-12-03,2,12,44,PIT,ARI,0,0,100,1,0,TIMEOUT AT 12:44.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1036,0,0
2023120303,2023-12-03,2,12,4,PIT,ARI,2,4,26,0,0,"(12:04) 22-N.HARRIS RIGHT TACKLE TO PIT 35 FOR 9 YARDS (10-J.WOODS; 98-R.LOPEZ). PENALTY ON PIT, ILLEGAL FORMATION, 5 YARDS, ENFORCED AT PIT 26 - NO PLAY.",0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,26,OWN,1,PIT,1,ILLEGAL FORMATION,5,1076,0,0
2023120303,2023-12-03,2,11,39,PIT,ARI,2,9,21,0,0,"(11:39) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE DEEP RIGHT TO 14-G.PICKENS. PENALTY ON ARI-27-D.WILSON, DEFENSIVE PASS INTERFERENCE, 16 YARDS, ENFORCED AT PIT 21 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,21,OWN,1,ARI,1,DEFENSIVE PASS INTERFERENCE,16,1101,0,0
