GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,DET,NO
2023120301,2023-12-03,2,13,7,NO,DET,1,10,42,0,0,(13:07) (SHOTGUN) 7-T.HILL RIGHT TACKLE TO NO 41 FOR -1 YARDS (46-J.CAMPBELL).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,42,OWN,0,,0,,0,1013,0,0
2023120301,2023-12-03,2,12,34,NO,DET,2,11,41,0,0,"(12:34) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 83-J.JOHNSON. PENALTY ON NO-71-R.RAMCZYK, OFFENSIVE HOLDING, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,41,OWN,0,NO,0,OFFENSIVE HOLDING,0,1046,0,0
2023120301,2023-12-03,2,12,31,NO,DET,3,16,36,1,0,(12:31) (SHOTGUN) 4-D.CARR PASS DEEP RIGHT TO 17-A.PERRY TO DET 34 FOR 30 YARDS (1-C.SUTTON).,0,2023,30,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1049,0,0
2023120301,2023-12-03,2,12,31,NO,DET,3,11,41,0,0,"(12:31) (SHOTGUN) PENALTY ON NO-78-E.MCCOY, FALSE START, 5 YARDS, ENFORCED AT NO 41 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,41,OWN,1,NO,1,FALSE START,5,1049,0,0
2023120301,2023-12-03,2,11,46,NO,DET,1,10,66,0,0,(11:46) (SHOTGUN) 7-T.HILL RIGHT END TO DET 33 FOR 1 YARD (46-J.CAMPBELL; 1-C.SUTTON).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,34,OPP,0,,0,,0,1094,0,0
2023120301,2023-12-03,2,11,10,NO,DET,2,9,67,0,0,"(11:10) (SHOTGUN) PENALTY ON NO-78-E.MCCOY, FALSE START, 5 YARDS, ENFORCED AT DET 33 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,33,OPP,1,NO,1,FALSE START,5,1130,0,0
2023120301,2023-12-03,2,10,56,NO,DET,2,14,62,0,0,(10:56) (SHOTGUN) 4-D.CARR PASS SHORT MIDDLE TO 41-A.KAMARA TO DET 33 FOR 5 YARDS (46-J.CAMPBELL).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1144,0,0
2023120301,2023-12-03,2,10,24,NO,DET,3,9,67,1,0,(10:24) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 12-C.OLAVE PUSHED OB AT DET 9 FOR 24 YARDS (31-K.JOSEPH).,0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1176,0,0
2023120301,2023-12-03,2,10,24,NO,DET,0,0,100,1,0,TIMEOUT #1 BY DET AT 10:24.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1176,0,0
2023120301,2023-12-03,2,9,48,NO,DET,1,9,91,0,0,(9:48) 41-A.KAMARA LEFT GUARD TO DET 6 FOR 3 YARDS (54-A.MCNEILL).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,9,OPP,0,,0,,0,1212,0,0
