GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,KC,GB
2023120310,2023-12-03,2,4,55,KC,GB,1,10,88,0,0,(4:55) (SHOTGUN) 10-I.PACHECO UP THE MIDDLE TO GB 8 FOR 4 YARDS (93-T.SLATON; 94-K.BROOKS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,12,OPP,0,,0,,0,1505,0,0
2023120310,2023-12-03,2,4,13,KC,GB,2,6,92,0,0,"(4:13) (SHOTGUN) 15-P.MAHOMES SCRAMBLES LEFT TACKLE TO GB 3 FOR 5 YARDS (34-J.OWENS). PENALTY ON KC-52-C.HUMPHREY, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT GB 8 - NO PLAY.",0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,8,OPP,1,KC,1,OFFENSIVE HOLDING,10,1547,0,0
2023120310,2023-12-03,2,3,44,KC,GB,2,16,82,0,0,(3:44) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 4-R.RICE TO GB 11 FOR 7 YARDS (26-D.SAVAGE).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,1576,0,0
2023120310,2023-12-03,2,3,6,KC,GB,3,9,89,0,0,(3:06) (SHOTGUN) 15-P.MAHOMES SACKED AT GB 16 FOR -5 YARDS (SACK SPLIT BY 91-P.SMITH AND 95-D.WYATT).,0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,1614,0,0
2023120310,2023-12-03,2,2,23,KC,GB,4,14,84,0,0,"(2:23) 7-H.BUTKER 34 YARD FIELD GOAL IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,1657,0,0
2023120310,2023-12-03,2,2,19,GB,KC,0,0,65,1,0,7-H.BUTKER KICKS 67 YARDS FROM KC 35 TO GB -2. 25-K.NIXON TO GB 23 FOR 25 YARDS (44-CA.JONES; 81-B.BELL).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1661,0,0
2023120310,2023-12-03,2,2,19,GB,KC,0,0,100,1,0,TIMEOUT AT 02:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1661,0,0
2023120310,2023-12-03,2,2,14,GB,KC,1,10,23,0,0,(2:14) 32-J.ROBINSON RIGHT END TO GB 25 FOR 2 YARDS (50-W.GAY).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,23,OWN,0,,0,,0,1666,0,0
2023120310,2023-12-03,2,2,0,GB,KC,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
2023120310,2023-12-03,2,2,0,GB,KC,2,8,25,0,0,(2:00) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 87-R.DOUBS TO GB 30 FOR 5 YARDS (38-L.SNEED).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1680,0,0
