GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,ATL,NYJ
2023120302,2023-12-03,1,1,30,NYJ,ATL,1,10,33,0,0,(1:30) (SHOTGUN) 20-BRE.HALL UP THE MIDDLE TO NYJ 36 FOR 3 YARDS (53-N.LANDMAN; 95-T.GRAHAM).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,33,OWN,0,,0,,0,13,810,0,0
2023120302,2023-12-03,1,0,53,NYJ,ATL,2,7,36,0,0,(:53) 7-T.BOYLE PASS SHORT LEFT TO 20-BRE.HALL TO NYJ 38 FOR 2 YARDS (34-C.PHILLIPS).,0,2023,2,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,13,847,0,0
2023120302,2023-12-03,1,0,11,NYJ,ATL,3,5,38,0,0,(:11) (SHOTGUN) 7-T.BOYLE PASS INCOMPLETE DEEP MIDDLE TO 83-T.CONKLIN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,13,889,0,0
2023120302,2023-12-03,1,0,6,NYJ,ATL,4,5,38,0,0,"(:06) 5-T.MORSTEAD PUNTS 49 YARDS TO ATL 13, CENTER-42-T.HENNESSY. 20-D.ALFORD TO ATL 21 FOR 8 YARDS (34-J.HARDEE). PENALTY ON ATL-33-T.FLOWERS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 20.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,38,OWN,1,ATL,0,OFFENSIVE HOLDING,10,13,894,0,0
2023120302,2023-12-03,2,15,0,ATL,NYJ,1,10,10,0,0,(15:00) (SHOTGUN) 7-B.ROBINSON RIGHT END TO ATL 11 FOR 1 YARD (56-QU.WILLIAMS; 70-Q.JEFFERSON).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,10,OWN,0,,0,,0,13,900,0,0
2023120302,2023-12-03,1,0,0,NYJ,ATL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,900,0,0
2023120302,2023-12-03,2,14,23,ATL,NYJ,2,9,11,0,0,"(14:23) (SHOTGUN) 7-B.ROBINSON LEFT GUARD TO ATL 14 FOR 3 YARDS (47-B.HUFF, 3-J.WHITEHEAD).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,11,OWN,0,,0,,0,13,937,0,0
2023120302,2023-12-03,2,13,35,ATL,NYJ,3,6,14,0,0,(13:35) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT LEFT TO 5-D.LONDON [11-J.JOHNSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,13,985,0,0
2023120302,2023-12-03,2,13,31,ATL,NYJ,4,6,14,0,0,"(13:31) 13-B.PINION PUNTS 59 YARDS TO NYJ 27, CENTER-49-L.MCCULLOUGH. 82-X.GIPSON TO NYJ 44 FOR 17 YARDS (59-A.SMITH).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,13,989,0,0
2023120302,2023-12-03,2,13,19,NYJ,ATL,0,0,100,1,0,TIMEOUT AT 13:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1001,0,0
2023120302,2023-12-03,2,13,19,NYJ,ATL,1,10,44,0,0,"(13:19) (SHOTGUN) PENALTY ON NYJ-67-C.WARREN, FALSE START, 5 YARDS, ENFORCED AT NYJ 44 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,44,OWN,1,NYJ,1,FALSE START,5,13,1001,0,0
2023120302,2023-12-03,2,13,19,NYJ,ATL,1,15,39,0,0,"(13:19) (SHOTGUN) 33-D.COOK UP THE MIDDLE TO NYJ 46 FOR 7 YARDS (34-C.PHILLIPS, 53-N.LANDMAN). FUMBLES (53-N.LANDMAN), RECOVERED BY ATL-20-D.ALFORD AT NYJ 47.",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,1,0,0,0,CENTER,39,OWN,0,,0,,0,13,1001,0,0
2023120302,2023-12-03,2,13,11,ATL,NYJ,1,10,53,0,0,"(13:11) (SHOTGUN) 25-T.ALLGEIER RIGHT GUARD TO NYJ 43 FOR 4 YARDS (57-C.MOSLEY, 56-QU.WILLIAMS).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,47,OPP,0,,0,,0,13,1009,0,0
2023120302,2023-12-03,2,12,33,ATL,NYJ,2,6,57,1,0,(12:33) 25-T.ALLGEIER RIGHT TACKLE TO NYJ 37 FOR 6 YARDS (72-M.CLEMONS; 22-T.ADAMS).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,43,OPP,0,,0,,0,13,1047,0,0
2023120302,2023-12-03,2,11,52,ATL,NYJ,1,10,63,0,0,(11:52) (SHOTGUN) 7-B.ROBINSON RIGHT TACKLE TO NYJ 36 FOR 1 YARD (91-J.FRANKLIN-MYERS; 57-C.MOSLEY).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,37,OPP,0,,0,,0,13,1088,0,0
2023120302,2023-12-03,2,11,13,ATL,NYJ,2,9,64,1,0,(11:13) (SHOTGUN) 9-D.RIDDER PASS SHORT LEFT TO 8-K.PITTS RAN OB AT NYJ 23 FOR 13 YARDS.,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,13,1127,0,0
2023120302,2023-12-03,2,10,49,ATL,NYJ,1,10,77,0,0,(10:49) 25-T.ALLGEIER UP THE MIDDLE TO NYJ 20 FOR 3 YARDS (95-Q.WILLIAMS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,23,OPP,0,,0,,0,13,1151,0,0
2023120302,2023-12-03,2,10,10,ATL,NYJ,2,7,80,1,0,"(10:10) 9-D.RIDDER PASS DEEP RIGHT TO 85-M.PRUITT FOR 20 YARDS, TOUCHDOWN.",0,2023,20,UNDER CENTER,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,13,1190,0,0
2023120302,2023-12-03,2,10,4,NYJ,ATL,0,0,65,1,0,"13-B.PINION KICKS 65 YARDS FROM ATL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,13,1196,0,0
2023120302,2023-12-03,2,10,4,NYJ,ATL,0,0,100,1,0,TIMEOUT AT 10:04.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1196,0,0
2023120302,2023-12-03,2,10,4,ATL,NYJ,0,0,85,1,0,"6-Y.KOO EXTRA POINT IS GOOD, CENTER-49-L.MCCULLOUGH, HOLDER-13-B.PINION.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,13,1196,0,0
2023120302,2023-12-03,2,10,4,NYJ,ATL,1,10,25,0,0,(10:04) 7-T.BOYLE PASS INCOMPLETE DEEP LEFT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,13,1196,0,0
2023120302,2023-12-03,2,9,58,NYJ,ATL,2,10,25,0,0,(9:58) 76-D.BROWN REPORTED IN AS ELIGIBLE.  20-BRE.HALL UP THE MIDDLE TO NYJ 29 FOR 4 YARDS (20-D.ALFORD).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,13,1202,0,0
2023120302,2023-12-03,2,9,18,NYJ,ATL,3,6,29,1,0,(9:18) (SHOTGUN) 7-T.BOYLE PASS SHORT LEFT TO 17-G.WILSON TO NYJ 39 FOR 10 YARDS (1-J.OKUDAH).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,13,1242,0,0
