GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LA,CLE
2023120308,2023-12-03,1,1,27,LA,CLE,1,10,70,0,0,(1:27) 23-K.WILLIAMS LEFT END TO LAR 31 FOR 1 YARD (6-J.OWUSU-KORAMOAH; 23-M.EMERSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,30,OPP,0,,0,,0,13,813,0,0
2023120308,2023-12-03,1,1,27,LA,CLE,3,5,75,0,0,"(1:27) (SHOTGUN) PENALTY ON CLE-94-D.TOMLINSON, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT LAR 25 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,25,OPP,1,CLE,1,DEFENSIVE OFFSIDE,5,13,813,0,0
2023120308,2023-12-03,1,0,54,LA,CLE,2,9,69,0,0,"(:54) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE DEEP LEFT TO 5-T.ATWELL. PENALTY ON CLE-23-M.EMERSON, DEFENSIVE PASS INTERFERENCE, 41 YARDS, ENFORCED AT LAR 31 - NO PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,31,OPP,1,CLE,1,DEFENSIVE PASS INTERFERENCE,41,13,846,0,0
2023120308,2023-12-03,1,0,46,LA,CLE,1,10,72,0,0,(:46) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE DEEP LEFT TO 17-P.NACUA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,13,854,0,0
2023120308,2023-12-03,1,0,41,LA,CLE,2,10,72,0,0,(:41) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT LEFT TO 23-K.WILLIAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,13,859,0,0
2023120308,2023-12-03,1,0,36,LA,CLE,3,10,72,0,0,(:36) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 17-P.NACUA TO CLE 25 FOR 3 YARDS (23-M.EMERSON).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,13,864,0,0
2023120308,2023-12-03,1,0,0,LA,CLE,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,900,0,0
2023120308,2023-12-03,2,15,0,LA,CLE,4,7,75,0,0,"(15:00) 8-L.HAVRISIK 43 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-47-A.WARD, HOLDER-42-E.EVANS.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,13,900,0,0
2023120308,2023-12-03,2,14,56,CLE,LA,1,10,33,0,0,(14:56) 34-J.FORD LEFT TACKLE TO CLE 33 FOR NO GAIN (53-E.JONES; 52-L.MURCHISON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,33,OWN,0,,0,,0,13,904,0,0
2023120308,2023-12-03,2,14,11,CLE,LA,2,10,33,1,0,(14:11) (SHOTGUN) 15-J.FLACCO PASS SHORT RIGHT TO 8-E.MOORE RAN OB AT CLE 44 FOR 11 YARDS.,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,13,949,0,0
2023120308,2023-12-03,2,13,31,CLE,LA,1,10,44,0,0,(13:31) 34-J.FORD RIGHT END TO CLE 38 FOR -6 YARDS (95-B.BROWN).,0,2023,-6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,44,OWN,0,,0,,0,13,989,0,0
2023120308,2023-12-03,2,12,52,CLE,LA,2,16,38,0,0,(12:52) (SHOTGUN) 15-J.FLACCO PASS SHORT MIDDLE TO 19-C.TILLMAN TO LAR 49 FOR 13 YARDS (43-J.JOHNSON; 53-E.JONES).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,13,1028,0,0
2023120308,2023-12-03,2,12,10,CLE,LA,3,3,51,0,0,"(12:10) (SHOTGUN) 27-K.HUNT RIGHT TACKLE TO 50 FOR -1 YARDS (0-B.YOUNG, 53-E.JONES).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,49,OPP,0,,0,,0,13,1070,0,0
2023120308,2023-12-03,2,11,32,CLE,LA,4,4,100,0,0,"(11:32) 13-C.BOJORQUEZ PUNTS 35 YARDS TO LAR 15, CENTER-47-C.HUGHLETT, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1108,0,0
2023120308,2023-12-03,2,11,24,LA,CLE,0,0,100,1,0,TIMEOUT AT 11:24.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1116,0,0
2023120308,2023-12-03,2,11,24,LA,CLE,1,10,85,0,0,(11:24) 24-R.FREEMAN LEFT TACKLE TO LAR 15 FOR NO GAIN (54-O.OKORONKWO).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,15,OPP,0,,0,,0,13,1116,0,0
2023120308,2023-12-03,2,10,42,LA,CLE,2,10,85,0,0,(10:42) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 10-C.KUPP PUSHED OB AT LAR 18 FOR 3 YARDS (25-K.HAILASSIE).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,13,1158,0,0
