GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,TB,CAR
2023120304,2023-12-03,2,5,50,TB,CAR,1,10,7,0,0,(5:50) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO TB 8 FOR 1 YARD (95-DER.BROWN).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,7,OWN,0,,0,,0,13,1450,0,0
2023120304,2023-12-03,2,5,9,TB,CAR,2,9,8,0,0,(5:09) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO TB 9 FOR 1 YARD (99-S.TUTTLE; 95-DER.BROWN).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,8,OWN,0,,0,,0,13,1491,0,0
2023120304,2023-12-03,2,4,28,TB,CAR,3,8,9,1,0,(4:28) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 13-M.EVANS TO TB 22 FOR 13 YARDS (8-J.HORN).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,13,1532,0,0
2023120304,2023-12-03,2,3,50,TB,CAR,1,10,22,0,0,(3:50) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO TB 23 FOR 1 YARD (97-Y.GROSS-MATOS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OWN,0,,0,,0,13,1570,0,0
2023120304,2023-12-03,2,3,9,TB,CAR,2,9,23,0,0,(3:09) 1-R.WHITE RIGHT END PUSHED OB AT TB 29 FOR 6 YARDS (8-J.HORN).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,23,OWN,0,,0,,0,13,1611,0,0
2023120304,2023-12-03,2,2,31,TB,CAR,3,3,29,0,0,(2:31) (SHOTGUN) 6-B.MAYFIELD PASS DEEP LEFT INTENDED FOR 13-M.EVANS INTERCEPTED BY 25-X.WOODS AT CAR 43. 25-X.WOODS TO CAR 40 FOR -3 YARDS (13-M.EVANS).,0,2023,-3,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,1,0,0,0,0,,29,OWN,0,,0,,0,13,1649,0,0
2023120304,2023-12-03,2,2,22,CAR,TB,1,10,40,0,0,"(2:22) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT [94-C.KANCEY]. PENALTY ON CAR-9-B.YOUNG, INTENTIONAL GROUNDING, 15 YARDS, ENFORCED AT CAR 40.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,40,OWN,1,CAR,0,INTENTIONAL GROUNDING,15,13,1658,0,0
2023120304,2023-12-03,2,2,16,CAR,TB,2,25,25,0,0,(2:16) (SHOTGUN) 30-C.HUBBARD RIGHT TACKLE TO CAR 28 FOR 3 YARDS (58-M.WATTS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,13,1664,0,0
2023120304,2023-12-03,2,2,0,CAR,TB,3,22,28,0,0,(2:00) (SHOTGUN) 3-R.BLACKSHEAR RIGHT END TO CAR 34 FOR 6 YARDS (24-C.DAVIS).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,28,OWN,0,,0,,0,13,1680,0,0
2023120304,2023-12-03,2,2,0,CAR,TB,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1680,0,0
2023120304,2023-12-03,2,1,50,CAR,TB,0,0,100,1,0,TIMEOUT #1 BY TB AT 01:50.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1690,0,0
2023120304,2023-12-03,2,1,50,CAR,TB,4,16,34,0,0,"(1:50) 10-J.HEKKER PUNTS 46 YARDS TO TB 20, CENTER-44-J.JANSEN. 83-D.THOMPKINS TO TB 20 FOR NO GAIN (42-S.FRANKLIN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,13,1690,0,0
2023120304,2023-12-03,2,1,41,TB,CAR,1,10,20,1,0,(1:41) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 13-M.EVANS PUSHED OB AT TB 31 FOR 11 YARDS (26-D.JACKSON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,13,1699,0,0
2023120304,2023-12-03,2,1,35,TB,CAR,1,10,31,0,0,"(1:35) (NO HUDDLE, SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 10-T.PALMER TO TB 37 FOR 6 YARDS (8-J.HORN).",0,2023,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,13,1705,0,0
2023120304,2023-12-03,2,1,16,TB,CAR,2,4,37,0,0,"(1:16) (NO HUDDLE, SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT RIGHT TO 10-T.PALMER (8-J.HORN).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,13,1724,0,0
2023120304,2023-12-03,2,1,13,TB,CAR,3,4,37,0,0,"(1:13) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 10-T.PALMER RAN OB AT CAR 49 FOR 14 YARDS. PENALTY ON TB-67-L.GOEDEKE, OFFENSIVE HOLDING, DECLINED. PENALTY ON TB-88-C.OTTON, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT TB 37 - NO PLAY.",0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,37,OWN,0,TB,1,OFFENSIVE HOLDING,0,13,1727,0,0
2023120304,2023-12-03,2,1,5,TB,CAR,3,14,27,0,0,"(1:05) (SHOTGUN) PENALTY ON TB-64-A.STINNIE, FALSE START, 5 YARDS, ENFORCED AT TB 27 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,27,OWN,1,TB,1,FALSE START,5,13,1735,0,0
2023120304,2023-12-03,2,1,5,TB,CAR,3,19,22,0,0,(1:05) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 1-R.WHITE TO TB 28 FOR 6 YARDS (97-Y.GROSS-MATOS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,13,1735,0,0
2023120304,2023-12-03,2,0,59,TB,CAR,0,0,100,1,0,TIMEOUT #2 BY CAR AT 00:59.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1741,0,0
2023120304,2023-12-03,2,0,59,TB,CAR,4,13,28,0,0,"(:59) 5-J.CAMARDA PUNTS 46 YARDS TO CAR 26, CENTER-97-Z.TRINER, FAIR CATCH BY 11-I.SMITH-MARSETTE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,13,1741,0,0
2023120304,2023-12-03,2,0,53,CAR,TB,1,10,26,0,0,(:53) (SHOTGUN) 30-C.HUBBARD LEFT GUARD TO CAR 33 FOR 7 YARDS (51-J.RUSSELL).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,26,OWN,0,,0,,0,13,1747,0,0
2023120304,2023-12-03,2,0,34,CAR,TB,2,3,33,1,0,"(:34) (NO HUDDLE, SHOTGUN) 9-B.YOUNG PASS DEEP LEFT TO 17-D.CHARK RAN OB AT TB 45 FOR 22 YARDS (31-A.WINFIELD).",0,2023,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,13,1766,0,0
2023120304,2023-12-03,2,0,29,CAR,TB,1,10,55,0,0,(:29) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 15-J.MINGO.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,13,1771,0,0
2023120304,2023-12-03,2,0,24,CAR,TB,2,10,55,0,0,(:24) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 17-D.CHARK PUSHED OB AT TB 41 FOR 4 YARDS (27-Z.MCCOLLUM).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,13,1776,0,0
2023120304,2023-12-03,2,0,19,CAR,TB,3,6,59,0,0,"(:19) (SHOTGUN) 9-B.YOUNG SCRAMBLES LEFT TACKLE TO TB 32 FOR 9 YARDS (30-D.DELANEY). PENALTY ON CAR-67-J.MCCRAY, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TB 41 - NO PLAY.",0,2023,9,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,41,OPP,1,CAR,1,OFFENSIVE HOLDING,10,13,1781,0,0
2023120304,2023-12-03,2,0,11,CAR,TB,3,16,49,0,0,(:11) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 19-A.THIELEN (31-A.WINFIELD).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,13,1789,0,0
2023120304,2023-12-03,2,0,3,CAR,TB,4,16,49,0,0,(:03) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,13,1797,0,0
2023120304,2023-12-03,3,15,0,CAR,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,13,1800,0,0
2023120304,2023-12-03,2,0,0,TB,CAR,0,0,100,1,0,END QUARTER 2,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1800,0,0
2023120304,2023-12-03,3,14,59,CAR,TB,1,10,25,0,0,(14:59) (SHOTGUN) 30-C.HUBBARD RIGHT GUARD TO CAR 27 FOR 2 YARDS (0-Y.DIABY).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,13,1801,0,0
2023120304,2023-12-03,3,14,20,CAR,TB,2,8,27,0,0,(14:20) (SHOTGUN) 30-C.HUBBARD RIGHT END TO CAR 24 FOR -3 YARDS (90-L.HALL).,0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,27,OWN,0,,0,,0,13,1840,0,0
2023120304,2023-12-03,3,13,39,CAR,TB,3,11,24,0,0,(13:39) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 84-S.SULLIVAN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,13,1881,0,0
2023120304,2023-12-03,3,13,35,CAR,TB,4,11,24,0,0,"(13:35) 10-J.HEKKER PUNTS 38 YARDS TO TB 38, CENTER-44-J.JANSEN, DOWNED BY CAR-42-S.FRANKLIN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,13,1885,0,0
2023120304,2023-12-03,3,13,27,TB,CAR,0,0,100,1,0,TIMEOUT AT 13:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1893,0,0
2023120304,2023-12-03,3,13,27,TB,CAR,1,10,38,0,0,(13:27) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,13,1893,0,0
2023120304,2023-12-03,3,13,20,TB,CAR,2,10,38,0,0,(13:20) 1-R.WHITE UP THE MIDDLE TO TB 39 FOR 1 YARD (95-DER.BROWN; 97-Y.GROSS-MATOS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OWN,0,,0,,0,13,1900,0,0
2023120304,2023-12-03,3,12,42,TB,CAR,3,9,39,0,0,(12:42) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE DEEP LEFT TO 13-M.EVANS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,13,1938,0,0
2023120304,2023-12-03,3,12,38,TB,CAR,4,9,39,0,0,"(12:38) 5-J.CAMARDA PUNTS 61 YARDS TO END ZONE, CENTER-97-Z.TRINER, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,13,1942,0,0
2023120304,2023-12-03,3,12,30,CAR,TB,1,10,20,0,0,"(12:30) PENALTY ON CAR-66-N.JENSEN, FALSE START, 5 YARDS, ENFORCED AT CAR 20 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,20,OWN,1,CAR,1,FALSE START,5,13,1950,0,0
2023120304,2023-12-03,3,12,30,CAR,TB,1,15,15,0,0,(12:30) 9-B.YOUNG PASS SHORT RIGHT TO 15-J.MINGO TO CAR 25 FOR 10 YARDS (51-J.RUSSELL).,0,2023,10,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,13,1950,0,0
2023120304,2023-12-03,3,12,30,TB,CAR,0,0,100,1,0,TIMEOUT AT 12:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1950,0,0
2023120304,2023-12-03,3,11,43,CAR,TB,2,5,25,0,0,(11:43) 6-M.SANDERS RIGHT TACKLE TO CAR 28 FOR 3 YARDS (92-W.GHOLSTON; 7-S.BARRETT).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,13,1997,0,0
2023120304,2023-12-03,3,11,0,CAR,TB,3,2,28,0,0,(11:00) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 19 FOR -9 YARDS (31-A.WINFIELD).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,13,2040,0,0
2023120304,2023-12-03,3,10,18,CAR,TB,4,11,19,0,0,"(10:18) 10-J.HEKKER PUNTS 50 YARDS TO TB 31, CENTER-44-J.JANSEN, FAIR CATCH BY 83-D.THOMPKINS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,13,2082,0,0
2023120304,2023-12-03,3,10,10,TB,CAR,0,0,100,1,0,TIMEOUT AT 10:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,2090,0,0
2023120304,2023-12-03,3,10,10,TB,CAR,1,10,31,0,0,(10:10) 6-B.MAYFIELD PASS INCOMPLETE DEEP RIGHT TO 14-C.GODWIN.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,13,2090,0,0
2023120304,2023-12-03,3,10,4,TB,CAR,2,10,31,0,0,(10:04) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 83-D.THOMPKINS TO TB 35 FOR 4 YARDS (13-T.HILL).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,13,2096,0,0
2023120304,2023-12-03,3,9,26,TB,CAR,3,6,35,0,0,(9:26) (SHOTGUN) 6-B.MAYFIELD SACKED AT TB 27 FOR -8 YARDS (98-M.HAYNES).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,13,2134,0,0
2023120304,2023-12-03,3,8,50,TB,CAR,4,14,27,0,0,"(8:50) 5-J.CAMARDA PUNTS 46 YARDS TO CAR 27, CENTER-97-Z.TRINER. 11-I.SMITH-MARSETTE TO CAR 35 FOR 8 YARDS (26-K.MERRIWEATHER, 41-K.KIEFT).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,13,2170,0,0
2023120304,2023-12-03,3,8,40,TB,CAR,0,0,100,1,0,TIMEOUT AT 08:40.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,2180,0,0
2023120304,2023-12-03,3,8,40,CAR,TB,1,10,35,0,0,(8:40) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO CAR 36 FOR 1 YARD (50-V.VEA; 90-L.HALL).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,35,OWN,0,,0,,0,13,2180,0,0
2023120304,2023-12-03,3,8,6,CAR,TB,2,9,36,0,0,(8:06) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 86-M.STRACHAN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,13,2214,0,0
2023120304,2023-12-03,3,8,1,CAR,TB,3,9,36,1,0,(8:01) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 84-S.SULLIVAN TO TB 48 FOR 16 YARDS (30-D.DELANEY).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,13,2219,0,0
2023120304,2023-12-03,3,7,18,CAR,TB,1,10,52,0,0,(7:18) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO TB 40 FOR 8 YARDS (30-D.DELANEY).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OPP,0,,0,,0,13,2262,0,0
2023120304,2023-12-03,3,6,37,CAR,TB,2,2,60,1,0,(6:37) (SHOTGUN) 9-B.YOUNG PASS DEEP LEFT TO 15-J.MINGO PUSHED OB AT TB 9 FOR 31 YARDS (27-Z.MCCOLLUM).,0,2023,31,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,13,2303,0,0
2023120304,2023-12-03,3,5,58,CAR,TB,1,9,91,0,0,(5:58) 30-C.HUBBARD UP THE MIDDLE TO TB 1 FOR 8 YARDS (31-A.WINFIELD).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,9,OPP,0,,0,,0,13,2342,0,0
2023120304,2023-12-03,3,5,10,CAR,TB,2,1,99,1,0,"(5:10) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,13,2390,0,0
2023120304,2023-12-03,3,5,4,CAR,TB,0,0,85,1,0,"4-E.PINEIRO EXTRA POINT IS GOOD, CENTER-44-J.JANSEN, HOLDER-10-J.HEKKER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,13,2396,0,0
2023120304,2023-12-03,3,5,4,TB,CAR,1,10,25,1,0,"(5:04) (SHOTGUN) 6-B.MAYFIELD PASS DEEP LEFT TO 13-M.EVANS PUSHED OB AT CAR 1 FOR 74 YARDS (23-C.HENDERSON). TAMPA BAY CHALLENGED THE RUNNER WAS OUT OF BOUNDS RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 6-B.MAYFIELD PASS DEEP LEFT TO 13-M.EVANS FOR 75 YARDS, TOUCHDOWN. CAR-26-D.JACKSON WAS INJURED DURING THE PLAY.",0,2023,74,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,1,1,,0,0,0,0,0,,25,OWN,0,,0,,0,13,2396,0,0
2023120304,2023-12-03,3,5,4,TB,CAR,0,0,65,1,0,"4-E.PINEIRO KICKS 65 YARDS FROM CAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,13,2396,0,0
2023120304,2023-12-03,3,4,54,CAR,TB,1,10,25,0,0,(4:54) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 19-A.THIELEN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,13,2406,0,0
2023120304,2023-12-03,3,4,54,CAR,TB,0,0,100,1,0,"5-J.CAMARDA KICKS 50 YARDS FROM 50 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,2406,0,0
2023120304,2023-12-03,3,4,54,TB,CAR,0,0,85,0,0,"4-C.MCLAUGHLIN EXTRA POINT IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA. PENALTY ON CAR-0-B.BURNS, DISQUALIFICATION, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,1,0,0,,15,OPP,1,CAR,0,DISQUALIFICATION,15,13,2406,0,0
2023120304,2023-12-03,3,4,51,CAR,TB,2,10,25,0,0,(4:51) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,13,2409,0,0
2023120304,2023-12-03,3,4,49,CAR,TB,3,10,25,0,0,(4:49) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP MIDDLE TO 17-D.CHARK (31-A.WINFIELD).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,13,2411,0,0
2023120304,2023-12-03,3,4,43,CAR,TB,4,10,25,0,0,"(4:43) 10-J.HEKKER PUNTS 45 YARDS TO TB 30, CENTER-44-J.JANSEN, FAIR CATCH BY 83-D.THOMPKINS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,13,2417,0,0
2023120304,2023-12-03,3,4,36,TB,CAR,1,10,30,0,0,(4:36) (SHOTGUN) 1-R.WHITE LEFT END TO TB 34 FOR 4 YARDS (99-S.TUTTLE).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,30,OWN,0,,0,,0,13,2424,0,0
2023120304,2023-12-03,3,3,56,TB,CAR,2,6,34,0,0,"(3:56) 1-R.WHITE LEFT TACKLE TO TB 29 FOR -5 YARDS (98-M.HAYNES, 49-F.LUVU). PENALTY ON TB-69-C.MAUCH, OFFENSIVE HOLDING, DECLINED.",0,2023,-5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,34,OWN,0,TB,0,OFFENSIVE HOLDING,0,13,2464,0,0
2023120304,2023-12-03,3,3,32,TB,CAR,3,11,29,0,0,(3:32) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT LEFT TO 13-M.EVANS [95-DER.BROWN].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,13,2488,0,0
2023120304,2023-12-03,3,3,27,TB,CAR,4,11,29,0,0,"(3:27) 5-J.CAMARDA PUNTS 48 YARDS TO CAR 23, CENTER-97-Z.TRINER. 11-I.SMITH-MARSETTE TO CAR 22 FOR -1 YARDS (32-J.HAYES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,13,2493,0,0
2023120304,2023-12-03,3,3,19,CAR,TB,1,10,22,0,0,(3:19) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO CAR 27 FOR 5 YARDS (29-C.IZIEN).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OWN,0,,0,,0,13,2501,0,0
2023120304,2023-12-03,3,2,48,CAR,TB,2,5,27,1,0,(2:48) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO CAR 34 FOR 7 YARDS (51-J.RUSSELL).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OWN,0,,0,,0,13,2532,0,0
2023120304,2023-12-03,3,2,11,CAR,TB,1,10,34,0,0,(2:11) 9-B.YOUNG SACKED OB AT CAR 34 FOR 0 YARDS (0-Y.DIABY).,0,2023,0,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,13,2569,0,0
2023120304,2023-12-03,3,1,32,CAR,TB,2,10,34,0,0,(1:32) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 6-M.SANDERS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,13,2608,0,0
2023120304,2023-12-03,3,1,28,CAR,TB,3,10,34,0,0,(1:28) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 25 FOR -9 YARDS (51-J.RUSSELL).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,13,2612,0,0
2023120304,2023-12-03,3,0,51,CAR,TB,4,19,25,0,0,"(:51) 10-J.HEKKER PUNTS 48 YARDS TO TB 27, CENTER-44-J.JANSEN. 83-D.THOMPKINS RAN OB AT TB 33 FOR 6 YARDS (42-S.FRANKLIN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,13,2649,0,0
