GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,WAS,NYJ
2023122406,2023-12-24,1,5,30,NYJ,WAS,1,10,32,0,0,(5:30) 14-T.SIEMIAN PASS INCOMPLETE SHORT LEFT TO 17-G.WILSON (25-B.ST-JUSTE).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,16,570,0,0
2023122406,2023-12-24,1,5,26,NYJ,WAS,2,10,32,1,0,(5:26) 25-I.ABANIKANDA RIGHT END PUSHED OB AT NYJ 44 FOR 12 YARDS (35-P.BUTLER; 51-D.MAYO).,0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,32,OWN,0,,0,,0,16,574,0,0
2023122406,2023-12-24,1,4,50,NYJ,WAS,1,10,44,1,0,(4:50) (SHOTGUN) 14-T.SIEMIAN SCRAMBLES LEFT TACKLE RAN OB AT WAS 43 FOR 13 YARDS (57-C.BARTON).,0,2023,13,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,16,610,0,0
2023122406,2023-12-24,1,4,12,NYJ,WAS,1,10,57,0,0,(4:12) 25-I.ABANIKANDA RIGHT END TO WAS 40 FOR 3 YARDS (29-K.FULLER; 55-K.HENRY).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,43,OPP,0,,0,,0,16,648,0,0
2023122406,2023-12-24,1,3,32,NYJ,WAS,2,7,60,0,0,(3:32) (SHOTGUN) 14-T.SIEMIAN PASS SHORT LEFT TO 83-T.CONKLIN TO WAS 35 FOR 5 YARDS (55-K.HENRY; 47-K.HUDSON).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,16,688,0,0
2023122406,2023-12-24,1,2,48,NYJ,WAS,3,2,65,0,0,(2:48) (SHOTGUN) 20-BRE.HALL LEFT TACKLE TO WAS 34 FOR 1 YARD (93-J.ALLEN; 94-D.PAYNE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,35,OPP,0,,0,,0,16,732,0,0
2023122406,2023-12-24,1,2,8,NYJ,WAS,4,1,66,0,0,(2:08) (SHOTGUN) DIRECT SNAP TO 83-T.CONKLIN.  83-T.CONKLIN UP THE MIDDLE TO WAS 34 FOR NO GAIN (20-J.MARTIN). WAS-94-D.PAYNE WAS INJURED DURING THE PLAY.,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OPP,0,,0,,0,16,772,0,0
2023122406,2023-12-24,1,2,2,WAS,NYJ,1,10,34,1,0,(2:02) 14-S.HOWELL PASS SHORT LEFT TO 17-T.MCLAURIN TO WAS 47 FOR 13 YARDS (22-T.ADAMS).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,16,778,0,0
2023122406,2023-12-24,1,1,27,WAS,NYJ,1,10,47,0,0,"(1:27) 23-C.RODRIGUEZ UP THE MIDDLE TO WAS 47 FOR NO GAIN (58-C.LAWSON, 72-M.CLEMONS).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OWN,0,,0,,0,16,813,0,0
2023122406,2023-12-24,1,0,50,WAS,NYJ,2,10,47,0,0,(:50) (SHOTGUN) 14-S.HOWELL PASS SHORT LEFT TO 23-C.RODRIGUEZ TO NYJ 46 FOR 7 YARDS (4-D.REED).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,16,850,0,0
2023122406,2023-12-24,1,0,10,WAS,NYJ,3,3,54,0,0,(:10) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT LEFT TO 17-T.MCLAURIN (56-QU.WILLIAMS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,16,890,0,0
2023122406,2023-12-24,1,0,5,WAS,NYJ,4,3,54,0,0,"(:05) 5-T.WAY PUNTS 40 YARDS TO NYJ 6, CENTER-58-T.ADDINGTON, DOWNED BY WAS-2-D.BROWN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,16,895,0,0
2023122406,2023-12-24,2,15,0,NYJ,WAS,1,10,6,0,0,(15:00) 20-BRE.HALL RIGHT GUARD TO NYJ 10 FOR 4 YARDS (91-J.RIDGEWAY).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,6,OWN,0,,0,,0,16,900,0,0
2023122406,2023-12-24,1,0,0,NYJ,WAS,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,900,0,0
2023122406,2023-12-24,2,14,24,NYJ,WAS,2,6,10,0,0,(14:24) 20-BRE.HALL RIGHT TACKLE TO NYJ 12 FOR 2 YARDS (96-J.SMITH-WILLIAMS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,10,OWN,0,,0,,0,16,936,0,0
2023122406,2023-12-24,2,13,47,NYJ,WAS,3,4,12,0,0,"(13:47) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE SHORT RIGHT TO 17-G.WILSON (25-B.ST-JUSTE) [96-J.SMITH-WILLIAMS]. PENALTY ON WAS-25-B.ST-JUSTE, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT NYJ 12 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,12,OWN,1,WAS,1,DEFENSIVE HOLDING,5,16,973,0,0
2023122406,2023-12-24,2,13,41,NYJ,WAS,1,10,17,0,0,(13:41) 14-T.SIEMIAN PASS INCOMPLETE SHORT RIGHT TO 88-K.YEBOAH.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,16,979,0,0
2023122406,2023-12-24,2,13,37,NYJ,WAS,2,10,17,0,0,(13:37) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE SHORT LEFT TO 17-G.WILSON (29-K.FULLER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,16,983,0,0
2023122406,2023-12-24,2,13,33,NYJ,WAS,3,10,17,1,0,(13:33) (SHOTGUN) 14-T.SIEMIAN PASS SHORT LEFT TO 17-G.WILSON PUSHED OB AT NYJ 33 FOR 16 YARDS (57-C.BARTON).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,16,987,0,0
2023122406,2023-12-24,2,12,55,NYJ,WAS,1,10,33,0,0,"(12:55) (SHOTGUN) DIRECT SNAP TO 33-D.COOK.  17-G.WILSON RIGHT END TO NYJ 25 FOR -8 YARDS (96-J.SMITH-WILLIAMS, 20-J.MARTIN).",0,2023,-8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,16,1025,0,0
2023122406,2023-12-24,2,12,14,NYJ,WAS,2,18,25,0,0,"(12:14) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE SHORT MIDDLE. PENALTY ON NYJ-14-T.SIEMIAN, INTENTIONAL GROUNDING, 10 YARDS, ENFORCED AT NYJ 25. PENALTY ON NYJ-17-G.WILSON, OFFENSIVE OFFSIDE, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,25,OWN,0,NYJ,0,INTENTIONAL GROUNDING,0,16,1066,0,0
