GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NE,DEN
2023122411,2023-12-24,1,11,56,NE,DEN,4,7,5,0,0,"(11:56) 17-B.BARINGER PUNTS 47 YARDS TO DEN 48, CENTER-49-J.CARDONA. 19-M.MIMS TO NE 46 FOR 6 YARDS (3-M.WILSON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,5,OWN,0,,0,,0,16,184,0,0
2023122411,2023-12-24,1,11,47,DEN,NE,0,0,100,1,0,TIMEOUT AT 11:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,193,0,0
2023122411,2023-12-24,1,11,47,DEN,NE,1,10,54,0,0,(11:47) 38-J.MCLAUGHLIN RIGHT END TO NE 41 FOR 5 YARDS (48-JA.TAVAI).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,46,OPP,0,,0,,0,16,193,0,0
2023122411,2023-12-24,1,11,7,DEN,NE,2,5,59,0,0,(11:07) 33-J.WILLIAMS RIGHT END TO NE 42 FOR -1 YARDS (92-D.GODCHAUX).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,41,OPP,0,,0,,0,16,233,0,0
2023122411,2023-12-24,1,10,30,DEN,NE,3,6,58,0,0,(10:30) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE DEEP LEFT TO 14-C.SUTTON (27-M.BRYANT).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,16,270,0,0
2023122411,2023-12-24,1,10,24,DEN,NE,4,6,58,0,0,"(10:24) 9-R.DIXON PUNTS 32 YARDS TO NE 10, CENTER-48-M.FRABONI. 27-M.BRYANT TO NE 15 FOR 5 YARDS (57-B.NIEMANN; 37-R.MOSS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,16,276,0,0
2023122411,2023-12-24,1,10,15,NE,DEN,1,10,15,0,0,(10:15) (SHOTGUN) 36-K.HARRIS UP THE MIDDLE TO NE 21 FOR 6 YARDS (91-M.HENNINGSEN; 49-A.SINGLETON).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,15,OWN,0,,0,,0,16,285,0,0
2023122411,2023-12-24,1,10,15,DEN,NE,0,0,100,1,0,TIMEOUT AT 10:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,285,0,0
2023122411,2023-12-24,1,9,37,NE,DEN,2,4,21,0,0,(9:37) 36-K.HARRIS LEFT GUARD TO NE 24 FOR 3 YARDS (6-P.LOCKE; 56-B.BROWNING).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,21,OWN,0,,0,,0,16,323,0,0
2023122411,2023-12-24,1,8,59,NE,DEN,3,1,24,0,0,(8:59) (SHOTGUN) DIRECT SNAP TO 36-K.HARRIS.  36-K.HARRIS UP THE MIDDLE TO NE 24 FOR NO GAIN (98-M.PURCELL; 91-M.HENNINGSEN).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,24,OWN,0,,0,,0,16,361,0,0
2023122411,2023-12-24,1,8,18,NE,DEN,4,1,24,0,0,"(8:18) 17-B.BARINGER PUNTS 53 YARDS TO DEN 23, CENTER-49-J.CARDONA. 19-M.MIMS PUSHED OB AT NE 25 FOR 52 YARDS (17-B.BARINGER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,16,402,0,0
2023122411,2023-12-24,1,8,1,DEN,NE,1,10,75,0,0,(8:01) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 38-J.MCLAUGHLIN PUSHED OB AT NE 17 FOR 8 YARDS (26-S.WADE).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,16,419,0,0
2023122411,2023-12-24,1,7,22,DEN,NE,2,2,83,1,0,(7:22) 33-J.WILLIAMS LEFT GUARD TO NE 14 FOR 3 YARDS (48-JA.TAVAI).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,17,OPP,0,,0,,0,16,458,0,0
2023122411,2023-12-24,1,6,43,DEN,NE,1,10,86,0,0,(6:43) 33-J.WILLIAMS LEFT END TO NE 7 FOR 7 YARDS (27-M.BRYANT).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,14,OPP,0,,0,,0,16,497,0,0
2023122411,2023-12-24,1,6,4,DEN,NE,2,3,93,1,0,(6:04) 3-R.WILSON PASS SHORT RIGHT TO 20-M.BURTON PUSHED OB AT NE 3 FOR 4 YARDS (2-J.MILLS).,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,16,536,0,0
2023122411,2023-12-24,1,5,20,DEN,NE,1,3,97,1,0,"(5:20) 33-J.WILLIAMS RIGHT GUARD FOR 3 YARDS, TOUCHDOWN.",0,2023,3,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT GUARD,3,OPP,0,,0,,0,16,580,0,0
2023122411,2023-12-24,1,5,15,DEN,NE,0,0,85,1,0,"16-W.LUTZ EXTRA POINT IS GOOD, CENTER-48-M.FRABONI, HOLDER-9-R.DIXON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,16,585,0,0
2023122411,2023-12-24,1,5,15,NE,DEN,1,10,25,0,0,(5:15) (SHOTGUN) 4-B.ZAPPE PASS SHORT LEFT TO 1-D.PARKER TO NE 29 FOR 4 YARDS (41-D.SANDERS; 23-F.MOREAU).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,16,585,0,0
2023122411,2023-12-24,1,5,15,NE,DEN,0,0,65,1,0,"16-W.LUTZ KICKS 65 YARDS FROM DEN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,585,0,0
2023122411,2023-12-24,1,5,15,DEN,NE,0,0,100,1,0,TIMEOUT AT 05:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,585,0,0
2023122411,2023-12-24,1,4,35,NE,DEN,2,6,29,1,0,(4:35) (SHOTGUN) 4-B.ZAPPE PASS SHORT RIGHT TO 15-E.ELLIOTT TO NE 36 FOR 7 YARDS (49-A.SINGLETON).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,16,625,0,0
2023122411,2023-12-24,1,3,57,NE,DEN,1,10,36,0,0,(3:57) (SHOTGUN) 4-B.ZAPPE PASS SHORT LEFT TO 15-E.ELLIOTT TO NE 40 FOR 4 YARDS (6-P.LOCKE).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,16,663,0,0
2023122411,2023-12-24,1,3,22,NE,DEN,2,6,40,0,0,"(3:22) (SHOTGUN) 36-K.HARRIS LEFT END TO NE 44 FOR 4 YARDS (47-J.JEWELL, 6-P.LOCKE).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,40,OWN,0,,0,,0,16,698,0,0
2023122411,2023-12-24,1,2,46,NE,DEN,3,2,44,1,0,(2:46) 4-B.ZAPPE PASS SHORT RIGHT TO 86-P.BROWN PUSHED OB AT NE 49 FOR 5 YARDS (49-A.SINGLETON).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,16,734,0,0
2023122411,2023-12-24,1,2,8,NE,DEN,1,10,49,0,0,(2:08) (SHOTGUN) 4-B.ZAPPE SACKED AT NE 39 FOR -10 YARDS (0-J.COOPER).,0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,16,772,0,0
2023122411,2023-12-24,1,1,24,NE,DEN,2,20,39,1,0,(1:24) (SHOTGUN) 4-B.ZAPPE PASS DEEP LEFT TO 83-J.REAGOR PUSHED OB AT DEN 33 FOR 28 YARDS (6-P.LOCKE).,0,2023,28,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,16,816,0,0
2023122411,2023-12-24,1,0,45,NE,DEN,1,10,67,0,0,(:45) 11-T.THORNTON LEFT END TO DEN 24 FOR 9 YARDS (49-A.SINGLETON).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,33,OPP,0,,0,,0,16,855,0,0
2023122411,2023-12-24,1,0,6,NE,DEN,2,1,76,1,0,(:06) 15-E.ELLIOTT RIGHT GUARD TO DEN 20 FOR 4 YARDS (2-P.SURTAIN).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,24,OPP,0,,0,,0,16,894,0,0
2023122411,2023-12-24,1,0,0,NE,DEN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,900,0,0
2023122411,2023-12-24,2,15,0,NE,DEN,1,10,80,0,0,(15:00) (SHOTGUN) 4-B.ZAPPE PASS INCOMPLETE SHORT LEFT TO 15-E.ELLIOTT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,16,900,0,0
2023122411,2023-12-24,2,14,57,NE,DEN,2,10,80,0,0,(14:57) 15-E.ELLIOTT RIGHT GUARD TO DEN 17 FOR 3 YARDS (98-M.PURCELL; 6-P.LOCKE).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OPP,0,,0,,0,16,903,0,0
2023122411,2023-12-24,2,14,18,NE,DEN,3,7,83,0,0,(14:18) (SHOTGUN) 4-B.ZAPPE PASS SHORT RIGHT TO 81-D.DOUGLAS TO DEN 14 FOR 3 YARDS (2-P.SURTAIN).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,16,942,0,0
2023122411,2023-12-24,2,13,33,NE,DEN,4,4,86,0,0,"(13:33) 37-C.RYLAND 33 YARD FIELD GOAL IS GOOD, CENTER-49-J.CARDONA, HOLDER-17-B.BARINGER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,16,987,0,0
2023122411,2023-12-24,2,13,30,DEN,NE,0,0,100,1,0,TIMEOUT AT 13:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,990,0,0
2023122411,2023-12-24,2,13,30,DEN,NE,1,10,25,1,0,(13:30) 3-R.WILSON SCRAMBLES UP THE MIDDLE TO DEN 39 FOR 14 YARDS (27-M.BRYANT; 8-J.BENTLEY).,0,2023,14,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,16,990,0,0
2023122411,2023-12-24,2,13,30,DEN,NE,0,0,65,1,0,"37-C.RYLAND KICKS 65 YARDS FROM NE 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,990,0,0
2023122411,2023-12-24,2,12,51,DEN,NE,1,10,39,1,0,(12:51) 38-J.MCLAUGHLIN LEFT END PUSHED OB AT NE 49 FOR 12 YARDS (27-M.BRYANT).,0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,39,OWN,0,,0,,0,16,1029,0,0
2023122411,2023-12-24,2,12,25,DEN,NE,1,10,51,1,0,"(12:25) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS SHORT MIDDLE TO 38-J.MCLAUGHLIN TO NE 38 FOR 11 YARDS (31-J.JONES). NE-31-J.JONES WAS INJURED DURING THE PLAY.",0,2023,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,16,1055,0,0
2023122411,2023-12-24,2,11,45,DEN,NE,1,10,62,0,0,"(11:45) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 33-J.WILLIAMS TO NE 41 FOR -3 YARDS (48-JA.TAVAI) [2-J.MILLS]. FUMBLES (48-JA.TAVAI), RECOVERED BY NE-70-J.PHARMS AT NE 39.",0,2023,-3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,,38,OPP,0,,0,,0,16,1095,0,0
2023122411,2023-12-24,2,11,27,DEN,NE,0,0,100,1,0,TIMEOUT AT 11:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1113,0,0
2023122411,2023-12-24,2,11,27,NE,DEN,1,10,39,0,0,(11:27) (SHOTGUN) 4-B.ZAPPE PASS SHORT RIGHT TO 1-D.PARKER TO NE 43 FOR 4 YARDS (49-A.SINGLETON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,16,1113,0,0
2023122411,2023-12-24,2,10,53,NE,DEN,2,6,43,0,0,(10:53) 15-E.ELLIOTT LEFT TACKLE TO NE 47 FOR 4 YARDS (93-D.JONES; 51-R.PERKINS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OWN,0,,0,,0,16,1147,0,0
2023122411,2023-12-24,2,10,11,NE,DEN,3,2,47,0,0,(10:11) (SHOTGUN) 15-E.ELLIOTT LEFT GUARD TO NE 47 FOR NO GAIN (41-D.SANDERS).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,47,OWN,0,,0,,0,16,1189,0,0
2023122411,2023-12-24,2,9,28,NE,DEN,4,2,47,0,0,"(9:28) 17-B.BARINGER PUNTS 40 YARDS TO DEN 13, CENTER-49-J.CARDONA, FAIR CATCH BY 19-M.MIMS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,16,1232,0,0
2023122411,2023-12-24,2,9,21,DEN,NE,0,0,100,1,0,TIMEOUT AT 09:21.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1239,0,0
2023122411,2023-12-24,2,9,21,DEN,NE,1,10,13,0,0,(9:21) (SHOTGUN) 38-J.MCLAUGHLIN LEFT GUARD TO DEN 13 FOR NO GAIN (99-K.WHITE).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,13,OWN,0,,0,,0,16,1239,0,0
2023122411,2023-12-24,2,8,45,DEN,NE,2,10,13,0,0,(8:45) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 19-M.MIMS PUSHED OB AT DEN 22 FOR 9 YARDS (23-K.DUGGER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,13,OWN,0,,0,,0,16,1275,0,0
2023122411,2023-12-24,2,8,8,DEN,NE,3,1,22,1,0,(8:08) 75-Q.BAILEY REPORTED IN AS ELIGIBLE.  3-R.WILSON UP THE MIDDLE TO DEN 23 FOR 1 YARD (90-C.BARMORE).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OWN,0,,0,,0,16,1312,0,0
2023122411,2023-12-24,2,7,29,DEN,NE,1,10,23,0,0,(7:29) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 30 FOR 7 YARDS (23-K.DUGGER; 99-K.WHITE).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,16,1351,0,0
2023122411,2023-12-24,2,6,41,DEN,NE,2,3,30,1,0,(6:41) 38-J.MCLAUGHLIN RIGHT END TO DEN 37 FOR 7 YARDS (2-J.MILLS).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,30,OWN,0,,0,,0,16,1399,0,0
2023122411,2023-12-24,2,5,59,DEN,NE,1,10,37,0,0,"(5:59) (SHOTGUN) 3-R.WILSON PASS SHORT MIDDLE TO 85-L.KRULL TO DEN 48 FOR 11 YARDS (48-JA.TAVAI). NE-8-J.BENTLEY WAS INJURED DURING THE PLAY.  PENALTY ON DEN-77-Q.MEINERZ, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT DEN 37 - NO PLAY.",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,37,OWN,1,DEN,1,UNNECESSARY ROUGHNESS,15,16,1441,0,0
2023122411,2023-12-24,2,5,25,DEN,NE,0,0,100,1,0,TIMEOUT #1 BY NE AT 05:25.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1475,0,0
2023122411,2023-12-24,2,5,25,DEN,NE,1,25,22,0,0,(5:25) 33-J.WILLIAMS UP THE MIDDLE TO DEN 31 FOR 9 YARDS (2-J.MILLS).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OWN,0,,0,,0,16,1475,0,0
2023122411,2023-12-24,2,4,50,DEN,NE,0,0,100,1,0,TIMEOUT #1 BY DEN AT 04:50.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1510,0,0
2023122411,2023-12-24,2,4,50,DEN,NE,2,16,31,0,0,(4:50) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 38-J.MCLAUGHLIN TO DEN 35 FOR 4 YARDS (91-D.WISE).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,16,1510,0,0
2023122411,2023-12-24,2,4,8,DEN,NE,3,12,35,0,0,"(4:08) (SHOTGUN) 3-R.WILSON SACKED AT DEN 25 FOR -10 YARDS (3-M.WILSON). FUMBLES (3-M.WILSON), TOUCHED AT DEN 26, AND RECOVERS AT DEN 25.",0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,35,OWN,0,,0,,0,16,1552,0,0
2023122411,2023-12-24,2,3,28,DEN,NE,4,22,25,0,0,"(3:28) 9-R.DIXON PUNTS 46 YARDS TO NE 29, CENTER-48-M.FRABONI. 27-M.BRYANT TO NE 37 FOR 8 YARDS (32-D.TURNER-YELL; 20-M.BURTON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,16,1592,0,0
2023122411,2023-12-24,2,3,19,DEN,NE,0,0,100,1,0,TIMEOUT AT 03:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1601,0,0
2023122411,2023-12-24,2,3,19,NE,DEN,1,10,37,1,0,(3:19) 4-B.ZAPPE PASS DEEP LEFT TO 86-P.BROWN TO DEN 43 FOR 20 YARDS (0-J.COOPER).,0,2023,20,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,16,1601,0,0
2023122411,2023-12-24,2,2,43,NE,DEN,1,10,57,0,0,"(2:43) (SHOTGUN) 36-K.HARRIS LEFT END TO DEN 39 FOR 4 YARDS (49-A.SINGLETON, 2-P.SURTAIN).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,43,OPP,0,,0,,0,16,1637,0,0
2023122411,2023-12-24,2,2,0,NE,DEN,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1680,0,0
2023122411,2023-12-24,2,2,0,NE,DEN,2,6,61,1,0,(2:00) (SHOTGUN) 4-B.ZAPPE PASS SHORT MIDDLE TO 81-D.DOUGLAS TO DEN 26 FOR 13 YARDS (6-P.LOCKE).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,16,1680,0,0
2023122411,2023-12-24,2,1,22,NE,DEN,1,10,74,0,0,(1:22) (SHOTGUN) 4-B.ZAPPE PASS SHORT LEFT TO 81-D.DOUGLAS TO DEN 22 FOR 4 YARDS (49-A.SINGLETON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,16,1718,0,0
2023122411,2023-12-24,2,0,55,NE,DEN,2,6,78,0,0,"(:55) (NO HUDDLE, SHOTGUN) 4-B.ZAPPE PASS INCOMPLETE DEEP LEFT TO 1-D.PARKER.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,16,1745,0,0
2023122411,2023-12-24,2,0,51,NE,DEN,0,0,100,1,0,TIMEOUT #2 BY NE AT 00:51.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1749,0,0
