GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,TEN,SEA
2023122407,2023-12-24,3,10,6,SEA,TEN,2,8,91,0,0,(10:06) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT LEFT TO 84-C.PARKINSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,16,2094,0,0
2023122407,2023-12-24,3,10,1,SEA,TEN,3,8,91,0,0,(10:01) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT MIDDLE TO 14-D.METCALF (38-T.EDMUNDS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,16,2099,0,0
2023122407,2023-12-24,3,9,57,SEA,TEN,4,8,91,0,0,"(9:57) 5-J.MYERS 27 YARD FIELD GOAL IS GOOD, CENTER-41-C.STOLL, HOLDER-4-M.DICKSON.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,16,2103,0,0
2023122407,2023-12-24,3,9,53,TEN,SEA,0,0,65,1,0,5-J.MYERS KICKS 65 YARDS FROM SEA 35 TO TEN 0. 11-C.MOORE TO TEN 26 FOR 26 YARDS (28-K.JOSEPH).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,2107,0,0
2023122407,2023-12-24,3,9,53,TEN,SEA,0,0,100,1,0,TIMEOUT AT 09:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,2107,0,0
2023122407,2023-12-24,3,9,48,TEN,SEA,1,10,26,0,0,(9:48) (SHOTGUN) 22-D.HENRY UP THE MIDDLE TO TEN 33 FOR 7 YARDS (90-JA.REED).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,26,OWN,0,,0,,0,16,2112,0,0
2023122407,2023-12-24,3,9,6,TEN,SEA,2,3,33,0,0,(9:06) 22-D.HENRY UP THE MIDDLE TO TEN 35 FOR 2 YARDS (53-B.MAFE; 23-A.BURNS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,33,OWN,0,,0,,0,16,2154,0,0
2023122407,2023-12-24,3,8,26,TEN,SEA,3,1,35,1,0,(8:26) 32-T.SPEARS UP THE MIDDLE TO TEN 44 FOR 9 YARDS (0-D.BUSH).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,35,OWN,0,,0,,0,16,2194,0,0
2023122407,2023-12-24,3,7,44,TEN,SEA,1,10,44,0,0,"(7:44) PENALTY ON TEN-76-A.RUPCICH, FALSE START, 5 YARDS, ENFORCED AT TEN 44 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,44,OWN,1,TEN,1,FALSE START,5,16,2236,0,0
2023122407,2023-12-24,3,7,23,TEN,SEA,1,15,39,0,0,(7:23) 32-T.SPEARS LEFT GUARD TO TEN 46 FOR 7 YARDS (99-L.WILLIAMS).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,39,OWN,0,,0,,0,16,2257,0,0
2023122407,2023-12-24,3,6,39,TEN,SEA,2,8,46,0,0,"(6:39) (SHOTGUN) 22-D.HENRY RIGHT END TO TEN 47 FOR 1 YARD (54-B.WAGNER, 30-M.JACKSON).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,46,OWN,0,,0,,0,16,2301,0,0
2023122407,2023-12-24,3,5,56,TEN,SEA,3,7,47,1,0,(5:56) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 11-C.MOORE RAN OB AT SEA 44 FOR 9 YARDS.,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,16,2344,0,0
2023122407,2023-12-24,3,5,21,TEN,SEA,1,10,56,0,0,"(5:21) 22-D.HENRY LEFT TACKLE TO SEA 45 FOR -1 YARDS (0-D.BUSH, 99-L.WILLIAMS).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,44,OPP,0,,0,,0,16,2379,0,0
