GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BAL,SF
2023122502,2023-12-25,1,1,1,BAL,SF,4,6,90,0,0,"(1:01) 9-J.TUCKER 28 YARD FIELD GOAL IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,16,839,0,0
2023122502,2023-12-25,1,0,57,SF,BAL,1,10,25,1,0,(:57) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 85-G.KITTLE TO SF 45 FOR 20 YARDS (14-K.HAMILTON).,0,2023,20,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,16,843,0,0
2023122502,2023-12-25,1,0,57,SF,BAL,0,0,100,1,0,TIMEOUT AT 00:57.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,843,0,0
2023122502,2023-12-25,1,0,57,SF,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,843,0,0
2023122502,2023-12-25,1,0,18,SF,BAL,1,10,45,0,0,(:18) 23-C.MCCAFFREY LEFT GUARD TO SF 48 FOR 3 YARDS (50-K.VAN NOY; 32-M.WILLIAMS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,45,OWN,0,,0,,0,16,882,0,0
2023122502,2023-12-25,2,15,0,SF,BAL,2,7,48,1,0,(15:00) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 19-D.SAMUEL RAN OB AT BAL 37 FOR 15 YARDS.,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,16,900,0,0
2023122502,2023-12-25,1,0,0,SF,BAL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,900,0,0
2023122502,2023-12-25,2,14,22,SF,BAL,1,10,63,0,0,(14:22) 13-B.PURDY PASS SHORT LEFT INTENDED FOR 19-D.SAMUEL INTERCEPTED BY 44-M.HUMPHREY (21-B.STEPHENS) AT BAL 44. 44-M.HUMPHREY TO BAL 47 FOR 3 YARDS (13-B.PURDY).,0,2023,3,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,1,0,0,0,0,,37,OPP,0,,0,,0,16,938,0,0
2023122502,2023-12-25,2,14,16,BAL,SF,1,10,47,0,0,(14:16) (SHOTGUN) 43-J.HILL LEFT END TO BAL 49 FOR 2 YARDS (2-D.LENOIR; 57-D.GREENLAW).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,47,OWN,0,,0,,0,16,944,0,0
2023122502,2023-12-25,2,13,39,BAL,SF,2,8,49,1,0,(13:39) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 7-R.BATEMAN TO SF 37 FOR 14 YARDS (20-A.THOMAS).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,16,981,0,0
