GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,KC,LV
2023122500,2023-12-25,2,11,43,KC,LV,1,10,41,0,0,(11:43) 15-P.MAHOMES SCRAMBLES LEFT END RAN OB AT KC 46 FOR 5 YARDS (41-R.SPILLANE).,0,2023,5,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1097,0,0
2023122500,2023-12-25,2,11,10,KC,LV,2,5,46,0,0,(11:10) (SHOTGUN) 10-I.PACHECO LEFT GUARD TO KC 48 FOR 2 YARDS (5-D.DEABLO).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,46,OWN,0,,0,,0,1130,0,0
2023122500,2023-12-25,2,10,33,KC,LV,3,3,48,1,0,(10:33) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 17-R.JAMES TO LV 47 FOR 5 YARDS (69-A.BUTLER).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1167,0,0
2023122500,2023-12-25,2,9,53,KC,LV,1,10,53,1,0,(9:53) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 87-T.KELCE TO LV 23 FOR 24 YARDS (25-T.MOEHRIG).,0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1207,0,0
2023122500,2023-12-25,2,9,8,KC,LV,1,10,77,0,0,(9:08) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 87-T.KELCE TO LV 17 FOR 6 YARDS (5-D.DEABLO).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,1252,0,0
2023122500,2023-12-25,2,8,24,KC,LV,2,4,83,1,0,(8:24) 10-I.PACHECO LEFT GUARD TO LV 12 FOR 5 YARDS (91-B.NICHOLS).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,17,OPP,0,,0,,0,1296,0,0
2023122500,2023-12-25,2,7,40,KC,LV,1,10,88,0,0,"(7:40) (SHOTGUN) DIRECT SNAP TO 10-I.PACHECO.  10-I.PACHECO LEFT END FOR 12 YARDS, TOUCHDOWN.",0,2023,0,SHOTGUN,,0,0,0,1,,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,1340,0,0
2023122500,2023-12-25,2,7,34,LV,KC,0,0,65,1,0,"7-H.BUTKER KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1346,0,0
2023122500,2023-12-25,2,7,34,LV,KC,1,10,25,0,0,(7:34) 35-Z.WHITE RIGHT GUARD TO LV 28 FOR 3 YARDS (50-W.GAY).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,1346,0,0
2023122500,2023-12-25,2,7,34,KC,LV,0,0,100,1,0,TIMEOUT AT 07:34.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1346,0,0
2023122500,2023-12-25,2,7,34,KC,LV,0,0,85,1,0,"7-H.BUTKER EXTRA POINT IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1346,0,0
2023122500,2023-12-25,2,7,0,LV,KC,2,7,28,1,0,(7:00) (SHOTGUN) 35-Z.WHITE LEFT END TO LV 36 FOR 8 YARDS (21-M.EDWARDS).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,28,OWN,0,,0,,0,1380,0,0
2023122500,2023-12-25,2,6,35,LV,KC,1,10,36,0,0,"(6:35) (NO HUDDLE, SHOTGUN) 35-Z.WHITE LEFT GUARD TO LV 39 FOR 3 YARDS (91-D.NNADI).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,36,OWN,0,,0,,0,1405,0,0
2023122500,2023-12-25,2,5,52,LV,KC,2,7,39,0,0,(5:52) (SHOTGUN) 4-A.O'CONNELL PASS INCOMPLETE DEEP RIGHT TO 17-D.ADAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1448,0,0
2023122500,2023-12-25,2,5,47,LV,KC,3,7,39,0,0,(5:47) (SHOTGUN) 22-A.ABDULLAH LEFT END TO LV 43 FOR 4 YARDS (20-J.REID; 23-D.TRANQUILL).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,39,OWN,0,,0,,0,1453,0,0
2023122500,2023-12-25,2,5,9,LV,KC,4,3,43,0,0,"(5:09) 6-A.COLE PUNTS 44 YARDS TO KC 13, CENTER-50-J.BOBENMOYER, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1491,0,0
2023122500,2023-12-25,2,5,0,KC,LV,0,0,100,1,0,TIMEOUT AT 05:00.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1500,0,0
2023122500,2023-12-25,2,5,0,KC,LV,1,10,13,0,0,"(5:00) (SHOTGUN) DIRECT SNAP TO 10-I.PACHECO.  10-I.PACHECO FUMBLES (ABORTED) AT KC 8, RECOVERED BY LV-91-B.NICHOLS AT KC 8. 91-B.NICHOLS FOR 8 YARDS, TOUCHDOWN.",0,2023,0,SHOTGUN,FUMBLES,0,0,0,1,,0,0,0,,0,1,0,0,0,,13,OWN,0,,0,,0,1500,0,0
2023122500,2023-12-25,2,4,55,KC,LV,1,10,25,1,0,"(4:55) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT INTENDED FOR 84-JU.WATSON INTERCEPTED BY 18-J.JONES AT KC 33. 18-J.JONES FOR 33 YARDS, TOUCHDOWN.",0,2023,33,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,1,0,0,0,0,,25,OWN,0,,0,,0,1505,0,0
2023122500,2023-12-25,2,4,55,KC,LV,0,0,15,1,0,(KICK FORMATION) TWO-POINT CONVERSION ATTEMPT. 6-A.COLE RUSHES LEFT END. ATTEMPT FAILS.,0,2023,0,UNDER CENTER,TWO-POINT CONVERSION,0,0,0,0,,0,0,0,,0,0,0,1,0,,15,OWN,0,,0,,0,1505,0,0
