GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PIT,CIN
2023122300,2023-12-23,1,15,0,CIN,PIT,0,0,65,1,0,"9-C.BOSWELL KICKS 65 YARDS FROM PIT 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,0,0,0
2023122300,2023-12-23,1,15,0,CIN,PIT,1,10,25,0,0,(15:00) (SHOTGUN) 28-J.MIXON LEFT TACKLE TO CIN 25 FOR NO GAIN (99-L.OGUNJOBI).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,16,0,0,0
2023122300,2023-12-23,1,14,26,CIN,PIT,2,10,25,0,0,(14:26) (SHOTGUN) 6-J.BROWNING PASS SHORT RIGHT TO 28-J.MIXON TO CIN 34 FOR 9 YARDS (50-E.ROBERTS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,16,34,0,0
2023122300,2023-12-23,1,13,41,CIN,PIT,3,1,34,1,0,(13:41) (SHOTGUN) 6-J.BROWNING PASS SHORT LEFT TO 80-A.IOSIVAS TO CIN 41 FOR 7 YARDS (29-L.WALLACE).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,16,79,0,0
2023122300,2023-12-23,1,13,2,CIN,PIT,1,10,41,0,0,(13:02) (SHOTGUN) 6-J.BROWNING PASS SHORT LEFT TO 28-J.MIXON PUSHED OB AT CIN 39 FOR -2 YARDS (38-M.WALKER).,0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,16,118,0,0
2023122300,2023-12-23,1,12,25,CIN,PIT,2,12,39,0,0,(12:25) (SHOTGUN) 6-J.BROWNING PASS INCOMPLETE SHORT RIGHT TO 87-T.HUDSON (29-L.WALLACE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,16,155,0,0
2023122300,2023-12-23,1,12,21,CIN,PIT,3,12,39,0,0,(12:21) (SHOTGUN) 6-J.BROWNING PASS SHORT RIGHT TO 89-D.SAMPLE TO CIN 47 FOR 8 YARDS (50-E.ROBERTS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,16,159,0,0
2023122300,2023-12-23,1,11,44,CIN,PIT,4,4,47,0,0,"(11:44) 10-B.ROBBINS PUNTS 45 YARDS TO PIT 8, CENTER-48-C.ADOMITIS, FAIR CATCH BY 19-C.AUSTIN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,16,196,0,0
2023122300,2023-12-23,1,11,37,PIT,CIN,0,0,100,1,0,TIMEOUT AT 11:37.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,203,0,0
2023122300,2023-12-23,1,11,37,PIT,CIN,1,10,8,0,0,(11:37) (SHOTGUN) 22-N.HARRIS RIGHT TACKLE TO PIT 14 FOR 6 YARDS (91-T.HENDRICKSON).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,8,OWN,0,,0,,0,16,203,0,0
2023122300,2023-12-23,1,10,57,PIT,CIN,2,4,14,1,0,"(10:57) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT TO 14-G.PICKENS FOR 86 YARDS, TOUCHDOWN.",0,2023,86,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,16,243,0,0
2023122300,2023-12-23,1,10,45,PIT,CIN,0,0,85,1,0,"9-C.BOSWELL EXTRA POINT IS GOOD, CENTER-46-C.KUNTZ, HOLDER-6-P.HARVIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,16,255,0,0
2023122300,2023-12-23,1,10,45,CIN,PIT,0,0,65,1,0,"9-C.BOSWELL KICKS 65 YARDS FROM PIT 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,255,0,0
2023122300,2023-12-23,1,10,45,CIN,PIT,1,10,25,0,0,"(10:45) (SHOTGUN) 28-J.MIXON UP THE MIDDLE TO CIN 26 FOR 1 YARD (50-E.ROBERTS, 90-T.WATT).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,16,255,0,0
2023122300,2023-12-23,1,10,7,CIN,PIT,2,9,26,0,0,(10:07) (SHOTGUN) 6-J.BROWNING PASS SHORT MIDDLE TO 16-T.IRWIN TO CIN 32 FOR 6 YARDS (93-M.ROBINSON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,16,293,0,0
2023122300,2023-12-23,1,9,25,CIN,PIT,3,3,32,1,0,(9:25) (SHOTGUN) 6-J.BROWNING PASS SHORT MIDDLE TO 5-T.HIGGINS TO PIT 45 FOR 23 YARDS (29-L.WALLACE).,0,2023,23,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,16,335,0,0
2023122300,2023-12-23,1,8,40,CIN,PIT,1,10,55,0,0,(8:40) (SHOTGUN) 30-C.BROWN RIGHT GUARD TO PIT 41 FOR 4 YARDS (51-NI.HERBIG).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,45,OPP,0,,0,,0,16,380,0,0
2023122300,2023-12-23,1,8,0,CIN,PIT,2,6,59,1,0,(8:00) (SHOTGUN) 6-J.BROWNING PASS SHORT LEFT TO 80-A.IOSIVAS TO PIT 29 FOR 12 YARDS (50-E.ROBERTS) [92-I.LOUDERMILK].,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,16,420,0,0
2023122300,2023-12-23,1,7,18,CIN,PIT,1,10,71,0,0,(7:18) (SHOTGUN) 6-J.BROWNING PASS SHORT RIGHT TO 84-M.WILCOX TO PIT 23 FOR 6 YARDS (25-E.ROWE).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,16,462,0,0
2023122300,2023-12-23,1,6,38,CIN,PIT,2,4,77,1,0,(6:38) (SHOTGUN) 6-J.BROWNING PASS SHORT LEFT TO 83-T.BOYD PUSHED OB AT PIT 17 FOR 6 YARDS (20-P.PETERSON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,16,502,0,0
2023122300,2023-12-23,1,5,57,CIN,PIT,1,10,83,0,0,(5:57) 61-C.FORD REPORTED IN AS ELIGIBLE.  28-J.MIXON LEFT TACKLE TO PIT 16 FOR 1 YARD (93-M.ROBINSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,17,OPP,0,,0,,0,16,543,0,0
2023122300,2023-12-23,1,5,17,CIN,PIT,2,9,84,0,0,(5:17) (SHOTGUN) 6-J.BROWNING PASS INCOMPLETE SHORT LEFT TO 80-A.IOSIVAS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,16,583,0,0
2023122300,2023-12-23,1,5,12,CIN,PIT,3,9,84,0,0,(5:12) (SHOTGUN) 6-J.BROWNING PASS DEEP RIGHT INTERCEPTED BY 20-P.PETERSON [90-T.WATT] AT PIT -3. TOUCHBACK.,0,2023,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,1,0,0,0,0,,16,OPP,0,,0,,0,16,588,0,0
2023122300,2023-12-23,1,5,1,PIT,CIN,0,0,100,1,0,TIMEOUT AT 05:01.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,599,0,0
2023122300,2023-12-23,1,5,1,PIT,CIN,1,10,20,0,0,(5:01) (SHOTGUN) 22-N.HARRIS RIGHT GUARD TO PIT 28 FOR 8 YARDS (22-C.AWUZIE; 92-B.HILL).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OWN,0,,0,,0,16,599,0,0
2023122300,2023-12-23,1,4,24,PIT,CIN,2,2,28,1,0,(4:24) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT TO 11-A.ROBINSON TO PIT 40 FOR 12 YARDS (21-M.HILTON; 91-T.HENDRICKSON).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,16,636,0,0
2023122300,2023-12-23,1,3,42,PIT,CIN,1,10,40,0,0,(3:42) (SHOTGUN) 30-J.WARREN RIGHT GUARD TO PIT 43 FOR 3 YARDS (23-D.HILL; 94-S.HUBBARD).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OWN,0,,0,,0,16,678,0,0
2023122300,2023-12-23,1,2,59,PIT,CIN,2,7,43,0,0,(2:59) 22-N.HARRIS LEFT END TO PIT 45 FOR 2 YARDS (92-B.HILL; 57-G.PRATT).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,43,OWN,0,,0,,0,16,721,0,0
2023122300,2023-12-23,1,2,22,PIT,CIN,3,5,45,1,0,(2:22) (SHOTGUN) 2-M.RUDOLPH PASS SHORT MIDDLE TO 30-J.WARREN TO CIN 37 FOR 18 YARDS (21-M.HILTON; 55-L.WILSON).,0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,16,758,0,0
2023122300,2023-12-23,1,1,39,PIT,CIN,1,10,63,0,0,(1:39) 30-J.WARREN RIGHT TACKLE TO CIN 33 FOR 4 YARDS (27-J.BATTLE; 55-L.WILSON).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,37,OPP,0,,0,,0,16,801,0,0
2023122300,2023-12-23,1,0,58,PIT,CIN,2,6,67,1,0,(:58) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT TO 11-A.ROBINSON PUSHED OB AT CIN 19 FOR 14 YARDS (22-C.AWUZIE).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,16,842,0,0
2023122300,2023-12-23,1,0,18,PIT,CIN,1,10,81,1,0,(:18) (SHOTGUN) 22-N.HARRIS UP THE MIDDLE TO CIN 6 FOR 13 YARDS (23-D.HILL).,0,2023,13,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,19,OPP,0,,0,,0,16,882,0,0
2023122300,2023-12-23,1,0,18,PIT,CIN,0,0,100,1,0,TIMEOUT #1 BY PIT AT 00:18.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,882,0,0
2023122300,2023-12-23,1,0,0,PIT,CIN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,900,0,0
2023122300,2023-12-23,2,15,0,PIT,CIN,1,6,94,0,0,(15:00) 2-M.RUDOLPH PASS SHORT RIGHT TO 11-A.ROBINSON TO CIN 7 FOR -1 YARDS (27-J.BATTLE).,0,2023,-1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,16,900,0,0
2023122300,2023-12-23,2,14,26,PIT,CIN,2,7,93,1,0,"(14:26) (SHOTGUN) 19-C.AUSTIN LEFT END FOR 7 YARDS, TOUCHDOWN.",0,2023,7,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT END,7,OPP,0,,0,,0,16,934,0,0
2023122300,2023-12-23,2,14,21,PIT,CIN,0,0,85,1,0,"9-C.BOSWELL EXTRA POINT IS GOOD, CENTER-46-C.KUNTZ, HOLDER-6-P.HARVIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,16,939,0,0
2023122300,2023-12-23,2,14,21,CIN,PIT,1,10,25,0,0,(14:21) (SHOTGUN) 6-J.BROWNING PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,16,939,0,0
2023122300,2023-12-23,2,14,21,PIT,CIN,0,0,100,1,0,TIMEOUT AT 14:21.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,939,0,0
2023122300,2023-12-23,2,14,21,CIN,PIT,0,0,65,1,0,"9-C.BOSWELL KICKS 65 YARDS FROM PIT 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,939,0,0
2023122300,2023-12-23,2,14,17,CIN,PIT,2,10,25,0,0,(14:17) (SHOTGUN) 6-J.BROWNING PASS SHORT RIGHT TO 15-C.JONES TO CIN 24 FOR -1 YARDS (34-C.SULLIVAN).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,16,943,0,0
2023122300,2023-12-23,2,13,38,CIN,PIT,0,0,100,1,0,TIMEOUT #1 BY CIN AT 13:38.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,982,0,0
2023122300,2023-12-23,2,13,38,CIN,PIT,3,11,24,0,0,"(13:38) (SHOTGUN) 6-J.BROWNING SACKED AT CIN 18 FOR -6 YARDS (90-T.WATT). FUMBLES (90-T.WATT) [90-T.WATT], RECOVERED BY CIN-64-T.KARRAS AT CIN 16. PENALTY ON CIN-73-J.WILLIAMS, OFFENSIVE HOLDING, DECLINED.",0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,1,0,0,,24,OWN,0,CIN,0,OFFENSIVE HOLDING,0,16,982,0,0
2023122300,2023-12-23,2,13,22,CIN,PIT,4,19,16,0,0,"(13:22) 10-B.ROBBINS PUNTS 36 YARDS TO PIT 48, CENTER-48-C.ADOMITIS, DOWNED BY CIN-33-N.SCOTT.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,16,998,0,0
2023122300,2023-12-23,2,13,12,PIT,CIN,0,0,100,1,0,TIMEOUT AT 13:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1008,0,0
2023122300,2023-12-23,2,13,12,PIT,CIN,1,10,48,0,0,(13:12) (SHOTGUN) 22-N.HARRIS UP THE MIDDLE TO CIN 43 FOR 9 YARDS (23-D.HILL; 27-J.BATTLE).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OWN,0,,0,,0,16,1008,0,0
2023122300,2023-12-23,2,12,37,PIT,CIN,2,1,57,1,0,"(12:37) (SHOTGUN) 22-N.HARRIS RIGHT GUARD TO CIN 41 FOR 2 YARDS (57-G.PRATT, 95-Z.CARTER).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,43,OPP,0,,0,,0,16,1043,0,0
2023122300,2023-12-23,2,12,1,PIT,CIN,1,10,59,0,0,(12:01) (SHOTGUN) 2-M.RUDOLPH PASS INCOMPLETE SHORT RIGHT [96-C.SAMPLE].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,16,1079,0,0
2023122300,2023-12-23,2,11,55,PIT,CIN,2,10,59,0,0,(11:55) (SHOTGUN) 2-M.RUDOLPH PASS INCOMPLETE DEEP RIGHT TO 19-C.AUSTIN (21-M.HILTON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,16,1085,0,0
2023122300,2023-12-23,2,11,49,PIT,CIN,3,10,59,0,0,"(11:49) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT TO 30-J.WARREN TO CIN 49 FOR -8 YARDS (20-D.TURNER, 55-L.WILSON).",0,2023,-8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,16,1091,0,0
2023122300,2023-12-23,2,11,11,PIT,CIN,4,18,51,0,0,"(11:11) 6-P.HARVIN PUNTS 42 YARDS TO CIN 7, CENTER-46-C.KUNTZ, DOWNED BY PIT-42-J.PIERRE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,16,1129,0,0
2023122300,2023-12-23,2,11,0,CIN,PIT,1,10,7,0,0,(11:00) (SHOTGUN) 6-J.BROWNING PASS SHORT MIDDLE TO 80-A.IOSIVAS TO CIN 13 FOR 6 YARDS (50-E.ROBERTS). PIT-50-E.ROBERTS WAS INJURED DURING THE PLAY.,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,7,OWN,0,,0,,0,16,1140,0,0
2023122300,2023-12-23,2,10,21,CIN,PIT,2,4,13,0,0,(10:21) (SHOTGUN) 30-C.BROWN LEFT TACKLE TO CIN 16 FOR 3 YARDS (25-E.ROWE).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,13,OWN,0,,0,,0,16,1179,0,0
2023122300,2023-12-23,2,9,35,CIN,PIT,3,1,16,1,0,(9:35) (SHOTGUN) 28-J.MIXON LEFT GUARD TO CIN 18 FOR 2 YARDS (29-L.WALLACE).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,16,OWN,0,,0,,0,16,1225,0,0
2023122300,2023-12-23,2,8,54,CIN,PIT,1,10,18,1,0,(8:54) (SHOTGUN) 6-J.BROWNING PASS DEEP LEFT INTENDED FOR 83-T.BOYD INTERCEPTED BY 25-E.ROWE AT CIN 39. 25-E.ROWE TO CIN 14 FOR 25 YARDS (75-O.BROWN).,0,2023,25,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,1,0,0,0,0,,18,OWN,0,,0,,0,16,1266,0,0
