GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LAC,BUF
2023122301,2023-12-23,1,9,48,LAC,BUF,3,7,48,1,0,"(9:48) (SHOTGUN) 2-E.STICK PASS DEEP LEFT TO 5-J.PALMER PUSHED OB AT BUF 33 FOR 19 YARDS (39-C.LEWIS, 20-T.RAPP).",0,2023,19,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,16,312,0,0
2023122301,2023-12-23,1,9,15,LAC,BUF,1,10,67,0,0,(9:15) 2-E.STICK RIGHT END TO BUF 32 FOR 1 YARD (56-L.FLOYD).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,33,OPP,0,,0,,0,16,345,0,0
2023122301,2023-12-23,1,8,38,LAC,BUF,2,9,68,0,0,(8:38) (SHOTGUN) 2-E.STICK PASS INCOMPLETE DEEP RIGHT TO 1-Q.JOHNSTON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,16,382,0,0
2023122301,2023-12-23,1,8,32,LAC,BUF,3,9,68,1,0,(8:32) (SHOTGUN) 2-E.STICK PASS DEEP MIDDLE TO 84-S.SMARTT TO BUF 9 FOR 23 YARDS (39-C.LEWIS).,0,2023,23,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,16,388,0,0
2023122301,2023-12-23,1,7,55,LAC,BUF,1,9,91,0,0,(7:55) (SHOTGUN) 2-E.STICK LEFT END PUSHED OB AT BUF 7 FOR 2 YARDS (25-T.DODSON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,9,OPP,0,,0,,0,16,425,0,0
2023122301,2023-12-23,1,7,21,LAC,BUF,2,7,93,0,0,"(7:21) 30-A.EKELER RIGHT TACKLE TO BUF 2 FOR 5 YARDS (7-TA.JOHNSON, 99-T.SETTLE).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,7,OPP,0,,0,,0,16,459,0,0
2023122301,2023-12-23,1,6,43,LAC,BUF,3,2,98,0,0,(6:43) (SHOTGUN) 2-E.STICK PASS INCOMPLETE SHORT LEFT TO 5-J.PALMER [93-L.JOSEPH].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,16,497,0,0
2023122301,2023-12-23,1,6,35,LAC,BUF,4,2,98,0,0,"(6:35) 11-C.DICKER 20 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,16,505,0,0
2023122301,2023-12-23,1,6,32,LAC,BUF,0,0,100,1,0,TIMEOUT AT 06:32.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,508,0,0
2023122301,2023-12-23,1,6,32,BUF,LAC,0,0,65,0,0,"11-C.DICKER KICKS 56 YARDS FROM LAC 35 TO BUF 9. 5-L.FOURNETTE TO BUF 29 FOR 20 YARDS (0-D.HENLEY). PENALTY ON BUF-54-B.SPECTOR, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT BUF 26.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,BUF,0,OFFENSIVE HOLDING,10,16,508,0,0
2023122301,2023-12-23,1,6,27,BUF,LAC,1,10,16,0,0,"(6:27) 5-L.FOURNETTE LEFT GUARD TO BUF 19 FOR 3 YARDS (98-A.JOHNSON, 99-S.MATLOCK).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,16,OWN,0,,0,,0,16,513,0,0
2023122301,2023-12-23,1,5,48,BUF,LAC,2,7,19,1,0,(5:48) 17-J.ALLEN PASS DEEP RIGHT TO 13-G.DAVIS TO BUF 36 FOR 17 YARDS (43-M.DAVIS).,0,2023,17,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,16,552,0,0
2023122301,2023-12-23,1,5,5,BUF,LAC,1,10,36,0,0,(5:05) (SHOTGUN) 17-J.ALLEN RIGHT END TO BUF 42 FOR 6 YARDS (32-A.GILMAN).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,36,OWN,0,,0,,0,16,595,0,0
2023122301,2023-12-23,1,4,25,BUF,LAC,2,4,42,0,0,(4:25) (SHOTGUN) 4-J.COOK LEFT TACKLE TO BUF 41 FOR -1 YARDS (52-K.MACK).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OWN,0,,0,,0,16,635,0,0
2023122301,2023-12-23,1,3,43,BUF,LAC,3,5,41,0,0,(3:43) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP RIGHT TO 13-G.DAVIS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,16,677,0,0
2023122301,2023-12-23,1,3,37,BUF,LAC,4,5,41,0,0,"(3:37) 8-S.MARTIN PUNTS 44 YARDS TO LAC 15, CENTER-69-R.FERGUSON, FAIR CATCH BY 12-D.DAVIS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,16,683,0,0
2023122301,2023-12-23,1,3,30,LAC,BUF,0,0,100,1,0,TIMEOUT AT 03:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,690,0,0
2023122301,2023-12-23,1,3,30,LAC,BUF,1,10,15,0,0,(3:30) 30-A.EKELER RIGHT END TO LAC 16 FOR 1 YARD (7-TA.JOHNSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,15,OWN,0,,0,,0,16,690,0,0
2023122301,2023-12-23,1,2,52,LAC,BUF,2,9,16,0,0,"(2:52) (SHOTGUN) 2-E.STICK PASS SHORT MIDDLE TO 7-G.EVERETT TO LAC 21 FOR 5 YARDS (7-TA.JOHNSON, 25-T.DODSON) [43-T.BERNARD]. PENALTY ON LAC, ILLEGAL SHIFT, 5 YARDS, ENFORCED AT LAC 16 - NO PLAY.",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,16,OWN,1,LAC,1,ILLEGAL SHIFT,5,16,728,0,0
2023122301,2023-12-23,1,2,31,LAC,BUF,2,14,11,0,0,"(2:31) (SHOTGUN) 2-E.STICK PASS DEEP MIDDLE INTENDED FOR 1-Q.JOHNSTON INTERCEPTED BY 47-C.BENFORD AT LAC 30. 47-C.BENFORD TO LAC 30 FOR NO GAIN (1-Q.JOHNSTON). BUF-43-T.BERNARD WAS INJURED DURING THE PLAY.  PENALTY ON BUF-47-C.BENFORD, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT LAC 11 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,1,0,1,0,0,,11,OWN,1,BUF,1,DEFENSIVE HOLDING,5,16,749,0,0
2023122301,2023-12-23,1,2,20,LAC,BUF,1,10,16,0,0,(2:20) (SHOTGUN) 28-I.SPILLER LEFT GUARD TO LAC 16 FOR NO GAIN (50-G.ROUSSEAU).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,16,OWN,0,,0,,0,16,760,0,0
2023122301,2023-12-23,1,1,39,LAC,BUF,2,10,16,0,0,"(1:39) (SHOTGUN) 28-I.SPILLER RIGHT TACKLE TO LAC 17 FOR 1 YARD (91-E.OLIVER, 93-L.JOSEPH).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,16,OWN,0,,0,,0,16,801,0,0
2023122301,2023-12-23,1,1,0,LAC,BUF,3,9,17,0,0,(1:00) (SHOTGUN) 2-E.STICK UP THE MIDDLE TO LAC 13 FOR -4 YARDS (39-C.LEWIS).,0,2023,-4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,17,OWN,0,,0,,0,16,840,0,0
2023122301,2023-12-23,1,0,21,LAC,BUF,4,13,13,0,0,"(:21) 16-J.SCOTT PUNTS 57 YARDS TO BUF 30, CENTER-47-J.HARRIS. 11-D.HARTY TO BUF 33 FOR 3 YARDS (24-A.FINLEY; 36-J.TAYLOR). FUMBLES (24-A.FINLEY), RECOVERED BY LAC-57-A.OGBONGBEMIGA AT BUF 27. PENALTY ON BUF-3-D.HAMLIN, OFFENSIVE HOLDING, DECLINED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,1,1,0,0,,13,OWN,0,BUF,0,OFFENSIVE HOLDING,0,16,879,0,0
2023122301,2023-12-23,1,0,4,LAC,BUF,1,10,73,1,0,(:04) (SHOTGUN) 2-E.STICK PASS SHORT LEFT TO 7-G.EVERETT PUSHED OB AT BUF 12 FOR 15 YARDS (31-R.DOUGLAS).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,16,896,0,0
2023122301,2023-12-23,2,15,0,LAC,BUF,1,10,88,0,0,(15:00) (SHOTGUN) 2-E.STICK PASS SHORT LEFT TO 7-G.EVERETT TO BUF 10 FOR 2 YARDS (50-G.ROUSSEAU).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,16,900,0,0
2023122301,2023-12-23,1,0,0,LAC,BUF,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,900,0,0
2023122301,2023-12-23,2,14,39,LAC,BUF,2,8,90,1,0,"(14:39) (NO HUDDLE, SHOTGUN) 2-E.STICK PASS SHORT RIGHT TO 7-G.EVERETT TO BUF 1 FOR 9 YARDS (31-R.DOUGLAS).",0,2023,9,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,16,921,0,0
2023122301,2023-12-23,2,13,54,LAC,BUF,1,1,99,1,0,"(13:54) (SHOTGUN) 2-E.STICK RIGHT END FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT END,1,OPP,0,,0,,0,16,966,0,0
2023122301,2023-12-23,2,13,49,LAC,BUF,0,0,85,1,0,"11-C.DICKER EXTRA POINT IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,16,971,0,0
2023122301,2023-12-23,2,13,49,LAC,BUF,0,0,100,1,0,TIMEOUT AT 13:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,971,0,0
2023122301,2023-12-23,2,13,49,BUF,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,971,0,0
2023122301,2023-12-23,2,13,49,BUF,LAC,1,10,25,0,0,(13:49) 4-J.COOK LEFT GUARD TO BUF 30 FOR 5 YARDS (45-T.TUIPULOTU).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,16,971,0,0
2023122301,2023-12-23,2,13,13,BUF,LAC,2,5,30,1,0,(13:13) 4-J.COOK UP THE MIDDLE TO BUF 40 FOR 10 YARDS (37-J.HAWKINS).,0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OWN,0,,0,,0,16,1007,0,0
2023122301,2023-12-23,2,12,38,BUF,LAC,1,10,40,0,0,"(12:38) (SHOTGUN) 4-J.COOK RIGHT TACKLE TO BUF 43 FOR 3 YARDS (45-T.TUIPULOTU, 95-N.WILLIAMS).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,40,OWN,0,,0,,0,16,1042,0,0
2023122301,2023-12-23,2,11,58,BUF,LAC,2,7,43,0,0,"(11:58) (SHOTGUN) 17-J.ALLEN SCRAMBLES LEFT END TO BUF 48 FOR 5 YARDS (9-K.MURRAY). PENALTY ON BUF-60-M.MORSE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT BUF 43 - NO PLAY.",0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,43,OWN,1,BUF,1,OFFENSIVE HOLDING,10,16,1082,0,0
2023122301,2023-12-23,2,11,36,BUF,LAC,2,17,33,0,0,(11:36) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 86-D.KINCAID TO BUF 40 FOR 7 YARDS (43-M.DAVIS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,16,1104,0,0
2023122301,2023-12-23,2,10,57,BUF,LAC,3,10,40,0,0,(10:57) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 86-D.KINCAID.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,16,1143,0,0
2023122301,2023-12-23,2,10,52,BUF,LAC,4,10,40,0,0,"(10:52) 8-S.MARTIN PUNTS 56 YARDS TO LAC 4, CENTER-69-R.FERGUSON, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,16,1148,0,0
2023122301,2023-12-23,2,10,43,LAC,BUF,1,10,4,0,0,(10:43) (SHOTGUN) 30-A.EKELER RIGHT TACKLE TO LAC 8 FOR 4 YARDS (21-J.POYER).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,4,OWN,0,,0,,0,16,1157,0,0
2023122301,2023-12-23,2,10,43,LAC,BUF,0,0,100,1,0,TIMEOUT AT 10:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1157,0,0
2023122301,2023-12-23,2,10,7,LAC,BUF,2,6,8,0,0,(10:07) (SHOTGUN) 2-E.STICK PASS INCOMPLETE SHORT LEFT TO 7-G.EVERETT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,16,1193,0,0
2023122301,2023-12-23,2,10,4,LAC,BUF,3,6,8,0,0,(10:04) (SHOTGUN) 2-E.STICK PASS SHORT LEFT TO 5-J.PALMER TO LAC 11 FOR 3 YARDS (43-T.BERNARD).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,16,1196,0,0
2023122301,2023-12-23,2,9,24,LAC,BUF,4,3,11,0,0,"(9:24) 16-J.SCOTT PUNTS 49 YARDS TO BUF 40, CENTER-47-J.HARRIS. 11-D.HARTY RAN OB AT BUF 43 FOR 3 YARDS (31-N.NIEMANN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,16,1236,0,0
2023122301,2023-12-23,2,9,12,BUF,LAC,1,10,43,1,0,"(9:12) (SHOTGUN) 17-J.ALLEN PASS DEEP RIGHT TO 13-G.DAVIS FOR 57 YARDS, TOUCHDOWN.",0,2023,57,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,16,1248,0,0
2023122301,2023-12-23,2,9,2,BUF,LAC,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,16,1258,0,0
2023122301,2023-12-23,2,9,2,LAC,BUF,0,0,100,1,0,TIMEOUT AT 09:02.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1258,0,0
2023122301,2023-12-23,2,9,2,LAC,BUF,0,0,65,1,0,"2-T.BASS KICKS 55 YARDS FROM BUF 35 TO LAC 10. 12-D.DAVIS MUFFS CATCH, AND RECOVERS AT LAC 8. 12-D.DAVIS TO LAC 8 FOR NO GAIN (42-D.WILLIAMS).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,1258,0,0
2023122301,2023-12-23,2,8,59,LAC,BUF,1,10,8,0,0,(8:59) 30-A.EKELER RIGHT GUARD TO LAC 13 FOR 5 YARDS (43-T.BERNARD).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,8,OWN,0,,0,,0,16,1261,0,0
2023122301,2023-12-23,2,8,21,LAC,BUF,2,5,13,0,0,"(8:21) (NO HUDDLE, SHOTGUN) 2-E.STICK RIGHT END PUSHED OB AT LAC 15 FOR 2 YARDS (31-R.DOUGLAS).",0,2023,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,13,OWN,0,,0,,0,16,1299,0,0
2023122301,2023-12-23,2,7,43,LAC,BUF,3,3,15,0,0,(7:43) (SHOTGUN) DIRECT SNAP TO 30-A.EKELER.  30-A.EKELER LEFT END TO LAC 22 FOR 7 YARDS (50-G.ROUSSEAU).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,16,1337,0,0
2023122301,2023-12-23,2,7,18,LAC,BUF,1,10,22,1,0,"(7:18) (NO HUDDLE, SHOTGUN) 30-A.EKELER LEFT END TO LAC 32 FOR 10 YARDS (56-L.FLOYD, 21-J.POYER).",0,2023,10,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,22,OWN,0,,0,,0,16,1362,0,0
2023122301,2023-12-23,2,6,36,LAC,BUF,1,10,32,0,0,(6:36) (SHOTGUN) 2-E.STICK PASS INCOMPLETE DEEP RIGHT TO 1-Q.JOHNSTON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,16,1404,0,0
2023122301,2023-12-23,2,6,31,LAC,BUF,2,10,32,0,0,(6:31) (SHOTGUN) 25-J.KELLEY LEFT END TO LAC 30 FOR -2 YARDS (25-T.DODSON).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,32,OWN,0,,0,,0,16,1409,0,0
2023122301,2023-12-23,2,5,51,LAC,BUF,3,12,30,0,0,"(5:51) (SHOTGUN) 2-E.STICK SCRAMBLES RIGHT END PUSHED OB AT LAC 41 FOR 11 YARDS (20-T.RAPP; 21-J.POYER). PENALTY ON LAC-70-R.SLATER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LAC 30 - NO PLAY.",0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,30,OWN,1,LAC,1,OFFENSIVE HOLDING,10,16,1449,0,0
2023122301,2023-12-23,2,5,20,LAC,BUF,3,22,20,0,0,(5:20) (SHOTGUN) 2-E.STICK PASS SHORT RIGHT TO 7-G.EVERETT TO LAC 20 FOR NO GAIN (47-C.BENFORD).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,16,1480,0,0
2023122301,2023-12-23,2,4,42,LAC,BUF,4,22,20,0,0,"(4:42) 16-J.SCOTT PUNTS 54 YARDS TO BUF 26, CENTER-47-J.HARRIS. 11-D.HARTY TO BUF 37 FOR 11 YARDS (58-J.HOLLINS, 57-A.OGBONGBEMIGA).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,16,1518,0,0
2023122301,2023-12-23,2,4,29,LAC,BUF,0,0,100,1,0,TIMEOUT AT 04:29.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1531,0,0
2023122301,2023-12-23,2,4,29,BUF,LAC,1,10,37,0,0,(4:29) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 88-D.KNOX TO BUF 46 FOR 9 YARDS (58-J.HOLLINS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,16,1531,0,0
2023122301,2023-12-23,2,3,56,BUF,LAC,2,1,46,1,0,(3:56) 4-J.COOK LEFT TACKLE TO LAC 48 FOR 6 YARDS (43-M.DAVIS; 32-A.GILMAN).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,46,OWN,0,,0,,0,16,1564,0,0
