GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,JAX,NO
2023101900,2023-10-19,2,14,26,JAX,NO,2,1,100,1,0,(14:26) (SHOTGUN) 1-T.ETIENNE RIGHT GUARD TO NO 48 FOR 2 YARDS (96-C.GRANDERSON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,0,OPP,0,,0,,0,934,0,0
2023101900,2023-10-19,2,13,44,JAX,NO,1,10,52,0,0,"(13:44) (SHOTGUN) 16-T.LAWRENCE SCRAMBLES LEFT END RAN OB AT NO 22 FOR 26 YARDS (32-T.MATHIEU). PENALTY ON NO-1-A.TAYLOR, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT NO 22.",0,2023,26,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,48,OPP,1,NO,0,DEFENSIVE HOLDING,5,976,0,0
2023101900,2023-10-19,2,13,17,JAX,NO,1,10,83,1,0,"(13:17) 1-T.ETIENNE LEFT END FOR 17 YARDS, TOUCHDOWN.",0,2023,17,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT END,17,OPP,0,,0,,0,1003,0,0
2023101900,2023-10-19,2,13,9,NO,JAX,1,10,25,0,0,(13:09) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 22-R.SHAHEED PUSHED OB AT NO 30 FOR 5 YARDS (31-DARI.WILLIAMS).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1011,0,0
2023101900,2023-10-19,2,13,9,NO,JAX,0,0,100,1,0,TIMEOUT AT 13:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1011,0,0
2023101900,2023-10-19,2,13,9,NO,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1011,0,0
2023101900,2023-10-19,2,13,9,JAX,NO,0,0,85,1,0,"10-B.MCMANUS EXTRA POINT IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1011,0,0
2023101900,2023-10-19,2,12,42,NO,JAX,2,5,30,1,0,(12:42) (SHOTGUN) 4-D.CARR PASS DEEP RIGHT TO 87-F.MOREAU PUSHED OB AT NO 48 FOR 18 YARDS (2-R.JENKINS).,0,2023,18,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1038,0,0
2023101900,2023-10-19,2,12,9,NO,JAX,1,10,48,0,0,(12:09) 21-J.WILLIAMS LEFT TACKLE TO JAX 48 FOR 4 YARDS (23-F.OLUOKUN; 33-D.LLOYD).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,48,OWN,0,,0,,0,1071,0,0
2023101900,2023-10-19,2,11,36,NO,JAX,2,6,52,0,0,(11:36) 21-J.WILLIAMS RIGHT TACKLE TO JAX 44 FOR 4 YARDS (33-D.LLOYD).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,48,OPP,0,,0,,0,1104,0,0
