GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CHI,LV
2023102201,2023-10-22,1,5,26,CHI,LV,1,10,77,1,0,(5:26) (SHOTGUN) 17-T.BAGENT SCRAMBLES RIGHT END RAN OB AT LV 13 FOR 10 YARDS (5-D.DEABLO).,0,2023,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,574,0,0
2023102201,2023-10-22,1,4,46,CHI,LV,1,10,87,0,0,(4:46) 21-D.FOREMAN LEFT TACKLE TO LV 4 FOR 9 YARDS (96-I.ROCHELL; 23-D.LONG).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,13,OPP,0,,0,,0,614,0,0
2023102201,2023-10-22,1,4,2,CHI,LV,2,1,96,1,0,"(4:02) (SHOTGUN) 17-T.BAGENT PASS SHORT MIDDLE TO 2-D.MOORE FOR 4 YARDS, TOUCHDOWN. THE REPLAY OFFICIAL REVIEWED THE RUNNER WAS INBOUNDS RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 17-T.BAGENT PASS SHORT MIDDLE TO 2-D.MOORE PUSHED OB AT LV 2 FOR 2 YARDS (1-M.EPPS).",0,2023,4,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,658,0,0
2023102201,2023-10-22,1,3,49,CHI,LV,1,2,98,1,0,"(3:49) 21-D.FOREMAN LEFT GUARD FOR 2 YARDS, TOUCHDOWN.",0,2023,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,2,OPP,0,,0,,0,671,0,0
2023102201,2023-10-22,1,3,45,CHI,LV,0,0,100,1,0,TIMEOUT AT 03:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,675,0,0
2023102201,2023-10-22,1,3,45,CHI,LV,0,0,85,1,0,"8-C.SANTOS EXTRA POINT IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,675,0,0
2023102201,2023-10-22,1,3,45,LV,CHI,1,10,25,0,0,(3:45) 8-J.JACOBS LEFT GUARD TO LV 28 FOR 3 YARDS (9-J.BRISKER).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,675,0,0
2023102201,2023-10-22,1,3,45,LV,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,675,0,0
2023102201,2023-10-22,1,3,4,LV,CHI,2,7,28,0,0,(3:04) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE DEEP MIDDLE TO 87-M.MAYER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,716,0,0
2023102201,2023-10-22,1,3,0,LV,CHI,3,7,28,0,0,"(3:00) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT MIDDLE TO 16-J.MEYERS (33-J.JOHNSON). PENALTY ON CHI-33-J.JOHNSON, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT LV 28 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,28,OWN,1,CHI,1,ILLEGAL CONTACT,5,720,0,0
2023102201,2023-10-22,1,2,54,LV,CHI,1,10,33,0,0,(2:54) 8-J.JACOBS LEFT END TO LV 34 FOR 1 YARD (99-G.DEXTER; 96-Z.PICKENS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,33,OWN,0,,0,,0,726,0,0
2023102201,2023-10-22,1,2,13,LV,CHI,2,9,34,1,0,(2:13) 7-B.HOYER PASS SHORT MIDDLE TO 17-D.ADAMS TO LV 48 FOR 14 YARDS (9-J.BRISKER).,0,2023,14,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,767,0,0
2023102201,2023-10-22,1,1,34,LV,CHI,1,10,48,0,0,(1:34) (SHOTGUN) 7-B.HOYER PASS SHORT MIDDLE TO 17-D.ADAMS PUSHED OB AT CHI 47 FOR 5 YARDS (29-T.STEVENSON).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,806,0,0
2023102201,2023-10-22,1,0,57,LV,CHI,2,5,53,0,0,(:57) 7-B.HOYER PASS INCOMPLETE SHORT LEFT TO 17-D.ADAMS (29-T.STEVENSON).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,843,0,0
2023102201,2023-10-22,1,0,52,LV,CHI,3,5,53,0,0,(:52) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT LEFT TO 16-J.MEYERS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,848,0,0
2023102201,2023-10-22,1,0,48,LV,CHI,4,5,53,0,0,"(:48) 6-A.COLE PUNTS 39 YARDS TO CHI 8, CENTER-50-J.BOBENMOYER, FAIR CATCH BY 15-T.TAYLOR.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,852,0,0
2023102201,2023-10-22,1,0,41,CHI,LV,0,0,100,1,0,TIMEOUT AT 00:41.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,859,0,0
2023102201,2023-10-22,1,0,41,CHI,LV,1,10,8,0,0,(:41) 25-D.EVANS LEFT END TO CHI 16 FOR 8 YARDS (1-M.EPPS).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,8,OWN,0,,0,,0,859,0,0
2023102201,2023-10-22,1,0,0,CHI,LV,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023102201,2023-10-22,2,15,0,CHI,LV,2,2,16,1,0,(15:00) 25-D.EVANS RIGHT TACKLE TO CHI 19 FOR 3 YARDS (41-R.SPILLANE).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,16,OWN,0,,0,,0,900,0,0
2023102201,2023-10-22,2,14,21,CHI,LV,1,10,19,0,0,(14:21) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 11-D.MOONEY PUSHED OB AT CHI 27 FOR 8 YARDS (24-M.PETERS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,939,0,0
2023102201,2023-10-22,2,13,52,CHI,LV,2,2,27,0,0,(13:52) (SHOTGUN) 25-D.EVANS LEFT END TO CHI 28 FOR 1 YARD (23-D.LONG).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,27,OWN,0,,0,,0,968,0,0
2023102201,2023-10-22,2,13,27,CHI,LV,3,1,28,1,0,(13:27) (NO HUDDLE) 17-T.BAGENT RIGHT GUARD TO CHI 30 FOR 2 YARDS (5-D.DEABLO). LV-5-D.DEABLO WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,28,OWN,0,,0,,0,993,0,0
2023102201,2023-10-22,2,13,11,CHI,LV,0,0,100,1,0,TIMEOUT AT 13:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1009,0,0
2023102201,2023-10-22,2,13,1,CHI,LV,1,10,30,0,0,"(13:01) (SHOTGUN) 25-D.EVANS RIGHT TACKLE PUSHED OB AT CHI 45 FOR 15 YARDS (25-T.MOEHRIG). PENALTY ON CHI-75-L.BOROM, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CHI 30 - NO PLAY.",0,2023,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,30,OWN,1,CHI,1,OFFENSIVE HOLDING,10,1019,0,0
2023102201,2023-10-22,2,12,36,CHI,LV,1,20,20,0,0,(12:36) (SHOTGUN) 17-T.BAGENT PASS SHORT MIDDLE TO 11-D.MOONEY TO CHI 31 FOR 11 YARDS (25-T.MOEHRIG).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1044,0,0
2023102201,2023-10-22,2,11,59,CHI,LV,2,9,31,0,0,(11:59) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 2-D.MOORE RAN OB AT CHI 34 FOR 3 YARDS.,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1081,0,0
2023102201,2023-10-22,2,11,18,CHI,LV,3,6,34,0,0,(11:18) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE SHORT RIGHT TO 25-D.EVANS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1122,0,0
2023102201,2023-10-22,2,11,14,CHI,LV,4,6,34,0,0,"(11:14) 16-T.GILL PUNTS 43 YARDS TO LV 23, CENTER-48-P.SCALES, DOWNED BY CHI-20-T.HOMER.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1126,0,0
2023102201,2023-10-22,2,11,5,LV,CHI,1,10,23,0,0,(11:05) 8-J.JACOBS LEFT GUARD TO LV 27 FOR 4 YARDS (6-K.GORDON).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,23,OWN,0,,0,,0,1135,0,0
2023102201,2023-10-22,2,11,5,CHI,LV,0,0,100,1,0,TIMEOUT AT 11:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1135,0,0
2023102201,2023-10-22,2,10,24,LV,CHI,2,6,27,0,0,(10:24) 7-B.HOYER PASS SHORT MIDDLE INTENDED FOR 8-J.JACOBS INTERCEPTED BY 49-T.EDMUNDS AT LV 34. 49-T.EDMUNDS TO LV 34 FOR NO GAIN (8-J.JACOBS).,0,2023,0,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,0,0,0,,27,OWN,0,,0,,0,1176,0,0
2023102201,2023-10-22,2,10,19,CHI,LV,1,10,66,0,0,(10:19) 21-D.FOREMAN LEFT TACKLE TO LV 27 FOR 7 YARDS (95-J.JENKINS).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,34,OPP,0,,0,,0,1181,0,0
2023102201,2023-10-22,2,9,55,CHI,LV,2,3,73,0,0,"(9:55) (NO HUDDLE, SHOTGUN) 21-D.FOREMAN LEFT GUARD TO LV 25 FOR 2 YARDS (91-B.NICHOLS, 95-J.JENKINS).",0,2023,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,27,OPP,0,,0,,0,1205,0,0
2023102201,2023-10-22,2,9,11,CHI,LV,3,1,75,1,0,(9:11) 13-T.SCOTT RIGHT END TO LV 19 FOR 6 YARDS (41-R.SPILLANE).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OPP,0,,0,,0,1249,0,0
2023102201,2023-10-22,2,8,29,CHI,LV,1,10,81,1,0,"(8:29) 17-T.BAGENT PASS SHORT RIGHT TO 84-M.LEWIS TO LV 3 FOR 16 YARDS (96-I.ROCHELL, 24-M.PETERS).",0,2023,16,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,1291,0,0
2023102201,2023-10-22,2,7,40,CHI,LV,1,3,97,0,0,(7:40) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE SHORT RIGHT TO 11-D.MOONEY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,1340,0,0
2023102201,2023-10-22,2,7,35,CHI,LV,2,3,97,1,0,"(7:35) (SHOTGUN) 21-D.FOREMAN LEFT GUARD FOR 3 YARDS, TOUCHDOWN.",0,2023,3,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,3,OPP,0,,0,,0,1345,0,0
2023102201,2023-10-22,2,7,31,CHI,LV,0,0,100,1,0,TIMEOUT AT 07:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1349,0,0
2023102201,2023-10-22,2,7,31,LV,CHI,1,10,25,0,0,"(7:31) 8-J.JACOBS LEFT GUARD TO LV 28 FOR 3 YARDS (22-E.HICKS, 33-J.JOHNSON).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1349,0,0
2023102201,2023-10-22,2,7,31,CHI,LV,0,0,85,1,0,"8-C.SANTOS EXTRA POINT IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1349,0,0
2023102201,2023-10-22,2,7,31,LV,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1349,0,0
2023102201,2023-10-22,2,6,55,LV,CHI,2,7,28,1,0,(6:55) (SHOTGUN) 7-B.HOYER PASS SHORT RIGHT TO 16-J.MEYERS TO LV 36 FOR 8 YARDS (33-J.JOHNSON).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1385,0,0
2023102201,2023-10-22,2,6,18,LV,CHI,1,10,36,0,0,(6:18) 7-B.HOYER PASS SHORT LEFT TO 16-J.MEYERS PUSHED OB AT LV 44 FOR 8 YARDS (33-J.JOHNSON).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1422,0,0
2023102201,2023-10-22,2,5,43,LV,CHI,2,2,44,1,0,(5:43) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 16-J.MEYERS PUSHED OB AT LV 46 FOR 2 YARDS (29-T.STEVENSON).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1457,0,0
2023102201,2023-10-22,2,5,11,LV,CHI,1,10,46,0,0,(5:11) 8-J.JACOBS RIGHT GUARD TO LV 49 FOR 3 YARDS (49-T.EDMUNDS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,46,OWN,0,,0,,0,1489,0,0
2023102201,2023-10-22,2,4,35,LV,CHI,2,7,49,1,0,(4:35) 7-B.HOYER PASS SHORT RIGHT TO 16-J.MEYERS TO CHI 36 FOR 15 YARDS (53-T.EDWARDS).,0,2023,15,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1525,0,0
2023102201,2023-10-22,2,3,57,LV,CHI,1,10,64,0,0,"(3:57) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT RIGHT TO 8-J.JACOBS (93-JU.JONES, 9-J.BRISKER).",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1563,0,0
2023102201,2023-10-22,2,3,52,LV,CHI,2,10,64,1,0,(3:52) (SHOTGUN) 7-B.HOYER PASS SHORT MIDDLE TO 81-A.HOOPER TO CHI 24 FOR 12 YARDS (53-T.EDWARDS).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1568,0,0
2023102201,2023-10-22,2,3,10,LV,CHI,1,10,76,0,0,"(3:10) PENALTY ON LV-45-JAK.JOHNSON, FALSE START, 5 YARDS, ENFORCED AT CHI 24 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,24,OPP,1,LV,1,FALSE START,5,1610,0,0
2023102201,2023-10-22,2,2,56,LV,CHI,1,15,71,0,0,"(2:56) 8-J.JACOBS LEFT END TO CHI 24 FOR 5 YARDS (9-J.BRISKER, 49-T.EDMUNDS). PENALTY ON LV-45-JAK.JOHNSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CHI 29 - NO PLAY.",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,29,OPP,1,LV,1,OFFENSIVE HOLDING,10,1624,0,0
2023102201,2023-10-22,2,2,40,LV,CHI,1,25,61,0,0,(2:40) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT LEFT TO 16-J.MEYERS [6-K.GORDON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,1640,0,0
2023102201,2023-10-22,2,2,35,LV,CHI,2,25,61,0,0,"(2:35) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE DEEP LEFT TO 16-J.MEYERS. PENALTY ON CHI-29-T.STEVENSON, DEFENSIVE PASS INTERFERENCE, 14 YARDS, ENFORCED AT CHI 39 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,39,OPP,1,CHI,1,DEFENSIVE PASS INTERFERENCE,14,1645,0,0
