GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CHI,LV
2023102201,2023-10-22,2,2,31,LV,CHI,1,10,75,0,0,(2:31) 8-J.JACOBS LEFT GUARD TO CHI 21 FOR 4 YARDS (9-J.BRISKER).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OPP,0,,0,,0,1649,0,0
2023102201,2023-10-22,2,2,0,LV,CHI,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
2023102201,2023-10-22,2,2,0,LV,CHI,2,6,79,0,0,(2:00) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT RIGHT TO 16-J.MEYERS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,1680,0,0
2023102201,2023-10-22,2,1,56,LV,CHI,3,6,79,0,0,(1:56) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT MIDDLE TO 87-M.MAYER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,1684,0,0
2023102201,2023-10-22,2,1,52,LV,CHI,4,6,79,0,0,"(1:52) 2-D.CARLSON 40 YARD FIELD GOAL IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,1688,0,0
2023102201,2023-10-22,2,1,47,CHI,LV,0,0,100,1,0,TIMEOUT AT 01:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1693,0,0
2023102201,2023-10-22,2,1,47,CHI,LV,0,0,65,1,0,2-D.CARLSON KICKS 66 YARDS FROM LV 35 TO CHI -1. 12-V.JONES TO CHI 21 FOR 22 YARDS (59-L.MASTERSON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1693,0,0
2023102201,2023-10-22,2,1,43,CHI,LV,1,10,21,0,0,(1:43) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 13-T.SCOTT RAN OB AT CHI 27 FOR 6 YARDS.,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1697,0,0
2023102201,2023-10-22,2,1,36,CHI,LV,2,4,27,1,0,(1:36) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 2-D.MOORE TO CHI 35 FOR 8 YARDS (21-A.ROBERTSON; 24-M.PETERS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1704,0,0
2023102201,2023-10-22,2,1,4,CHI,LV,1,10,35,0,0,(1:04) (SHOTGUN) 17-T.BAGENT PASS SHORT LEFT TO 11-D.MOONEY RAN OB AT CHI 42 FOR 7 YARDS.,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1736,0,0
2023102201,2023-10-22,2,0,59,CHI,LV,2,3,42,0,0,"(:59) (SHOTGUN) 25-D.EVANS LEFT TACKLE TO LV 45 FOR 13 YARDS (41-R.SPILLANE; 9-T.WILSON). PENALTY ON CHI-75-L.BOROM, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CHI 42 - NO PLAY.",0,2023,13,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,42,OWN,1,CHI,1,OFFENSIVE HOLDING,10,1741,0,0
2023102201,2023-10-22,2,0,53,CHI,LV,2,13,32,0,0,(:53) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 11-D.MOONEY TO CHI 38 FOR 6 YARDS (21-A.ROBERTSON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,1747,0,0
2023102201,2023-10-22,2,0,26,CHI,LV,3,7,38,1,0,"(:26) (NO HUDDLE, SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 2-D.MOORE RAN OB AT LV 47 FOR 15 YARDS.",0,2023,15,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,1774,0,0
2023102201,2023-10-22,2,0,19,CHI,LV,1,10,53,0,0,(:19) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE SHORT MIDDLE TO 25-D.EVANS (69-A.BUTLER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1781,0,0
2023102201,2023-10-22,2,0,15,CHI,LV,2,10,53,0,0,(:15) (SHOTGUN) 17-T.BAGENT SACKED AT CHI 46 FOR -7 YARDS (98-M.CROSBY).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1785,0,0
2023102201,2023-10-22,2,0,9,CHI,LV,3,17,46,0,0,(:09) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE SHORT RIGHT TO 13-T.SCOTT (59-L.MASTERSON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1791,0,0
2023102201,2023-10-22,2,0,9,CHI,LV,0,0,100,1,0,TIMEOUT #1 BY LV AT 00:09.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1791,0,0
2023102201,2023-10-22,2,0,9,CHI,LV,0,0,100,1,0,TIMEOUT #1 BY CHI AT 00:09.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1791,0,0
2023102201,2023-10-22,2,0,2,CHI,LV,0,0,100,1,0,TIMEOUT #2 BY LV AT 00:02.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1798,0,0
2023102201,2023-10-22,2,0,2,CHI,LV,4,17,46,0,0,"(:02) (SHOTGUN) 14-N.PETERMAN SACKED AT CHI 41 FOR -5 YARDS (9-T.WILSON). FUMBLES (9-T.WILSON) [9-T.WILSON], BALL OUT OF BOUNDS AT CHI 41.",0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,46,OWN,0,,0,,0,1798,0,0
2023102201,2023-10-22,2,0,0,CHI,LV,0,0,100,1,0,END QUARTER 2,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1800,0,0
2023102201,2023-10-22,3,15,0,LV,CHI,0,0,65,1,0,8-C.SANTOS KICKS 66 YARDS FROM CHI 35 TO LV -1. 3-D.CARTER TO LV 24 FOR 25 YARDS (20-T.HOMER).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1800,0,0
2023102201,2023-10-22,3,14,55,LV,CHI,1,10,24,0,0,"(14:55) (SHOTGUN) 8-J.JACOBS LEFT TACKLE TO LV 31 FOR 7 YARDS (49-T.EDMUNDS, 6-K.GORDON).",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,24,OWN,0,,0,,0,1805,0,0
2023102201,2023-10-22,3,14,26,LV,CHI,2,3,31,1,0,(14:26) 8-J.JACOBS LEFT TACKLE TO LV 42 FOR 11 YARDS (22-E.HICKS; 93-JU.JONES).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,31,OWN,0,,0,,0,1834,0,0
2023102201,2023-10-22,3,13,49,LV,CHI,1,10,42,0,0,(13:49) 8-J.JACOBS LEFT TACKLE TO LV 43 FOR 1 YARD (93-JU.JONES).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OWN,0,,0,,0,1871,0,0
2023102201,2023-10-22,3,13,11,LV,CHI,2,9,43,0,0,(13:11) (SHOTGUN) 35-Z.WHITE RIGHT END TO LV 45 FOR 2 YARDS (6-K.GORDON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,43,OWN,0,,0,,0,1909,0,0
2023102201,2023-10-22,3,12,32,LV,CHI,3,7,45,0,0,(12:32) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT MIDDLE TO 16-J.MEYERS (6-K.GORDON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1948,0,0
2023102201,2023-10-22,3,12,27,LV,CHI,4,7,45,0,0,"(12:27) 6-A.COLE PUNTS 43 YARDS TO CHI 12, CENTER-50-J.BOBENMOYER, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1953,0,0
2023102201,2023-10-22,3,12,20,CHI,LV,1,15,7,0,0,(12:20) (SHOTGUN) 21-D.FOREMAN LEFT TACKLE TO CHI 21 FOR 14 YARDS (1-M.EPPS).,0,2023,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,7,OWN,0,,0,,0,1960,0,0
2023102201,2023-10-22,3,12,20,CHI,LV,1,10,12,0,0,"(12:20) (SHOTGUN) PENALTY ON CHI-58-D.WRIGHT, FALSE START, 5 YARDS, ENFORCED AT CHI 12 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,12,OWN,1,CHI,1,FALSE START,5,1960,0,0
2023102201,2023-10-22,3,12,20,CHI,LV,0,0,100,1,0,TIMEOUT AT 12:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1960,0,0
2023102201,2023-10-22,3,11,41,CHI,LV,2,1,21,1,0,(11:41) (SHOTGUN) 21-D.FOREMAN RIGHT TACKLE TO CHI 30 FOR 9 YARDS (41-R.SPILLANE; 21-A.ROBERTSON).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,21,OWN,0,,0,,0,1999,0,0
2023102201,2023-10-22,3,11,13,CHI,LV,1,10,30,0,0,"(11:13) (NO HUDDLE, SHOTGUN) 21-D.FOREMAN LEFT TACKLE TO CHI 29 FOR -1 YARDS (51-M.KOONCE).",0,2023,-1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,30,OWN,0,,0,,0,2027,0,0
2023102201,2023-10-22,3,10,33,CHI,LV,2,11,29,1,0,(10:33) (SHOTGUN) 17-T.BAGENT SCRAMBLES LEFT GUARD TO CHI 41 FOR 12 YARDS (59-L.MASTERSON).,0,2023,12,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,2067,0,0
2023102201,2023-10-22,3,9,50,CHI,LV,1,10,41,1,0,(9:50) (SHOTGUN) 17-T.BAGENT PASS SHORT LEFT TO 21-D.FOREMAN RAN OB AT LV 42 FOR 17 YARDS. LV-41-R.SPILLANE WAS INJURED DURING THE PLAY.,0,2023,17,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,2110,0,0
2023102201,2023-10-22,3,9,13,CHI,LV,1,10,58,0,0,(9:13) 25-D.EVANS LEFT END RAN OB AT LV 36 FOR 6 YARDS (25-T.MOEHRIG).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,42,OPP,0,,0,,0,2147,0,0
2023102201,2023-10-22,3,8,34,CHI,LV,2,4,64,1,0,"(8:34) 25-D.EVANS RIGHT TACKLE TO LV 29 FOR 7 YARDS (25-T.MOEHRIG, 1-M.EPPS).",0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,36,OPP,0,,0,,0,2186,0,0
2023102201,2023-10-22,3,7,59,CHI,LV,1,10,71,0,0,(7:59) (SHOTGUN) 17-T.BAGENT PASS SHORT LEFT TO 2-D.MOORE PUSHED OB AT LV 25 FOR 4 YARDS (43-K.MAUGA; 23-D.LONG).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,2221,0,0
2023102201,2023-10-22,3,7,24,CHI,LV,2,6,75,0,0,(7:24) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE SHORT LEFT TO 21-D.FOREMAN [9-T.WILSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,2256,0,0
2023102201,2023-10-22,3,7,18,CHI,LV,3,6,75,1,0,(7:18) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 25-D.EVANS TO LV 19 FOR 6 YARDS (98-M.CROSBY; 24-M.PETERS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,2262,0,0
2023102201,2023-10-22,3,6,27,CHI,LV,1,10,81,0,0,(6:27) 17-T.BAGENT PASS SHORT LEFT TO 35-K.BLASINGAME TO LV 15 FOR 4 YARDS (43-K.MAUGA; 59-L.MASTERSON).,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,2313,0,0
2023102201,2023-10-22,3,5,39,CHI,LV,2,6,85,1,0,"(5:39) (SHOTGUN) 17-T.BAGENT PASS SHORT MIDDLE TO 21-D.FOREMAN TO LV 6 FOR 9 YARDS (59-L.MASTERSON, 25-T.MOEHRIG).",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,2361,0,0
2023102201,2023-10-22,3,4,58,CHI,LV,1,6,94,0,0,"(4:58) (NO HUDDLE, SHOTGUN) 25-D.EVANS LEFT GUARD TO LV 5 FOR 1 YARD (59-L.MASTERSON; 51-M.KOONCE).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,6,OPP,0,,0,,0,2402,0,0
2023102201,2023-10-22,3,4,14,CHI,LV,2,5,95,0,0,(4:14) 17-T.BAGENT PASS INCOMPLETE SHORT RIGHT TO 2-D.MOORE (24-M.PETERS).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,2446,0,0
2023102201,2023-10-22,3,4,9,CHI,LV,3,5,95,1,0,"(4:09) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 21-D.FOREMAN FOR 5 YARDS, TOUCHDOWN.",0,2023,5,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,2451,0,0
2023102201,2023-10-22,3,4,4,CHI,LV,0,0,100,1,0,TIMEOUT AT 04:04.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2456,0,0
2023102201,2023-10-22,3,4,4,LV,CHI,1,10,25,0,0,(4:04) 7-B.HOYER PASS INCOMPLETE SHORT RIGHT TO 16-J.MEYERS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,2456,0,0
2023102201,2023-10-22,3,4,4,CHI,LV,0,0,85,1,0,"8-C.SANTOS EXTRA POINT IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,2456,0,0
2023102201,2023-10-22,3,4,4,LV,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2456,0,0
2023102201,2023-10-22,3,3,59,LV,CHI,2,10,25,1,0,(3:59) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 87-M.MAYER TO LV 36 FOR 11 YARDS (49-T.EDMUNDS).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,2461,0,0
2023102201,2023-10-22,3,3,22,LV,CHI,1,10,36,0,0,(3:22) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 17-D.ADAMS RAN OB AT LV 41 FOR 5 YARDS.,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2498,0,0
2023102201,2023-10-22,3,2,49,LV,CHI,2,5,41,0,0,(2:49) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 87-M.MAYER TO LV 43 FOR 2 YARDS (9-J.BRISKER).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,2531,0,0
2023102201,2023-10-22,3,2,5,LV,CHI,3,3,43,1,0,(2:05) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 16-J.MEYERS TO LV 47 FOR 4 YARDS (9-J.BRISKER).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,2575,0,0
2023102201,2023-10-22,3,1,26,LV,CHI,1,10,47,0,0,(1:26) 7-B.HOYER SACKED AT LV 39 FOR -8 YARDS (93-JU.JONES).,0,2023,-8,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,2614,0,0
2023102201,2023-10-22,3,0,45,LV,CHI,2,18,39,0,0,(:45) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE DEEP MIDDLE TO 17-D.ADAMS (29-T.STEVENSON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,2655,0,0
2023102201,2023-10-22,3,0,39,LV,CHI,3,18,39,0,0,"(:39) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE DEEP RIGHT TO 11-T.TUCKER. PENALTY ON CHI-33-J.JOHNSON, DEFENSIVE PASS INTERFERENCE, 46 YARDS, ENFORCED AT LV 39 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,39,OWN,1,CHI,1,DEFENSIVE PASS INTERFERENCE,46,2661,0,0
2023102201,2023-10-22,3,0,32,LV,CHI,1,10,85,0,0,(:32) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 8-J.JACOBS TO CHI 9 FOR 6 YARDS (49-T.EDMUNDS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,2668,0,0
2023102201,2023-10-22,4,15,0,LV,CHI,2,4,91,0,0,(15:00) 35-Z.WHITE RIGHT GUARD TO CHI 9 FOR NO GAIN (94-R.GREEN; 9-J.BRISKER).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,9,OPP,0,,0,,0,2700,0,0
2023102201,2023-10-22,3,0,0,LV,CHI,0,0,100,1,0,END QUARTER 3,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2700,0,0
2023102201,2023-10-22,4,14,16,LV,CHI,3,4,91,1,0,"(14:16) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 8-J.JACOBS FOR 9 YARDS, TOUCHDOWN. THE REPLAY OFFICIAL REVIEWED THE PASS COMPLETION RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT LEFT TO 8-J.JACOBS (49-T.EDMUNDS).",0,2023,9,SHOTGUN,PASS,0,1,1,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,2744,0,0
2023102201,2023-10-22,4,14,12,LV,CHI,4,4,91,1,0,(14:12) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 17-D.ADAMS RAN OB AT CHI 5 FOR 4 YARDS.,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,2748,0,0
2023102201,2023-10-22,4,13,47,LV,CHI,1,5,95,0,0,(13:47) 8-J.JACOBS LEFT END TO CHI 10 FOR -5 YARDS (57-J.SANBORN).,0,2023,-5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,5,OPP,0,,0,,0,2773,0,0
2023102201,2023-10-22,4,13,7,LV,CHI,2,10,90,0,0,(13:07) (SHOTGUN) 7-B.HOYER PASS SHORT LEFT TO 16-J.MEYERS TO CHI 6 FOR 4 YARDS (9-J.BRISKER).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,2813,0,0
2023102201,2023-10-22,4,12,28,LV,CHI,3,6,94,0,0,(12:28) (SHOTGUN) 7-B.HOYER PASS INCOMPLETE SHORT LEFT TO 17-D.ADAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,2852,0,0
2023102201,2023-10-22,4,12,24,LV,CHI,4,6,94,0,0,"(12:24) 2-D.CARLSON 25 YARD FIELD GOAL IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,2856,0,0
2023102201,2023-10-22,4,12,20,CHI,LV,0,0,100,1,0,TIMEOUT AT 12:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2860,0,0
2023102201,2023-10-22,4,12,20,CHI,LV,0,0,65,1,0,2-D.CARLSON KICKS 65 YARDS FROM LV 35 TO CHI 0. 12-V.JONES TO CHI 27 FOR 27 YARDS (51-M.KOONCE).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2860,0,0
2023102201,2023-10-22,4,12,14,CHI,LV,1,10,27,0,0,"(12:14) (SHOTGUN) PENALTY ON CHI-85-C.KMET, FALSE START, 5 YARDS, ENFORCED AT CHI 27 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,27,OWN,1,CHI,1,FALSE START,5,2866,0,0
2023102201,2023-10-22,4,12,14,CHI,LV,1,15,22,0,0,(12:14) 21-D.FOREMAN LEFT END TO CHI 28 FOR 6 YARDS (21-A.ROBERTSON).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,22,OWN,0,,0,,0,2866,0,0
2023102201,2023-10-22,4,11,33,CHI,LV,2,9,28,1,0,(11:33) 21-D.FOREMAN RIGHT TACKLE TO CHI 40 FOR 12 YARDS (25-T.MOEHRIG). CHI-21-D.FOREMAN WAS INJURED DURING THE PLAY.,0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,28,OWN,0,,0,,0,2907,0,0
2023102201,2023-10-22,4,11,18,CHI,LV,0,0,100,1,0,TIMEOUT AT 11:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2922,0,0
2023102201,2023-10-22,4,11,13,CHI,LV,1,10,40,0,0,(11:13) (SHOTGUN) 25-D.EVANS LEFT END TO CHI 41 FOR 1 YARD (41-R.SPILLANE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,40,OWN,0,,0,,0,2927,0,0
2023102201,2023-10-22,4,10,29,CHI,LV,2,9,41,0,0,(10:29) (SHOTGUN) 25-D.EVANS RIGHT TACKLE TO CHI 45 FOR 4 YARDS (41-R.SPILLANE; 24-M.PETERS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,41,OWN,0,,0,,0,2971,0,0
2023102201,2023-10-22,4,9,47,CHI,LV,3,5,45,1,0,(9:47) (SHOTGUN) 17-T.BAGENT PASS SHORT LEFT TO 2-D.MOORE PUSHED OB AT LV 42 FOR 13 YARDS (23-D.LONG).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,3013,0,0
2023102201,2023-10-22,4,9,8,CHI,LV,1,10,58,0,0,(9:08) (SHOTGUN) 25-D.EVANS LEFT TACKLE TO LV 39 FOR 3 YARDS (95-J.JENKINS; 96-I.ROCHELL).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OPP,0,,0,,0,3052,0,0
2023102201,2023-10-22,4,8,25,CHI,LV,2,7,61,1,0,"(8:25) 25-D.EVANS LEFT GUARD TO LV 28 FOR 11 YARDS (24-M.PETERS, 1-M.EPPS).",0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,39,OPP,0,,0,,0,3095,0,0
2023102201,2023-10-22,4,7,40,CHI,LV,1,10,72,0,0,(7:40) (SHOTGUN) 25-D.EVANS LEFT END TO LV 27 FOR 1 YARD (96-I.ROCHELL).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,28,OPP,0,,0,,0,3140,0,0
2023102201,2023-10-22,4,6,57,CHI,LV,2,9,73,0,0,"(6:57) 25-D.EVANS LEFT END TO LV 15 FOR 12 YARDS (25-T.MOEHRIG). PENALTY ON CHI-76-T.JENKINS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LV 25.",0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,27,OPP,1,CHI,0,OFFENSIVE HOLDING,10,3183,0,0
