GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,SEA,ARI
2023102207,2023-10-22,1,2,4,ARI,SEA,3,6,74,0,0,"(2:04) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 31-E.DEMERCADO TO SEA 27 FOR -1 YARDS (20-J.LOVE). FUMBLES (20-J.LOVE), RECOVERED BY ARI-2-M.BROWN AT SEA 21. SEATTLE CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT LEFT TO 31-E.DEMERCADO (20-J.LOVE).",0,2023,-1,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,1,1,,0,1,0,0,0,,26,OPP,0,,0,,0,776,0,0
2023102207,2023-10-22,1,2,1,ARI,SEA,4,6,74,0,0,"(2:01) 5-M.PRATER 44 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,779,0,0
2023102207,2023-10-22,1,1,57,SEA,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,783,0,0
2023102207,2023-10-22,1,1,57,SEA,ARI,1,10,25,0,0,(1:57) (SHOTGUN) 9-K.WALKER UP THE MIDDLE TO SEA 28 FOR 3 YARDS (95-L.FOTU; 93-J.LEDBETTER).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,783,0,0
2023102207,2023-10-22,1,1,20,SEA,ARI,2,7,28,0,0,(1:20) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 9-K.WALKER PUSHED OB AT SEA 34 FOR 6 YARDS (20-MA.WILSON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,820,0,0
2023102207,2023-10-22,1,0,45,SEA,ARI,3,1,34,0,0,"(:45) DIRECT SNAP TO 31-D.DALLAS.  31-D.DALLAS UP THE MIDDLE TO SEA 34 FOR NO GAIN (7-K.WHITE; 3-B.BAKER). PENALTY ON SEA-68-D.LEWIS, OFFENSIVE OFFSIDE, 4 YARDS, ENFORCED AT SEA 34 - NO PLAY.",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,34,OWN,1,SEA,1,OFFENSIVE OFFSIDE,4,855,0,0
2023102207,2023-10-22,1,0,32,SEA,ARI,3,5,30,1,0,(:32) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 11-J.SMITH-NJIGBA PUSHED OB AT SEA 40 FOR 10 YARDS (36-A.CHACHERE).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,868,0,0
2023102207,2023-10-22,1,0,0,SEA,ARI,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023102207,2023-10-22,2,15,0,SEA,ARI,1,10,40,0,0,(15:00) 9-K.WALKER LEFT GUARD TO SEA 46 FOR 6 YARDS (92-K.STRONG; 97-C.THOMAS).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,40,OWN,0,,0,,0,900,0,0
2023102207,2023-10-22,2,14,18,SEA,ARI,2,4,46,0,0,"(14:18) 9-K.WALKER LEFT TACKLE TO SEA 48 FOR 2 YARDS (36-A.CHACHERE, 45-D.GARDECK).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,46,OWN,0,,0,,0,942,0,0
