GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,NYG,WAS
2023102204,2023-10-22,1,7,25,NYG,WAS,0,0,100,1,0,TIMEOUT AT 07:25.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,455,0,0
2023102204,2023-10-22,1,7,25,NYG,WAS,1,10,11,0,0,(7:25) 26-S.BARKLEY RIGHT TACKLE TO NYG 16 FOR 5 YARDS (91-J.RIDGEWAY).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,11,OWN,0,,0,,0,455,0,0
2023102204,2023-10-22,1,7,1,NYG,WAS,2,5,16,0,0,"(7:01) (NO HUDDLE, SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 26-S.BARKLEY TO NYG 18 FOR 2 YARDS (29-K.FULLER).",0,2023,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,479,0,0
2023102204,2023-10-22,1,6,35,NYG,WAS,3,3,18,0,0,"(6:35) (NO HUDDLE, SHOTGUN) 2-T.TAYLOR SCRAMBLES RIGHT END TO NYG 20 FOR 2 YARDS (51-D.MAYO).",0,2023,2,NO HUDDLE SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,505,0,0
2023102204,2023-10-22,1,6,19,NYG,WAS,4,1,20,0,0,"(6:19) 6-J.GILLAN PUNTS 45 YARDS TO WAS 35, CENTER-59-C.KREITER. 83-J.CROWDER TO WAS 38 FOR 3 YARDS (24-D.BELTON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,521,0,0
2023102204,2023-10-22,1,6,8,NYG,WAS,0,0,100,1,0,TIMEOUT AT 06:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,532,0,0
2023102204,2023-10-22,1,6,8,WAS,NYG,1,10,38,1,0,"(6:08) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 4-C.SAMUEL TO NYG 44 FOR 18 YARDS (37-T.HAWKINS, 28-C.FLOTT).",0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,532,0,0
2023102204,2023-10-22,1,5,28,WAS,NYG,1,10,56,0,0,(5:28) (SHOTGUN) 8-B.ROBINSON RIGHT TACKLE TO NYG 38 FOR 6 YARDS (91-AS.ROBINSON).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,44,OPP,0,,0,,0,572,0,0
2023102204,2023-10-22,1,4,45,WAS,NYG,2,4,62,0,0,(4:45) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT MIDDLE TO 87-J.BATES (58-B.OKEREKE) [55-J.WARD].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,615,0,0
2023102204,2023-10-22,1,4,42,WAS,NYG,3,4,62,0,0,(4:42) (SHOTGUN) 14-S.HOWELL SACKED AT NYG 47 FOR -9 YARDS (99-L.WILLIAMS).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,618,0,0
2023102204,2023-10-22,1,3,59,WAS,NYG,4,13,53,0,0,"(3:59) 5-T.WAY PUNTS 35 YARDS TO NYG 12, CENTER-54-C.CHEESEMAN, FAIR CATCH BY 3-S.SHEPARD.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,661,0,0
2023102204,2023-10-22,1,3,51,NYG,WAS,1,10,12,0,0,(3:51) 26-S.BARKLEY LEFT END TO NYG 15 FOR 3 YARDS (51-D.MAYO).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,12,OWN,0,,0,,0,669,0,0
2023102204,2023-10-22,1,3,51,NYG,WAS,0,0,100,1,0,TIMEOUT AT 03:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,669,0,0
2023102204,2023-10-22,1,3,13,NYG,WAS,2,7,15,1,0,(3:13) (SHOTGUN) 2-T.TAYLOR PASS SHORT RIGHT TO 17-W.ROBINSON TO NYG 37 FOR 22 YARDS (96-J.SMITH-WILLIAMS).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,707,0,0
2023102204,2023-10-22,1,2,29,NYG,WAS,1,10,37,1,0,(2:29) (SHOTGUN) 2-T.TAYLOR PASS SHORT MIDDLE TO 86-D.SLAYTON RAN OB AT WAS 41 FOR 22 YARDS (29-K.FULLER).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,751,0,0
2023102204,2023-10-22,1,1,51,NYG,WAS,1,10,59,1,0,(1:51) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 12-D.WALLER RAN OB AT WAS 28 FOR 13 YARDS (29-K.FULLER).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,789,0,0
2023102204,2023-10-22,1,1,12,NYG,WAS,1,10,72,1,0,(1:12) (SHOTGUN) 2-T.TAYLOR UP THE MIDDLE TO WAS 8 FOR 20 YARDS (51-D.MAYO).,0,2023,20,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,28,OPP,0,,0,,0,828,0,0
2023102204,2023-10-22,1,0,38,NYG,WAS,1,8,92,0,0,"(:38) (NO HUDDLE, SHOTGUN) 2-T.TAYLOR SACKED AT WAS 12 FOR -4 YARDS (90-M.SWEAT).",0,2023,-4,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,862,0,0
2023102204,2023-10-22,1,0,0,NYG,WAS,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023102204,2023-10-22,2,15,0,NYG,WAS,2,12,88,0,0,(15:00) (SHOTGUN) 26-S.BARKLEY RIGHT GUARD TO WAS 5 FOR 7 YARDS (93-J.ALLEN).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,12,OPP,0,,0,,0,900,0,0
2023102204,2023-10-22,2,14,31,NYG,WAS,3,5,95,0,0,"(14:31) (NO HUDDLE, SHOTGUN) 2-T.TAYLOR SCRAMBLES LEFT END PUSHED OB AT WAS 2 FOR 3 YARDS (51-D.MAYO). PENALTY ON NYG-67-J.PUGH, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT WAS 5 - NO PLAY.",0,2023,3,NO HUDDLE SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,5,OPP,1,NYG,1,OFFENSIVE HOLDING,10,929,0,0
2023102204,2023-10-22,2,14,22,NYG,WAS,3,15,85,1,0,"(14:22) (SHOTGUN) 2-T.TAYLOR PASS SHORT MIDDLE TO 12-D.WALLER FOR 15 YARDS, TOUCHDOWN.",0,2023,15,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,938,0,0
2023102204,2023-10-22,2,14,18,NYG,WAS,0,0,85,1,0,"9-G.GANO EXTRA POINT IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,942,0,0
2023102204,2023-10-22,2,14,18,NYG,WAS,0,0,100,1,0,TIMEOUT AT 14:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,942,0,0
2023102204,2023-10-22,2,14,18,WAS,NYG,0,0,65,1,0,9-G.GANO KICKS 65 YARDS FROM NYG 35 TO WAS 0. 3-B.PRINGLE TO WAS 38 FOR 38 YARDS (21-B.MCCAIN).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,942,0,0
2023102204,2023-10-22,2,14,11,WAS,NYG,1,10,38,0,0,(14:11) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,949,0,0
2023102204,2023-10-22,2,14,6,WAS,NYG,2,10,38,0,0,"(14:06) (SHOTGUN) 8-B.ROBINSON RIGHT TACKLE TO WAS 41 FOR 3 YARDS (58-B.OKEREKE, 5-K.THIBODEAUX).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,38,OWN,0,,0,,0,954,0,0
2023102204,2023-10-22,2,13,24,WAS,NYG,3,7,41,0,0,(13:24) (SHOTGUN) 14-S.HOWELL SACKED AT WAS 33 FOR -8 YARDS (27-J.PINNOCK).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,996,0,0
2023102204,2023-10-22,2,12,46,WAS,NYG,4,15,33,0,0,"(12:46) 5-T.WAY PUNTS 51 YARDS TO NYG 16, CENTER-54-C.CHEESEMAN, DOWNED BY WAS-23-C.RODRIGUEZ.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,1034,0,0
2023102204,2023-10-22,2,12,33,NYG,WAS,1,10,16,0,0,(12:33) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 18-I.HODGINS TO NYG 21 FOR 5 YARDS (25-B.ST-JUSTE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,1047,0,0
2023102204,2023-10-22,2,12,33,NYG,WAS,0,0,100,1,0,TIMEOUT AT 12:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1047,0,0
2023102204,2023-10-22,2,12,7,NYG,WAS,2,5,21,0,0,(12:07) (NO HUDDLE) 26-S.BARKLEY LEFT END TO NYG 20 FOR -1 YARDS (94-D.PAYNE).,0,2023,-1,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,21,OWN,0,,0,,0,1073,0,0
2023102204,2023-10-22,2,11,32,NYG,WAS,3,6,20,0,0,(11:32) (SHOTGUN) 2-T.TAYLOR PASS INCOMPLETE DEEP LEFT TO 13-J.HYATT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1108,0,0
