GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PHI,MIA
2023102210,2023-10-22,1,0,0,PHI,MIA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,7,900,0,0
2023102210,2023-10-22,2,14,19,PHI,MIA,2,6,58,0,0,(14:19) (SHOTGUN) 1-J.HURTS PASS SHORT RIGHT TO 11-A.BROWN TO MIA 37 FOR 5 YARDS (4-K.KOHOU).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,7,941,0,0
2023102210,2023-10-22,2,13,37,PHI,MIA,3,1,63,0,0,"(13:37) (SHOTGUN) 14-K.GAINWELL RIGHT TACKLE TO MIA 37 FOR NO GAIN (15-J.PHILLIPS, 98-R.DAVIS).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,37,OPP,0,,0,,0,7,983,0,0
2023102210,2023-10-22,2,13,15,PHI,MIA,4,1,63,0,0,"(13:15) (NO HUDDLE) 1-J.HURTS UP THE MIDDLE TO MIA 33 FOR 4 YARDS (8-J.HOLLAND). PENALTY ON MIA-92-Z.SIELER, DEFENSIVE OFFSIDE, OFFSETTING, ENFORCED AT MIA 37 - NO PLAY. PENALTY ON PHI-69-L.DICKERSON, OFFENSIVE OFFSIDE, OFFSETTING.",0,2023,4,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,37,OPP,1,MIA,1,DEFENSIVE OFFSIDE,0,7,1005,0,0
2023102210,2023-10-22,2,13,0,PHI,MIA,4,1,63,1,0,(13:00) 1-J.HURTS UP THE MIDDLE TO MIA 35 FOR 2 YARDS (2-B.CHUBB; 55-J.BAKER).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,37,OPP,0,,0,,0,7,1020,0,0
2023102210,2023-10-22,2,12,16,PHI,MIA,1,10,65,0,0,(12:16) (SHOTGUN) 1-J.HURTS PASS INCOMPLETE DEEP RIGHT TO 11-A.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,7,1064,0,0
2023102210,2023-10-22,2,12,10,PHI,MIA,2,10,65,0,0,"(12:10) (SHOTGUN) 1-J.HURTS PASS INCOMPLETE SHORT LEFT TO 0-D.SWIFT (34-P.NICKERSON). PENALTY ON MIA-94-C.WILKINS, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT MIA 35 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,35,OPP,1,MIA,1,ROUGHING THE PASSER,15,7,1070,0,0
2023102210,2023-10-22,2,12,7,PHI,MIA,1,10,80,0,0,(12:07) (SHOTGUN) 0-D.SWIFT LEFT GUARD TO MIA 19 FOR 1 YARD (43-A.VAN GINKEL; 94-C.WILKINS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,20,OPP,0,,0,,0,7,1073,0,0
2023102210,2023-10-22,2,11,31,PHI,MIA,2,9,81,1,0,"(11:31) (SHOTGUN) 1-J.HURTS PASS SHORT LEFT TO 88-D.GOEDERT FOR 19 YARDS, TOUCHDOWN.",0,2023,19,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,7,1109,0,0
2023102210,2023-10-22,2,11,25,PHI,MIA,0,0,85,1,0,"4-J.ELLIOTT EXTRA POINT IS GOOD, CENTER-45-R.LOVATO, HOLDER-10-B.MANN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,7,1115,0,0
