GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,KC,LAC
2023102209,2023-10-22,1,10,51,KC,LAC,3,6,21,1,0,(10:51) (SHOTGUN) 15-P.MAHOMES PASS DEEP LEFT TO 87-T.KELCE TO KC 49 FOR 28 YARDS (26-A.SAMUEL).,0,2023,28,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,7,249,0,0
2023102209,2023-10-22,1,10,13,KC,LAC,1,10,49,0,0,(10:13) 10-I.PACHECO LEFT END TO LAC 48 FOR 3 YARDS (6-E.KENDRICKS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,49,OWN,0,,0,,0,7,287,0,0
2023102209,2023-10-22,1,9,41,KC,LAC,2,7,52,0,0,"(9:41) 15-P.MAHOMES PASS SHORT RIGHT TO 1-J.MCKINNON FOR 48 YARDS, TOUCHDOWN NULLIFIED BY PENALTY. PENALTY ON KC-62-J.THUNEY, ILLEGAL BLOCK ABOVE THE WAIST, 10 YARDS, ENFORCED AT LAC 21.",0,2023,48,UNDER CENTER,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,1,0,0,,48,OPP,1,KC,0,ILLEGAL BLOCK ABOVE THE WAIST,10,7,319,0,0
2023102209,2023-10-22,1,9,28,KC,LAC,1,10,69,0,0,(9:28) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 83-N.GRAY TO LAC 23 FOR 8 YARDS (43-M.DAVIS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OPP,0,,0,,0,7,332,0,0
2023102209,2023-10-22,1,8,57,KC,LAC,2,2,77,1,0,(8:57) (SHOTGUN) 10-I.PACHECO LEFT END PUSHED OB AT LAC 20 FOR 3 YARDS (9-K.MURRAY).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,23,OPP,0,,0,,0,7,363,0,0
2023102209,2023-10-22,1,8,21,KC,LAC,1,10,80,0,0,"(8:21) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT RIGHT. PENALTY ON KC-79-D.SMITH, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LAC 20 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,20,OPP,1,KC,1,OFFENSIVE HOLDING,10,7,399,0,0
2023102209,2023-10-22,1,8,16,KC,LAC,1,20,70,0,0,(8:16) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 4-R.RICE TO LAC 28 FOR 2 YARDS (20-D.MARLOWE).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,7,404,0,0
2023102209,2023-10-22,1,7,35,KC,LAC,2,18,72,0,0,(7:35) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 24-S.MOORE RAN OB AT LAC 17 FOR 11 YARDS.,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,7,445,0,0
2023102209,2023-10-22,1,6,57,KC,LAC,3,7,83,0,0,(6:57) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT LEFT TO 12-M.HARDMAN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,7,483,0,0
2023102209,2023-10-22,1,6,52,KC,LAC,4,7,83,0,0,"(6:52) 7-H.BUTKER 35 YARD FIELD GOAL IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,7,488,0,0
2023102209,2023-10-22,1,6,49,LAC,KC,0,0,65,1,0,"7-H.BUTKER KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,7,491,0,0
2023102209,2023-10-22,1,6,49,LAC,KC,1,10,25,0,0,(6:49) 30-A.EKELER RIGHT GUARD TO LAC 27 FOR 2 YARDS (50-W.GAY).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,7,491,0,0
2023102209,2023-10-22,1,6,10,LAC,KC,2,8,27,1,0,(6:10) 12-D.DAVIS RIGHT END TO LAC 38 FOR 11 YARDS (32-N.BOLTON).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,27,OWN,0,,0,,0,7,530,0,0
2023102209,2023-10-22,1,5,35,LAC,KC,1,10,38,1,0,(5:35) (SHOTGUN) 10-J.HERBERT PASS DEEP LEFT TO 13-K.ALLEN TO KC 36 FOR 26 YARDS (6-B.COOK).,0,2023,26,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,7,565,0,0
2023102209,2023-10-22,1,5,13,LAC,KC,1,10,64,0,0,(5:13) (NO HUDDLE) 12-D.DAVIS LEFT END TO KC 36 FOR NO GAIN (98-T.WHARTON; 50-W.GAY).,0,2023,0,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,36,OPP,0,,0,,0,7,587,0,0
2023102209,2023-10-22,1,4,31,LAC,KC,2,10,64,0,0,(4:31) 30-A.EKELER UP THE MIDDLE TO KC 33 FOR 3 YARDS (98-T.WHARTON; 32-N.BOLTON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OPP,0,,0,,0,7,629,0,0
2023102209,2023-10-22,1,3,51,LAC,KC,3,7,67,1,0,(3:51) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 5-J.PALMER TO KC 26 FOR 7 YARDS (22-T.MCDUFFIE).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,7,669,0,0
2023102209,2023-10-22,1,3,14,LAC,KC,1,10,74,0,0,"(3:14) 25-J.KELLEY UP THE MIDDLE TO KC 24 FOR 2 YARDS (38-L.SNEED, 91-D.NNADI).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,26,OPP,0,,0,,0,7,706,0,0
2023102209,2023-10-22,1,2,40,LAC,KC,2,8,76,0,0,(2:40) (SHOTGUN) 10-J.HERBERT SACKED AT KC 37 FOR -13 YARDS (50-W.GAY).,0,2023,-13,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,7,740,0,0
2023102209,2023-10-22,1,1,58,LAC,KC,3,21,63,0,0,(1:58) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 30-A.EKELER [90-C.OMENIHU].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,7,782,0,0
2023102209,2023-10-22,1,1,53,LAC,KC,4,21,63,0,0,"(1:53) 11-C.DICKER 55 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,7,787,0,0
