GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CHI,TB
2023091706,2023-09-17,1,9,6,TB,CHI,4,5,92,0,0,"(9:06) 4-C.MCLAUGHLIN 26 YARD FIELD GOAL IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,354,0,0
2023091706,2023-09-17,1,9,3,TB,CHI,0,0,100,1,0,TIMEOUT AT 09:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,357,0,0
2023091706,2023-09-17,1,9,3,CHI,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,357,0,0
2023091706,2023-09-17,1,9,3,CHI,TB,1,10,25,1,0,(9:03) (SHOTGUN) 1-J.FIELDS PASS DEEP LEFT TO 2-D.MOORE PUSHED OB AT TB 42 FOR 33 YARDS (23-R.NEAL).,0,2023,33,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,357,0,0
2023091706,2023-09-17,1,8,26,CHI,TB,1,10,58,0,0,(8:26) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT RIGHT TO 18-R.TONYAN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,394,0,0
2023091706,2023-09-17,1,8,22,CHI,TB,2,10,58,0,0,(8:22) (SHOTGUN) 1-J.FIELDS LEFT END TO TB 37 FOR 5 YARDS (9-J.TRYON).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,42,OPP,0,,0,,0,398,0,0
2023091706,2023-09-17,1,7,36,CHI,TB,3,5,63,1,0,(7:36) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 2-D.MOORE RAN OB AT TB 6 FOR 31 YARDS (31-A.WINFIELD) [9-J.TRYON].,0,2023,31,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,444,0,0
2023091706,2023-09-17,1,6,59,CHI,TB,1,6,94,0,0,(6:59) 24-K.HERBERT UP THE MIDDLE TO TB 1 FOR 5 YARDS (23-R.NEAL).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,6,OPP,0,,0,,0,481,0,0
2023091706,2023-09-17,1,6,23,CHI,TB,2,1,99,1,0,"(6:23) 1-J.FIELDS SCRAMBLES RIGHT END FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,SCRAMBLE,1,0,0,1,,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,517,0,0
2023091706,2023-09-17,1,6,17,TB,CHI,1,10,25,0,0,(6:17) 1-R.WHITE LEFT TACKLE TO TB 32 FOR 7 YARDS (99-G.DEXTER).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,523,0,0
2023091706,2023-09-17,1,6,17,CHI,TB,0,0,85,1,0,"8-C.SANTOS EXTRA POINT IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,523,0,0
2023091706,2023-09-17,1,6,17,TB,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,523,0,0
2023091706,2023-09-17,1,6,17,TB,CHI,0,0,100,1,0,TIMEOUT AT 06:17.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,523,0,0
2023091706,2023-09-17,1,5,36,TB,CHI,2,3,32,0,0,"(5:36) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO TB 34 FOR 2 YARDS (49-T.EDMUNDS, 96-Z.PICKENS).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,32,OWN,0,,0,,0,564,0,0
2023091706,2023-09-17,1,4,58,TB,CHI,3,1,34,1,0,(4:58) 1-R.WHITE UP THE MIDDLE TO TB 39 FOR 5 YARDS (99-G.DEXTER). CHI-9-J.BRISKER WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,602,0,0
2023091706,2023-09-17,1,4,22,TB,CHI,1,10,39,0,0,"(4:22) 44-S.TUCKER LEFT TACKLE TO TB 39 FOR NO GAIN (53-T.EDWARDS, 57-J.SANBORN).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,39,OWN,0,,0,,0,638,0,0
2023091706,2023-09-17,1,3,40,TB,CHI,2,10,39,1,0,(3:40) (SHOTGUN) 6-B.MAYFIELD PASS DEEP MIDDLE TO 14-C.GODWIN TO CHI 37 FOR 24 YARDS (22-E.HICKS; 33-J.JOHNSON). CHI-4-E.JACKSON WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,24,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,680,0,0
2023091706,2023-09-17,1,3,3,TB,CHI,1,10,63,0,0,"(3:03) 44-S.TUCKER UP THE MIDDLE TO CHI 35 FOR 2 YARDS (53-T.EDWARDS, 49-T.EDMUNDS).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,37,OPP,0,,0,,0,717,0,0
2023091706,2023-09-17,1,2,24,TB,CHI,2,8,65,1,0,(2:24) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 88-C.OTTON TO CHI 26 FOR 9 YARDS (49-T.EDMUNDS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,756,0,0
2023091706,2023-09-17,1,1,42,TB,CHI,1,10,74,0,0,(1:42) 6-B.MAYFIELD SCRAMBLES RIGHT END RAN OB AT CHI 18 FOR 8 YARDS (26-Q.JOHNSON).,0,2023,8,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,798,0,0
2023091706,2023-09-17,1,1,3,TB,CHI,2,2,82,0,0,(1:03) 6-B.MAYFIELD SCRAMBLES UP THE MIDDLE TO CHI 17 FOR 1 YARD (99-G.DEXTER).,0,2023,1,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,837,0,0
2023091706,2023-09-17,1,0,19,TB,CHI,3,1,83,0,0,"(:19) PENALTY ON TB-78-T.WIRFS, FALSE START, 5 YARDS, ENFORCED AT CHI 17 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,17,OPP,1,TB,1,FALSE START,5,881,0,0
2023091706,2023-09-17,1,0,0,TB,CHI,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091706,2023-09-17,2,15,0,TB,CHI,3,6,78,0,0,(15:00) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE DEEP RIGHT TO 10-T.PALMER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,900,0,0
2023091706,2023-09-17,2,14,56,TB,CHI,4,6,78,0,0,"(14:56) 4-C.MCLAUGHLIN 40 YARD FIELD GOAL IS BLOCKED (94-R.GREEN), CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA, RECOVERED BY TB-5-J.CAMARDA AT 50.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,904,0,0
2023091706,2023-09-17,2,14,49,TB,CHI,0,0,100,1,0,TIMEOUT AT 14:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,911,0,0
2023091706,2023-09-17,2,14,49,CHI,TB,1,10,100,0,0,(14:49) (SHOTGUN) 1-J.FIELDS SACKED AT 50 FOR 0 YARDS (7-S.BARRETT).,0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,911,0,0
2023091706,2023-09-17,2,14,11,CHI,TB,2,10,100,0,0,(14:11) 12-V.JONES LEFT END PUSHED OB AT CHI 47 FOR -3 YARDS (23-R.NEAL).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,0,OPP,0,,0,,0,949,0,0
2023091706,2023-09-17,2,13,36,CHI,TB,3,13,47,0,0,"(13:36) (SHOTGUN) 1-J.FIELDS SACKED AT CHI 36 FOR -11 YARDS (9-J.TRYON). PENALTY ON CHI-70-B.JONES, OFFENSIVE HOLDING, DECLINED.",0,2023,-11,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,47,OWN,0,CHI,0,OFFENSIVE HOLDING,0,984,0,0
2023091706,2023-09-17,2,13,26,CHI,TB,4,24,36,0,0,"(13:26) 16-T.GILL PUNTS 47 YARDS TO TB 17, CENTER-48-P.SCALES. 83-D.THOMPKINS TO TB 26 FOR 9 YARDS (44-N.SEWELL; 55-D.COLE). FUMBLES (44-N.SEWELL), BALL OUT OF BOUNDS AT TB 23. PENALTY ON TB-52-K.BRITT, DEFENSIVE OFFSIDE, DECLINED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,1,1,0,0,,36,OWN,0,TB,0,DEFENSIVE OFFSIDE,0,994,0,0
2023091706,2023-09-17,2,13,15,TB,CHI,0,0,100,1,0,TIMEOUT AT 13:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1005,0,0
2023091706,2023-09-17,2,13,15,TB,CHI,1,10,23,1,0,(13:15) 6-B.MAYFIELD PASS DEEP LEFT TO 13-M.EVANS PUSHED OB AT CHI 7 FOR 70 YARDS (33-J.JOHNSON).,0,2023,70,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,1005,0,0
2023091706,2023-09-17,2,12,24,TB,CHI,1,7,93,0,0,(12:24) (SHOTGUN) 1-R.WHITE LEFT TACKLE TO CHI 6 FOR 1 YARD (91-Y.NGAKOUE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,7,OPP,0,,0,,0,1056,0,0
2023091706,2023-09-17,2,11,43,TB,CHI,2,6,94,0,0,"(11:43) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 1-R.WHITE TO CHI 4 FOR 2 YARDS (29-T.STEVENSON, 53-T.EDWARDS).",0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1097,0,0
2023091706,2023-09-17,2,10,58,TB,CHI,3,4,96,1,0,"(10:58) (SHOTGUN) 1-R.WHITE LEFT GUARD FOR 4 YARDS, TOUCHDOWN.",0,2023,4,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,4,OPP,0,,0,,0,1142,0,0
2023091706,2023-09-17,2,10,53,TB,CHI,0,0,85,1,0,"4-C.MCLAUGHLIN EXTRA POINT IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1147,0,0
2023091706,2023-09-17,2,10,53,CHI,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1147,0,0
2023091706,2023-09-17,2,10,53,TB,CHI,0,0,100,1,0,TIMEOUT AT 10:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1147,0,0
2023091706,2023-09-17,2,10,53,CHI,TB,1,10,25,0,0,(10:53) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT RIGHT TO 10-C.CLAYPOOL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1147,0,0
2023091706,2023-09-17,2,10,49,CHI,TB,2,10,25,0,0,"(10:49) 23-R.JOHNSON LEFT TACKLE TO CHI 26 FOR 1 YARD (23-R.NEAL, 91-M.GREENE).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,1151,0,0
2023091706,2023-09-17,2,10,3,CHI,TB,3,9,26,0,0,(10:03) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 2-D.MOORE TO CHI 27 FOR 1 YARD (54-L.DAVID).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,1197,0,0
2023091706,2023-09-17,2,9,29,CHI,TB,4,8,27,0,0,"(9:29) 16-T.GILL PUNTS 55 YARDS TO TB 18, CENTER-48-P.SCALES. 83-D.THOMPKINS PUSHED OB AT TB 19 FOR 1 YARD (31-JA.JONES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1231,0,0
2023091706,2023-09-17,2,9,19,TB,CHI,0,0,100,1,0,TIMEOUT AT 09:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1241,0,0
2023091706,2023-09-17,2,9,19,TB,CHI,1,10,19,0,0,"(9:19) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 88-C.OTTON TO TB 28 FOR 9 YARDS (57-J.SANBORN). PENALTY ON TB-67-L.GOEDEKE, OFFENSIVE HOLDING, 9 YARDS, ENFORCED AT TB 19 - NO PLAY.",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,19,OWN,1,TB,1,OFFENSIVE HOLDING,9,1241,0,0
2023091706,2023-09-17,2,9,4,TB,CHI,1,19,10,0,0,(9:04) (SHOTGUN) 44-S.TUCKER RIGHT GUARD TO TB 12 FOR 2 YARDS (99-G.DEXTER).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,10,OWN,0,,0,,0,1256,0,0
2023091706,2023-09-17,2,8,23,TB,CHI,2,17,12,0,0,(8:23) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO TB 21 FOR 9 YARDS (49-T.EDMUNDS).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,12,OWN,0,,0,,0,1297,0,0
2023091706,2023-09-17,2,7,43,TB,CHI,3,8,21,0,0,"(7:43) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 88-C.OTTON TO TB 28 FOR 7 YARDS (31-JA.JONES, 49-T.EDMUNDS).",0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1337,0,0
2023091706,2023-09-17,2,6,57,TB,CHI,4,1,28,0,0,"(6:57) 5-J.CAMARDA PUNTS 72 YARDS TO END ZONE, CENTER-97-Z.TRINER, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1383,0,0
2023091706,2023-09-17,2,6,49,CHI,TB,1,10,20,0,0,"(6:49) 23-R.JOHNSON UP THE MIDDLE TO CHI 22 FOR 2 YARDS (9-J.TRYON, 96-G.GAINES).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,20,OWN,0,,0,,0,1391,0,0
2023091706,2023-09-17,2,6,49,TB,CHI,0,0,100,1,0,TIMEOUT AT 06:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1391,0,0
2023091706,2023-09-17,2,6,11,CHI,TB,2,8,22,1,0,(6:11) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 10-C.CLAYPOOL PUSHED OB AT CHI 30 FOR 8 YARDS (35-J.DEAN).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,1429,0,0
2023091706,2023-09-17,2,5,37,CHI,TB,1,10,30,1,0,(5:37) 23-R.JOHNSON LEFT TACKLE PUSHED OB AT TB 41 FOR 29 YARDS (35-J.DEAN).,0,2023,29,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,30,OWN,0,,0,,0,1463,0,0
2023091706,2023-09-17,2,4,57,CHI,TB,1,10,59,0,0,"(4:57) (NO HUDDLE) PENALTY ON CHI-58-D.WRIGHT, FALSE START, 5 YARDS, ENFORCED AT TB 41 - NO PLAY.",0,2023,0,NO HUDDLE,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,41,OPP,1,CHI,1,FALSE START,5,1503,0,0
2023091706,2023-09-17,2,4,40,CHI,TB,1,15,54,0,0,(4:40) 1-J.FIELDS PASS INCOMPLETE DEEP RIGHT TO 85-C.KMET (31-A.WINFIELD).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1520,0,0
2023091706,2023-09-17,2,4,32,CHI,TB,2,15,54,0,0,"(4:32) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 85-C.KMET TO TB 35 FOR 11 YARDS (35-J.DEAN, 45-D.WHITE).",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1528,0,0
2023091706,2023-09-17,2,3,50,CHI,TB,3,4,65,1,0,"(3:50) (NO HUDDLE, SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 85-C.KMET TO TB 24 FOR 11 YARDS (31-A.WINFIELD).",0,2023,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1570,0,0
2023091706,2023-09-17,2,3,12,CHI,TB,1,10,76,0,0,"(3:12) (NO HUDDLE, SHOTGUN) 1-J.FIELDS SACKED AT TB 27 FOR -3 YARDS (SACK SPLIT BY 50-V.VEA AND 90-L.HALL).",0,2023,-3,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,1608,0,0
2023091706,2023-09-17,2,2,24,CHI,TB,2,13,73,0,0,(2:24) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT RIGHT TO 24-K.HERBERT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1656,0,0
2023091706,2023-09-17,2,2,19,CHI,TB,3,13,73,0,0,"(2:19) (SHOTGUN) 1-J.FIELDS SACKED AT TB 37 FOR -10 YARDS (49-C.GILL). FUMBLES (49-C.GILL) [49-C.GILL], RECOVERED BY CHI-62-L.PATRICK AT TB 34.",0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,27,OPP,0,,0,,0,1661,0,0
2023091706,2023-09-17,2,2,0,CHI,TB,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
2023091706,2023-09-17,2,2,0,CHI,TB,4,20,66,0,0,"(2:00) 8-C.SANTOS 52 YARD FIELD GOAL IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1680,0,0
2023091706,2023-09-17,2,1,55,TB,CHI,1,10,25,0,0,(1:55) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 88-C.OTTON TO TB 33 FOR 8 YARDS (49-T.EDMUNDS; 53-T.EDWARDS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1685,0,0
2023091706,2023-09-17,2,1,55,TB,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1685,0,0
