GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PIT,CLE
2023091801,2023-09-18,2,14,27,CLE,PIT,1,8,92,0,0,(14:27) (SHOTGUN) 24-N.CHUBB UP THE MIDDLE TO PIT 3 FOR 5 YARDS (39-M.FITZPATRICK; 55-C.HOLCOMB). PIT-39-M.FITZPATRICK WAS INJURED DURING THE PLAY. CLE-24-N.CHUBB WAS INJURED DURING THE PLAY.,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,8,OPP,0,,0,,0,2,933,0,0
2023091801,2023-09-18,2,14,14,CLE,PIT,0,0,100,1,0,TIMEOUT AT 14:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,946,0,0
2023091801,2023-09-18,2,14,9,CLE,PIT,2,3,97,1,0,"(14:09) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 34-J.FORD FOR 3 YARDS, TOUCHDOWN.",0,2023,3,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,2,951,0,0
2023091801,2023-09-18,2,14,2,CLE,PIT,0,0,99,1,0,TWO-POINT CONVERSION ATTEMPT. 34-J.FORD RUSHES LEFT GUARD. ATTEMPT SUCCEEDS.,0,2023,0,UNDER CENTER,TWO-POINT CONVERSION,0,0,0,0,,0,0,0,,0,0,0,1,1,,1,OPP,0,,0,,0,2,958,0,0
2023091801,2023-09-18,2,14,2,PIT,CLE,0,0,65,1,0,"7-D.HOPKINS KICKS 65 YARDS FROM CLE 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,958,0,0
2023091801,2023-09-18,2,14,2,CLE,PIT,0,0,85,0,0,"(KICK FORMATION) PENALTY ON PIT-20-P.PETERSON, DEFENSIVE OFFSIDE, 1 YARD, ENFORCED AT PIT 15 - NO PLAY.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,15,OPP,1,PIT,1,DEFENSIVE OFFSIDE,1,2,958,0,0
2023091801,2023-09-18,2,14,2,PIT,CLE,1,10,25,0,0,(14:02) (SHOTGUN) 8-K.PICKETT PASS SHORT MIDDLE TO 11-A.ROBINSON TO PIT 30 FOR 5 YARDS (44-S.TAKITAKI).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,2,958,0,0
2023091801,2023-09-18,2,13,26,PIT,CLE,2,5,30,0,0,(13:26) (SHOTGUN) 22-N.HARRIS UP THE MIDDLE TO PIT 32 FOR 2 YARDS (90-M.HURST; 93-S.HARRIS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OWN,0,,0,,0,2,994,0,0
2023091801,2023-09-18,2,12,47,PIT,CLE,3,3,32,1,0,(12:47) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 30-J.WARREN PUSHED OB AT CLE 38 FOR 30 YARDS (1-J.THORNHILL).,0,2023,30,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,2,1033,0,0
2023091801,2023-09-18,2,12,17,PIT,CLE,1,10,62,0,0,"(12:17) (NO HUDDLE) 30-J.WARREN UP THE MIDDLE TO CLE 40 FOR -2 YARDS (99-Z.SMITH, 93-S.HARRIS).",0,2023,-2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OPP,0,,0,,0,2,1063,0,0
