GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,GB,ATL
2023091700,2023-09-17,1,11,21,GB,ATL,3,11,39,0,0,"(11:21) (NO HUDDLE, SHOTGUN) 10-J.LOVE SACKED AT GB 28 FOR -11 YARDS (55-K.ELLISS).",0,2023,-11,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,219,0,0
2023091700,2023-09-17,1,10,41,GB,ATL,4,22,28,0,0,"(10:41) 19-D.WHELAN PUNTS 45 YARDS TO ATL 27, CENTER-42-M.ORZECH, FAIR CATCH BY 21-M.HUGHES.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,259,0,0
2023091700,2023-09-17,1,10,33,ATL,GB,1,10,27,0,0,(10:33) (SHOTGUN) 7-B.ROBINSON RIGHT END PUSHED OB AT ATL 30 FOR 3 YARDS (93-T.SLATON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,27,OWN,0,,0,,0,267,0,0
2023091700,2023-09-17,1,10,33,ATL,GB,0,0,100,1,0,TIMEOUT AT 10:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,267,0,0
2023091700,2023-09-17,1,10,7,ATL,GB,2,7,30,0,0,(10:07) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT RIGHT TO 7-B.ROBINSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,293,0,0
2023091700,2023-09-17,1,10,1,ATL,GB,3,7,30,1,0,"(10:01) (SHOTGUN) 9-D.RIDDER PASS SHORT MIDDLE TO 81-J.SMITH TO ATL 47 FOR 17 YARDS (20-R.FORD, 59-D.CAMPBELL) [91-P.SMITH].",0,2023,17,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,299,0,0
2023091700,2023-09-17,1,9,21,ATL,GB,1,10,47,0,0,"(9:21) (SHOTGUN) 25-T.ALLGEIER RIGHT TACKLE TO ATL 49 FOR 2 YARDS (7-Q.WALKER, 93-T.SLATON).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,47,OWN,0,,0,,0,339,0,0
2023091700,2023-09-17,1,8,44,ATL,GB,2,8,49,1,0,(8:44) (SHOTGUN) 25-T.ALLGEIER LEFT TACKLE TO GB 41 FOR 10 YARDS (59-D.CAMPBELL; 26-D.SAVAGE).,0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,49,OWN,0,,0,,0,376,0,0
2023091700,2023-09-17,1,8,1,ATL,GB,1,10,59,0,0,(8:01) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT LEFT TO 8-K.PITTS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,419,0,0
2023091700,2023-09-17,1,7,56,ATL,GB,2,10,59,0,0,(7:56) 9-D.RIDDER PASS SHORT RIGHT TO 81-J.SMITH PUSHED OB AT GB 34 FOR 7 YARDS (7-Q.WALKER).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,424,0,0
2023091700,2023-09-17,1,7,22,ATL,GB,3,3,66,1,0,(7:22) (SHOTGUN) 9-D.RIDDER SCRAMBLES UP THE MIDDLE TO GB 29 FOR 5 YARDS (59-D.CAMPBELL).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,458,0,0
2023091700,2023-09-17,1,6,39,ATL,GB,1,10,71,0,0,(6:39) 9-D.RIDDER PASS SHORT MIDDLE TO 8-K.PITTS TO GB 20 FOR 9 YARDS (26-D.SAVAGE).,0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,501,0,0
2023091700,2023-09-17,1,5,57,ATL,GB,2,1,80,1,0,(5:57) (SHOTGUN) 9-D.RIDDER PASS SHORT RIGHT TO 7-B.ROBINSON PUSHED OB AT GB 11 FOR 9 YARDS (7-Q.WALKER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,543,0,0
2023091700,2023-09-17,1,5,20,ATL,GB,1,10,89,0,0,(5:20) (SHOTGUN) 9-D.RIDDER LEFT END PUSHED OB AT GB 2 FOR 9 YARDS (26-D.SAVAGE).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,11,OPP,0,,0,,0,580,0,0
2023091700,2023-09-17,1,4,44,ATL,GB,2,1,98,0,0,"(4:44) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT LEFT TO 8-K.PITTS. PENALTY ON GB-20-R.FORD, DEFENSIVE PASS INTERFERENCE, 1 YARD, ENFORCED AT GB 2 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,2,OPP,1,GB,1,DEFENSIVE PASS INTERFERENCE,1,616,0,0
2023091700,2023-09-17,1,4,40,ATL,GB,1,1,99,0,0,(4:40) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT RIGHT TO 8-K.PITTS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,620,0,0
2023091700,2023-09-17,1,4,34,ATL,GB,2,1,99,0,0,(4:34) 7-B.ROBINSON RIGHT GUARD TO GB 1 FOR NO GAIN (97-K.CLARK; 93-T.SLATON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,1,OPP,0,,0,,0,626,0,0
2023091700,2023-09-17,1,3,59,ATL,GB,3,1,99,0,0,(3:59) 9-D.RIDDER PASS INCOMPLETE SHORT MIDDLE TO 81-J.SMITH.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,661,0,0
2023091700,2023-09-17,1,3,53,ATL,GB,4,1,99,0,0,"(3:53) (SHOTGUN) PENALTY ON ATL-65-M.BERGERON, FALSE START, 5 YARDS, ENFORCED AT GB 1 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,OPP,1,ATL,1,FALSE START,5,667,0,0
2023091700,2023-09-17,1,3,53,ATL,GB,4,6,94,0,0,"(3:53) 6-Y.KOO 24 YARD FIELD GOAL IS GOOD, CENTER-49-L.MCCULLOUGH, HOLDER-13-B.PINION.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,667,0,0
2023091700,2023-09-17,1,3,50,ATL,GB,0,0,100,1,0,TIMEOUT AT 03:50.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,670,0,0
2023091700,2023-09-17,1,3,50,GB,ATL,0,0,65,1,0,"13-B.PINION KICKS 74 YARDS FROM ATL 35 TO GB -9. 25-K.NIXON TO GB 16 FOR 25 YARDS (59-A.SMITH, 50-T.DAVIS).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,670,0,0
2023091700,2023-09-17,1,3,46,GB,ATL,1,10,16,1,0,(3:46) 10-J.LOVE PASS SHORT MIDDLE TO 87-R.DOUBS TO GB 31 FOR 15 YARDS (3-J.BATES).,0,2023,15,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,674,0,0
2023091700,2023-09-17,1,3,6,GB,ATL,1,10,31,0,0,"(3:06) 28-A.DILLON RIGHT GUARD TO GB 38 FOR 7 YARDS (55-K.ELLISS, 27-R.GRANT).",0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,31,OWN,0,,0,,0,714,0,0
2023091700,2023-09-17,1,2,19,GB,ATL,2,3,38,0,0,"(2:19) (SHOTGUN) 28-A.DILLON LEFT TACKLE TO GB 40 FOR 2 YARDS (3-J.BATES, 96-Z.HARRISON).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,38,OWN,0,,0,,0,761,0,0
2023091700,2023-09-17,1,1,36,GB,ATL,3,1,40,1,0,(1:36) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 88-L.MUSGRAVE PUSHED OB AT ATL 43 FOR 17 YARDS (24-A.TERRELL).,0,2023,17,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,804,0,0
2023091700,2023-09-17,1,0,57,GB,ATL,1,10,57,0,0,(:57) 10-J.LOVE PASS INCOMPLETE SHORT MIDDLE TO 27-P.TAYLOR (90-D.ONYEMATA).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,843,0,0
2023091700,2023-09-17,1,0,50,GB,ATL,2,10,57,0,0,(:50) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 11-J.REED.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,850,0,0
2023091700,2023-09-17,1,0,47,GB,ATL,3,10,57,1,0,(:47) (SHOTGUN) 10-J.LOVE SCRAMBLES RIGHT END TO ATL 19 FOR 24 YARDS (27-R.GRANT).,0,2023,24,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,853,0,0
2023091700,2023-09-17,2,15,0,GB,ATL,1,10,81,0,0,"(15:00) (SHOTGUN) 28-A.DILLON RIGHT TACKLE TO ATL 19 FOR NO GAIN (24-A.TERRELL, 93-C.CAMPBELL).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,19,OPP,0,,0,,0,900,0,0
2023091700,2023-09-17,1,0,0,GB,ATL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091700,2023-09-17,2,14,24,GB,ATL,2,10,81,0,0,(14:24) (SHOTGUN) 10-J.LOVE PASS SHORT MIDDLE TO 88-L.MUSGRAVE TO ATL 11 FOR 8 YARDS (27-R.GRANT).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,936,0,0
2023091700,2023-09-17,2,13,42,GB,ATL,3,2,89,0,0,"(13:42) (SHOTGUN) 28-A.DILLON LEFT GUARD TO ATL 10 FOR 1 YARD (48-B.DUPREE). GREEN BAY CHALLENGED THE SHORT OF THE LINE TO GAIN RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 28-A.DILLON LEFT GUARD TO ATL 9 FOR 2 YARDS (48-B.DUPREE).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,1,1,,0,0,0,0,0,LEFT GUARD,11,OPP,0,,0,,0,978,0,0
2023091700,2023-09-17,2,13,40,GB,ATL,1,9,91,1,0,"(13:40) (SHOTGUN) 10-J.LOVE PASS SHORT MIDDLE TO 11-J.REED FOR 9 YARDS, TOUCHDOWN.",0,2023,9,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,980,0,0
2023091700,2023-09-17,2,13,40,GB,ATL,0,0,100,1,0,TIMEOUT #1 BY ATL AT 13:40.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,980,0,0
2023091700,2023-09-17,2,13,33,GB,ATL,0,0,85,1,0,"17-A.CARLSON EXTRA POINT IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,987,0,0
2023091700,2023-09-17,2,13,33,ATL,GB,0,0,100,1,0,TIMEOUT AT 13:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,987,0,0
2023091700,2023-09-17,2,13,33,ATL,GB,0,0,65,1,0,"17-A.CARLSON KICKS 67 YARDS FROM GB 35 TO ATL -2. 21-M.HUGHES TO ATL 17 FOR 19 YARDS (34-J.OWENS, 38-I.GAINES).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,987,0,0
2023091700,2023-09-17,2,13,28,ATL,GB,1,10,17,0,0,"(13:28) 9-D.RIDDER PASS INCOMPLETE SHORT RIGHT TO 7-B.ROBINSON (90-L.VAN NESS). PENALTY ON ATL-70-J.MATTHEWS, ILLEGAL USE OF HANDS, 8 YARDS, ENFORCED AT ATL 17 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,17,OWN,1,ATL,1,ILLEGAL USE OF HANDS,8,992,0,0
2023091700,2023-09-17,2,13,23,ATL,GB,1,18,9,0,0,(13:23) (SHOTGUN) 25-T.ALLGEIER RIGHT TACKLE TO ATL 8 FOR -1 YARDS (90-L.VAN NESS).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,9,OWN,0,,0,,0,997,0,0
2023091700,2023-09-17,2,12,41,ATL,GB,2,19,8,0,0,(12:41) (SHOTGUN) 9-D.RIDDER SCRAMBLES RIGHT END RAN OB AT ATL 12 FOR 4 YARDS (59-D.CAMPBELL).,0,2023,4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,1039,0,0
2023091700,2023-09-17,2,12,4,ATL,GB,3,15,12,1,0,"(12:04) (NO HUDDLE, SHOTGUN) 9-D.RIDDER PASS DEEP MIDDLE TO 5-D.LONDON TO ATL 34 FOR 22 YARDS (23-J.ALEXANDER).",0,2023,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1076,0,0
2023091700,2023-09-17,2,11,25,ATL,GB,1,10,34,1,0,"(11:25) 7-B.ROBINSON RIGHT TACKLE TO GB 47 FOR 19 YARDS (29-R.DOUGLAS, 7-Q.WALKER).",0,2023,19,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,34,OWN,0,,0,,0,1115,0,0
2023091700,2023-09-17,2,10,38,ATL,GB,1,10,53,0,0,(10:38) (SHOTGUN) 9-D.RIDDER PASS SHORT RIGHT TO 7-B.ROBINSON TO GB 47 FOR NO GAIN (7-Q.WALKER).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1162,0,0
2023091700,2023-09-17,2,9,57,ATL,GB,2,10,53,0,0,(9:57) (SHOTGUN) 25-T.ALLGEIER RIGHT TACKLE TO GB 46 FOR 1 YARD (55-K.ENAGBARE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,47,OPP,0,,0,,0,1203,0,0
2023091700,2023-09-17,2,9,20,ATL,GB,3,9,54,0,0,(9:20) (SHOTGUN) 9-D.RIDDER SCRAMBLES LEFT END PUSHED OB AT GB 41 FOR 5 YARDS (91-P.SMITH).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1240,0,0
2023091700,2023-09-17,2,8,54,ATL,GB,0,0,100,1,0,TIMEOUT #1 BY GB AT 08:54.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1266,0,0
2023091700,2023-09-17,2,8,54,ATL,GB,4,4,59,0,0,(8:54) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT LEFT TO 5-D.LONDON (23-J.ALEXANDER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1266,0,0
2023091700,2023-09-17,2,8,51,ATL,GB,0,0,100,1,0,TIMEOUT AT 08:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1269,0,0
2023091700,2023-09-17,2,8,51,GB,ATL,1,10,41,0,0,(8:51) 63-R.WALKER REPORTED IN AS ELIGIBLE.  10-J.LOVE PASS SHORT LEFT TO 28-A.DILLON TO GB 49 FOR 8 YARDS (55-K.ELLISS).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1269,0,0
2023091700,2023-09-17,2,8,6,GB,ATL,2,2,49,1,0,(8:06) 28-A.DILLON LEFT GUARD TO ATL 43 FOR 8 YARDS (55-K.ELLISS).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,49,OWN,0,,0,,0,1314,0,0
2023091700,2023-09-17,2,7,28,GB,ATL,1,10,57,0,0,(7:28) 28-A.DILLON LEFT TACKLE TO ATL 38 FOR 5 YARDS (53-N.LANDMAN; 95-T.GRAHAM).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OPP,0,,0,,0,1352,0,0
2023091700,2023-09-17,2,6,49,GB,ATL,2,5,62,1,0,(6:49) (SHOTGUN) 10-J.LOVE PASS SHORT MIDDLE TO 13-D.WICKS TO ATL 30 FOR 8 YARDS (33-T.FLOWERS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1391,0,0
2023091700,2023-09-17,2,6,7,GB,ATL,1,10,70,0,0,(6:07) (SHOTGUN) 31-EM.WILSON RIGHT TACKLE TO ATL 23 FOR 7 YARDS (55-K.ELLISS).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,30,OPP,0,,0,,0,1433,0,0
2023091700,2023-09-17,2,5,27,GB,ATL,2,3,77,1,0,(5:27) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 81-J.DEGUARA TO ATL 19 FOR 4 YARDS (3-J.BATES).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,1473,0,0
2023091700,2023-09-17,2,4,43,GB,ATL,1,10,81,0,0,(4:43) (SHOTGUN) 31-EM.WILSON LEFT GUARD TO ATL 16 FOR 3 YARDS (53-N.LANDMAN).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,19,OPP,0,,0,,0,1517,0,0
2023091700,2023-09-17,2,4,0,GB,ATL,2,7,84,0,0,(4:00) 27-P.TAYLOR LEFT END TO ATL 15 FOR 1 YARD (97-G.JARRETT).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,16,OPP,0,,0,,0,1560,0,0
2023091700,2023-09-17,2,3,15,GB,ATL,3,6,85,0,0,(3:15) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 13-D.WICKS (24-A.TERRELL).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1605,0,0
2023091700,2023-09-17,2,3,10,GB,ATL,4,6,85,0,0,"(3:10) 17-A.CARLSON 33 YARD FIELD GOAL IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1610,0,0
2023091700,2023-09-17,2,3,6,ATL,GB,0,0,65,1,0,"17-A.CARLSON KICKS 65 YARDS FROM GB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1614,0,0
2023091700,2023-09-17,2,3,6,ATL,GB,1,10,25,0,0,(3:06) 9-D.RIDDER PASS SHORT LEFT TO 5-D.LONDON TO ATL 30 FOR 5 YARDS (91-P.SMITH).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1614,0,0
2023091700,2023-09-17,2,3,6,ATL,GB,0,0,100,1,0,TIMEOUT AT 03:06.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1614,0,0
2023091700,2023-09-17,2,2,28,ATL,GB,2,5,30,1,0,(2:28) (SHOTGUN) 7-B.ROBINSON LEFT END TO ATL 39 FOR 9 YARDS (7-Q.WALKER).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,30,OWN,0,,0,,0,1652,0,0
