GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,SEA,DET
2023091703,2023-09-17,1,7,4,DET,SEA,1,10,25,0,0,(7:04) 5-D.MONTGOMERY RIGHT TACKLE TO DET 33 FOR 8 YARDS (56-J.BROOKS; 20-J.LOVE).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,476,0,0
2023091703,2023-09-17,1,6,39,DET,SEA,2,2,33,1,0,"(6:39) (NO HUDDLE, SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 87-S.LAPORTA PUSHED OB AT DET 44 FOR 11 YARDS (56-J.BROOKS).",0,2023,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,501,0,0
2023091703,2023-09-17,1,6,5,DET,SEA,1,10,44,0,0,(6:05) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO 50 FOR 6 YARDS (90-JA.REED).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,44,OWN,0,,0,,0,535,0,0
2023091703,2023-09-17,1,5,30,DET,SEA,2,4,100,1,0,(5:30) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 26-J.GIBBS TO SEA 43 FOR 7 YARDS (54-B.WAGNER).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,570,0,0
2023091703,2023-09-17,1,4,57,DET,SEA,1,10,57,0,0,(4:57) 26-J.GIBBS RIGHT END TO SEA 42 FOR 1 YARD (21-D.WITHERSPOON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,43,OPP,0,,0,,0,603,0,0
2023091703,2023-09-17,1,4,25,DET,SEA,2,9,58,0,0,"(4:25) (SHOTGUN) 16-J.GOFF PASS DEEP RIGHT TO 8-J.REYNOLDS TO SEA 22 FOR 20 YARDS (21-D.WITHERSPOON; 20-J.LOVE). PENALTY ON SEA-55-D.JONES, DEFENSIVE OFFSIDE, DECLINED.",0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,42,OPP,0,SEA,0,DEFENSIVE OFFSIDE,0,635,0,0
2023091703,2023-09-17,1,3,55,DET,SEA,1,10,78,1,0,"(3:55) (SHOTGUN) 16-J.GOFF PASS DEEP RIGHT TO 8-J.REYNOLDS FOR 22 YARDS, TOUCHDOWN.",0,2023,22,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,665,0,0
2023091703,2023-09-17,1,3,49,DET,SEA,0,0,100,1,0,TIMEOUT AT 03:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,671,0,0
2023091703,2023-09-17,1,3,49,SEA,DET,0,0,65,1,0,3-J.FOX KICKS 63 YARDS FROM DET 35 TO SEA 2. 31-D.DALLAS TO SEA 23 FOR 21 YARDS (45-J.CABINDA).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,671,0,0
2023091703,2023-09-17,1,3,49,DET,SEA,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,671,0,0
2023091703,2023-09-17,1,3,43,SEA,DET,1,10,23,0,0,(3:43) 7-G.SMITH PASS SHORT RIGHT TO 11-J.SMITH-NJIGBA RAN OB AT SEA 28 FOR 5 YARDS (55-D.BARNES).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,677,0,0
2023091703,2023-09-17,1,3,7,SEA,DET,2,5,28,1,0,(3:07) 26-Z.CHARBONNET LEFT END TO SEA 37 FOR 9 YARDS (21-T.WALKER).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,28,OWN,0,,0,,0,713,0,0
2023091703,2023-09-17,1,2,25,SEA,DET,1,10,37,0,0,(2:25) 26-Z.CHARBONNET RIGHT END TO SEA 37 FOR NO GAIN (53-C.HARRIS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,37,OWN,0,,0,,0,755,0,0
2023091703,2023-09-17,1,1,42,SEA,DET,2,10,37,0,0,(1:42) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT LEFT TO 16-T.LOCKETT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,798,0,0
2023091703,2023-09-17,1,1,38,SEA,DET,3,10,37,0,0,(1:38) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 11-J.SMITH-NJIGBA TO SEA 37 FOR NO GAIN (34-A.ANZALONE).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,802,0,0
2023091703,2023-09-17,1,1,0,SEA,DET,4,10,37,0,0,"(1:00) 4-M.DICKSON PUNTS 51 YARDS TO DET 12, CENTER-41-C.STOLL. 11-K.RAYMOND TO DET 12 FOR NO GAIN (32-JE.REED).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,840,0,0
2023091703,2023-09-17,1,0,50,DET,SEA,0,0,100,1,0,TIMEOUT AT 00:50.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,850,0,0
2023091703,2023-09-17,1,0,50,DET,SEA,1,10,12,0,0,"(:50) 5-D.MONTGOMERY UP THE MIDDLE TO DET 17 FOR 5 YARDS (20-J.LOVE, 6-Q.DIGGS).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,12,OWN,0,,0,,0,850,0,0
2023091703,2023-09-17,1,0,16,DET,SEA,2,5,17,1,0,"(:16) 16-J.GOFF PASS SHORT MIDDLE TO 87-S.LAPORTA TO DET 31 FOR 14 YARDS (27-T.WOOLEN, 54-B.WAGNER).",0,2023,14,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,884,0,0
2023091703,2023-09-17,1,0,0,DET,SEA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091703,2023-09-17,2,15,0,DET,SEA,1,10,31,0,0,"(15:00) 26-J.GIBBS UP THE MIDDLE TO DET 32 FOR 1 YARD (54-B.WAGNER, 56-J.BROOKS).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,31,OWN,0,,0,,0,900,0,0
2023091703,2023-09-17,2,14,25,DET,SEA,2,9,32,0,0,(14:25) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 80-A.GREEN TO DET 34 FOR 2 YARDS (27-T.WOOLEN). SEA-27-T.WOOLEN WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,935,0,0
2023091703,2023-09-17,2,14,8,DET,SEA,0,0,100,1,0,TIMEOUT AT 14:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,952,0,0
2023091703,2023-09-17,2,13,56,DET,SEA,3,7,34,1,0,(13:56) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 26-J.GIBBS TO DET 41 FOR 7 YARDS (8-C.BRYANT).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,964,0,0
2023091703,2023-09-17,2,13,19,DET,SEA,1,10,41,0,0,(13:19) 5-D.MONTGOMERY UP THE MIDDLE TO DET 38 FOR -3 YARDS (97-M.EDWARDS).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,41,OWN,0,,0,,0,1001,0,0
2023091703,2023-09-17,2,12,46,DET,SEA,2,13,38,0,0,(12:46) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 14-A.ST. BROWN TO DET 47 FOR 9 YARDS (20-J.LOVE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,1034,0,0
2023091703,2023-09-17,2,12,12,DET,SEA,3,4,47,1,0,(12:12) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO SEA 37 FOR 16 YARDS (52-D.TAYLOR).,0,2023,16,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OWN,0,,0,,0,1068,0,0
2023091703,2023-09-17,2,11,34,DET,SEA,1,10,63,0,0,(11:34) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO SEA 33 FOR 4 YARDS (54-B.WAGNER; 20-J.LOVE).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,37,OPP,0,,0,,0,1106,0,0
2023091703,2023-09-17,2,10,56,DET,SEA,2,6,67,0,0,(10:56) 16-J.GOFF PASS SHORT LEFT TO 26-J.GIBBS PUSHED OB AT SEA 28 FOR 5 YARDS (22-T.BROWN).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1144,0,0
2023091703,2023-09-17,2,10,22,DET,SEA,3,1,72,0,0,"(10:22) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO SEA 31 FOR -3 YARDS (10-U.NWOSU, 56-J.BROOKS).",0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,28,OPP,0,,0,,0,1178,0,0
2023091703,2023-09-17,2,9,41,DET,SEA,4,4,69,0,0,(9:41) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT MIDDLE TO 87-S.LAPORTA (21-D.WITHERSPOON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OPP,0,,0,,0,1219,0,0
2023091703,2023-09-17,2,9,36,SEA,DET,1,10,31,1,0,(9:36) 7-G.SMITH PASS SHORT LEFT TO 16-T.LOCKETT TO SEA 42 FOR 11 YARDS (23-J.JACOBS).,0,2023,11,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1224,0,0
2023091703,2023-09-17,2,9,36,DET,SEA,0,0,100,1,0,TIMEOUT AT 09:36.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1224,0,0
2023091703,2023-09-17,2,9,2,SEA,DET,1,10,42,0,0,"(9:02) 7-G.SMITH PASS DEEP LEFT TO 87-N.FANT TO DET 27 FOR 31 YARDS (41-J.HOUSTON). PENALTY ON DET-41-J.HOUSTON, DEFENSIVE HOLDING, DECLINED.",0,2023,31,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,42,OWN,0,DET,0,DEFENSIVE HOLDING,0,1258,0,0
2023091703,2023-09-17,2,8,35,SEA,DET,1,10,73,0,0,(8:35) 7-G.SMITH PASS INCOMPLETE DEEP RIGHT TO 16-T.LOCKETT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1285,0,0
2023091703,2023-09-17,2,8,28,SEA,DET,2,10,73,0,0,"(8:28) (NO HUDDLE, SHOTGUN) 9-K.WALKER UP THE MIDDLE TO DET 27 FOR NO GAIN (32-B.BRANCH; 55-D.BARNES).",0,2023,0,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OPP,0,,0,,0,1292,0,0
2023091703,2023-09-17,2,7,50,SEA,DET,3,10,73,0,0,(7:50) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT RIGHT. BALL THROWN AWAY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1330,0,0
2023091703,2023-09-17,2,7,42,SEA,DET,4,10,73,0,0,"(7:42) 5-J.MYERS 45 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-41-C.STOLL, HOLDER-4-M.DICKSON.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1338,0,0
2023091703,2023-09-17,2,7,37,DET,SEA,1,10,35,0,0,"(7:37) 5-D.MONTGOMERY LEFT END TO DET 40 FOR 5 YARDS (6-Q.DIGGS, 92-T.SMITH).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,35,OWN,0,,0,,0,1343,0,0
2023091703,2023-09-17,2,7,37,DET,SEA,0,0,100,1,0,TIMEOUT AT 07:37.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1343,0,0
2023091703,2023-09-17,2,7,5,DET,SEA,2,5,40,1,0,(7:05) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 14-A.ST. BROWN TO DET 48 FOR 8 YARDS (21-D.WITHERSPOON).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1375,0,0
2023091703,2023-09-17,2,6,25,DET,SEA,1,10,48,0,0,(6:25) 5-D.MONTGOMERY RIGHT TACKLE TO DET 49 FOR 1 YARD (93-CA.YOUNG; 58-D.HALL).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,48,OWN,0,,0,,0,1415,0,0
2023091703,2023-09-17,2,5,43,DET,SEA,2,9,49,0,0,(5:43) (SHOTGUN) 26-J.GIBBS RIGHT END TO SEA 47 FOR 4 YARDS (21-D.WITHERSPOON; 56-J.BROOKS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,49,OWN,0,,0,,0,1457,0,0
2023091703,2023-09-17,2,5,3,DET,SEA,3,5,53,0,0,"(5:03) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE DEEP MIDDLE TO 0-M.JONES. PENALTY ON SEA-21-D.WITHERSPOON, DEFENSIVE PASS INTERFERENCE, 11 YARDS, ENFORCED AT SEA 47 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,1,0,0,,47,OPP,1,SEA,1,DEFENSIVE PASS INTERFERENCE,11,1497,0,0
2023091703,2023-09-17,2,4,59,DET,SEA,1,10,64,1,0,"(4:59) (SHOTGUN) 16-J.GOFF PASS DEEP RIGHT TO 11-K.RAYMOND FOR 36 YARDS, TOUCHDOWN.",0,2023,36,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1501,0,0
2023091703,2023-09-17,2,4,51,DET,SEA,0,0,100,1,0,TIMEOUT AT 04:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1509,0,0
2023091703,2023-09-17,2,4,51,DET,SEA,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1509,0,0
2023091703,2023-09-17,2,4,51,SEA,DET,1,10,25,0,0,(4:51) (SHOTGUN) 9-K.WALKER UP THE MIDDLE TO SEA 25 FOR NO GAIN (2-C.GARDNER-JOHNSON).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,1509,0,0
2023091703,2023-09-17,2,4,51,SEA,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1509,0,0
2023091703,2023-09-17,2,4,11,SEA,DET,2,10,25,0,0,(4:11) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 16-T.LOCKETT TO SEA 34 FOR 9 YARDS (31-K.JOSEPH).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1549,0,0
2023091703,2023-09-17,2,3,30,SEA,DET,3,1,34,1,0,(3:30) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 11-J.SMITH-NJIGBA PUSHED OB AT 50 FOR 16 YARDS (2-C.GARDNER-JOHNSON).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1590,0,0
2023091703,2023-09-17,2,2,52,SEA,DET,1,10,100,0,0,(2:52) (SHOTGUN) 9-K.WALKER LEFT TACKLE TO DET 49 FOR 1 YARD (31-K.JOSEPH).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,0,OPP,0,,0,,0,1628,0,0
2023091703,2023-09-17,2,2,18,SEA,DET,2,9,51,0,0,"(2:18) (NO HUDDLE, SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 19-J.BOBO TO DET 46 FOR 3 YARDS (23-J.JACOBS).",0,2023,3,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,1662,0,0
2023091703,2023-09-17,2,2,0,SEA,DET,3,6,54,0,0,(2:00) (SHOTGUN) 7-G.SMITH SCRAMBLES UP THE MIDDLE PUSHED OB AT DET 43 FOR 3 YARDS (53-C.HARRIS).,0,2023,3,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1680,0,0
2023091703,2023-09-17,2,2,0,SEA,DET,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
