GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,HOU,IND
2023091704,2023-09-17,2,12,59,HOU,IND,2,8,40,0,0,"(12:59) (NO HUDDLE, SHOTGUN) 7-C.STROUD PASS INCOMPLETE DEEP LEFT TO 86-D.SCHULTZ (33-D.FLOWERS).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1021,0,0
2023091704,2023-09-17,2,12,55,HOU,IND,3,8,40,0,0,(12:55) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT LEFT TO 3-N.DELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1025,0,0
2023091704,2023-09-17,2,12,52,HOU,IND,4,8,40,0,0,"(12:52) 16-T.ZENTNER PUNTS 36 YARDS TO IND 24, CENTER-46-J.WEEKS. 6-I.MCKENZIE TO IND 24 FOR NO GAIN (20-K.HOLLMAN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1028,0,0
2023091704,2023-09-17,2,12,45,IND,HOU,1,10,24,0,0,(12:45) (SHOTGUN) 10-G.MINSHEW PASS SHORT RIGHT TO 14-A.PIERCE TO IND 32 FOR 8 YARDS (6-D.PERRYMAN).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1035,0,0
2023091704,2023-09-17,2,12,45,HOU,IND,0,0,100,1,0,TIMEOUT AT 12:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1035,0,0
2023091704,2023-09-17,2,12,9,IND,HOU,2,2,32,1,0,(12:09) (SHOTGUN) 21-Z.MOSS LEFT TACKLE TO IND 38 FOR 6 YARDS (24-D.STINGLEY).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,32,OWN,0,,0,,0,1071,0,0
2023091704,2023-09-17,2,11,39,IND,HOU,1,10,38,0,0,"(11:39) (NO HUDDLE, SHOTGUN) PENALTY ON IND-83-K.GRANSON, FALSE START, 5 YARDS, ENFORCED AT IND 38 - NO PLAY.",0,2023,0,NO HUDDLE SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,38,OWN,1,IND,1,FALSE START,5,1101,0,0
2023091704,2023-09-17,2,11,16,IND,HOU,1,15,33,0,0,(11:16) (SHOTGUN) 21-Z.MOSS RIGHT GUARD TO IND 39 FOR 6 YARDS (30-D.HOUSTON-CARSON; 29-M.STEWART).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,33,OWN,0,,0,,0,1124,0,0
2023091704,2023-09-17,2,10,38,IND,HOU,2,9,39,1,0,(10:38) (SHOTGUN) 10-G.MINSHEW PASS DEEP RIGHT TO 86-W.MALLORY PUSHED OB AT HOU 18 FOR 43 YARDS (30-D.HOUSTON-CARSON).,0,2023,43,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1162,0,0
2023091704,2023-09-17,2,10,13,IND,HOU,1,10,82,0,0,"(10:13) (NO HUDDLE, SHOTGUN) 21-Z.MOSS RIGHT TACKLE TO HOU 11 FOR 7 YARDS (29-M.STEWART).",0,2023,7,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,18,OPP,0,,0,,0,1187,0,0
2023091704,2023-09-17,2,9,47,IND,HOU,2,3,89,1,0,"(9:47) (NO HUDDLE, SHOTGUN) 21-Z.MOSS RIGHT TACKLE FOR 11 YARDS, TOUCHDOWN.",0,2023,11,NO HUDDLE SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,11,OPP,0,,0,,0,1213,0,0
2023091704,2023-09-17,2,9,43,HOU,IND,0,0,100,1,0,TIMEOUT AT 09:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1217,0,0
2023091704,2023-09-17,2,9,43,HOU,IND,1,10,25,1,0,(9:43) 7-C.STROUD PASS DEEP MIDDLE TO 12-N.COLLINS TO HOU 49 FOR 24 YARDS (23-K.MOORE).,0,2023,24,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1217,0,0
2023091704,2023-09-17,2,9,43,IND,HOU,0,0,85,1,0,"7-M.GAY EXTRA POINT IS GOOD, CENTER-46-L.RHODES, HOLDER-8-R.SANCHEZ.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1217,0,0
2023091704,2023-09-17,2,9,43,HOU,IND,0,0,65,1,0,"7-M.GAY KICKS 65 YARDS FROM IND 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1217,0,0
2023091704,2023-09-17,2,9,18,HOU,IND,1,10,49,0,0,"(9:18) (NO HUDDLE, SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 3-N.DELL TO IND 42 FOR 9 YARDS (23-K.MOORE).",0,2023,9,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1242,0,0
2023091704,2023-09-17,2,8,42,HOU,IND,2,1,58,0,0,"(8:42) PENALTY ON IND-90-G.STEWART, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT IND 42 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,42,OPP,1,IND,1,NEUTRAL ZONE INFRACTION,5,1278,0,0
