GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NO,CAR
2023091800,2023-09-18,1,15,0,NO,CAR,1,10,25,0,0,(15:00) 21-J.WILLIAMS RIGHT TACKLE TO NO 30 FOR 5 YARDS (26-D.JACKSON; 95-DER.BROWN).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,2,0,0,0
2023091800,2023-09-18,1,15,0,NO,CAR,0,0,65,1,0,"4-E.PINEIRO KICKS 65 YARDS FROM CAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,0,0,0
2023091800,2023-09-18,1,14,32,NO,CAR,2,5,30,0,0,(14:32) 21-J.WILLIAMS UP THE MIDDLE TO NO 33 FOR 3 YARDS (7-S.THOMPSON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OWN,0,,0,,0,2,28,0,0
2023091800,2023-09-18,1,13,58,NO,CAR,3,2,33,1,0,(13:58) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 13-M.THOMAS TO NO 39 FOR 6 YARDS (13-T.HILL).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,2,62,0,0
2023091800,2023-09-18,1,13,26,NO,CAR,1,10,39,0,0,(13:26) (SHOTGUN) 21-J.WILLIAMS LEFT GUARD TO NO 43 FOR 4 YARDS (49-F.LUVU; 25-X.WOODS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,39,OWN,0,,0,,0,2,94,0,0
2023091800,2023-09-18,1,12,51,NO,CAR,2,6,43,0,0,(12:51) 4-D.CARR PASS INCOMPLETE DEEP RIGHT TO 12-C.OLAVE.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,2,129,0,0
2023091800,2023-09-18,1,12,45,NO,CAR,3,6,43,0,0,(12:45) (SHOTGUN) 4-D.CARR SACKED AT NO 36 FOR -7 YARDS (49-F.LUVU).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,2,135,0,0
2023091800,2023-09-18,1,12,3,NO,CAR,4,13,36,0,0,"(12:03) 39-L.HEDLEY PUNTS 29 YARDS TO CAR 35, CENTER-49-Z.WOOD, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,177,0,0
2023091800,2023-09-18,1,11,57,CAR,NO,0,0,100,1,0,TIMEOUT AT 11:57.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,183,0,0
2023091800,2023-09-18,1,11,57,CAR,NO,1,10,35,0,0,(11:57) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 6-M.SANDERS [93-N.SHEPHERD].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,2,183,0,0
2023091800,2023-09-18,1,11,52,CAR,NO,2,10,35,1,0,(11:52) 6-M.SANDERS LEFT GUARD TO CAR 48 FOR 13 YARDS (6-M.MAYE).,0,2023,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,35,OWN,0,,0,,0,2,188,0,0
2023091800,2023-09-18,1,11,17,CAR,NO,1,10,48,0,0,(11:17) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 19-A.THIELEN TO NO 46 FOR 6 YARDS (20-P.WERNER).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,2,223,0,0
2023091800,2023-09-18,1,10,36,CAR,NO,2,4,54,0,0,(10:36) 6-M.SANDERS LEFT TACKLE TO NO 45 FOR 1 YARD (20-P.WERNER; 99-K.SAUNDERS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,46,OPP,0,,0,,0,2,264,0,0
2023091800,2023-09-18,1,9,52,CAR,NO,3,3,55,1,0,(9:52) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 19-A.THIELEN TO NO 39 FOR 6 YARDS (99-K.SAUNDERS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,2,308,0,0
2023091800,2023-09-18,1,9,8,CAR,NO,1,10,61,0,0,"(9:08) (SHOTGUN) PENALTY ON CAR-62-C.ZAVALA, FALSE START, 5 YARDS, ENFORCED AT NO 39 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,39,OPP,1,CAR,1,FALSE START,5,2,352,0,0
2023091800,2023-09-18,1,8,44,CAR,NO,1,15,56,0,0,(8:44) (SHOTGUN) 9-B.YOUNG SACKED OB AT NO 44 FOR 0 YARDS (6-M.MAYE).,0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,2,376,0,0
2023091800,2023-09-18,1,8,3,CAR,NO,2,15,56,0,0,(8:03) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,2,417,0,0
2023091800,2023-09-18,1,7,52,CAR,NO,3,15,56,0,0,(7:52) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 19-A.THIELEN TO NO 34 FOR 10 YARDS (6-M.MAYE).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,2,428,0,0
2023091800,2023-09-18,1,7,10,CAR,NO,4,5,66,0,0,"(7:10) 4-E.PINEIRO 52 YARD FIELD GOAL IS GOOD, CENTER-44-J.JANSEN, HOLDER-10-J.HEKKER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,2,470,0,0
2023091800,2023-09-18,1,7,4,NO,CAR,0,0,65,1,0,4-E.PINEIRO KICKS 65 YARDS FROM CAR 35 TO NO 0. 22-R.SHAHEED TO NO 25 FOR 25 YARDS (82-T.TREMBLE; 29-D.JAMISON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,476,0,0
2023091800,2023-09-18,1,7,4,CAR,NO,0,0,100,1,0,TIMEOUT AT 07:04.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,476,0,0
2023091800,2023-09-18,1,7,0,NO,CAR,1,10,25,1,0,"(7:00) 4-D.CARR PASS SHORT RIGHT TO 18-K.KIRKWOOD TO NO 36 FOR 11 YARDS (25-X.WOODS; 21-J.CHINN). CAROLINA CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS REVERSED. 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 18-K.KIRKWOOD.",0,2023,11,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,1,1,,0,0,0,0,0,,25,OWN,0,,0,,0,2,480,0,0
2023091800,2023-09-18,1,6,56,NO,CAR,2,10,25,0,0,(6:56) 34-T.JONES LEFT GUARD TO NO 30 FOR 5 YARDS (24-V.BELL).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,2,484,0,0
2023091800,2023-09-18,1,6,27,NO,CAR,3,5,30,0,0,"(6:27) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT LEFT TO 13-M.THOMAS. PENALTY ON CAR-23-C.HENDERSON, DEFENSIVE PASS INTERFERENCE, 6 YARDS, ENFORCED AT NO 30 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,30,OWN,1,CAR,1,DEFENSIVE PASS INTERFERENCE,6,2,513,0,0
2023091800,2023-09-18,1,6,23,NO,CAR,1,10,36,0,0,(6:23) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 13-M.THOMAS TO NO 42 FOR 6 YARDS (23-C.HENDERSON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,517,0,0
2023091800,2023-09-18,1,5,49,NO,CAR,2,4,42,1,0,(5:49) (SHOTGUN) 7-T.HILL LEFT END PUSHED OB AT CAR 49 FOR 9 YARDS (23-C.HENDERSON).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,42,OWN,0,,0,,0,2,551,0,0
2023091800,2023-09-18,1,5,24,NO,CAR,1,10,51,0,0,(5:24) 21-J.WILLIAMS UP THE MIDDLE TO CAR 42 FOR 7 YARDS (7-S.THOMPSON; 95-DER.BROWN).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OPP,0,,0,,0,2,576,0,0
2023091800,2023-09-18,1,4,46,NO,CAR,2,3,58,0,0,(4:46) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 12-C.OLAVE (21-J.CHINN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,2,614,0,0
2023091800,2023-09-18,1,4,42,NO,CAR,3,3,58,1,0,(4:42) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 12-C.OLAVE TO CAR 39 FOR 3 YARDS (24-V.BELL).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,2,618,0,0
2023091800,2023-09-18,1,4,2,NO,CAR,1,10,61,0,0,(4:02) 21-J.WILLIAMS LEFT TACKLE TO CAR 39 FOR NO GAIN (26-D.JACKSON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,39,OPP,0,,0,,0,2,658,0,0
2023091800,2023-09-18,1,3,28,NO,CAR,2,10,61,1,0,(3:28) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 87-F.MOREAU TO CAR 25 FOR 14 YARDS (26-D.JACKSON).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,2,692,0,0
2023091800,2023-09-18,1,2,50,NO,CAR,1,10,75,0,0,(2:50) (SHOTGUN) 7-T.HILL UP THE MIDDLE TO CAR 18 FOR 7 YARDS (7-S.THOMPSON). CAR-7-S.THOMPSON WAS INJURED DURING THE PLAY. HE IS OUT.,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OPP,0,,0,,0,2,730,0,0
2023091800,2023-09-18,1,2,35,NO,CAR,0,0,100,1,0,TIMEOUT AT 02:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,745,0,0
2023091800,2023-09-18,1,2,30,NO,CAR,2,3,82,1,0,(2:30) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 13-M.THOMAS PUSHED OB AT CAR 14 FOR 4 YARDS (23-C.HENDERSON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,2,750,0,0
2023091800,2023-09-18,1,1,58,NO,CAR,1,10,86,0,0,(1:58) 4-D.CARR PASS SHORT RIGHT TO 87-F.MOREAU TO CAR 8 FOR 6 YARDS (95-DER.BROWN).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,2,782,0,0
2023091800,2023-09-18,1,1,24,NO,CAR,2,4,92,0,0,"(1:24) 21-J.WILLIAMS RIGHT TACKLE TO CAR 10 FOR -2 YARDS (49-F.LUVU, 96-D.WILLIAMS).",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,8,OPP,0,,0,,0,2,816,0,0
2023091800,2023-09-18,1,0,44,NO,CAR,3,6,90,0,0,(:44) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT LEFT [96-D.WILLIAMS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,2,856,0,0
2023091800,2023-09-18,1,0,39,NO,CAR,0,0,100,1,0,TIMEOUT #1 BY CAR AT 00:39.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,861,0,0
2023091800,2023-09-18,1,0,39,NO,CAR,4,6,90,0,0,"(:39) 19-B.GRUPE 28 YARD FIELD GOAL IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,2,861,0,0
2023091800,2023-09-18,1,0,36,CAR,NO,1,10,25,0,0,"(:36) (SHOTGUN) 6-M.SANDERS RIGHT TACKLE TO CAR 25 FOR NO GAIN (20-P.WERNER). PENALTY ON CAR-81-H.HURST, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CAR 25 - NO PLAY.",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,25,OWN,1,CAR,1,OFFENSIVE HOLDING,10,2,864,0,0
2023091800,2023-09-18,1,0,36,CAR,NO,0,0,65,1,0,"19-B.GRUPE KICKS 65 YARDS FROM NO 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,864,0,0
2023091800,2023-09-18,1,0,10,CAR,NO,1,20,15,0,0,(:10) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 19-A.THIELEN TO CAR 22 FOR 7 YARDS (56-D.DAVIS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,2,890,0,0
2023091800,2023-09-18,2,15,0,CAR,NO,2,13,22,0,0,(15:00) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 6-M.SANDERS PUSHED OB AT CAR 29 FOR 7 YARDS (20-P.WERNER).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,2,900,0,0
2023091800,2023-09-18,1,0,0,CAR,NO,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,900,0,0
