GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,DAL,NYJ
2023091710,2023-09-17,1,9,19,DAL,NYJ,0,0,85,1,0,"17-B.AUBREY EXTRA POINT IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,341,0,0
2023091710,2023-09-17,1,9,19,NYJ,DAL,1,10,25,0,0,(9:19) 20-BRE.HALL LEFT END TO NYJ 21 FOR -4 YARDS (90-D.LAWRENCE).,0,2023,-4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,341,0,0
2023091710,2023-09-17,1,9,19,NYJ,DAL,0,0,65,1,0,"17-B.AUBREY KICKS 65 YARDS FROM DAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,341,0,0
2023091710,2023-09-17,1,8,39,NYJ,DAL,2,14,21,0,0,(8:39) (SHOTGUN) 2-Z.WILSON PASS SHORT RIGHT TO 10-A.LAZARD TO NYJ 30 FOR 9 YARDS (21-S.GILMORE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,381,0,0
2023091710,2023-09-17,1,7,56,NYJ,DAL,3,5,30,0,0,(7:56) (SHOTGUN) 2-Z.WILSON SACKED AT NYJ 23 FOR -7 YARDS (11-M.PARSONS).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,424,0,0
2023091710,2023-09-17,1,7,11,NYJ,DAL,4,12,23,0,0,"(7:11) 5-T.MORSTEAD PUNTS 46 YARDS TO DAL 31, CENTER-42-T.HENNESSY, FAIR CATCH BY 9-K.TURPIN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,469,0,0
2023091710,2023-09-17,1,7,3,DAL,NYJ,1,10,31,0,0,(7:03) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 88-C.LAMB TO DAL 36 FOR 5 YARDS (4-D.REED).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,477,0,0
2023091710,2023-09-17,1,7,3,DAL,NYJ,0,0,100,1,0,TIMEOUT AT 07:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,477,0,0
2023091710,2023-09-17,1,6,38,DAL,NYJ,2,5,36,0,0,(6:38) (SHOTGUN) 42-D.VAUGHN RIGHT GUARD TO DAL 36 FOR NO GAIN (95-Q.WILLIAMS).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,36,OWN,0,,0,,0,502,0,0
2023091710,2023-09-17,1,6,18,DAL,NYJ,3,5,36,0,0,(6:18) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 42-D.VAUGHN TO DAL 40 FOR 4 YARDS (56-QU.WILLIAMS).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,522,0,0
2023091710,2023-09-17,1,5,38,DAL,NYJ,4,1,40,0,0,"(5:38) 5-B.ANGER PUNTS 50 YARDS TO NYJ 10, CENTER-44-T.SIEG, FAIR CATCH BY 82-X.GIPSON.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,562,0,0
2023091710,2023-09-17,1,5,31,NYJ,DAL,1,10,10,0,0,(5:31) 33-D.COOK LEFT GUARD TO NYJ 13 FOR 3 YARDS (33-D.CLARK; 95-J.HANKINS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,10,OWN,0,,0,,0,569,0,0
2023091710,2023-09-17,1,5,31,DAL,NYJ,0,0,100,1,0,TIMEOUT AT 05:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,569,0,0
2023091710,2023-09-17,1,4,55,NYJ,DAL,2,7,13,0,0,(4:55) 33-D.COOK RIGHT TACKLE TO NYJ 19 FOR 6 YARDS (28-M.HOOKER).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,13,OWN,0,,0,,0,605,0,0
2023091710,2023-09-17,1,4,17,NYJ,DAL,3,1,19,0,0,"(4:17) 33-D.COOK UP THE MIDDLE TO NYJ 19 FOR NO GAIN (97-O.ODIGHIZUWA, 92-D.ARMSTRONG).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,19,OWN,0,,0,,0,643,0,0
2023091710,2023-09-17,1,2,40,NYJ,DAL,1,10,23,0,0,(2:40) 20-BRE.HALL LEFT END PUSHED OB AT NYJ 32 FOR 9 YARDS (7-T.DIGGS).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,23,OWN,0,,0,,0,740,0,0
2023091710,2023-09-17,1,2,4,NYJ,DAL,2,1,32,0,0,(2:04) 2-Z.WILSON PASS INCOMPLETE SHORT RIGHT TO 17-G.WILSON.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,776,0,0
2023091710,2023-09-17,1,1,58,NYJ,DAL,3,1,32,0,0,(1:58) 2-Z.WILSON UP THE MIDDLE TO NYJ 32 FOR NO GAIN (96-N.GALLIMORE; 99-C.GOLSTON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,32,OWN,0,,0,,0,782,0,0
2023091710,2023-09-17,1,1,1,NYJ,DAL,4,1,32,0,0,"(1:01) 5-T.MORSTEAD PUNTS 58 YARDS TO DAL 10, CENTER-42-T.HENNESSY, FAIR CATCH BY 9-K.TURPIN. PENALTY ON DAL-26-D.BLAND, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT DAL 10.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,32,OWN,1,DAL,0,DEFENSIVE HOLDING,5,839,0,0
2023091710,2023-09-17,1,0,54,DAL,NYJ,1,10,5,0,0,"(:54) (SHOTGUN) PENALTY ON DAL-88-C.LAMB, FALSE START, 2 YARDS, ENFORCED AT DAL 5 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,5,OWN,1,DAL,1,FALSE START,2,846,0,0
2023091710,2023-09-17,1,0,54,DAL,NYJ,0,0,100,1,0,TIMEOUT AT 00:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,846,0,0
2023091710,2023-09-17,1,0,54,DAL,NYJ,1,12,3,1,0,"(:54) 4-D.PRESCOTT PASS SHORT MIDDLE TO 88-C.LAMB TO DAL 34 FOR 31 YARDS (1-A.GARDNER; 44-J.SHERWOOD). FUMBLES (1-A.GARDNER), RECOVERED BY DAL-63-T.BIADASZ AT DAL 36.",0,2023,31,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,,3,OWN,0,,0,,0,846,0,0
2023091710,2023-09-17,1,0,9,DAL,NYJ,1,10,36,0,0,(:09) 20-T.POLLARD UP THE MIDDLE TO DAL 38 FOR 2 YARDS (44-J.SHERWOOD).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OWN,0,,0,,0,891,0,0
2023091710,2023-09-17,2,15,0,DAL,NYJ,2,8,38,0,0,(15:00) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 18-J.TOLBERT RAN OB AT DAL 44 FOR 6 YARDS.,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,900,0,0
2023091710,2023-09-17,1,0,0,DAL,NYJ,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091710,2023-09-17,2,14,30,DAL,NYJ,3,2,44,1,0,"(14:30) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 88-C.LAMB TO NYJ 44 FOR 12 YARDS (22-T.ADAMS, 1-A.GARDNER).",0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,930,0,0
2023091710,2023-09-17,2,13,55,DAL,NYJ,1,10,56,0,0,(13:55) 20-T.POLLARD RIGHT GUARD TO NYJ 40 FOR 4 YARDS (70-Q.JEFFERSON; 3-J.WHITEHEAD).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,44,OPP,0,,0,,0,965,0,0
2023091710,2023-09-17,2,13,23,DAL,NYJ,2,6,60,0,0,(13:23) 4-D.PRESCOTT PASS SHORT RIGHT TO 18-J.TOLBERT TO NYJ 35 FOR 5 YARDS (3-J.WHITEHEAD) [57-C.MOSLEY].,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,997,0,0
2023091710,2023-09-17,2,12,57,DAL,NYJ,3,1,65,1,0,(12:57) (NO HUDDLE) 4-D.PRESCOTT UP THE MIDDLE TO NYJ 33 FOR 2 YARDS (3-J.WHITEHEAD).,0,2023,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,35,OPP,0,,0,,0,1023,0,0
2023091710,2023-09-17,2,12,22,DAL,NYJ,1,10,67,0,0,(12:22) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 20-T.POLLARD RAN OB AT NYJ 31 FOR 2 YARDS (30-M.CARTER).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1058,0,0
2023091710,2023-09-17,2,11,55,DAL,NYJ,2,8,69,0,0,(11:55) 20-T.POLLARD LEFT END TO NYJ 30 FOR 1 YARD (58-C.LAWSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,31,OPP,0,,0,,0,1085,0,0
2023091710,2023-09-17,2,11,14,DAL,NYJ,3,7,70,1,0,(11:14) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 18-J.TOLBERT TO NYJ 23 FOR 7 YARDS (22-T.ADAMS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,1126,0,0
2023091710,2023-09-17,2,10,37,DAL,NYJ,1,10,77,0,0,"(10:37) (SHOTGUN) 23-R.DOWDLE UP THE MIDDLE TO NYJ 20 FOR 3 YARDS (56-QU.WILLIAMS, 4-D.REED).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,23,OPP,0,,0,,0,1163,0,0
2023091710,2023-09-17,2,10,2,DAL,NYJ,2,7,80,0,0,(10:02) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,1198,0,0
2023091710,2023-09-17,2,9,56,DAL,NYJ,3,7,80,0,0,(9:56) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 13-M.GALLUP TO NYJ 17 FOR 3 YARDS (4-D.REED).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,1204,0,0
2023091710,2023-09-17,2,9,14,DAL,NYJ,4,4,83,0,0,"(9:14) 17-B.AUBREY 35 YARD FIELD GOAL IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,1246,0,0
2023091710,2023-09-17,2,9,10,NYJ,DAL,1,10,25,0,0,(9:10) (SHOTGUN) 2-Z.WILSON PASS INCOMPLETE SHORT MIDDLE TO 20-BRE.HALL [11-M.PARSONS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1250,0,0
2023091710,2023-09-17,2,9,10,DAL,NYJ,0,0,100,1,0,TIMEOUT AT 09:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1250,0,0
2023091710,2023-09-17,2,9,10,NYJ,DAL,0,0,65,1,0,"17-B.AUBREY KICKS 65 YARDS FROM DAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1250,0,0
2023091710,2023-09-17,2,9,6,NYJ,DAL,2,10,25,0,0,(9:06) 20-BRE.HALL RIGHT TACKLE TO NYJ 31 FOR 6 YARDS (28-M.HOOKER; 55-L.VANDER ESCH).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,1254,0,0
2023091710,2023-09-17,2,8,28,NYJ,DAL,3,4,31,0,0,(8:28) (SHOTGUN) 2-Z.WILSON PASS INCOMPLETE SHORT MIDDLE TO 18-R.COBB.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1292,0,0
2023091710,2023-09-17,2,8,23,NYJ,DAL,4,4,31,0,0,"(8:23) 5-T.MORSTEAD PUNTS 46 YARDS TO DAL 23, CENTER-42-T.HENNESSY, FAIR CATCH BY 9-K.TURPIN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1297,0,0
2023091710,2023-09-17,2,8,16,DAL,NYJ,1,10,23,0,0,(8:16) 20-T.POLLARD RIGHT TACKLE TO DAL 25 FOR 2 YARDS (56-QU.WILLIAMS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,23,OWN,0,,0,,0,1304,0,0
2023091710,2023-09-17,2,8,16,DAL,NYJ,0,0,100,1,0,TIMEOUT AT 08:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1304,0,0
2023091710,2023-09-17,2,7,45,DAL,NYJ,2,8,25,0,0,(7:45) 4-D.PRESCOTT PASS INCOMPLETE SHORT MIDDLE TO 13-M.GALLUP (57-C.MOSLEY) [91-J.FRANKLIN-MYERS].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1335,0,0
2023091710,2023-09-17,2,7,40,DAL,NYJ,3,8,25,0,0,(7:40) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE DEEP LEFT TO 18-J.TOLBERT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1340,0,0
2023091710,2023-09-17,2,7,33,DAL,NYJ,4,8,25,0,0,"(7:33) 5-B.ANGER PUNTS 50 YARDS TO NYJ 25, CENTER-44-T.SIEG. 82-X.GIPSON TO NYJ 32 FOR 7 YARDS (50-D.HARPER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1347,0,0
2023091710,2023-09-17,2,7,21,DAL,NYJ,0,0,100,1,0,TIMEOUT AT 07:21.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1359,0,0
2023091710,2023-09-17,2,7,21,NYJ,DAL,1,10,32,1,0,"(7:21) 2-Z.WILSON PASS SHORT MIDDLE TO 17-G.WILSON FOR 68 YARDS, TOUCHDOWN.",0,2023,68,UNDER CENTER,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,1359,0,0
2023091710,2023-09-17,2,7,12,DAL,NYJ,0,0,100,1,0,TIMEOUT AT 07:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1368,0,0
2023091710,2023-09-17,2,7,12,DAL,NYJ,0,0,65,1,0,"15-A.SEIBERT KICKS 65 YARDS FROM NYJ 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1368,0,0
2023091710,2023-09-17,2,7,12,NYJ,DAL,0,0,85,1,0,"15-A.SEIBERT EXTRA POINT IS GOOD, CENTER-42-T.HENNESSY, HOLDER-5-T.MORSTEAD.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1368,0,0
2023091710,2023-09-17,2,7,12,DAL,NYJ,1,10,25,0,0,(7:12) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 42-D.VAUGHN TO DAL 26 FOR 1 YARD (30-M.CARTER).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1368,0,0
2023091710,2023-09-17,2,6,32,DAL,NYJ,2,9,26,1,0,(6:32) (SHOTGUN) 4-D.PRESCOTT PASS DEEP LEFT TO 88-C.LAMB TO DAL 46 FOR 20 YARDS (22-T.ADAMS). NYJ-22-T.ADAMS WAS INJURED DURING THE PLAY.,0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,1408,0,0
2023091710,2023-09-17,2,6,7,DAL,NYJ,1,10,46,0,0,(6:07) 4-D.PRESCOTT PASS SHORT RIGHT TO 88-C.LAMB TO NYJ 47 FOR 7 YARDS (95-Q.WILLIAMS).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1433,0,0
2023091710,2023-09-17,2,5,47,DAL,NYJ,2,3,53,0,0,"(5:47) (NO HUDDLE, SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 88-C.LAMB (1-A.GARDNER).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1453,0,0
2023091710,2023-09-17,2,5,42,DAL,NYJ,3,3,53,1,0,(5:42) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 9-K.TURPIN TO NYJ 38 FOR 9 YARDS (0-A.AMOS) [47-B.HUFF].,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1458,0,0
2023091710,2023-09-17,2,5,20,DAL,NYJ,1,10,62,0,0,(5:20) (NO HUDDLE) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 88-C.LAMB (56-QU.WILLIAMS).,0,2023,0,NO HUDDLE,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1480,0,0
2023091710,2023-09-17,2,5,12,DAL,NYJ,2,10,62,1,0,(5:12) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 42-D.VAUGHN TO NYJ 27 FOR 11 YARDS (1-A.GARDNER).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1488,0,0
2023091710,2023-09-17,2,4,40,DAL,NYJ,1,10,73,1,0,(4:40) 42-D.VAUGHN RIGHT END TO NYJ 14 FOR 13 YARDS (3-J.WHITEHEAD).,0,2023,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,27,OPP,0,,0,,0,1520,0,0
2023091710,2023-09-17,2,4,11,DAL,NYJ,1,10,86,0,0,"(4:11) (SHOTGUN) 42-D.VAUGHN UP THE MIDDLE TO NYJ 11 FOR 3 YARDS (91-J.FRANKLIN-MYERS, 70-Q.JEFFERSON).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,14,OPP,0,,0,,0,1549,0,0
2023091710,2023-09-17,2,3,35,DAL,NYJ,2,7,89,0,0,(3:35) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 20-T.POLLARD TO NYJ 11 FOR NO GAIN (3-J.WHITEHEAD).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,1585,0,0
