GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,LV
2023091701,2023-09-17,1,11,43,BUF,LV,2,8,27,0,0,"(11:43) (SHOTGUN) 4-J.COOK RIGHT GUARD TO BUF 30 FOR 3 YARDS (98-M.CROSBY, 95-J.JENKINS).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,27,OWN,0,,0,,0,2,197,0,0
2023091701,2023-09-17,1,11,4,BUF,LV,3,5,30,0,0,(11:04) (SHOTGUN) 17-J.ALLEN SACKED OB AT BUF 30 FOR 0 YARDS (41-R.SPILLANE).,0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,2,236,0,0
2023091701,2023-09-17,1,10,29,BUF,LV,4,5,30,0,0,"(10:29) 8-S.MARTIN PUNTS 54 YARDS TO LV 16, CENTER-69-R.FERGUSON, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,2,271,0,0
2023091701,2023-09-17,1,10,22,LV,BUF,1,10,16,0,0,"(10:22) 8-J.JACOBS LEFT GUARD TO LV 16 FOR NO GAIN (43-T.BERNARD, 56-L.FLOYD).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,16,OWN,0,,0,,0,2,278,0,0
2023091701,2023-09-17,1,10,22,BUF,LV,0,0,100,1,0,TIMEOUT AT 10:22.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,278,0,0
2023091701,2023-09-17,1,9,40,LV,BUF,2,10,16,1,0,"(9:40) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT MIDDLE TO 8-J.JACOBS TO LV 28 FOR 12 YARDS (7-TA.JOHNSON, 43-T.BERNARD).",0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,2,320,0,0
2023091701,2023-09-17,1,9,3,LV,BUF,1,10,28,0,0,"(9:03) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  8-J.JACOBS UP THE MIDDLE TO LV 30 FOR 2 YARDS (91-E.OLIVER, 58-M.MILANO).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,28,OWN,0,,0,,0,2,357,0,0
2023091701,2023-09-17,1,8,22,LV,BUF,2,8,30,0,0,(8:22) 10-J.GAROPPOLO PASS SHORT MIDDLE INTENDED FOR 22-A.ABDULLAH INTERCEPTED BY 43-T.BERNARD (50-G.ROUSSEAU) [92-D.JONES] AT LV 28. 43-T.BERNARD TO LV 28 FOR NO GAIN (22-A.ABDULLAH).,0,2023,0,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,0,0,0,,30,OWN,0,,0,,0,2,398,0,0
2023091701,2023-09-17,1,8,17,BUF,LV,1,10,72,0,0,(8:17) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS TO LV 23 FOR 5 YARDS (0-J.BENNETT).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,2,403,0,0
2023091701,2023-09-17,1,7,40,BUF,LV,2,5,77,1,0,(7:40) 28-L.MURRAY LEFT END TO LV 15 FOR 8 YARDS (0-J.BENNETT; 41-R.SPILLANE).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,23,OPP,0,,0,,0,2,440,0,0
2023091701,2023-09-17,1,6,59,BUF,LV,1,10,85,0,0,(6:59) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 11-D.HARTY TO LV 19 FOR -4 YARDS (1-M.EPPS).,0,2023,-4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,2,481,0,0
2023091701,2023-09-17,1,6,19,BUF,LV,2,14,81,0,0,(6:19) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 14-S.DIGGS TO LV 8 FOR 11 YARDS (5-D.DEABLO).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,2,521,0,0
2023091701,2023-09-17,1,5,52,BUF,LV,3,3,92,0,0,"(5:52) (NO HUDDLE, SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 14-S.DIGGS TO LV 6 FOR 2 YARDS (1-M.EPPS) [41-R.SPILLANE].",0,2023,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,2,548,0,0
2023091701,2023-09-17,1,5,9,BUF,LV,4,1,94,1,0,(5:09) 17-J.ALLEN UP THE MIDDLE TO LV 4 FOR 2 YARDS (98-M.CROSBY).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,6,OPP,0,,0,,0,2,591,0,0
2023091701,2023-09-17,1,4,23,BUF,LV,1,4,96,1,0,"(4:23) 28-L.MURRAY UP THE MIDDLE FOR 4 YARDS, TOUCHDOWN.",0,2023,4,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,4,OPP,0,,0,,0,2,637,0,0
2023091701,2023-09-17,1,4,19,BUF,LV,0,0,100,1,0,TIMEOUT AT 04:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,641,0,0
2023091701,2023-09-17,1,4,19,LV,BUF,0,0,65,1,0,2-T.BASS KICKS 57 YARDS FROM BUF 35 TO LV 8. 3-D.CARTER TO LV 31 FOR 23 YARDS (30-D.JACKSON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,641,0,0
2023091701,2023-09-17,1,4,19,BUF,LV,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,2,641,0,0
2023091701,2023-09-17,1,4,13,LV,BUF,1,10,31,0,0,"(4:13) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT RIGHT TO 22-A.ABDULLAH TO LV 36 FOR 5 YARDS (56-L.FLOYD, 23-M.HYDE).",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,2,647,0,0
2023091701,2023-09-17,1,3,33,LV,BUF,2,5,36,0,0,(3:33) 10-J.GAROPPOLO PASS INCOMPLETE SHORT RIGHT TO 17-D.ADAMS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,687,0,0
2023091701,2023-09-17,1,3,29,LV,BUF,3,5,36,0,0,(3:29) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE SHORT LEFT TO 22-A.ABDULLAH (57-A.EPENESA).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,691,0,0
2023091701,2023-09-17,1,3,23,LV,BUF,4,5,36,0,0,"(3:23) 6-A.COLE PUNTS 48 YARDS TO BUF 16, CENTER-50-J.BOBENMOYER, FAIR CATCH BY 11-D.HARTY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,697,0,0
2023091701,2023-09-17,1,3,16,BUF,LV,0,0,100,1,0,TIMEOUT AT 03:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,704,0,0
2023091701,2023-09-17,1,3,16,BUF,LV,1,10,16,0,0,"(3:16) (SHOTGUN) 28-L.MURRAY RIGHT GUARD TO BUF 19 FOR 3 YARDS (25-T.MOEHRIG, 69-A.BUTLER).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,16,OWN,0,,0,,0,2,704,0,0
2023091701,2023-09-17,1,2,40,BUF,LV,2,7,19,0,0,"(2:40) (NO HUDDLE, SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 88-D.KNOX TO BUF 20 FOR 1 YARD (39-N.HOBBS; 24-M.PETERS).",0,2023,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,2,740,0,0
2023091701,2023-09-17,1,1,58,BUF,LV,3,6,20,1,0,(1:58) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 88-D.KNOX TO BUF 27 FOR 7 YARDS (23-D.LONG).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,2,782,0,0
2023091701,2023-09-17,1,1,21,BUF,LV,1,10,27,0,0,(1:21) 17-J.ALLEN PASS SHORT RIGHT TO 41-R.GILLIAM TO BUF 30 FOR 3 YARDS (24-M.PETERS).,0,2023,3,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,2,819,0,0
2023091701,2023-09-17,1,0,39,BUF,LV,2,7,30,1,0,(:39) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 13-G.DAVIS TO BUF 37 FOR 7 YARDS (39-N.HOBBS; 0-J.BENNETT).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,2,861,0,0
2023091701,2023-09-17,1,0,7,BUF,LV,1,10,37,0,0,"(:07) (SHOTGUN) 17-J.ALLEN PASS DEEP LEFT TO 13-G.DAVIS TO LV 44 FOR 19 YARDS (41-R.SPILLANE). PENALTY ON LV-91-B.NICHOLS, DEFENSIVE OFFSIDE, DECLINED.",0,2023,19,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,37,OWN,0,LV,0,DEFENSIVE OFFSIDE,0,2,893,0,0
2023091701,2023-09-17,1,0,0,BUF,LV,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,900,0,0
2023091701,2023-09-17,2,15,0,BUF,LV,1,10,56,0,0,(15:00) 4-J.COOK LEFT GUARD TO LV 42 FOR 2 YARDS (41-R.SPILLANE).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,44,OPP,0,,0,,0,2,900,0,0
2023091701,2023-09-17,2,14,21,BUF,LV,2,8,58,0,0,(14:21) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS TO LV 37 FOR 5 YARDS (1-M.EPPS).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,2,939,0,0
2023091701,2023-09-17,2,13,42,BUF,LV,3,3,63,1,0,(13:42) (SHOTGUN) 22-D.HARRIS RIGHT END TO LV 26 FOR 11 YARDS (39-N.HOBBS).,0,2023,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,37,OPP,0,,0,,0,2,978,0,0
2023091701,2023-09-17,2,12,59,BUF,LV,1,10,74,0,0,"(12:59) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP LEFT TO 14-S.DIGGS. PENALTY ON LV-39-N.HOBBS, DEFENSIVE PASS INTERFERENCE, 25 YARDS, ENFORCED AT LV 26 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,26,OPP,1,LV,1,DEFENSIVE PASS INTERFERENCE,25,2,1021,0,0
2023091701,2023-09-17,2,12,54,BUF,LV,1,1,99,0,0,"(12:54) 22-D.HARRIS UP THE MIDDLE TO LV 2 FOR -1 YARDS (96-I.ROCHELL, 41-R.SPILLANE).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,2,1026,0,0
2023091701,2023-09-17,2,12,16,BUF,LV,2,2,98,1,0,"(12:16) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  17-J.ALLEN PASS SHORT LEFT TO 88-D.KNOX FOR 2 YARDS, TOUCHDOWN.",0,2023,2,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,2,1064,0,0
2023091701,2023-09-17,2,12,10,LV,BUF,0,0,65,1,0,"2-T.BASS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,1070,0,0
2023091701,2023-09-17,2,12,10,LV,BUF,1,10,25,0,0,(12:10) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE DEEP RIGHT TO 11-T.TUCKER (47-C.BENFORD).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,2,1070,0,0
2023091701,2023-09-17,2,12,10,BUF,LV,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,2,1070,0,0
2023091701,2023-09-17,2,12,10,BUF,LV,0,0,100,1,0,TIMEOUT AT 12:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1070,0,0
2023091701,2023-09-17,2,12,3,LV,BUF,2,10,25,0,0,(12:03) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  8-J.JACOBS LEFT END PUSHED OB AT LV 24 FOR -1 YARDS (50-G.ROUSSEAU).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,2,1077,0,0
2023091701,2023-09-17,2,11,24,LV,BUF,3,11,24,1,0,"(11:24) (SHOTGUN) 10-J.GAROPPOLO PASS DEEP RIGHT TO 17-D.ADAMS TO LV 42 FOR 18 YARDS (47-C.BENFORD, 23-M.HYDE).",0,2023,18,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,2,1116,0,0
2023091701,2023-09-17,2,10,41,LV,BUF,1,10,42,1,0,(10:41) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT MIDDLE TO 8-J.JACOBS TO BUF 48 FOR 10 YARDS (43-T.BERNARD; 7-TA.JOHNSON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,2,1159,0,0
2023091701,2023-09-17,2,9,46,LV,BUF,1,10,52,0,0,(9:46) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  8-J.JACOBS RIGHT GUARD TO BUF 48 FOR NO GAIN (21-J.POYER).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,48,OPP,0,,0,,0,2,1214,0,0
2023091701,2023-09-17,2,9,3,LV,BUF,2,10,52,1,0,(9:03) (SHOTGUN) 10-J.GAROPPOLO PASS DEEP RIGHT TO 17-D.ADAMS RAN OB AT BUF 27 FOR 21 YARDS.,0,2023,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,2,1257,0,0
2023091701,2023-09-17,2,8,26,LV,BUF,1,10,73,0,0,(8:26) 8-J.JACOBS UP THE MIDDLE TO BUF 30 FOR -3 YARDS (92-D.JONES).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OPP,0,,0,,0,2,1294,0,0
2023091701,2023-09-17,2,7,44,LV,BUF,2,13,70,0,0,(7:44) (SHOTGUN) 10-J.GAROPPOLO SCRAMBLES UP THE MIDDLE TO BUF 29 FOR 1 YARD (50-G.ROUSSEAU).,0,2023,1,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,2,1336,0,0
2023091701,2023-09-17,2,6,59,LV,BUF,3,12,71,0,0,(6:59) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE SHORT LEFT TO 3-D.CARTER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,2,1381,0,0
2023091701,2023-09-17,2,6,53,LV,BUF,4,12,71,0,0,"(6:53) 2-D.CARLSON 47 YARD FIELD GOAL IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,2,1387,0,0
2023091701,2023-09-17,2,6,48,BUF,LV,0,0,100,1,0,TIMEOUT AT 06:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1392,0,0
2023091701,2023-09-17,2,6,48,BUF,LV,0,0,65,1,0,2-D.CARLSON KICKS 59 YARDS FROM LV 35 TO BUF 6. 22-D.HARRIS TO BUF 47 FOR 41 YARDS (2-D.CARLSON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,1392,0,0
2023091701,2023-09-17,2,6,40,BUF,LV,1,10,47,1,0,(6:40) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 86-D.KINCAID PUSHED OB AT LV 43 FOR 10 YARDS (39-N.HOBBS).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,2,1400,0,0
2023091701,2023-09-17,2,6,9,BUF,LV,1,10,57,0,0,(6:09) 4-J.COOK UP THE MIDDLE TO LV 34 FOR 9 YARDS (39-N.HOBBS).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,43,OPP,0,,0,,0,2,1431,0,0
2023091701,2023-09-17,2,5,33,BUF,LV,2,1,66,1,0,(5:33) 17-J.ALLEN PASS SHORT LEFT TO 4-J.COOK PUSHED OB AT LV 8 FOR 26 YARDS (25-T.MOEHRIG).,0,2023,26,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,2,1467,0,0
2023091701,2023-09-17,2,4,54,BUF,LV,1,8,92,0,0,"(4:54) 4-J.COOK UP THE MIDDLE TO LV 4 FOR 4 YARDS (95-J.JENKINS, 5-D.DEABLO).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,8,OPP,0,,0,,0,2,1506,0,0
2023091701,2023-09-17,2,4,13,BUF,LV,2,4,96,0,0,"(4:13) (SHOTGUN) 17-J.ALLEN RIGHT GUARD TO LV 1 FOR 3 YARDS (1-M.EPPS, 98-M.CROSBY).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,4,OPP,0,,0,,0,2,1547,0,0
2023091701,2023-09-17,2,3,30,BUF,LV,3,1,99,0,0,(3:30) (SHOTGUN) 28-L.MURRAY LEFT GUARD TO LV 1 FOR NO GAIN (25-T.MOEHRIG).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,1,OPP,0,,0,,0,2,1590,0,0
2023091701,2023-09-17,2,3,1,BUF,LV,0,0,100,1,0,TIMEOUT #1 BY LV AT 03:01.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1619,0,0
2023091701,2023-09-17,2,3,1,BUF,LV,4,1,99,0,0,(3:01) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 88-D.KNOX (39-N.HOBBS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,2,1619,0,0
2023091701,2023-09-17,2,2,56,BUF,LV,0,0,100,1,0,TIMEOUT AT 02:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1624,0,0
2023091701,2023-09-17,2,2,56,LV,BUF,1,10,2,0,0,(2:56) YARDLINE SWITCH ON CHANGE OF POSSESSION. 10-J.GAROPPOLO PASS SHORT RIGHT TO 17-D.ADAMS PUSHED OB AT LV 9 FOR 7 YARDS (27-T.WHITE).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,2,OWN,0,,0,,0,2,1624,0,0
2023091701,2023-09-17,2,2,23,LV,BUF,2,3,9,0,0,(2:23) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  8-J.JACOBS RIGHT END TO LV 9 FOR NO GAIN (47-C.BENFORD; 91-E.OLIVER).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,9,OWN,0,,0,,0,2,1657,0,0
2023091701,2023-09-17,2,2,0,LV,BUF,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1680,0,0
2023091701,2023-09-17,2,2,0,LV,BUF,3,3,9,0,0,(2:00) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE SHORT RIGHT [91-E.OLIVER].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,2,1680,0,0
2023091701,2023-09-17,2,1,55,LV,BUF,4,3,9,0,0,"(1:55) 6-A.COLE PUNTS 48 YARDS TO BUF 43, CENTER-50-J.BOBENMOYER, FAIR CATCH BY 11-D.HARTY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,2,1685,0,0
2023091701,2023-09-17,2,1,47,BUF,LV,1,10,43,0,0,(1:47) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP MIDDLE TO 13-G.DAVIS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,2,1693,0,0
