GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ARI,NYG
2023091708,2023-09-17,1,10,52,ARI,NYG,1,10,14,0,0,"(10:52) (SHOTGUN) 9-J.DOBBS RIGHT END TO ARI 27 FOR 13 YARDS (29-X.MCKINNEY). PENALTY ON NYG-29-X.MCKINNEY, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT ARI 27.",0,2023,13,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,14,OWN,1,NYG,0,UNNECESSARY ROUGHNESS,15,248,0,0
2023091708,2023-09-17,1,10,52,ARI,NYG,0,0,100,1,0,TIMEOUT AT 10:52.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,248,0,0
2023091708,2023-09-17,1,10,24,ARI,NYG,1,10,42,0,0,(10:24) (SHOTGUN) 9-J.DOBBS PASS SHORT RIGHT TO 86-Z.ERTZ TO NYG 49 FOR 9 YARDS (41-M.MCFADDEN).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,276,0,0
2023091708,2023-09-17,1,9,52,ARI,NYG,2,1,51,1,0,(9:52) 6-J.CONNER UP THE MIDDLE TO NYG 42 FOR 7 YARDS (41-M.MCFADDEN).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OPP,0,,0,,0,308,0,0
2023091708,2023-09-17,1,9,12,ARI,NYG,1,10,58,0,0,(9:12) 9-J.DOBBS PASS INCOMPLETE SHORT MIDDLE TO 2-M.BROWN.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,348,0,0
2023091708,2023-09-17,1,9,6,ARI,NYG,2,10,58,0,0,(9:06) (SHOTGUN) 6-J.CONNER UP THE MIDDLE TO NYG 39 FOR 3 YARDS (58-B.OKEREKE; 91-AS.ROBINSON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,42,OPP,0,,0,,0,354,0,0
2023091708,2023-09-17,1,8,24,ARI,NYG,3,7,61,1,0,(8:24) (SHOTGUN) 9-J.DOBBS PASS DEEP LEFT TO 14-MI.WILSON PUSHED OB AT NYG 18 FOR 21 YARDS (27-J.PINNOCK).,0,2023,21,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,396,0,0
2023091708,2023-09-17,1,7,52,ARI,NYG,1,10,82,0,0,"(7:52) PENALTY ON NYG, DEFENSIVE TOO MANY MEN ON FIELD, 5 YARDS, ENFORCED AT NYG 18 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,18,OPP,1,NYG,1,DEFENSIVE TOO MANY MEN ON FIELD,5,428,0,0
2023091708,2023-09-17,1,7,33,ARI,NYG,1,5,87,0,0,(7:33) 6-J.CONNER UP THE MIDDLE TO NYG 14 FOR -1 YARDS (27-J.PINNOCK).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,13,OPP,0,,0,,0,447,0,0
2023091708,2023-09-17,1,6,54,ARI,NYG,2,6,86,1,0,(6:54) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 2-M.BROWN TO NYG 4 FOR 10 YARDS (27-J.PINNOCK).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,486,0,0
2023091708,2023-09-17,1,6,15,ARI,NYG,1,4,96,1,0,"(6:15) (SHOTGUN) 6-J.CONNER UP THE MIDDLE FOR 4 YARDS, TOUCHDOWN.",0,2023,4,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,4,OPP,0,,0,,0,525,0,0
2023091708,2023-09-17,1,6,11,NYG,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,529,0,0
2023091708,2023-09-17,1,6,11,ARI,NYG,0,0,85,1,0,"5-M.PRATER EXTRA POINT IS GOOD, CENTER-46-A.BREWER, HOLDER-16-N.COONEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,529,0,0
2023091708,2023-09-17,1,6,11,ARI,NYG,0,0,100,1,0,TIMEOUT AT 06:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,529,0,0
2023091708,2023-09-17,1,6,11,NYG,ARI,1,10,25,0,0,(6:11) 26-S.BARKLEY LEFT TACKLE TO NYG 27 FOR 2 YARDS (94-C.WATKINS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,529,0,0
2023091708,2023-09-17,1,5,37,NYG,ARI,2,8,27,1,0,(5:37) (SHOTGUN) 8-D.JONES PASS SHORT LEFT TO 18-I.HODGINS PUSHED OB AT NYG 39 FOR 12 YARDS (22-K.WALLACE).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,563,0,0
2023091708,2023-09-17,1,5,15,NYG,ARI,1,10,39,0,0,"(5:15) (NO HUDDLE, SHOTGUN) 26-S.BARKLEY UP THE MIDDLE TO NYG 43 FOR 4 YARDS (92-K.STRONG).",0,2023,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,39,OWN,0,,0,,0,585,0,0
2023091708,2023-09-17,1,4,43,NYG,ARI,2,6,43,0,0,(4:43) 26-S.BARKLEY UP THE MIDDLE TO NYG 45 FOR 2 YARDS (51-K.BARNES).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,43,OWN,0,,0,,0,617,0,0
2023091708,2023-09-17,1,4,5,NYG,ARI,3,4,45,0,0,(4:05) (SHOTGUN) 8-D.JONES SACKED AT NYG 44 FOR -1 YARDS (45-D.GARDECK).,0,2023,-1,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,655,0,0
2023091708,2023-09-17,1,3,27,NYG,ARI,4,5,44,0,0,"(3:27) 6-J.GILLAN PUNTS 36 YARDS TO ARI 20, CENTER-59-C.KREITER, FAIR CATCH BY 83-G.DORTCH.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,693,0,0
2023091708,2023-09-17,1,3,18,ARI,NYG,1,10,20,1,0,(3:18) (SHOTGUN) 9-J.DOBBS PASS DEEP LEFT TO 85-T.MCBRIDE TO ARI 43 FOR 23 YARDS (27-J.PINNOCK).,0,2023,23,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,702,0,0
2023091708,2023-09-17,1,3,18,ARI,NYG,0,0,100,1,0,TIMEOUT AT 03:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,702,0,0
2023091708,2023-09-17,1,2,41,ARI,NYG,1,10,43,0,0,(2:41) 30-K.INGRAM UP THE MIDDLE TO ARI 44 FOR 1 YARD (97-D.LAWRENCE).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,43,OWN,0,,0,,0,739,0,0
2023091708,2023-09-17,1,2,4,ARI,NYG,2,9,44,1,0,(2:04) 9-J.DOBBS PASS SHORT RIGHT TO 86-Z.ERTZ TO NYG 42 FOR 14 YARDS (25-D.BANKS) [97-D.LAWRENCE].,0,2023,14,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,776,0,0
2023091708,2023-09-17,1,1,22,ARI,NYG,1,10,58,0,0,(1:22) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT LEFT TO 86-Z.ERTZ [41-M.MCFADDEN].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,818,0,0
2023091708,2023-09-17,1,1,19,ARI,NYG,2,10,58,0,0,(1:19) 30-K.INGRAM LEFT TACKLE TO NYG 37 FOR 5 YARDS (41-M.MCFADDEN).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OPP,0,,0,,0,821,0,0
2023091708,2023-09-17,1,0,39,ARI,NYG,3,5,63,1,0,"(:39) (SHOTGUN) 9-J.DOBBS PASS SHORT RIGHT TO 4-R.MOORE PUSHED OB AT NYG 23 FOR 14 YARDS (22-A.JACKSON) [53-O.XIMINES]. NEW YORK GIANTS CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #1.)",0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,1,0,,0,0,0,0,0,,37,OPP,0,,0,,0,861,0,0
2023091708,2023-09-17,1,0,0,ARI,NYG,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091708,2023-09-17,2,15,0,ARI,NYG,1,10,77,1,0,"(15:00) 9-J.DOBBS SCRAMBLES UP THE MIDDLE FOR 23 YARDS, TOUCHDOWN.",0,2023,23,UNDER CENTER,SCRAMBLE,1,0,0,1,,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,900,0,0
2023091708,2023-09-17,2,14,51,ARI,NYG,0,0,85,1,0,"5-M.PRATER EXTRA POINT IS GOOD, CENTER-46-A.BREWER, HOLDER-16-N.COONEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,909,0,0
2023091708,2023-09-17,2,14,51,NYG,ARI,1,10,25,0,0,(14:51) (SHOTGUN) 8-D.JONES PASS INCOMPLETE SHORT MIDDLE TO 12-D.WALLER (36-A.CHACHERE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,909,0,0
2023091708,2023-09-17,2,14,51,NYG,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,909,0,0
2023091708,2023-09-17,2,14,51,ARI,NYG,0,0,100,1,0,TIMEOUT AT 14:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,909,0,0
2023091708,2023-09-17,2,14,46,NYG,ARI,2,10,25,0,0,(14:46) (SHOTGUN) 8-D.JONES PASS INCOMPLETE SHORT MIDDLE TO 12-D.WALLER (94-C.WATKINS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,914,0,0
2023091708,2023-09-17,2,14,41,NYG,ARI,3,10,25,0,0,(14:41) (SHOTGUN) 8-D.JONES PASS SHORT MIDDLE TO 26-S.BARKLEY TO NYG 21 FOR -4 YARDS (7-K.WHITE).,0,2023,-4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,919,0,0
2023091708,2023-09-17,2,13,58,NYG,ARI,4,14,21,0,0,"(13:58) 6-J.GILLAN PUNTS 42 YARDS TO ARI 37, CENTER-59-C.KREITER. 83-G.DORTCH TO NYG 49 FOR 14 YARDS (41-M.MCFADDEN; 82-D.BELLINGER). PENALTY ON ARI-29-K.BOYD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ARI 37.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,21,OWN,1,ARI,0,OFFENSIVE HOLDING,10,962,0,0
2023091708,2023-09-17,2,13,45,ARI,NYG,1,10,27,0,0,(13:45) 6-J.CONNER UP THE MIDDLE TO ARI 31 FOR 4 YARDS (22-A.JACKSON).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OWN,0,,0,,0,975,0,0
2023091708,2023-09-17,2,13,45,ARI,NYG,0,0,100,1,0,TIMEOUT AT 13:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,975,0,0
2023091708,2023-09-17,2,13,12,ARI,NYG,2,6,31,0,0,(13:12) 6-J.CONNER RIGHT TACKLE TO ARI 36 FOR 5 YARDS (58-B.OKEREKE).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,31,OWN,0,,0,,0,1008,0,0
2023091708,2023-09-17,2,12,33,ARI,NYG,3,1,36,1,0,(12:33) 9-J.DOBBS UP THE MIDDLE TO ARI 41 FOR 5 YARDS (27-J.PINNOCK).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OWN,0,,0,,0,1047,0,0
2023091708,2023-09-17,2,11,57,ARI,NYG,1,10,41,0,0,(11:57) 6-J.CONNER UP THE MIDDLE TO ARI 39 FOR -2 YARDS (27-J.PINNOCK).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,41,OWN,0,,0,,0,1083,0,0
2023091708,2023-09-17,2,11,19,ARI,NYG,2,12,39,1,0,(11:19) (SHOTGUN) 9-J.DOBBS PASS SHORT RIGHT TO 2-M.BROWN TO NYG 39 FOR 22 YARDS (58-B.OKEREKE). NYG-27-J.PINNOCK WAS INJURED DURING THE PLAY.,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1121,0,0
2023091708,2023-09-17,2,10,43,ARI,NYG,1,10,61,0,0,"(10:43) 9-J.DOBBS PASS INCOMPLETE SHORT LEFT TO 85-T.MCBRIDE. PENALTY ON NYG-58-B.OKEREKE, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT NYG 39 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,39,OPP,1,NYG,1,ROUGHING THE PASSER,15,1157,0,0
2023091708,2023-09-17,2,10,39,ARI,NYG,1,10,76,0,0,(10:39) 6-J.CONNER LEFT END RAN OB AT NYG 22 FOR 2 YARDS (25-D.BANKS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,24,OPP,0,,0,,0,1161,0,0
2023091708,2023-09-17,2,9,58,ARI,NYG,2,8,78,0,0,(9:58) (SHOTGUN) 6-J.CONNER UP THE MIDDLE TO NYG 23 FOR -1 YARDS (91-AS.ROBINSON).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OPP,0,,0,,0,1202,0,0
2023091708,2023-09-17,2,9,15,ARI,NYG,3,9,77,0,0,(9:15) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 31-E.DEMERCADO PUSHED OB AT NYG 19 FOR 4 YARDS (19-I.SIMMONS).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,1245,0,0
2023091708,2023-09-17,2,8,47,ARI,NYG,4,5,81,0,0,"(8:47) 5-M.PRATER 37 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-16-N.COONEY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,1273,0,0
2023091708,2023-09-17,2,8,43,NYG,ARI,1,10,25,0,0,"(8:43) (SHOTGUN) 26-S.BARKLEY UP THE MIDDLE TO NYG 34 FOR 9 YARDS (20-MA.WILSON, 22-K.WALLACE).",0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,1277,0,0
2023091708,2023-09-17,2,8,43,ARI,NYG,0,0,100,1,0,TIMEOUT AT 08:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1277,0,0
2023091708,2023-09-17,2,8,43,NYG,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1277,0,0
2023091708,2023-09-17,2,8,11,NYG,ARI,2,1,34,0,0,(8:11) 26-S.BARKLEY UP THE MIDDLE TO NYG 34 FOR NO GAIN (52-V.DIMUKEJE).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,1309,0,0
2023091708,2023-09-17,2,7,33,NYG,ARI,3,1,34,1,0,(7:33) 74-M.PEART REPORTED IN AS ELIGIBLE.  26-S.BARKLEY RIGHT END TO NYG 39 FOR 5 YARDS (7-K.WHITE).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,34,OWN,0,,0,,0,1347,0,0
2023091708,2023-09-17,2,6,55,NYG,ARI,1,10,39,0,0,(6:55) (SHOTGUN) 8-D.JONES PASS INCOMPLETE DEEP LEFT TO 86-D.SLAYTON (13-K.CLARK).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1385,0,0
2023091708,2023-09-17,2,6,49,NYG,ARI,2,10,39,0,0,(6:49) (SHOTGUN) 8-D.JONES PASS INCOMPLETE SHORT LEFT TO 0-P.CAMPBELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1391,0,0
2023091708,2023-09-17,2,6,46,NYG,ARI,3,10,39,1,0,(6:46) (SHOTGUN) 8-D.JONES PASS SHORT MIDDLE TO 12-D.WALLER TO ARI 49 FOR 12 YARDS (20-MA.WILSON).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1394,0,0
2023091708,2023-09-17,2,6,15,NYG,ARI,1,10,51,0,0,"(6:15) (NO HUDDLE, SHOTGUN) 8-D.JONES LEFT END TO ARI 48 FOR 1 YARD (13-K.CLARK).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,49,OPP,0,,0,,0,1425,0,0
2023091708,2023-09-17,2,5,37,NYG,ARI,2,9,52,1,0,(5:37) (SHOTGUN) 8-D.JONES PASS SHORT LEFT TO 26-S.BARKLEY PUSHED OB AT ARI 38 FOR 10 YARDS (22-K.WALLACE).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1463,0,0
2023091708,2023-09-17,2,5,2,NYG,ARI,1,10,62,0,0,"(5:02) (SHOTGUN) 26-S.BARKLEY LEFT TACKLE TO ARI 36 FOR 2 YARDS (51-K.BARNES, 94-C.WATKINS).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,38,OPP,0,,0,,0,1498,0,0
2023091708,2023-09-17,2,4,30,NYG,ARI,2,8,64,1,0,"(4:30) (NO HUDDLE, SHOTGUN) 8-D.JONES PASS SHORT RIGHT INTENDED FOR 26-S.BARKLEY INTERCEPTED BY 34-J.THOMPSON AT ARI 31. 34-J.THOMPSON RAN OB AT NYG 34 FOR 35 YARDS (8-D.JONES).",0,2023,35,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,1,0,0,0,0,,36,OPP,0,,0,,0,1530,0,0
2023091708,2023-09-17,2,4,20,ARI,NYG,1,10,66,0,0,(4:20) (SHOTGUN) 9-J.DOBBS PASS SHORT MIDDLE TO 86-Z.ERTZ TO NYG 28 FOR 6 YARDS (41-M.MCFADDEN).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1540,0,0
2023091708,2023-09-17,2,3,41,ARI,NYG,2,4,72,1,0,"(3:41) 6-J.CONNER RIGHT TACKLE TO NYG 23 FOR 5 YARDS (27-J.PINNOCK, 91-AS.ROBINSON).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,28,OPP,0,,0,,0,1579,0,0
2023091708,2023-09-17,2,3,0,ARI,NYG,1,10,77,0,0,(3:00) (SHOTGUN) 6-J.CONNER LEFT TACKLE TO NYG 20 FOR 3 YARDS (55-J.WARD).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,23,OPP,0,,0,,0,1620,0,0
