GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,WAS,DEN
2023091711,2023-09-17,4,12,22,WAS,DEN,1,10,36,0,0,(12:22) (SHOTGUN) 14-S.HOWELL SCRAMBLES RIGHT END TO WAS 38 FOR 2 YARDS (91-M.HENNINGSEN).,0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2858,0,0
2023091711,2023-09-17,4,11,45,WAS,DEN,2,8,38,0,0,(11:45) (SHOTGUN) 8-B.ROBINSON LEFT TACKLE TO WAS 38 FOR NO GAIN (91-M.HENNINGSEN; 92-J.HARRIS). WAS-76-S.COSMI WAS INJURED DURING THE PLAY.,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,38,OWN,0,,0,,0,2895,0,0
2023091711,2023-09-17,4,11,17,WAS,DEN,3,8,38,0,0,"(11:17) (SHOTGUN) 14-S.HOWELL SACKED AT WAS 31 FOR -7 YARDS (SACK SPLIT BY 41-D.SANDERS AND 0-J.COOPER). PENALTY ON DEN-23-F.MOREAU, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT WAS 38 - NO PLAY.",0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,38,OWN,1,DEN,1,DEFENSIVE HOLDING,5,2923,0,0
2023091711,2023-09-17,4,10,57,WAS,DEN,1,10,43,0,0,(10:57) (SHOTGUN) 8-B.ROBINSON RIGHT GUARD TO WAS 45 FOR 2 YARDS (49-A.SINGLETON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,43,OWN,0,,0,,0,2943,0,0
2023091711,2023-09-17,4,10,15,WAS,DEN,2,8,45,1,0,(10:15) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 8-B.ROBINSON TO DEN 34 FOR 21 YARDS (31-J.SIMMONS) [99-Z.ALLEN].,0,2023,21,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,2985,0,0
2023091711,2023-09-17,4,9,27,WAS,DEN,1,10,66,0,0,"(9:27) (SHOTGUN) 14-S.HOWELL PASS SHORT MIDDLE TO 3-B.PRINGLE TO DEN 30 FOR 4 YARDS (47-J.JEWELL, 31-J.SIMMONS).",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,3033,0,0
2023091711,2023-09-17,4,8,44,WAS,DEN,2,6,70,1,0,(8:44) 24-A.GIBSON RIGHT TACKLE TO DEN 23 FOR 7 YARDS (47-J.JEWELL).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,30,OPP,0,,0,,0,3076,0,0
2023091711,2023-09-17,4,7,59,WAS,DEN,1,10,77,0,0,(7:59) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 2-D.BROWN TO DEN 15 FOR 8 YARDS (27-D.MATHIS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,3121,0,0
2023091711,2023-09-17,4,7,18,WAS,DEN,2,2,85,1,0,"(7:18) (SHOTGUN) 8-B.ROBINSON LEFT GUARD FOR 15 YARDS, TOUCHDOWN.",0,2023,15,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,15,OPP,0,,0,,0,3162,0,0
2023091711,2023-09-17,4,7,11,DEN,WAS,0,0,65,1,0,"6-J.SLYE KICKS 65 YARDS FROM WAS 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3169,0,0
2023091711,2023-09-17,4,7,11,WAS,DEN,0,0,85,1,0,"6-J.SLYE EXTRA POINT IS GOOD, CENTER-54-C.CHEESEMAN, HOLDER-5-T.WAY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3169,0,0
2023091711,2023-09-17,4,7,11,DEN,WAS,1,10,25,0,0,(7:11) 3-R.WILSON PASS SHORT MIDDLE TO 33-J.WILLIAMS TO DEN 34 FOR 9 YARDS (57-C.BARTON).,0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,3169,0,0
2023091711,2023-09-17,4,6,32,DEN,WAS,2,1,34,1,0,(6:32) 33-J.WILLIAMS RIGHT END TO DEN 35 FOR 1 YARD (90-M.SWEAT).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,34,OWN,0,,0,,0,3208,0,0
2023091711,2023-09-17,4,5,51,DEN,WAS,1,10,35,0,0,(5:51) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE SHORT RIGHT TO 14-C.SUTTON (13-E.FORBES) [94-D.PAYNE].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,3249,0,0
2023091711,2023-09-17,4,5,45,DEN,WAS,2,10,35,1,0,"(5:45) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS DEEP MIDDLE TO 14-C.SUTTON TO WAS 44 FOR 21 YARDS (31-K.CURL; 57-C.BARTON).",0,2023,21,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,3255,0,0
2023091711,2023-09-17,4,5,17,DEN,WAS,1,10,56,0,0,"(5:17) (NO HUDDLE, SHOTGUN) 3-R.WILSON SACKED AT WAS 44 FOR 0 YARDS (95-C.TOOHILL).",0,2023,0,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,3283,0,0
2023091711,2023-09-17,4,4,36,DEN,WAS,2,10,56,1,0,"(4:36) (NO HUDDLE, SHOTGUN) 3-R.WILSON SCRAMBLES RIGHT TACKLE TO WAS 29 FOR 15 YARDS (22-D.FORREST).",0,2023,15,NO HUDDLE SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,3324,0,0
2023091711,2023-09-17,4,3,53,DEN,WAS,1,10,71,0,0,(3:53) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE SHORT RIGHT [52-J.DAVIS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,3367,0,0
2023091711,2023-09-17,4,3,46,DEN,WAS,2,10,71,0,0,"(3:46) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 33-J.WILLIAMS TO WAS 24 FOR 5 YARDS (25-B.ST-JUSTE; 57-C.BARTON). PENALTY ON WAS-99-C.YOUNG, ROUGHING THE PASSER, 12 YARDS, ENFORCED AT WAS 24.",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,29,OPP,1,WAS,0,ROUGHING THE PASSER,12,3374,0,0
2023091711,2023-09-17,4,3,37,DEN,WAS,1,10,88,0,0,"(3:37) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 17-L.HUMPHREY TO WAS 8 FOR 4 YARDS (25-B.ST-JUSTE, 57-C.BARTON).",0,2023,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,3383,0,0
2023091711,2023-09-17,4,3,2,DEN,WAS,2,6,92,0,0,"(3:02) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 25-S.PERINE TO WAS 3 FOR 5 YARDS (57-C.BARTON, 31-K.CURL) [90-M.SWEAT].",0,2023,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,3418,0,0
2023091711,2023-09-17,4,2,34,DEN,WAS,3,1,97,1,0,(2:34) (NO HUDDLE) 3-R.WILSON RIGHT GUARD TO WAS 1 FOR 2 YARDS (52-J.DAVIS; 57-C.BARTON). WAS-94-D.PAYNE WAS INJURED DURING THE PLAY.,0,2023,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,3,OPP,0,,0,,0,3446,0,0
2023091711,2023-09-17,4,2,7,DEN,WAS,1,1,99,0,0,(2:07) 3-R.WILSON SACKED AT WAS 8 FOR -7 YARDS (90-M.SWEAT).,0,2023,-7,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,3473,0,0
2023091711,2023-09-17,4,2,0,DEN,WAS,2,4,96,0,0,(2:00) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE SHORT RIGHT TO 82-A.TRAUTMAN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,3480,0,0
2023091711,2023-09-17,4,2,0,DEN,WAS,2,8,92,0,0,"(2:00) (SHOTGUN) PENALTY ON WAS-99-C.YOUNG, NEUTRAL ZONE INFRACTION, 4 YARDS, ENFORCED AT WAS 8 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,8,OPP,1,WAS,1,NEUTRAL ZONE INFRACTION,4,3480,0,0
