GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,KC,JAX
2023091705,2023-09-17,1,9,24,KC,JAX,4,1,19,0,0,"(9:24) 5-T.TOWNSEND PUNTS 50 YARDS TO JAX 31, CENTER-41-J.WINCHESTER, DOWNED BY KC-27-C.CONNER.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,2,336,0,0
2023091705,2023-09-17,1,9,12,JAX,KC,0,0,100,1,0,TIMEOUT AT 09:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,348,0,0
2023091705,2023-09-17,1,9,12,JAX,KC,1,10,31,0,0,(9:12) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT MIDDLE TO 0-C.RIDLEY (91-D.NNADI) [94-M.HERRING].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,2,348,0,0
2023091705,2023-09-17,1,9,7,JAX,KC,2,10,31,0,0,"(9:07) (SHOTGUN) 79-L.FORTNER TO JAX 22 FOR -9 YARDS. FUMBLES, RECOVERED BY JAX-16-T.LAWRENCE AT JAX 19. 16-T.LAWRENCE PASS INCOMPLETE SHORT LEFT TO 7-Z.JONES.",0,2023,-9,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,1,0,0,0,,31,OWN,0,,0,,0,2,353,0,0
2023091705,2023-09-17,1,9,1,JAX,KC,3,10,31,0,0,"(9:01) (SHOTGUN) PENALTY ON KC, DEFENSIVE TOO MANY MEN ON FIELD, 5 YARDS, ENFORCED AT JAX 31 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,31,OWN,1,KC,1,DEFENSIVE TOO MANY MEN ON FIELD,5,2,359,0,0
2023091705,2023-09-17,1,9,1,JAX,KC,3,5,36,0,0,(9:01) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 0-C.RIDLEY (38-L.SNEED).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,359,0,0
2023091705,2023-09-17,1,8,58,JAX,KC,4,5,36,0,0,"(8:58) 9-L.COOKE PUNTS 54 YARDS TO KC 10, CENTER-46-R.MATISCIK. 17-R.JAMES TO KC 14 FOR 4 YARDS (46-R.MATISCIK).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,362,0,0
2023091705,2023-09-17,1,8,46,KC,JAX,1,10,14,0,0,(8:46) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE DEEP RIGHT TO 84-JU.WATSON (5-A.CISCO).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,2,374,0,0
2023091705,2023-09-17,1,8,46,JAX,KC,0,0,100,1,0,TIMEOUT AT 08:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,374,0,0
2023091705,2023-09-17,1,8,41,KC,JAX,2,10,14,0,0,(8:41) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 24-S.MOORE TO KC 21 FOR 7 YARDS (2-R.JENKINS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,2,379,0,0
2023091705,2023-09-17,1,8,6,KC,JAX,3,3,21,1,0,(8:06) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 19-K.TONEY PUSHED OB AT KC 34 FOR 13 YARDS (37-T.HERNDON).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,2,414,0,0
2023091705,2023-09-17,1,7,37,KC,JAX,1,10,34,1,0,(7:37) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 19-K.TONEY TO JAX 49 FOR 17 YARDS (33-D.LLOYD).,0,2023,17,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,2,443,0,0
2023091705,2023-09-17,1,7,4,KC,JAX,1,10,51,0,0,(7:04) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT LEFT TO 87-T.KELCE (2-R.JENKINS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,2,476,0,0
2023091705,2023-09-17,1,6,58,KC,JAX,2,10,51,1,0,(6:58) 15-P.MAHOMES PASS SHORT RIGHT TO 19-K.TONEY TO JAX 38 FOR 11 YARDS (31-DARI.WILLIAMS).,0,2023,11,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,2,482,0,0
2023091705,2023-09-17,1,6,17,KC,JAX,1,10,62,0,0,(6:17) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT MIDDLE TO 11-M.VALDES-SCANTLING (33-D.LLOYD).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,2,523,0,0
2023091705,2023-09-17,1,6,13,KC,JAX,2,10,62,0,0,(6:13) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 10-I.PACHECO TO JAX 38 FOR NO GAIN (37-T.HERNDON; 33-D.LLOYD).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,2,527,0,0
2023091705,2023-09-17,1,5,32,KC,JAX,3,10,62,0,0,"(5:32) (SHOTGUN) 15-P.MAHOMES PASS DEEP MIDDLE TO 87-T.KELCE TO JAX 21 FOR 17 YARDS (37-T.HERNDON). PENALTY ON KC-79-D.SMITH, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT JAX 38 - NO PLAY.",0,2023,17,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,1,0,0,,38,OPP,1,KC,1,OFFENSIVE HOLDING,10,2,568,0,0
2023091705,2023-09-17,1,5,7,KC,JAX,3,20,52,0,0,"(5:07) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 1-J.MCKINNON TO JAX 37 FOR 11 YARDS (33-D.LLOYD, 23-F.OLUOKUN).",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,2,593,0,0
2023091705,2023-09-17,1,4,24,KC,JAX,4,9,63,0,0,"(4:24) 5-T.TOWNSEND PUNTS 35 YARDS TO JAX 2, CENTER-41-J.WINCHESTER, DOWNED BY KC-35-JA.WATSON.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,2,636,0,0
2023091705,2023-09-17,1,4,16,JAX,KC,1,10,2,0,0,"(4:16) 1-T.ETIENNE UP THE MIDDLE TO JAX 4 FOR 2 YARDS (20-J.REID, 91-D.NNADI).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,2,OWN,0,,0,,0,2,644,0,0
2023091705,2023-09-17,1,4,16,JAX,KC,0,0,100,1,0,TIMEOUT AT 04:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,644,0,0
2023091705,2023-09-17,1,3,36,JAX,KC,2,8,4,1,0,(3:36) (SHOTGUN) 16-T.LAWRENCE PASS SHORT RIGHT TO 25-D.JOHNSON TO JAX 13 FOR 9 YARDS (38-L.SNEED).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,4,OWN,0,,0,,0,2,684,0,0
2023091705,2023-09-17,1,2,55,JAX,KC,1,10,13,0,0,(2:55) (SHOTGUN) 1-T.ETIENNE RIGHT GUARD TO JAX 14 FOR 1 YARD (23-D.TRANQUILL).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,13,OWN,0,,0,,0,2,725,0,0
2023091705,2023-09-17,1,2,12,JAX,KC,2,9,14,0,0,(2:12) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 17-E.ENGRAM.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,2,768,0,0
2023091705,2023-09-17,1,2,8,JAX,KC,3,9,14,0,0,"(2:08) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE DEEP LEFT TO 0-C.RIDLEY. PENALTY ON KC-38-L.SNEED, DEFENSIVE PASS INTERFERENCE, 11 YARDS, ENFORCED AT JAX 14 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,14,OWN,1,KC,1,DEFENSIVE PASS INTERFERENCE,11,2,772,0,0
2023091705,2023-09-17,1,2,1,JAX,KC,1,10,25,0,0,(2:01) 1-T.ETIENNE RIGHT END TO JAX 25 FOR NO GAIN (23-D.TRANQUILL).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,2,779,0,0
2023091705,2023-09-17,1,1,13,JAX,KC,2,10,25,0,0,(1:13) (SHOTGUN) 16-T.LAWRENCE PASS SHORT RIGHT TO 17-E.ENGRAM PUSHED OB AT JAX 33 FOR 8 YARDS (20-J.REID).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,2,827,0,0
2023091705,2023-09-17,1,0,33,JAX,KC,3,2,33,0,0,(:33) (SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 13-C.KIRK TO JAX 34 FOR 1 YARD (35-JA.WATSON).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,2,867,0,0
2023091705,2023-09-17,2,15,0,JAX,KC,4,1,34,0,0,"(15:00) 9-L.COOKE PUNTS 50 YARDS TO KC 16, CENTER-46-R.MATISCIK. 17-R.JAMES MUFFS CATCH, RECOVERED BY JAX-15-T.JONES AT KC 17.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,2,900,0,0
2023091705,2023-09-17,1,0,0,JAX,KC,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,900,0,0
2023091705,2023-09-17,2,14,51,JAX,KC,1,10,83,0,0,(14:51) (SHOTGUN) 1-T.ETIENNE LEFT GUARD TO KC 14 FOR 3 YARDS (54-L.CHENAL).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,17,OPP,0,,0,,0,2,909,0,0
2023091705,2023-09-17,2,14,14,JAX,KC,2,7,86,0,0,"(14:14) (SHOTGUN) PENALTY ON JAX-1-T.ETIENNE, FALSE START, 5 YARDS, ENFORCED AT KC 14 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,14,OPP,1,JAX,1,FALSE START,5,2,946,0,0
2023091705,2023-09-17,2,13,52,JAX,KC,2,12,81,0,0,(13:52) (SHOTGUN) 16-T.LAWRENCE SCRAMBLES UP THE MIDDLE TO KC 14 FOR 5 YARDS (50-W.GAY).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,2,968,0,0
2023091705,2023-09-17,2,13,10,JAX,KC,3,7,86,0,0,(13:10) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 7-Z.JONES (22-T.MCDUFFIE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,2,1010,0,0
2023091705,2023-09-17,2,13,3,JAX,KC,4,7,86,0,0,"(13:03) 10-B.MCMANUS 32 YARD FIELD GOAL IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,2,1017,0,0
2023091705,2023-09-17,2,12,59,KC,JAX,1,10,25,0,0,(12:59) 15-P.MAHOMES PASS INCOMPLETE DEEP LEFT TO 24-S.MOORE.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,2,1021,0,0
2023091705,2023-09-17,2,12,59,JAX,KC,0,0,100,1,0,TIMEOUT AT 12:59.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1021,0,0
2023091705,2023-09-17,2,12,59,KC,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,2,1021,0,0
2023091705,2023-09-17,2,12,53,KC,JAX,2,10,25,1,0,(12:53) (SHOTGUN) 15-P.MAHOMES SCRAMBLES UP THE MIDDLE TO KC 36 FOR 11 YARDS (2-R.JENKINS).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,2,1027,0,0
2023091705,2023-09-17,2,12,17,KC,JAX,1,10,36,0,0,(12:17) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 4-R.RICE TO KC 41 FOR 5 YARDS.,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,2,1063,0,0
2023091705,2023-09-17,2,11,47,KC,JAX,2,5,41,0,0,(11:47) (SHOTGUN) 1-J.MCKINNON LEFT END TO KC 39 FOR -2 YARDS (44-T.WALKER).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,41,OWN,0,,0,,0,2,1093,0,0
2023091705,2023-09-17,2,11,7,KC,JAX,3,7,39,0,0,"(11:07) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 84-JU.WATSON TO JAX 47 FOR 14 YARDS (31-DARI.WILLIAMS). FUMBLES (31-DARI.WILLIAMS), RECOVERED BY JAX-23-F.OLUOKUN AT JAX 48. PENALTY ON KC-87-T.KELCE, UNSPORTSMANLIKE CONDUCT, 15 YARDS, ENFORCED AT JAX 48.",0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,1,0,0,,39,OWN,1,KC,0,UNSPORTSMANLIKE CONDUCT,15,2,1133,0,0
2023091705,2023-09-17,2,10,57,JAX,KC,0,0,100,1,0,TIMEOUT AT 10:57.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1143,0,0
2023091705,2023-09-17,2,10,57,JAX,KC,1,10,63,0,0,"(10:57) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 39-J.AGNEW. KANSAS CITY CHALLENGED THE INCOMPLETE PASS RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 16-T.LAWRENCE FUMBLES (ABORTED) AT KC 43, TOUCHED AT KC 42, RECOVERED BY KC-38-L.SNEED AT KC 43. 38-L.SNEED TO KC 43 FOR NO GAIN (39-J.AGNEW).",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,1,1,,0,1,0,0,0,,37,OPP,0,,0,,0,2,1143,0,0
2023091705,2023-09-17,2,10,54,KC,JAX,1,10,43,0,0,"(10:54) (SHOTGUN) 15-P.MAHOMES ABORTED. 52-C.HUMPHREY FUMBLES AT KC 39, TOUCHED AT KC 38, RECOVERED BY KC-15-P.MAHOMES AT KC 40. 15-P.MAHOMES TO KC 44 FOR 4 YARDS (33-D.LLOYD).",0,2023,0,SHOTGUN,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,43,OWN,0,,0,,0,2,1146,0,0
2023091705,2023-09-17,2,10,12,KC,JAX,2,9,44,0,0,"(10:12) (SHOTGUN) PENALTY ON KC-74-J.TAYLOR, FALSE START, 5 YARDS, ENFORCED AT KC 44 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,44,OWN,1,KC,1,FALSE START,5,2,1188,0,0
2023091705,2023-09-17,2,9,51,KC,JAX,2,14,39,0,0,(9:51) (SHOTGUN) 15-P.MAHOMES PASS DEEP MIDDLE INTENDED FOR 84-JU.WATSON INTERCEPTED BY 5-A.CISCO [41-J.ALLEN] AT JAX 12. 5-A.CISCO TO JAX 12 FOR NO GAIN (84-JU.WATSON).,0,2023,0,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,1,0,0,0,0,,39,OWN,0,,0,,0,2,1209,0,0
2023091705,2023-09-17,2,9,41,JAX,KC,1,10,12,0,0,(9:41) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO JAX 17 FOR 5 YARDS (54-L.CHENAL; 56-G.KARLAFTIS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,12,OWN,0,,0,,0,2,1219,0,0
2023091705,2023-09-17,2,9,41,JAX,KC,0,0,100,1,0,TIMEOUT AT 09:41.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1219,0,0
2023091705,2023-09-17,2,9,6,JAX,KC,2,5,17,0,0,(9:06) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO JAX 21 FOR 4 YARDS (50-W.GAY; 32-N.BOLTON). KC-32-N.BOLTON WAS INJURED DURING THE PLAY.,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,17,OWN,0,,0,,0,2,1254,0,0
2023091705,2023-09-17,2,8,37,JAX,KC,3,1,21,0,0,"(8:37) PENALTY ON KC-91-D.NNADI, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT JAX 21 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,21,OWN,1,KC,1,NEUTRAL ZONE INFRACTION,5,2,1283,0,0
2023091705,2023-09-17,2,8,13,JAX,KC,1,10,26,0,0,(8:13) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO JAX 31 FOR 5 YARDS (56-G.KARLAFTIS; 93-M.DICKERSON).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,26,OWN,0,,0,,0,2,1307,0,0
2023091705,2023-09-17,2,7,39,JAX,KC,2,5,31,0,0,(7:39) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 13-C.KIRK.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,2,1341,0,0
2023091705,2023-09-17,2,7,34,JAX,KC,3,5,31,1,0,(7:34) (SHOTGUN) 16-T.LAWRENCE PASS SHORT MIDDLE TO 39-J.AGNEW TO JAX 36 FOR 5 YARDS (23-D.TRANQUILL).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,2,1346,0,0
2023091705,2023-09-17,2,7,4,JAX,KC,1,10,36,0,0,(7:04) (SHOTGUN) 25-D.JOHNSON RIGHT END TO JAX 44 FOR 8 YARDS (20-J.REID).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,36,OWN,0,,0,,0,2,1376,0,0
2023091705,2023-09-17,2,6,39,JAX,KC,2,2,44,1,0,"(6:39) (NO HUDDLE, SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 17-E.ENGRAM TO 50 FOR 6 YARDS (32-N.BOLTON).",0,2023,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,2,1401,0,0
2023091705,2023-09-17,2,5,53,JAX,KC,1,10,100,0,0,(5:53) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT LEFT TO 13-C.KIRK. KC-50-W.GAY WAS INJURED DURING THE PLAY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1447,0,0
2023091705,2023-09-17,2,5,50,JAX,KC,2,10,100,0,0,(5:50) (SHOTGUN) 13-C.KIRK PASS SHORT RIGHT TO 1-T.ETIENNE TO JAX 49 FOR -1 YARDS (54-L.CHENAL).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1450,0,0
