GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,GB,CHI,Week
2024010706,2024-01-07,1,15,0,CHI,GB,0,0,65,1,0,"17-A.CARLSON KICKS 66 YARDS FROM GB 35 TO CHI -1. 12-V.JONES TO CHI 31 FOR 32 YARDS (54-K.WELCH, 27-P.TAYLOR).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,0,0,0,18
2024010706,2024-01-07,1,14,55,CHI,GB,1,10,31,0,0,(14:55) 24-K.HERBERT RIGHT END TO CHI 29 FOR -2 YARDS (59-D.CAMPBELL).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,31,OWN,0,,0,,0,5,0,0,18
2024010706,2024-01-07,1,14,16,CHI,GB,2,12,29,0,0,"(14:16) (SHOTGUN) 1-J.FIELDS PASS SHORT MIDDLE TO 85-C.KMET TO CHI 37 FOR 8 YARDS (34-J.OWENS, 7-Q.WALKER).",0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,44,0,0,18
2024010706,2024-01-07,1,13,38,CHI,GB,3,4,37,1,0,(13:38) (SHOTGUN) 1-J.FIELDS SCRAMBLES UP THE MIDDLE TO CHI 43 FOR 6 YARDS (59-D.CAMPBELL).,0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,82,0,0,18
2024010706,2024-01-07,1,12,59,CHI,GB,1,10,43,0,0,(12:59) (SHOTGUN) 24-K.HERBERT UP THE MIDDLE TO CHI 47 FOR 4 YARDS (7-Q.WALKER).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,43,OWN,0,,0,,0,121,0,0,18
2024010706,2024-01-07,1,12,27,CHI,GB,2,6,47,1,0,(12:27) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 2-D.MOORE TO GB 44 FOR 9 YARDS (34-J.OWENS; 37-C.VALENTINE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,153,0,0,18
2024010706,2024-01-07,1,11,48,CHI,GB,1,10,56,1,0,(11:48) (SHOTGUN) 1-J.FIELDS PASS SHORT MIDDLE TO 19-E.ST. BROWN TO GB 26 FOR 18 YARDS (59-D.CAMPBELL; 26-D.SAVAGE).,0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,192,0,0,18
2024010706,2024-01-07,1,11,6,CHI,GB,1,10,74,0,0,(11:06) (SHOTGUN) 1-J.FIELDS SACKED AT GB 32 FOR -6 YARDS (90-L.VAN NESS).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,234,0,0,18
2024010706,2024-01-07,1,10,22,CHI,GB,2,16,68,0,0,(10:22) (SHOTGUN) 1-J.FIELDS LEFT TACKLE TO GB 29 FOR 3 YARDS (26-D.SAVAGE).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,32,OPP,0,,0,,0,278,0,0,18
2024010706,2024-01-07,1,9,38,CHI,GB,3,13,71,0,0,(9:38) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 24-K.HERBERT TO GB 32 FOR -3 YARDS (94-K.BROOKS).,0,2023,-3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,322,0,0,18
