GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LAC,DAL
2023101600,2023-10-16,1,4,42,LAC,DAL,0,0,100,1,0,TIMEOUT AT 04:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,618,0,0
2023101600,2023-10-16,1,4,6,DAL,LAC,1,10,38,1,0,(4:06) (SHOTGUN) 4-D.PRESCOTT SCRAMBLES LEFT END RAN OB AT DAL 49 FOR 11 YARDS (26-A.SAMUEL).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,654,0,0
2023101600,2023-10-16,1,3,32,DAL,LAC,1,10,49,0,0,"(3:32) 23-R.DOWDLE UP THE MIDDLE TO LAC 44 FOR 7 YARDS (9-K.MURRAY, 99-S.MATLOCK).",0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OWN,0,,0,,0,688,0,0
2023101600,2023-10-16,1,2,57,DAL,LAC,2,3,56,0,0,(2:57) 4-D.PRESCOTT SACKED AT LAC 47 FOR -3 YARDS (56-M.FOX).,0,2023,-3,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,723,0,0
2023101600,2023-10-16,1,2,5,DAL,LAC,3,6,53,0,0,(2:05) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 13-M.GALLUP.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,775,0,0
2023101600,2023-10-16,1,2,5,DAL,LAC,0,0,100,1,0,TIMEOUT #1 BY DAL AT 02:05.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,775,0,0
2023101600,2023-10-16,1,2,1,DAL,LAC,4,6,53,0,0,"(2:01) 5-B.ANGER PUNTS 45 YARDS TO LAC 2, CENTER-44-T.SIEG, DOWNED BY DAL-83-J.BROOKS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,779,0,0
2023101600,2023-10-16,1,1,47,LAC,DAL,1,10,2,0,0,(1:47) (SHOTGUN) 30-A.EKELER LEFT TACKLE TO LAC 5 FOR 3 YARDS (91-T.WHEAT).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,2,OWN,0,,0,,0,793,0,0
2023101600,2023-10-16,1,1,47,LAC,DAL,0,0,100,1,0,TIMEOUT AT 01:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,793,0,0
2023101600,2023-10-16,1,1,13,LAC,DAL,2,7,5,1,0,(1:13) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 13-K.ALLEN TO LAC 16 FOR 11 YARDS (6-D.WILSON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,5,OWN,0,,0,,0,827,0,0
2023101600,2023-10-16,1,0,32,LAC,DAL,1,10,16,0,0,(:32) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 30-A.EKELER PUSHED OB AT LAC 21 FOR 5 YARDS (33-D.CLARK).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,868,0,0
2023101600,2023-10-16,2,15,0,LAC,DAL,2,5,21,0,0,(15:00) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE DEEP RIGHT TO 25-J.KELLEY [6-D.WILSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,900,0,0
