GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,CHI,MIN
2023101502,2023-10-15,1,15,0,CHI,MIN,0,0,65,1,0,1-G.JOSEPH KICKS 70 YARDS FROM MIN 35 TO CHI -5. 12-V.JONES TO CHI 32 FOR 37 YARDS (32-T.CHANDLER; 30-C.HAM).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,6,0,0,0
2023101502,2023-10-15,1,14,53,CHI,MIN,1,10,32,0,0,(14:53) (SHOTGUN) 1-J.FIELDS SACKED AT CHI 25 FOR -7 YARDS (98-D.WONNUM).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,6,7,0,0
2023101502,2023-10-15,1,14,18,CHI,MIN,2,17,25,0,0,(14:18) (SHOTGUN) 1-J.FIELDS RIGHT END PUSHED OB AT CHI 38 FOR 13 YARDS (58-J.HICKS).,0,2023,13,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,6,42,0,0
2023101502,2023-10-15,1,13,34,CHI,MIN,3,4,38,1,0,(13:34) (SHOTGUN) 1-J.FIELDS RIGHT TACKLE TO CHI 46 FOR 8 YARDS (22-H.SMITH).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,38,OWN,0,,0,,0,6,86,0,0
2023101502,2023-10-15,1,12,50,CHI,MIN,1,10,46,0,0,"(12:50) (SHOTGUN) 25-D.EVANS LEFT END TO CHI 41 FOR -5 YARDS (44-J.METELLUS, 98-D.WONNUM).",0,2023,-5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,46,OWN,0,,0,,0,6,130,0,0
2023101502,2023-10-15,1,12,12,CHI,MIN,2,15,41,0,0,(12:12) (SHOTGUN) 1-J.FIELDS SACKED AT CHI 35 FOR -6 YARDS (99-D.HUNTER).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,6,168,0,0
2023101502,2023-10-15,1,11,26,CHI,MIN,3,21,35,0,0,(11:26) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT RIGHT TO 13-T.SCOTT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,6,214,0,0
2023101502,2023-10-15,1,11,21,CHI,MIN,4,21,35,0,0,"(11:21) 16-T.GILL PUNTS 40 YARDS TO MIN 25, CENTER-48-P.SCALES. 4-B.POWELL TO MIN 32 FOR 7 YARDS (57-J.SANBORN; 18-R.TONYAN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,6,219,0,0
2023101502,2023-10-15,1,11,11,CHI,MIN,0,0,100,1,0,TIMEOUT AT 11:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,6,229,0,0
2023101502,2023-10-15,1,11,11,MIN,CHI,1,5,37,1,0,(11:11) 8-K.COUSINS PASS SHORT MIDDLE TO 3-J.ADDISON TO CHI 48 FOR 15 YARDS (49-T.EDMUNDS; 29-T.STEVENSON).,0,2023,15,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,6,229,0,0
2023101502,2023-10-15,1,11,11,MIN,CHI,1,10,32,0,0,"(11:11) PENALTY ON CHI-97-A.BILLINGS, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT MIN 32 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,32,OWN,1,CHI,1,NEUTRAL ZONE INFRACTION,5,6,229,0,0
