GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CLE,SF
2023101504,2023-10-15,2,12,38,SF,CLE,2,4,71,0,0,(12:38) 23-C.MCCAFFREY LEFT TACKLE TO CLE 27 FOR 2 YARDS (94-D.TOMLINSON).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,29,OPP,0,,0,,0,1042,0,0
2023101504,2023-10-15,2,11,56,SF,CLE,3,2,73,1,0,(11:56) 13-B.PURDY RIGHT GUARD TO CLE 24 FOR 3 YARDS (96-J.ELLIOTT).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,27,OPP,0,,0,,0,1084,0,0
2023101504,2023-10-15,2,11,20,SF,CLE,1,10,76,0,0,(11:20) 13-B.PURDY PASS SHORT RIGHT TO 3-R.MCCLOUD TO CLE 20 FOR 4 YARDS (22-G.DELPIT).,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,1120,0,0
2023101504,2023-10-15,2,10,41,SF,CLE,2,6,80,1,0,(10:41) 23-C.MCCAFFREY LEFT TACKLE TO CLE 14 FOR 6 YARDS (23-M.EMERSON).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,20,OPP,0,,0,,0,1159,0,0
2023101504,2023-10-15,2,9,58,SF,CLE,1,10,86,0,0,(9:58) 23-C.MCCAFFREY RIGHT GUARD TO CLE 9 FOR 5 YARDS (22-G.DELPIT).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,14,OPP,0,,0,,0,1202,0,0
2023101504,2023-10-15,2,9,18,SF,CLE,2,5,91,0,0,"(9:18) 23-C.MCCAFFREY LEFT GUARD TO CLE 11 FOR -2 YARDS (26-R.MCLEOD, 95-M.GARRETT).",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,9,OPP,0,,0,,0,1242,0,0
2023101504,2023-10-15,2,8,41,SF,CLE,3,7,89,0,0,(8:41) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 23-C.MCCAFFREY TO CLE 7 FOR 4 YARDS (1-J.THORNHILL).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,1279,0,0
2023101504,2023-10-15,2,7,57,SF,CLE,4,3,93,0,0,"(7:57) 4-J.MOODY 25 YARD FIELD GOAL IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,1323,0,0
2023101504,2023-10-15,2,7,54,CLE,SF,0,0,65,1,0,4-J.MOODY KICKS 67 YARDS FROM SF 35 TO CLE -2. 16-J.DARDEN TO CLE 17 FOR 19 YARDS (89-C.WOERNER).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1326,0,0
2023101504,2023-10-15,2,7,54,CLE,SF,0,0,100,1,0,TIMEOUT AT 07:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1326,0,0
2023101504,2023-10-15,2,7,48,CLE,SF,1,10,17,0,0,(7:48) (SHOTGUN) 10-P.WALKER PASS INCOMPLETE SHORT RIGHT TO 84-J.AKINS (97-N.BOSA).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1332,0,0
2023101504,2023-10-15,2,7,45,CLE,SF,2,10,17,1,0,(7:45) (SHOTGUN) 10-P.WALKER PASS DEEP LEFT TO 2-A.COOPER TO SF 25 FOR 58 YARDS (48-O.BURKS).,0,2023,58,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1335,0,0
2023101504,2023-10-15,2,6,53,CLE,SF,0,0,100,1,0,TIMEOUT #1 BY CLE AT 06:53.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1387,0,0
2023101504,2023-10-15,2,6,53,CLE,SF,1,10,75,0,0,(6:53) (SHOTGUN) 27-K.HUNT LEFT GUARD TO SF 18 FOR 7 YARDS (95-D.JACKSON; 54-F.WARNER).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OPP,0,,0,,0,1387,0,0
2023101504,2023-10-15,2,6,14,CLE,SF,2,3,82,0,0,"(6:14) (SHOTGUN) 10-P.WALKER PASS SHORT RIGHT TO 8-E.MOORE TO SF 16 FOR 2 YARDS (29-T.HUFANGA, 54-F.WARNER).",0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,1426,0,0
2023101504,2023-10-15,2,5,43,CLE,SF,3,1,84,0,0,"(5:43) DIRECT SNAP TO 88-H.BRYANT.  27-K.HUNT LEFT TACKLE FOR 16 YARDS, TOUCHDOWN.",0,2023,0,UNDER CENTER,,0,0,0,1,,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,1457,0,0
2023101504,2023-10-15,2,5,38,SF,CLE,1,10,25,0,0,(5:38) 13-B.PURDY PASS INCOMPLETE SHORT LEFT TO 3-R.MCCLOUD.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1462,0,0
2023101504,2023-10-15,2,5,38,SF,CLE,0,0,65,1,0,"7-D.HOPKINS KICKS 65 YARDS FROM CLE 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1462,0,0
2023101504,2023-10-15,2,5,38,CLE,SF,0,0,100,1,0,TIMEOUT AT 05:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1462,0,0
2023101504,2023-10-15,2,5,38,CLE,SF,0,0,85,1,0,"7-D.HOPKINS EXTRA POINT IS GOOD, CENTER-47-C.HUGHLETT, HOLDER-13-C.BOJORQUEZ.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1462,0,0
