GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LA,ARI
2023101510,2023-10-15,2,13,38,ARI,LA,4,11,40,0,0,"(13:38) 12-B.GILLIKIN PUNTS 45 YARDS TO LAR 15, CENTER-46-A.BREWER. 81-A.TRAMMELL TO LAR 16 FOR 1 YARD (26-B.PRICE, 32-J.BLOUNT). FUMBLES (32-J.BLOUNT), TOUCHED AT LAR 16, RECOVERED BY ARI-26-B.PRICE AT LAR 17.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,1,0,0,0,,40,OWN,0,,0,,0,6,982,0,0
2023101510,2023-10-15,2,13,27,ARI,LA,1,10,83,0,0,(13:27) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE DEEP RIGHT TO 2-M.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,6,993,0,0
2023101510,2023-10-15,2,13,23,ARI,LA,2,10,83,0,0,(13:23) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE DEEP RIGHT TO 2-M.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,6,997,0,0
2023101510,2023-10-15,2,13,20,ARI,LA,3,10,83,0,0,(13:20) (SHOTGUN) 9-J.DOBBS PASS SHORT MIDDLE TO 2-M.BROWN TO LAR 14 FOR 3 YARDS (2-R.YEAST) [97-M.HOECHT].,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,6,1000,0,0
2023101510,2023-10-15,2,12,38,ARI,LA,4,7,86,0,0,"(12:38) 5-M.PRATER 32 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,6,1042,0,0
2023101510,2023-10-15,2,12,35,LA,ARI,1,10,75,0,0,(12:35) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 20-R.RIVERS TO LAR 29 FOR 4 YARDS (33-A.HAMILTON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,6,1045,0,0
2023101510,2023-10-15,2,12,35,LA,ARI,0,0,65,1,0,"5-M.PRATER KICKS 64 YARDS FROM ARI 35 TO LAR 1, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,6,1045,0,0
2023101510,2023-10-15,2,12,35,LA,ARI,0,0,100,1,0,TIMEOUT AT 12:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,6,1045,0,0
2023101510,2023-10-15,2,11,58,LA,ARI,2,6,71,0,0,"(11:58) 20-R.RIVERS UP THE MIDDLE TO LAR 30 FOR 1 YARD (95-L.FOTU, 55-D.STILLS).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,29,OPP,0,,0,,0,6,1082,0,0
2023101510,2023-10-15,2,11,14,LA,ARI,0,0,100,1,0,TIMEOUT #1 BY LAR AT 11:14.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,6,1126,0,0
