GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,BUF,NYG
2023101512,2023-10-15,1,10,19,BUF,NYG,2,8,37,1,0,(10:19) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 13-G.DAVIS TO BUF 46 FOR 9 YARDS (25-D.BANKS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,281,0,0
2023101512,2023-10-15,1,9,39,BUF,NYG,1,10,46,0,0,(9:39) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  17-J.ALLEN PASS INCOMPLETE DEEP RIGHT. THROWN AWAY.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,321,0,0
2023101512,2023-10-15,1,9,31,BUF,NYG,2,10,46,0,0,"(9:31) 17-J.ALLEN PASS SHORT RIGHT TO 13-G.DAVIS TO NYG 45 FOR 9 YARDS (22-A.JACKSON, 58-B.OKEREKE). FUMBLES (58-B.OKEREKE), RECOVERED BY NYG-41-M.MCFADDEN AT NYG 44.",0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,,46,OWN,0,,0,,0,329,0,0
2023101512,2023-10-15,1,9,20,BUF,NYG,0,0,100,1,0,TIMEOUT AT 09:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,340,0,0
2023101512,2023-10-15,1,9,20,NYG,BUF,1,10,44,0,0,(9:20) (SHOTGUN) 26-S.BARKLEY LEFT END TO NYG 47 FOR 3 YARDS (56-L.FLOYD).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,44,OWN,0,,0,,0,340,0,0
2023101512,2023-10-15,1,8,44,NYG,BUF,2,7,47,0,0,(8:44) 2-T.TAYLOR PASS INCOMPLETE SHORT RIGHT. THROWN AWAY UNDER PRESSURE (G.ROUSSEAU).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,376,0,0
2023101512,2023-10-15,1,8,38,NYG,BUF,3,7,47,1,0,(8:38) (SHOTGUN) 2-T.TAYLOR PASS DEEP RIGHT TO 86-D.SLAYTON PUSHED OB AT BUF 26 FOR 27 YARDS (24-K.ELAM).,0,2023,27,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,382,0,0
2023101512,2023-10-15,1,8,6,NYG,BUF,1,10,74,0,0,(8:06) (SHOTGUN) 31-M.BREIDA UP THE MIDDLE TO BUF 20 FOR 6 YARDS (42-D.WILLIAMS; 98-P.FORD).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,26,OPP,0,,0,,0,414,0,0
2023101512,2023-10-15,1,7,31,NYG,BUF,2,4,80,0,0,(7:31) (SHOTGUN) DIRECT SNAP TO 26-S.BARKLEY.  26-S.BARKLEY UP THE MIDDLE TO BUF 20 FOR NO GAIN (7-TA.JOHNSON; 57-A.EPENESA).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,20,OPP,0,,0,,0,449,0,0
2023101512,2023-10-15,1,6,50,NYG,BUF,3,4,80,1,0,(6:50) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 17-W.ROBINSON TO BUF 14 FOR 6 YARDS (7-TA.JOHNSON). NYG-75-J.EZEUDU WAS INJURED DURING THE PLAY. HE IS OUT.  PRESSURE ON QB: J.POYER. J.EZEUDU ASSISTED OFF.,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,490,0,0
2023101512,2023-10-15,1,6,35,NYG,BUF,0,0,100,1,0,TIMEOUT AT 06:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,505,0,0
2023101512,2023-10-15,1,6,25,NYG,BUF,1,10,86,0,0,(6:25) 26-S.BARKLEY UP THE MIDDLE TO BUF 16 FOR -2 YARDS (50-G.ROUSSEAU).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,14,OPP,0,,0,,0,515,0,0
2023101512,2023-10-15,1,5,53,NYG,BUF,2,12,84,0,0,"(5:53) 26-S.BARKLEY LEFT END TO BUF 18 FOR -2 YARDS (43-T.BERNARD). PENALTY ON BUF-91-E.OLIVER, UNNECESSARY ROUGHNESS, 9 YARDS, ENFORCED AT BUF 18.",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,16,OPP,1,BUF,0,UNNECESSARY ROUGHNESS,9,547,0,0
2023101512,2023-10-15,1,5,30,NYG,BUF,1,9,91,0,0,(5:30) 2-T.TAYLOR SACKED AT BUF 12 FOR -3 YARDS (56-L.FLOYD).,0,2023,-3,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,570,0,0
2023101512,2023-10-15,1,4,47,NYG,BUF,2,12,88,0,0,"(4:47) 26-S.BARKLEY RIGHT END TO BUF 8 FOR 4 YARDS (43-T.BERNARD, 7-TA.JOHNSON).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,12,OPP,0,,0,,0,613,0,0
2023101512,2023-10-15,1,4,6,NYG,BUF,3,8,92,0,0,"(4:06) (SHOTGUN) PENALTY ON NYG-67-J.PUGH, FALSE START, 5 YARDS, ENFORCED AT BUF 8 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,8,OPP,1,NYG,1,FALSE START,5,654,0,0
2023101512,2023-10-15,1,3,41,NYG,BUF,3,13,87,0,0,"(3:41) (SHOTGUN) 2-T.TAYLOR PASS SHORT RIGHT TO 26-S.BARKLEY TO BUF 11 FOR 2 YARDS (43-T.BERNARD; 7-TA.JOHNSON). PENALTY ON NYG-17-W.ROBINSON, ILLEGAL MOTION, DECLINED.",0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,13,OPP,0,NYG,0,ILLEGAL MOTION,0,679,0,0
2023101512,2023-10-15,1,3,22,NYG,BUF,4,11,89,0,0,"(3:22) 9-G.GANO 29 YARD FIELD GOAL IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,698,0,0
2023101512,2023-10-15,1,3,19,BUF,NYG,0,0,100,1,0,TIMEOUT AT 03:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,701,0,0
2023101512,2023-10-15,1,3,19,BUF,NYG,0,0,65,1,0,"9-G.GANO KICKS 65 YARDS FROM NYG 35 TO END ZONE, TOUCHBACK. KICK THROUGH END ZONE.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,701,0,0
2023101512,2023-10-15,1,3,19,BUF,NYG,1,10,25,0,0,"(3:19) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  17-J.ALLEN PASS DEEP LEFT TO 14-S.DIGGS TO NYG 47 FOR 28 YARDS (22-A.JACKSON). PENALTY ON NYG-25-D.BANKS, ILLEGAL CONTACT, DECLINED.",0,2023,28,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,25,OWN,0,NYG,0,ILLEGAL CONTACT,0,701,0,0
2023101512,2023-10-15,1,2,51,BUF,NYG,1,10,53,1,0,(2:51) 28-L.MURRAY UP THE MIDDLE TO NYG 37 FOR 10 YARDS (58-B.OKEREKE). NYG-22-A.JACKSON WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.  A.JACKSON ASSISTED OFF.,0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OPP,0,,0,,0,729,0,0
2023101512,2023-10-15,1,2,42,BUF,NYG,0,0,100,1,0,TIMEOUT AT 02:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,738,0,0
2023101512,2023-10-15,1,2,32,BUF,NYG,1,10,63,0,0,(2:32) (SHOTGUN) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 14-S.DIGGS. PRESSURE ON QB: L.WILLIAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,748,0,0
2023101512,2023-10-15,1,2,27,BUF,NYG,2,10,63,0,0,(2:27) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 14-S.DIGGS TO NYG 37 FOR NO GAIN (28-C.FLOTT).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,753,0,0
2023101512,2023-10-15,1,1,43,BUF,NYG,3,10,63,0,0,(1:43) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 88-D.KNOX. PRESSURE ON QB: B.OKEREKE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,797,0,0
2023101512,2023-10-15,1,1,37,BUF,NYG,4,10,63,0,0,"(1:37) 8-S.MARTIN PUNTS 27 YARDS TO NYG 10, CENTER-69-R.FERGUSON, FAIR CATCH BY 20-E.GRAY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,803,0,0
2023101512,2023-10-15,1,1,29,NYG,BUF,1,10,10,0,0,(1:29) 26-S.BARKLEY UP THE MIDDLE TO NYG 10 FOR NO GAIN (7-TA.JOHNSON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,10,OWN,0,,0,,0,811,0,0
2023101512,2023-10-15,1,0,47,NYG,BUF,2,10,10,0,0,(:47) (SHOTGUN) 26-S.BARKLEY UP THE MIDDLE TO NYG 14 FOR 4 YARDS (7-TA.JOHNSON; 43-T.BERNARD).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,10,OWN,0,,0,,0,853,0,0
2023101512,2023-10-15,1,0,10,NYG,BUF,3,6,14,0,0,(:10) (SHOTGUN) 2-T.TAYLOR SACKED AT NYG 8 FOR -6 YARDS (57-A.EPENESA).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,890,0,0
2023101512,2023-10-15,2,15,0,NYG,BUF,4,12,8,0,0,"(15:00) 6-J.GILLAN PUNTS 64 YARDS TO BUF 28, CENTER-59-C.KREITER. 11-D.HARTY TO BUF 31 FOR 3 YARDS (24-D.BELTON; 44-N.MCCLOUD).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,900,0,0
2023101512,2023-10-15,1,0,0,NYG,BUF,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023101512,2023-10-15,2,14,46,BUF,NYG,1,10,31,0,0,(14:46) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS TO BUF 32 FOR 1 YARD (58-B.OKEREKE).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,914,0,0
2023101512,2023-10-15,2,14,9,BUF,NYG,2,9,32,0,0,"(14:09) (NO HUDDLE, SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 14-S.DIGGS. PRESSURE ON QB: L.WILLIAMS.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,951,0,0
2023101512,2023-10-15,2,14,5,BUF,NYG,3,14,27,0,0,(14:05) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP RIGHT TO 14-S.DIGGS. PRESSURE ON QB: K.THIBODEAUX.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,955,0,0
2023101512,2023-10-15,2,14,5,BUF,NYG,3,9,32,0,0,"(14:05) (SHOTGUN) PENALTY ON BUF-14-S.DIGGS, FALSE START, 5 YARDS, ENFORCED AT BUF 32 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,32,OWN,1,BUF,1,FALSE START,5,955,0,0
2023101512,2023-10-15,2,13,56,BUF,NYG,4,14,27,0,0,"(13:56) 8-S.MARTIN PUNTS 48 YARDS TO NYG 25, CENTER-69-R.FERGUSON. 20-E.GRAY PUSHED OB AT NYG 35 FOR 10 YARDS (25-T.DODSON). RETURN CREDITED TO NYG 25 (START OF RETURN, FOUL OCCURRED DURING KICK). PENALTY ON NYG-30-D.HOLMES, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NYG 25.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,27,OWN,1,NYG,0,OFFENSIVE HOLDING,10,964,0,0
2023101512,2023-10-15,2,13,45,BUF,NYG,0,0,100,1,0,TIMEOUT AT 13:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,975,0,0
2023101512,2023-10-15,2,13,45,NYG,BUF,1,10,15,0,0,"(13:45) 2-T.TAYLOR PASS DEEP LEFT TO 13-J.HYATT RAN OB AT BUF 42 FOR 43 YARDS. PENALTY ON NYG-73-E.NEAL, INELIGIBLE DOWNFIELD PASS, 5 YARDS, ENFORCED AT NYG 15 - NO PLAY.",0,2023,43,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,15,OWN,1,NYG,1,INELIGIBLE DOWNFIELD PASS,5,975,0,0
2023101512,2023-10-15,2,13,17,NYG,BUF,1,15,10,0,0,(13:17) (SHOTGUN) 26-S.BARKLEY LEFT GUARD TO NYG 15 FOR 5 YARDS (97-J.PHILLIPS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,10,OWN,0,,0,,0,1003,0,0
2023101512,2023-10-15,2,12,48,NYG,BUF,2,10,15,0,0,"(12:48) 31-M.BREIDA RIGHT GUARD TO NYG 19 FOR 4 YARDS (7-TA.JOHNSON, 21-J.POYER).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,15,OWN,0,,0,,0,1032,0,0
2023101512,2023-10-15,2,12,7,NYG,BUF,3,6,19,0,0,"(12:07) (SHOTGUN) PENALTY ON NYG-67-J.PUGH, FALSE START, 5 YARDS, ENFORCED AT NYG 19 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,19,OWN,1,NYG,1,FALSE START,5,1073,0,0
2023101512,2023-10-15,2,11,51,NYG,BUF,3,11,14,0,0,(11:51) (SHOTGUN) 2-T.TAYLOR PASS INCOMPLETE SHORT RIGHT TO 31-M.BREIDA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,1089,0,0
2023101512,2023-10-15,2,11,48,NYG,BUF,4,11,14,0,0,"(11:48) 6-J.GILLAN PUNTS 51 YARDS TO BUF 35, CENTER-59-C.KREITER, FAIR CATCH BY 11-D.HARTY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,1092,0,0
2023101512,2023-10-15,2,11,40,BUF,NYG,1,10,35,1,0,(11:40) 4-J.COOK UP THE MIDDLE TO BUF 49 FOR 14 YARDS (37-T.HAWKINS; 27-J.PINNOCK).,0,2023,14,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,35,OWN,0,,0,,0,1100,0,0
2023101512,2023-10-15,2,11,6,BUF,NYG,1,10,49,1,0,"(11:06) 4-J.COOK UP THE MIDDLE TO NYG 37 FOR 14 YARDS (37-T.HAWKINS, 27-J.PINNOCK).",0,2023,14,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OWN,0,,0,,0,1134,0,0
2023101512,2023-10-15,2,10,27,BUF,NYG,1,10,63,0,0,(10:27) 4-J.COOK LEFT GUARD TO NYG 34 FOR 3 YARDS (97-D.LAWRENCE).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,37,OPP,0,,0,,0,1173,0,0
2023101512,2023-10-15,2,9,48,BUF,NYG,2,7,66,0,0,(9:48) 17-J.ALLEN PASS INCOMPLETE SHORT MIDDLE TO 14-S.DIGGS (58-B.OKEREKE).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1212,0,0
2023101512,2023-10-15,2,9,44,BUF,NYG,3,7,66,0,0,(9:44) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP LEFT TO 14-S.DIGGS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1216,0,0
2023101512,2023-10-15,2,9,39,BUF,NYG,4,7,66,0,0,"(9:39) 2-T.BASS 52 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1221,0,0
2023101512,2023-10-15,2,9,34,NYG,BUF,1,10,42,0,0,(9:34) 2-T.TAYLOR PASS SHORT LEFT TO 17-W.ROBINSON RAN OB AT 50 FOR 8 YARDS.,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,1226,0,0
2023101512,2023-10-15,2,9,34,BUF,NYG,0,0,100,1,0,TIMEOUT AT 09:34.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1226,0,0
2023101512,2023-10-15,2,9,4,NYG,BUF,2,2,100,1,0,(9:04) 2-T.TAYLOR PASS SHORT LEFT TO 12-D.WALLER TO BUF 30 FOR 20 YARDS (43-T.BERNARD).,0,2023,20,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1256,0,0
2023101512,2023-10-15,2,8,19,NYG,BUF,1,10,70,0,0,(8:19) 2-T.TAYLOR PASS INCOMPLETE SHORT LEFT. THROWN AWAY; PRESSURE ON QB: A.EPENESA,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,1301,0,0
2023101512,2023-10-15,2,8,14,NYG,BUF,2,10,70,0,0,(8:14) 26-S.BARKLEY LEFT TACKLE TO BUF 29 FOR 1 YARD (42-D.WILLIAMS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,30,OPP,0,,0,,0,1306,0,0
2023101512,2023-10-15,2,7,43,NYG,BUF,3,9,71,1,0,(7:43) (SHOTGUN) 2-T.TAYLOR PASS SHORT RIGHT TO 17-W.ROBINSON TO BUF 19 FOR 10 YARDS (47-C.BENFORD).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,1337,0,0
2023101512,2023-10-15,2,7,5,NYG,BUF,1,10,81,0,0,"(7:05) 26-S.BARKLEY LEFT END TO BUF 21 FOR -2 YARDS (43-T.BERNARD, 42-D.WILLIAMS).",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,19,OPP,0,,0,,0,1375,0,0
2023101512,2023-10-15,2,6,19,NYG,BUF,2,12,79,0,0,"(6:19) (SHOTGUN) 2-T.TAYLOR SCRAMBLES RIGHT END TO BUF 14 FOR 7 YARDS (91-E.OLIVER). PENALTY ON NYG, ILLEGAL SHIFT, 5 YARDS, ENFORCED AT BUF 21 - NO PLAY.",0,2023,7,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,21,OPP,1,NYG,1,ILLEGAL SHIFT,5,1421,0,0
2023101512,2023-10-15,2,6,19,NYG,BUF,0,0,100,1,0,TIMEOUT #1 BY NYG AT 06:19.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1421,0,0
