GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LAC,CHI
2023102913,2023-10-29,1,0,43,CHI,LAC,1,10,25,0,0,(:43) 17-T.BAGENT PASS SHORT RIGHT TO 2-D.MOORE TO CHI 33 FOR 8 YARDS (26-A.SAMUEL).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,857,0,0
2023102913,2023-10-29,1,0,43,LAC,CHI,0,0,85,1,0,"11-C.DICKER EXTRA POINT IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,857,0,0
2023102913,2023-10-29,1,0,43,CHI,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,857,0,0
2023102913,2023-10-29,1,0,16,CHI,LAC,2,2,33,1,0,"(:16) (NO HUDDLE, SHOTGUN) 17-T.BAGENT PASS SHORT LEFT TO 23-R.JOHNSON TO CHI 40 FOR 7 YARDS (6-E.KENDRICKS).",0,2023,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,884,0,0
2023102913,2023-10-29,2,15,0,CHI,LAC,1,10,40,0,0,(15:00) 23-R.JOHNSON RIGHT GUARD TO CHI 42 FOR 2 YARDS (6-E.KENDRICKS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OWN,0,,0,,0,900,0,0
2023102913,2023-10-29,1,0,0,CHI,LAC,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023102913,2023-10-29,2,14,19,CHI,LAC,2,8,42,1,0,(14:19) 23-R.JOHNSON RIGHT GUARD TO LAC 47 FOR 11 YARDS (20-D.MARLOWE; 43-M.DAVIS).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,42,OWN,0,,0,,0,941,0,0
2023102913,2023-10-29,2,13,42,CHI,LAC,1,10,53,0,0,"(13:42) 17-T.BAGENT FUMBLES (ABORTED) AT 50, RECOVERED BY CHI-23-R.JOHNSON AT LAC 45.",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,47,OPP,0,,0,,0,978,0,0
2023102913,2023-10-29,2,12,55,CHI,LAC,2,8,55,0,0,(12:55) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE SHORT MIDDLE TO 11-D.MOONEY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1025,0,0
2023102913,2023-10-29,2,12,50,CHI,LAC,3,8,55,1,0,(12:50) (SHOTGUN) 17-T.BAGENT PASS SHORT LEFT INTENDED FOR 2-D.MOORE INTERCEPTED BY 36-J.TAYLOR AT LAC 35. 36-J.TAYLOR RAN OB AT LAC 43 FOR 8 YARDS (11-D.MOONEY).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,1,0,0,0,0,,45,OPP,0,,0,,0,1030,0,0
2023102913,2023-10-29,2,12,45,LAC,CHI,0,0,100,1,0,TIMEOUT AT 12:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1035,0,0
2023102913,2023-10-29,2,12,45,LAC,CHI,1,10,43,0,0,"(12:45) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 28-I.SPILLER TO LAC 48 FOR 5 YARDS (53-T.EDWARDS, 29-T.STEVENSON).",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1035,0,0
2023102913,2023-10-29,2,12,15,LAC,CHI,2,5,48,1,0,(12:15) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 89-D.PARHAM TO CHI 44 FOR 8 YARDS (53-T.EDWARDS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1065,0,0
2023102913,2023-10-29,2,11,39,LAC,CHI,1,10,56,0,0,(11:39) 30-A.EKELER LEFT END TO CHI 46 FOR -2 YARDS (53-T.EDWARDS).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,44,OPP,0,,0,,0,1101,0,0
2023102913,2023-10-29,2,10,58,LAC,CHI,2,12,54,0,0,(10:58) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 5-J.PALMER TO CHI 40 FOR 6 YARDS (49-T.EDMUNDS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1142,0,0
2023102913,2023-10-29,2,10,19,LAC,CHI,3,6,60,0,0,"(10:19) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 1-Q.JOHNSTON. PENALTY ON CHI-29-T.STEVENSON, DEFENSIVE PASS INTERFERENCE, 8 YARDS, ENFORCED AT CHI 40 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,40,OPP,1,CHI,1,DEFENSIVE PASS INTERFERENCE,8,1181,0,0
2023102913,2023-10-29,2,10,15,LAC,CHI,1,10,68,0,0,(10:15) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 1-Q.JOHNSTON TO CHI 29 FOR 3 YARDS (57-J.SANBORN).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1185,0,0
2023102913,2023-10-29,2,9,41,LAC,CHI,2,7,71,0,0,(9:41) (SHOTGUN) 30-A.EKELER LEFT TACKLE TO CHI 25 FOR 4 YARDS (37-D.HARMON; 6-K.GORDON).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,29,OPP,0,,0,,0,1219,0,0
2023102913,2023-10-29,2,8,58,LAC,CHI,3,3,75,0,0,(8:58) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT MIDDLE TO 89-D.PARHAM (52-K.KAREEM).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1262,0,0
2023102913,2023-10-29,2,8,55,LAC,CHI,4,3,75,0,0,"(8:55) 11-C.DICKER 43 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1265,0,0
2023102913,2023-10-29,2,8,50,CHI,LAC,1,10,25,0,0,(8:50) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE SHORT MIDDLE TO 21-D.FOREMAN (9-K.MURRAY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1270,0,0
2023102913,2023-10-29,2,8,50,CHI,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1270,0,0
2023102913,2023-10-29,2,8,50,LAC,CHI,0,0,100,1,0,TIMEOUT AT 08:50.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1270,0,0
2023102913,2023-10-29,2,8,46,CHI,LAC,2,10,25,0,0,"(8:46) 21-D.FOREMAN LEFT TACKLE TO CHI 29 FOR 4 YARDS (9-K.MURRAY, 98-A.JOHNSON).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,1274,0,0
2023102913,2023-10-29,2,8,4,CHI,LAC,3,6,29,1,0,(8:04) (SHOTGUN) 17-T.BAGENT PASS SHORT LEFT TO 2-D.MOORE TO CHI 47 FOR 18 YARDS (3-D.JAMES).,0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1316,0,0
2023102913,2023-10-29,2,7,16,CHI,LAC,1,10,47,0,0,(7:16) 21-D.FOREMAN LEFT TACKLE TO LAC 48 FOR 5 YARDS (99-S.MATLOCK).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,47,OWN,0,,0,,0,1364,0,0
2023102913,2023-10-29,2,6,40,CHI,LAC,2,5,52,1,0,(6:40) 21-D.FOREMAN UP THE MIDDLE TO LAC 42 FOR 6 YARDS (56-M.FOX; 9-K.MURRAY).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OPP,0,,0,,0,1400,0,0
2023102913,2023-10-29,2,5,58,CHI,LAC,1,10,58,0,0,"(5:58) 21-D.FOREMAN LEFT TACKLE TO LAC 40 FOR 2 YARDS (6-E.KENDRICKS, 98-A.JOHNSON).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OPP,0,,0,,0,1442,0,0
2023102913,2023-10-29,2,5,22,CHI,LAC,2,8,60,0,0,(5:22) (SHOTGUN) 17-T.BAGENT PASS INCOMPLETE DEEP LEFT TO 12-V.JONES.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1478,0,0
2023102913,2023-10-29,2,5,14,CHI,LAC,3,8,60,1,0,(5:14) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 85-C.KMET TO LAC 30 FOR 10 YARDS (6-E.KENDRICKS).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1486,0,0
2023102913,2023-10-29,2,4,28,CHI,LAC,1,10,70,0,0,"(4:28) 21-D.FOREMAN LEFT END TO LAC 25 FOR 5 YARDS (26-A.SAMUEL; 6-E.KENDRICKS). PENALTY ON CHI, ILLEGAL SHIFT, 5 YARDS, ENFORCED AT LAC 30 - NO PLAY.",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,30,OPP,1,CHI,1,ILLEGAL SHIFT,5,1532,0,0
2023102913,2023-10-29,2,4,9,CHI,LAC,1,15,65,0,0,"(4:09) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 85-C.KMET TO LAC 29 FOR 6 YARDS (3-D.JAMES, 9-K.MURRAY).",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1551,0,0
2023102913,2023-10-29,2,3,34,CHI,LAC,2,9,71,0,0,(3:34) 23-R.JOHNSON RIGHT TACKLE TO LAC 28 FOR 1 YARD (6-E.KENDRICKS; 97-J.BOSA).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,29,OPP,0,,0,,0,1586,0,0
2023102913,2023-10-29,2,2,53,CHI,LAC,3,8,72,1,0,"(2:53) (SHOTGUN) 17-T.BAGENT PASS SHORT RIGHT TO 2-D.MOORE TO LAC 17 FOR 11 YARDS (3-D.JAMES, 43-M.DAVIS).",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,1627,0,0
2023102913,2023-10-29,2,2,10,CHI,LAC,1,10,83,0,0,(2:10) (SHOTGUN) 17-T.BAGENT PASS SHORT LEFT TO 85-C.KMET TO LAC 14 FOR 3 YARDS (43-M.DAVIS).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,1670,0,0
