GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NYJ,NYG
2023102905,2023-10-29,1,3,22,NYJ,NYG,2,10,49,0,0,(3:22) (SHOTGUN) 2-Z.WILSON PASS INCOMPLETE SHORT RIGHT TO 17-G.WILSON (25-D.BANKS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,8,698,0,0
2023102905,2023-10-29,1,3,18,NYJ,NYG,3,10,49,0,0,(3:18) (SHOTGUN) 2-Z.WILSON PASS INCOMPLETE SHORT MIDDLE TO 32-MI.CARTER (19-I.SIMMONS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,8,702,0,0
2023102905,2023-10-29,1,3,12,NYJ,NYG,4,10,49,0,0,"(3:12) 5-T.MORSTEAD PUNTS 49 YARDS TO NYG 2, CENTER-42-T.HENNESSY, DOWNED BY NYJ-44-J.SHERWOOD.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,8,708,0,0
2023102905,2023-10-29,1,3,1,NYG,NYJ,1,10,2,0,0,(3:01) 26-S.BARKLEY UP THE MIDDLE TO NYG 4 FOR 2 YARDS (99-W.MCDONALD).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,2,OWN,0,,0,,0,8,719,0,0
2023102905,2023-10-29,1,2,38,NYG,NYJ,2,8,4,0,0,(2:38) (NO HUDDLE) 26-S.BARKLEY RIGHT GUARD TO NYG 8 FOR 4 YARDS (57-C.MOSLEY).,0,2023,4,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,4,OWN,0,,0,,0,8,742,0,0
2023102905,2023-10-29,1,2,2,NYG,NYJ,3,4,8,0,0,(2:02) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 26-S.BARKLEY TO NYG 9 FOR 1 YARD (56-QU.WILLIAMS).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,8,778,0,0
2023102905,2023-10-29,1,1,29,NYG,NYJ,4,3,9,0,0,"(1:29) 6-J.GILLAN PUNTS 51 YARDS TO NYJ 40, CENTER-59-C.KREITER. 82-X.GIPSON TO 50 FOR 10 YARDS (30-D.HOLMES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,8,811,0,0
2023102905,2023-10-29,1,1,18,NYJ,NYG,1,10,100,0,0,"(1:18) 2-Z.WILSON PASS SHORT MIDDLE TO 20-BRE.HALL FOR 50 YARDS, TOUCHDOWN. PENALTY ON NYG-28-C.FLOTT, ILLEGAL CONTACT, DECLINED.",0,2023,50,UNDER CENTER,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,0,OPP,0,NYG,0,ILLEGAL CONTACT,0,8,822,0,0
2023102905,2023-10-29,1,1,6,NYG,NYJ,0,0,65,1,0,9-G.ZUERLEIN KICKS 64 YARDS FROM NYJ 35 TO NYG 1. 0-P.CAMPBELL TO NYG 25 FOR 24 YARDS (55-C.SURRATT; 44-J.SHERWOOD).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,834,0,0
2023102905,2023-10-29,1,1,6,NYJ,NYG,0,0,85,1,0,"9-G.ZUERLEIN EXTRA POINT IS GOOD, CENTER-42-T.HENNESSY, HOLDER-5-T.MORSTEAD.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,834,0,0
2023102905,2023-10-29,1,0,59,NYG,NYJ,1,10,25,0,0,(:59) 2-T.TAYLOR PASS SHORT LEFT TO 86-D.SLAYTON TO NYG 24 FOR -1 YARDS (21-A.DAVIS).,0,2023,-1,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,841,0,0
2023102905,2023-10-29,1,0,32,NYG,NYJ,2,11,24,0,0,"(:32) (NO HUDDLE, SHOTGUN) 26-S.BARKLEY UP THE MIDDLE TO NYG 30 FOR 6 YARDS (72-M.CLEMONS; 57-C.MOSLEY). NYJ-96-A.WOODS WAS INJURED DURING THE PLAY.  PENALTY ON NYJ-56-QU.WILLIAMS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT NYG 30.",0,2023,6,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,24,OWN,1,NYJ,0,UNNECESSARY ROUGHNESS,15,8,868,0,0
2023102905,2023-10-29,1,0,25,NYG,NYJ,0,0,100,1,0,TIMEOUT AT 00:25.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,875,0,0
2023102905,2023-10-29,1,0,0,NYG,NYJ,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,900,0,0
2023102905,2023-10-29,2,15,0,NYG,NYJ,1,10,45,1,0,"(15:00) (SHOTGUN) 2-T.TAYLOR UP THE MIDDLE TO NYJ 38 FOR 17 YARDS (30-M.CARTER, 56-QU.WILLIAMS).",0,2023,17,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,45,OWN,0,,0,,0,8,900,0,0
2023102905,2023-10-29,2,14,35,NYG,NYJ,1,10,62,0,0,"(14:35) (NO HUDDLE, SHOTGUN) 26-S.BARKLEY UP THE MIDDLE TO NYJ 37 FOR 1 YARD (94-S.THOMAS; 11-J.JOHNSON).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OPP,0,,0,,0,8,925,0,0
2023102905,2023-10-29,2,14,7,NYG,NYJ,2,9,63,0,0,"(14:07) (NO HUDDLE, SHOTGUN) 2-T.TAYLOR SCRAMBLES UP THE MIDDLE TO NYJ 33 FOR 4 YARDS (30-M.CARTER).",0,2023,4,NO HUDDLE SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,8,953,0,0
2023102905,2023-10-29,2,13,29,NYG,NYJ,3,5,67,0,0,(13:29) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 12-D.WALLER TO NYJ 29 FOR 4 YARDS (1-A.GARDNER).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,8,991,0,0
2023102905,2023-10-29,2,12,48,NYG,NYJ,4,1,71,0,0,"(12:48) 9-G.GANO 47 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,8,1032,0,0
2023102905,2023-10-29,2,12,43,NYJ,NYG,1,10,37,0,0,(12:43) 20-BRE.HALL UP THE MIDDLE TO NYJ 37 FOR NO GAIN (41-M.MCFADDEN).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,37,OWN,0,,0,,0,8,1037,0,0
2023102905,2023-10-29,2,12,43,NYG,NYJ,0,0,100,1,0,TIMEOUT AT 12:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1037,0,0
2023102905,2023-10-29,2,12,4,NYJ,NYG,2,10,37,0,0,(12:04) (SHOTGUN) 2-Z.WILSON PASS SHORT RIGHT TO 17-G.WILSON RAN OB AT NYJ 45 FOR 8 YARDS [97-D.LAWRENCE]. NYJ-60-C.MCGOVERN WAS INJURED DURING THE PLAY.,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,8,1076,0,0
2023102905,2023-10-29,2,12,0,NYJ,NYG,0,0,100,1,0,TIMEOUT AT 12:00.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1080,0,0
2023102905,2023-10-29,2,11,50,NYJ,NYG,3,2,45,0,0,(11:50) (SHOTGUN) 2-Z.WILSON PASS INCOMPLETE SHORT RIGHT TO 83-T.CONKLIN (27-J.PINNOCK).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,8,1090,0,0
2023102905,2023-10-29,2,11,46,NYJ,NYG,4,2,45,0,0,"(11:46) 5-T.MORSTEAD PUNTS 52 YARDS TO NYG 3, CENTER-42-T.HENNESSY, DOWNED BY NYJ-26-B.ECHOLS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,8,1094,0,0
2023102905,2023-10-29,2,11,35,NYG,NYJ,1,10,3,0,0,"(11:35) 26-S.BARKLEY UP THE MIDDLE TO NYG 5 FOR 2 YARDS (0-A.AMOS; 91-J.FRANKLIN-MYERS). PENALTY ON NYJ-91-J.FRANKLIN-MYERS, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT NYG 3 - NO PLAY.",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,3,OWN,1,NYJ,1,DEFENSIVE OFFSIDE,5,8,1105,0,0
2023102905,2023-10-29,2,11,23,NYG,NYJ,1,5,8,0,0,"(11:23) 26-S.BARKLEY LEFT GUARD TO NYG 8 FOR NO GAIN (94-S.THOMAS). PENALTY ON NYJ-94-S.THOMAS, FACE MASK, 15 YARDS, ENFORCED AT NYG 8 - NO PLAY.",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,8,OWN,1,NYJ,1,FACE MASK,15,8,1117,0,0
2023102905,2023-10-29,2,11,8,NYG,NYJ,1,10,23,0,0,"(11:08) (NO HUDDLE, SHOTGUN) 26-S.BARKLEY RIGHT GUARD TO NYG 26 FOR 3 YARDS (22-T.ADAMS).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,23,OWN,0,,0,,0,8,1132,0,0
2023102905,2023-10-29,2,10,46,NYG,NYJ,2,7,26,0,0,"(10:46) (NO HUDDLE, SHOTGUN) 2-T.TAYLOR PASS INCOMPLETE SHORT RIGHT [11-J.JOHNSON].",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,8,1154,0,0
2023102905,2023-10-29,2,10,39,NYG,NYJ,3,12,21,0,0,"(10:39) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 31-M.BREIDA TO NYG 25 FOR 4 YARDS (57-C.MOSLEY, 47-B.HUFF).",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,8,1161,0,0
2023102905,2023-10-29,2,10,39,NYG,NYJ,3,7,26,0,0,"(10:39) (SHOTGUN) PENALTY ON NYG-79-T.PHILLIPS, FALSE START, 5 YARDS, ENFORCED AT NYG 26 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,26,OWN,1,NYG,1,FALSE START,5,8,1161,0,0
2023102905,2023-10-29,2,10,9,NYG,NYJ,4,8,25,0,0,"(10:09) 6-J.GILLAN PUNTS 58 YARDS TO NYJ 17, CENTER-59-C.KREITER, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,1191,0,0
2023102905,2023-10-29,2,10,1,NYJ,NYG,1,10,17,0,0,(10:01) 2-Z.WILSON PASS INCOMPLETE SHORT LEFT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,8,1199,0,0
2023102905,2023-10-29,2,10,1,NYG,NYJ,0,0,100,1,0,TIMEOUT AT 10:01.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1199,0,0
2023102905,2023-10-29,2,9,54,NYJ,NYG,2,10,17,1,0,(9:54) (SHOTGUN) 2-Z.WILSON PASS SHORT MIDDLE TO 17-G.WILSON TO NYJ 31 FOR 14 YARDS (29-X.MCKINNEY; 27-J.PINNOCK).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,8,1206,0,0
