GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,TEN,ATL
2023102907,2023-10-29,1,9,47,TEN,ATL,1,10,25,0,0,(9:47) (SHOTGUN) 8-W.LEVIS PASS SHORT RIGHT TO 32-T.SPEARS TO TEN 26 FOR 1 YARD (20-D.ALFORD; 53-N.LANDMAN).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,313,0,0
2023102907,2023-10-29,1,9,47,TEN,ATL,0,0,65,1,0,"13-B.PINION KICKS 65 YARDS FROM ATL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,313,0,0
2023102907,2023-10-29,1,9,47,TEN,ATL,0,0,100,1,0,TIMEOUT AT 09:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,313,0,0
2023102907,2023-10-29,1,9,12,TEN,ATL,2,9,26,0,0,(9:12) (SHOTGUN) 8-W.LEVIS PASS SHORT MIDDLE TO 32-T.SPEARS TO TEN 31 FOR 5 YARDS (0-L.CARTER).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,348,0,0
2023102907,2023-10-29,1,8,31,TEN,ATL,3,4,31,0,0,(8:31) (SHOTGUN) 8-W.LEVIS PASS SHORT MIDDLE TO 85-C.OKONKWO TO TEN 34 FOR 3 YARDS (55-K.ELLISS) [0-L.CARTER].,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,389,0,0
2023102907,2023-10-29,1,7,9,TEN,ATL,1,10,36,0,0,(7:09) 8-W.LEVIS PASS INCOMPLETE DEEP RIGHT TO 16-T.BURKS (27-R.GRANT).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,471,0,0
2023102907,2023-10-29,1,7,2,TEN,ATL,2,10,36,0,0,(7:02) (SHOTGUN) 32-T.SPEARS RIGHT GUARD TO TEN 38 FOR 2 YARDS (93-C.CAMPBELL).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,36,OWN,0,,0,,0,478,0,0
2023102907,2023-10-29,1,6,24,TEN,ATL,3,8,38,0,0,(6:24) (SHOTGUN) 8-W.LEVIS PASS SHORT LEFT TO 18-K.PHILIPS RAN OB AT TEN 44 FOR 6 YARDS.,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,516,0,0
2023102907,2023-10-29,1,5,52,TEN,ATL,4,2,44,0,0,"(5:52) 4-R.STONEHOUSE PUNTS 41 YARDS TO ATL 15, CENTER-46-M.COX, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,548,0,0
2023102907,2023-10-29,1,5,46,ATL,TEN,1,10,15,0,0,(5:46) (SHOTGUN) 7-B.ROBINSON RIGHT END TO ATL 21 FOR 6 YARDS (50-J.GIBBENS; 0-S.MURPHY-BUNTING).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,15,OWN,0,,0,,0,554,0,0
2023102907,2023-10-29,1,5,46,TEN,ATL,0,0,100,1,0,TIMEOUT AT 05:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,554,0,0
2023102907,2023-10-29,1,5,12,ATL,TEN,2,4,21,0,0,(5:12) (SHOTGUN) 9-D.RIDDER SACKED AT ATL 11 FOR -10 YARDS (98-J.SIMMONS).,0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,588,0,0
2023102907,2023-10-29,1,4,35,ATL,TEN,3,14,11,0,0,(4:35) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE DEEP MIDDLE TO 8-K.PITTS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,625,0,0
2023102907,2023-10-29,1,4,30,ATL,TEN,4,14,11,0,0,"(4:30) 13-B.PINION PUNTS 55 YARDS TO TEN 34, CENTER-49-L.MCCULLOUGH. 33-E.GARROR TO TEN 49 FOR 15 YARDS (27-R.GRANT). PENALTY ON TEN-56-M.RICE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TEN 49.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,11,OWN,1,TEN,0,OFFENSIVE HOLDING,10,630,0,0
2023102907,2023-10-29,1,4,20,TEN,ATL,0,0,100,1,0,TIMEOUT AT 04:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,640,0,0
2023102907,2023-10-29,1,4,20,TEN,ATL,1,10,39,0,0,(4:20) (SHOTGUN) 22-D.HENRY RIGHT END TO TEN 46 FOR 7 YARDS (0-L.CARTER).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,39,OWN,0,,0,,0,640,0,0
2023102907,2023-10-29,1,3,44,TEN,ATL,2,3,46,0,0,(3:44) 22-D.HENRY LEFT GUARD TO TEN 48 FOR 2 YARDS (0-L.CARTER).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,46,OWN,0,,0,,0,676,0,0
2023102907,2023-10-29,1,3,10,TEN,ATL,3,1,48,1,0,(3:10) 8-W.LEVIS PASS SHORT RIGHT TO 22-D.HENRY PUSHED OB AT ATL 47 FOR 5 YARDS (17-A.EBIKETIE).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,710,0,0
2023102907,2023-10-29,1,2,37,TEN,ATL,1,10,53,1,0,"(2:37) 8-W.LEVIS PASS DEEP LEFT TO 10-D.HOPKINS FOR 47 YARDS, TOUCHDOWN.",0,2023,47,UNDER CENTER,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,743,0,0
2023102907,2023-10-29,1,2,28,TEN,ATL,0,0,85,1,0,"6-N.FOLK EXTRA POINT IS GOOD, CENTER-46-M.COX, HOLDER-4-R.STONEHOUSE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,752,0,0
2023102907,2023-10-29,1,2,28,TEN,ATL,0,0,100,1,0,TIMEOUT AT 02:28.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,752,0,0
2023102907,2023-10-29,1,2,28,ATL,TEN,0,0,65,1,0,6-N.FOLK KICKS 70 YARDS FROM TEN 35 TO ATL -5. 84-C.PATTERSON PUSHED OB AT ATL 24 FOR 29 YARDS (35-K.WALLACE).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,752,0,0
2023102907,2023-10-29,1,2,23,ATL,TEN,1,10,24,1,0,(2:23) (SHOTGUN) 9-D.RIDDER PASS SHORT RIGHT TO 5-D.LONDON PUSHED OB AT ATL 36 FOR 12 YARDS (37-A.HOOKER).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,757,0,0
2023102907,2023-10-29,1,1,56,ATL,TEN,1,10,36,0,0,"(1:56) (SHOTGUN) 25-T.ALLGEIER LEFT END TO ATL 37 FOR 1 YARD (95-K.PEKO, 26-K.FULTON).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,36,OWN,0,,0,,0,784,0,0
2023102907,2023-10-29,1,1,17,ATL,TEN,2,9,37,0,0,(1:17) (SHOTGUN) 9-D.RIDDER PASS SHORT RIGHT TO 85-M.PRUITT TO ATL 40 FOR 3 YARDS (33-E.GARROR).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,823,0,0
2023102907,2023-10-29,1,0,45,ATL,TEN,3,6,40,0,0,"(:45) (SHOTGUN) 9-D.RIDDER PASS SHORT LEFT TO 5-D.LONDON TO ATL 45 FOR 5 YARDS (26-K.FULTON, 2-A.AL-SHAAIR).",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,855,0,0
2023102907,2023-10-29,1,0,0,ATL,TEN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023102907,2023-10-29,2,15,0,ATL,TEN,4,1,45,0,0,"(15:00) 13-B.PINION PUNTS 42 YARDS TO TEN 13, CENTER-49-L.MCCULLOUGH, FAIR CATCH BY 33-E.GARROR.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,900,0,0
2023102907,2023-10-29,2,14,53,TEN,ATL,1,10,13,0,0,(14:53) 22-D.HENRY LEFT END TO TEN 15 FOR 2 YARDS (55-K.ELLISS). ATL-55-K.ELLISS WAS INJURED DURING THE PLAY.,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,13,OWN,0,,0,,0,907,0,0
2023102907,2023-10-29,2,14,43,TEN,ATL,0,0,100,1,0,TIMEOUT AT 14:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,917,0,0
2023102907,2023-10-29,2,14,26,TEN,ATL,2,8,15,1,0,(14:26) (SHOTGUN) 8-W.LEVIS PASS SHORT RIGHT TO 85-C.OKONKWO PUSHED OB AT TEN 27 FOR 12 YARDS (20-D.ALFORD).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,934,0,0
2023102907,2023-10-29,2,13,42,TEN,ATL,1,10,27,0,0,(13:42) (SHOTGUN) 8-W.LEVIS SACKED AT TEN 25 FOR -2 YARDS (48-B.DUPREE).,0,2023,-2,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,978,0,0
2023102907,2023-10-29,2,13,0,TEN,ATL,2,12,25,0,0,(13:00) (SHOTGUN) 8-W.LEVIS PASS INCOMPLETE SHORT RIGHT TO 32-T.SPEARS (24-A.TERRELL).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1020,0,0
2023102907,2023-10-29,2,12,55,TEN,ATL,3,12,25,0,0,(12:55) (SHOTGUN) 8-W.LEVIS PASS SHORT LEFT TO 18-K.PHILIPS TO TEN 35 FOR 10 YARDS (20-D.ALFORD).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1025,0,0
2023102907,2023-10-29,2,12,18,TEN,ATL,4,2,35,0,0,"(12:18) 4-R.STONEHOUSE PUNTS 64 YARDS TO ATL 1, CENTER-46-M.COX. 21-M.HUGHES TO ATL 7 FOR 6 YARDS (86-K.RADER, 52-J.JONES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1062,0,0
2023102907,2023-10-29,2,12,4,ATL,TEN,1,10,7,0,0,(12:04) (SHOTGUN) 7-B.ROBINSON RIGHT END TO ATL 9 FOR 2 YARDS (98-J.SIMMONS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,7,OWN,0,,0,,0,1076,0,0
2023102907,2023-10-29,2,12,4,TEN,ATL,0,0,100,1,0,TIMEOUT AT 12:04.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1076,0,0
2023102907,2023-10-29,2,11,29,ATL,TEN,2,8,9,0,0,(11:29) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT LEFT TO 7-B.ROBINSON (96-D.AUTRY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,1111,0,0
2023102907,2023-10-29,2,11,25,ATL,TEN,3,8,9,0,0,(11:25) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT RIGHT TO 7-B.ROBINSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,1115,0,0
2023102907,2023-10-29,2,11,23,ATL,TEN,4,8,9,0,0,"(11:23) 13-B.PINION PUNTS 60 YARDS TO TEN 31, CENTER-49-L.MCCULLOUGH. 33-E.GARROR TO TEN 32 FOR 1 YARD (18-M.HOLLINS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,1117,0,0
2023102907,2023-10-29,2,11,13,TEN,ATL,1,10,32,0,0,(11:13) 22-D.HENRY LEFT END TO TEN 39 FOR 7 YARDS (1-J.OKUDAH).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,32,OWN,0,,0,,0,1127,0,0
2023102907,2023-10-29,2,11,13,TEN,ATL,0,0,100,1,0,TIMEOUT AT 11:13.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1127,0,0
2023102907,2023-10-29,2,10,35,TEN,ATL,2,3,39,0,0,(10:35) 8-W.LEVIS PASS INCOMPLETE DEEP LEFT TO 10-D.HOPKINS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1165,0,0
2023102907,2023-10-29,2,10,29,TEN,ATL,3,3,39,0,0,(10:29) (SHOTGUN) 8-W.LEVIS PASS INCOMPLETE DEEP LEFT TO 16-T.BURKS [93-C.CAMPBELL].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1171,0,0
2023102907,2023-10-29,2,10,23,TEN,ATL,4,3,39,0,0,"(10:23) 4-R.STONEHOUSE PUNTS 54 YARDS TO ATL 7, CENTER-46-M.COX, FAIR CATCH BY 21-M.HUGHES.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1177,0,0
2023102907,2023-10-29,2,10,16,ATL,TEN,1,10,7,0,0,(10:16) (SHOTGUN) 25-T.ALLGEIER LEFT GUARD TO ATL 16 FOR 9 YARDS (26-K.FULTON; 2-A.AL-SHAAIR).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,7,OWN,0,,0,,0,1184,0,0
2023102907,2023-10-29,2,10,16,TEN,ATL,0,0,100,1,0,TIMEOUT AT 10:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1184,0,0
2023102907,2023-10-29,2,9,51,ATL,TEN,2,1,16,0,0,"(9:51) (NO HUDDLE) 25-T.ALLGEIER RIGHT TACKLE TO ATL 14 FOR -2 YARDS (2-A.AL-SHAAIR, 49-A.KEY).",0,2023,-2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,16,OWN,0,,0,,0,1209,0,0
2023102907,2023-10-29,2,9,31,ATL,TEN,3,3,14,1,0,"(9:31) (NO HUDDLE, SHOTGUN) 9-D.RIDDER PASS SHORT MIDDLE TO 8-K.PITTS TO ATL 24 FOR 10 YARDS (33-E.GARROR).",0,2023,10,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,1229,0,0
2023102907,2023-10-29,2,9,9,ATL,TEN,1,10,24,1,0,"(9:09) (NO HUDDLE, SHOTGUN) 9-D.RIDDER PASS SHORT MIDDLE TO 8-K.PITTS TO ATL 35 FOR 11 YARDS (24-E.MOLDEN).",0,2023,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1251,0,0
2023102907,2023-10-29,2,8,50,ATL,TEN,1,10,35,0,0,"(8:50) (NO HUDDLE, SHOTGUN) 9-D.RIDDER PASS SHORT LEFT TO 5-D.LONDON TO ATL 40 FOR 5 YARDS (33-E.GARROR).",0,2023,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1270,0,0
2023102907,2023-10-29,2,8,26,ATL,TEN,2,5,40,0,0,"(8:26) (NO HUDDLE, SHOTGUN) 9-D.RIDDER SACKED AT ATL 34 FOR -6 YARDS (98-J.SIMMONS). FUMBLES (98-J.SIMMONS) [98-J.SIMMONS], TOUCHED AT ATL 36, RECOVERED BY TEN-2-A.AL-SHAAIR AT ATL 33.",0,2023,-6,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,40,OWN,0,,0,,0,1294,0,0
2023102907,2023-10-29,2,8,17,TEN,ATL,1,10,67,0,0,(8:17) 8-W.LEVIS PASS SHORT RIGHT TO 22-D.HENRY TO ATL 25 FOR 8 YARDS (27-R.GRANT).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1303,0,0
2023102907,2023-10-29,2,7,38,TEN,ATL,2,2,75,0,0,(7:38) (SHOTGUN) 22-D.HENRY UP THE MIDDLE TO ATL 24 FOR 1 YARD (95-T.GRAHAM; 3-J.BATES).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OPP,0,,0,,0,1342,0,0
2023102907,2023-10-29,2,6,56,TEN,ATL,3,1,76,1,0,(6:56) 85-C.OKONKWO UP THE MIDDLE TO ATL 20 FOR 4 YARDS (3-J.BATES).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,24,OPP,0,,0,,0,1384,0,0
2023102907,2023-10-29,2,6,18,TEN,ATL,1,10,80,0,0,"(6:18) (SHOTGUN) 7-M.WILLIS UP THE MIDDLE TO ATL 16 FOR 4 YARDS (55-K.ELLISS, 27-R.GRANT).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,20,OPP,0,,0,,0,1422,0,0
2023102907,2023-10-29,2,5,32,TEN,ATL,2,6,84,1,0,"(5:32) (SHOTGUN) 8-W.LEVIS PASS SHORT MIDDLE TO 10-D.HOPKINS FOR 16 YARDS, TOUCHDOWN.",0,2023,16,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,1468,0,0
2023102907,2023-10-29,2,5,27,TEN,ATL,0,0,85,1,0,"6-N.FOLK EXTRA POINT IS GOOD, CENTER-46-M.COX, HOLDER-4-R.STONEHOUSE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1473,0,0
2023102907,2023-10-29,2,5,27,ATL,TEN,0,0,65,1,0,6-N.FOLK KICKS 62 YARDS FROM TEN 35 TO ATL 3. 40-K.SMITH TO ATL 13 FOR 10 YARDS (38-T.EDMUNDS; 39-M.JACKSON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1473,0,0
2023102907,2023-10-29,2,5,27,TEN,ATL,0,0,100,1,0,TIMEOUT AT 05:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1473,0,0
2023102907,2023-10-29,2,5,22,ATL,TEN,1,10,13,1,0,(5:22) (SHOTGUN) 9-D.RIDDER LEFT END RAN OB AT ATL 36 FOR 23 YARDS (37-A.HOOKER).,0,2023,23,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,13,OWN,0,,0,,0,1478,0,0
2023102907,2023-10-29,2,4,51,ATL,TEN,1,10,36,0,0,"(4:51) (SHOTGUN) PENALTY ON ATL-63-C.LINDSTROM, FALSE START, 5 YARDS, ENFORCED AT ATL 36 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,36,OWN,1,ATL,1,FALSE START,5,1509,0,0
2023102907,2023-10-29,2,4,37,ATL,TEN,1,15,31,0,0,(4:37) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE DEEP LEFT TO 5-D.LONDON (26-K.FULTON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1523,0,0
