GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,DEN,KC
2023102911,2023-10-29,1,10,17,DEN,KC,3,1,83,1,0,(10:17) 75-Q.BAILEY REPORTED IN AS ELIGIBLE.  3-R.WILSON RIGHT GUARD TO KC 15 FOR 2 YARDS (90-C.OMENIHU).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,17,OPP,0,,0,,0,8,283,0,0
2023102911,2023-10-29,1,9,39,DEN,KC,1,10,85,0,0,(9:39) (SHOTGUN) 3-R.WILSON SCRAMBLES RIGHT END RAN OB AT KC 10 FOR 5 YARDS (93-M.DICKERSON).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,321,0,0
2023102911,2023-10-29,1,8,55,DEN,KC,2,5,90,1,0,"(8:55) 33-J.WILLIAMS LEFT TACKLE TO KC 4 FOR 6 YARDS (38-L.SNEED, 54-L.CHENAL).",0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,10,OPP,0,,0,,0,8,365,0,0
2023102911,2023-10-29,1,8,11,DEN,KC,1,4,96,0,0,(8:11) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE SHORT RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,8,409,0,0
2023102911,2023-10-29,1,8,4,DEN,KC,2,4,96,1,0,"(8:04) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 33-J.WILLIAMS FOR 4 YARDS, TOUCHDOWN.",0,2023,4,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,8,416,0,0
2023102911,2023-10-29,1,7,56,DEN,KC,0,0,85,1,0,"16-W.LUTZ EXTRA POINT IS GOOD, CENTER-48-M.FRABONI, HOLDER-9-R.DIXON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,424,0,0
2023102911,2023-10-29,1,7,56,DEN,KC,0,0,100,1,0,TIMEOUT AT 07:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,424,0,0
2023102911,2023-10-29,1,7,56,KC,DEN,1,10,25,1,0,(7:56) (SHOTGUN) 10-I.PACHECO UP THE MIDDLE TO KC 44 FOR 19 YARDS (42-N.BONITTO).,0,2023,19,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,8,424,0,0
2023102911,2023-10-29,1,7,56,KC,DEN,0,0,65,1,0,"16-W.LUTZ KICKS 65 YARDS FROM DEN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,424,0,0
2023102911,2023-10-29,1,7,25,KC,DEN,1,10,44,0,0,(7:25) (SHOTGUN) 10-I.PACHECO LEFT GUARD TO KC 47 FOR 3 YARDS (99-Z.ALLEN).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,44,OWN,0,,0,,0,8,455,0,0
2023102911,2023-10-29,1,6,54,KC,DEN,2,7,47,0,0,(6:54) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 10-I.PACHECO TO KC 41 FOR -6 YARDS (49-A.SINGLETON).,0,2023,-6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,8,486,0,0
2023102911,2023-10-29,1,6,13,KC,DEN,3,13,41,1,0,(6:13) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 84-JU.WATSON RAN OB AT DEN 32 FOR 27 YARDS.,0,2023,27,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,8,527,0,0
2023102911,2023-10-29,1,5,52,KC,DEN,1,10,68,0,0,"(5:52) (NO HUDDLE, SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 87-T.KELCE TO DEN 30 FOR 2 YARDS (49-A.SINGLETON).",0,2023,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,8,548,0,0
2023102911,2023-10-29,1,5,12,KC,DEN,2,8,70,1,0,(5:12) (SHOTGUN) 15-P.MAHOMES SCRAMBLES RIGHT END TO DEN 22 FOR 8 YARDS (31-J.SIMMONS).,0,2023,8,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,8,588,0,0
2023102911,2023-10-29,1,4,23,KC,DEN,1,10,78,0,0,(4:23) (SHOTGUN) 25-C.EDWARDS-HELAIRE LEFT END TO DEN 18 FOR 4 YARDS (49-A.SINGLETON).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,22,OPP,0,,0,,0,8,637,0,0
2023102911,2023-10-29,1,3,48,KC,DEN,2,6,82,1,0,(3:48) (SHOTGUN) 15-P.MAHOMES PASS SHORT MIDDLE TO 87-T.KELCE TO DEN 11 FOR 7 YARDS (47-J.JEWELL).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,8,672,0,0
2023102911,2023-10-29,1,3,9,KC,DEN,1,10,89,0,0,(3:09) (SHOTGUN) 19-K.TONEY LEFT GUARD TO DEN 14 FOR -3 YARDS (99-Z.ALLEN).,0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,11,OPP,0,,0,,0,8,711,0,0
2023102911,2023-10-29,1,2,30,KC,DEN,2,13,86,0,0,(2:30) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 87-T.KELCE PUSHED OB AT DEN 3 FOR 11 YARDS (23-F.MOREAU).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,8,750,0,0
2023102911,2023-10-29,1,1,53,KC,DEN,3,2,97,0,0,(1:53) (SHOTGUN) 15-P.MAHOMES PASS SHORT MIDDLE TO 4-R.RICE TO DEN 4 FOR -1 YARDS (56-B.BROWNING).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,8,787,0,0
2023102911,2023-10-29,1,1,14,KC,DEN,4,3,96,0,0,"(1:14) 7-H.BUTKER 23 YARD FIELD GOAL IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,8,826,0,0
2023102911,2023-10-29,1,1,11,DEN,KC,0,0,100,1,0,TIMEOUT AT 01:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,829,0,0
2023102911,2023-10-29,1,1,11,DEN,KC,0,0,65,1,0,7-H.BUTKER KICKS 70 YARDS FROM KC 35 TO DEN -5. 19-M.MIMS TO DEN 23 FOR 28 YARDS (27-C.CONNER).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,829,0,0
2023102911,2023-10-29,1,1,8,DEN,KC,1,10,23,0,0,"(1:08) 33-J.WILLIAMS RIGHT TACKLE TO DEN 29 FOR 6 YARDS (6-B.COOK). PENALTY ON KC-90-C.OMENIHU, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT DEN 23 - NO PLAY.",0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,23,OWN,1,KC,1,DEFENSIVE OFFSIDE,5,8,832,0,0
2023102911,2023-10-29,1,0,40,DEN,KC,1,5,28,0,0,"(:40) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS INCOMPLETE DEEP LEFT TO 14-C.SUTTON. PENALTY ON DEN-14-C.SUTTON, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT DEN 28 - NO PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,28,OWN,1,DEN,1,OFFENSIVE PASS INTERFERENCE,10,8,860,0,0
2023102911,2023-10-29,1,0,35,DEN,KC,1,15,18,0,0,"(:35) 33-J.WILLIAMS UP THE MIDDLE TO DEN 27 FOR 9 YARDS (22-T.MCDUFFIE, 6-B.COOK).",0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,18,OWN,0,,0,,0,8,865,0,0
2023102911,2023-10-29,2,15,0,DEN,KC,2,6,27,0,0,(15:00) (SHOTGUN) 38-J.MCLAUGHLIN RIGHT END TO DEN 29 FOR 2 YARDS (50-W.GAY).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,27,OWN,0,,0,,0,8,900,0,0
2023102911,2023-10-29,1,0,0,DEN,KC,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,900,0,0
2023102911,2023-10-29,2,14,22,DEN,KC,3,4,29,0,0,"(14:22) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS INCOMPLETE SHORT LEFT TO 10-J.JEUDY [22-T.MCDUFFIE].",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,8,938,0,0
2023102911,2023-10-29,2,14,19,DEN,KC,4,4,29,0,0,"(14:19) 9-R.DIXON PUNTS 46 YARDS TO KC 25, CENTER-48-M.FRABONI, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,8,941,0,0
2023102911,2023-10-29,2,14,13,KC,DEN,1,10,25,0,0,(14:13) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT RIGHT TO 81-B.BELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,947,0,0
2023102911,2023-10-29,2,14,13,DEN,KC,0,0,100,1,0,TIMEOUT AT 14:13.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,947,0,0
2023102911,2023-10-29,2,14,7,KC,DEN,2,10,25,1,0,(14:07) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 11-M.VALDES-SCANTLING PUSHED OB AT KC 38 FOR 13 YARDS (23-F.MOREAU).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,953,0,0
2023102911,2023-10-29,2,13,35,KC,DEN,1,10,38,0,0,"(13:35) (SHOTGUN) 15-P.MAHOMES SACKED AT KC 31 FOR -7 YARDS (93-D.JONES). PENALTY ON DEN-47-J.JEWELL, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT KC 38 - NO PLAY.",0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,38,OWN,1,DEN,1,DEFENSIVE HOLDING,5,8,985,0,0
2023102911,2023-10-29,2,13,13,KC,DEN,1,10,43,1,0,"(13:13) (SHOTGUN) 15-P.MAHOMES PASS SHORT MIDDLE TO 11-M.VALDES-SCANTLING TO DEN 42 FOR 15 YARDS (47-J.JEWELL). FUMBLES (47-J.JEWELL), RECOVERED BY DEN-31-J.SIMMONS AT DEN 43. 31-J.SIMMONS TO 50 FOR 7 YARDS (52-C.HUMPHREY).",0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,,43,OWN,0,,0,,0,8,1007,0,0
2023102911,2023-10-29,2,13,3,DEN,KC,0,0,100,1,0,TIMEOUT AT 13:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1017,0,0
2023102911,2023-10-29,2,13,3,DEN,KC,1,10,100,1,0,(13:03) (SHOTGUN) 3-R.WILSON PASS DEEP MIDDLE TO 10-J.JEUDY TO KC 11 FOR 39 YARDS (20-J.REID). KC-20-J.REID WAS INJURED DURING THE PLAY.,0,2023,39,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1017,0,0
2023102911,2023-10-29,2,12,42,DEN,KC,0,0,100,1,0,TIMEOUT AT 12:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1038,0,0
2023102911,2023-10-29,2,12,33,DEN,KC,1,10,89,0,0,(12:33) 33-J.WILLIAMS RIGHT END PUSHED OB AT KC 11 FOR NO GAIN (56-G.KARLAFTIS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,11,OPP,0,,0,,0,8,1047,0,0
2023102911,2023-10-29,2,11,57,DEN,KC,2,10,89,1,0,"(11:57) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 10-J.JEUDY FOR 11 YARDS, TOUCHDOWN. THE REPLAY OFFICIAL REVIEWED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS.",0,2023,11,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,8,1083,0,0
2023102911,2023-10-29,2,11,51,DEN,KC,0,0,100,1,0,TIMEOUT AT 11:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1089,0,0
2023102911,2023-10-29,2,11,51,KC,DEN,1,10,25,0,0,(11:51) (SHOTGUN) 10-I.PACHECO LEFT TACKLE TO KC 30 FOR 5 YARDS (98-M.PURCELL).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,8,1089,0,0
2023102911,2023-10-29,2,11,51,DEN,KC,0,0,85,1,0,"16-W.LUTZ EXTRA POINT IS GOOD, CENTER-48-M.FRABONI, HOLDER-9-R.DIXON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,1089,0,0
2023102911,2023-10-29,2,11,51,KC,DEN,0,0,65,1,0,"16-W.LUTZ KICKS 65 YARDS FROM DEN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,1089,0,0
2023102911,2023-10-29,2,11,19,KC,DEN,2,5,30,0,0,(11:19) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 19-K.TONEY RAN OB AT KC 34 FOR 4 YARDS.,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,8,1121,0,0
2023102911,2023-10-29,2,10,44,KC,DEN,3,1,34,1,0,"(10:44) (SHOTGUN) 1-J.MCKINNON LEFT TACKLE TO KC 35 FOR 1 YARD (51-R.PERKINS, 92-J.HARRIS).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,34,OWN,0,,0,,0,8,1156,0,0
2023102911,2023-10-29,2,10,9,KC,DEN,1,10,35,0,0,(10:09) (SHOTGUN) 15-P.MAHOMES PASS DEEP MIDDLE INTENDED FOR 87-T.KELCE INTERCEPTED BY 29-J.MCMILLIAN AT DEN 47. 29-J.MCMILLIAN TO KC 48 FOR 5 YARDS (24-S.MOORE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,1,0,0,0,0,,35,OWN,0,,0,,0,8,1191,0,0
2023102911,2023-10-29,2,10,1,DEN,KC,1,10,52,0,0,(10:01) 3-R.WILSON PASS INCOMPLETE DEEP LEFT TO 10-J.JEUDY [51-M.DANNA].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,8,1199,0,0
2023102911,2023-10-29,2,9,54,DEN,KC,2,10,52,0,0,(9:54) (SHOTGUN) 3-R.WILSON SCRAMBLES LEFT GUARD TO KC 40 FOR 8 YARDS (23-D.TRANQUILL).,0,2023,8,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,8,1206,0,0
2023102911,2023-10-29,2,9,8,DEN,KC,3,2,60,0,0,(9:08) (SHOTGUN) 33-J.WILLIAMS RIGHT GUARD TO KC 40 FOR NO GAIN (50-W.GAY).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OPP,0,,0,,0,8,1252,0,0
2023102911,2023-10-29,2,8,35,DEN,KC,0,0,100,1,0,TIMEOUT #1 BY DEN AT 08:35.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1285,0,0
2023102911,2023-10-29,2,8,35,DEN,KC,4,2,60,0,0,"(8:35) 3-R.WILSON SACKED AT KC 40 FOR 0 YARDS (23-D.TRANQUILL). FUMBLES (23-D.TRANQUILL) [23-D.TRANQUILL], BALL OUT OF BOUNDS AT KC 40.",0,2023,0,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,40,OPP,0,,0,,0,8,1285,0,0
2023102911,2023-10-29,2,8,26,DEN,KC,0,0,100,1,0,TIMEOUT AT 08:26.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1294,0,0
2023102911,2023-10-29,2,8,26,KC,DEN,1,10,40,1,0,(8:26) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 4-R.RICE TO DEN 21 FOR 39 YARDS (23-F.MOREAU).,0,2023,39,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,8,1294,0,0
2023102911,2023-10-29,2,7,45,KC,DEN,1,10,79,0,0,(7:45) (SHOTGUN) 10-I.PACHECO LEFT END PUSHED OB AT DEN 18 FOR 3 YARDS (56-B.BROWNING).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,21,OPP,0,,0,,0,8,1335,0,0
2023102911,2023-10-29,2,7,9,KC,DEN,2,7,82,0,0,(7:09) (SHOTGUN) 15-P.MAHOMES SCRAMBLES RIGHT END TO DEN 13 FOR 5 YARDS (29-J.MCMILLIAN).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,8,1371,0,0
2023102911,2023-10-29,2,6,23,KC,DEN,3,2,87,0,0,(6:23) (SHOTGUN) 1-J.MCKINNON LEFT END TO DEN 16 FOR -3 YARDS (29-J.MCMILLIAN).,0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,13,OPP,0,,0,,0,8,1417,0,0
2023102911,2023-10-29,2,5,42,KC,DEN,4,5,84,0,0,"(5:42) 7-H.BUTKER 34 YARD FIELD GOAL IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,8,1458,0,0
2023102911,2023-10-29,2,5,39,DEN,KC,0,0,100,1,0,TIMEOUT AT 05:39.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1461,0,0
2023102911,2023-10-29,2,5,39,DEN,KC,1,10,25,0,0,(5:39) 33-J.WILLIAMS RIGHT GUARD TO DEN 25 FOR NO GAIN (22-T.MCDUFFIE).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,8,1461,0,0
2023102911,2023-10-29,2,5,39,DEN,KC,0,0,65,1,0,"7-H.BUTKER KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,1461,0,0
2023102911,2023-10-29,2,4,56,DEN,KC,2,10,25,1,0,(4:56) (SHOTGUN) 33-J.WILLIAMS RIGHT GUARD TO DEN 40 FOR 15 YARDS (98-T.WHARTON).,0,2023,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,8,1504,0,0
2023102911,2023-10-29,2,4,19,DEN,KC,1,10,40,0,0,(4:19) 3-R.WILSON PASS INCOMPLETE DEEP LEFT TO 10-J.JEUDY.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,8,1541,0,0
2023102911,2023-10-29,2,4,12,DEN,KC,2,10,40,0,0,(4:12) 3-R.WILSON PASS INCOMPLETE SHORT LEFT TO 14-C.SUTTON (38-L.SNEED).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,8,1548,0,0
2023102911,2023-10-29,2,4,10,DEN,KC,3,10,40,0,0,(4:10) (SHOTGUN) 3-R.WILSON SACKED AT DEN 35 FOR -5 YARDS (51-M.DANNA).,0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,8,1550,0,0
2023102911,2023-10-29,2,3,41,DEN,KC,4,15,35,0,0,"(3:41) 9-R.DIXON PUNTS 46 YARDS TO KC 19, CENTER-48-M.FRABONI. 12-M.HARDMAN TO KC 21 FOR 2 YARDS (48-M.FRABONI).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,8,1579,0,0
