GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,SF,CIN
2023102912,2023-10-29,2,8,34,CIN,SF,2,7,75,0,0,(8:34) (SHOTGUN) 28-J.MIXON LEFT GUARD TO SF 25 FOR NO GAIN (26-I.OLIVER).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OPP,0,,0,,0,8,1286,0,0
2023102912,2023-10-29,2,7,52,CIN,SF,3,7,75,0,0,(7:52) (SHOTGUN) 9-J.BURROW SACKED AT SF 32 FOR -7 YARDS (91-A.ARMSTEAD).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,8,1328,0,0
2023102912,2023-10-29,2,7,8,CIN,SF,4,14,68,0,0,"(7:08) 2-E.MCPHERSON 50 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-48-C.ADOMITIS, HOLDER-10-B.ROBBINS.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,8,1372,0,0
2023102912,2023-10-29,2,7,3,SF,CIN,0,0,100,1,0,TIMEOUT AT 07:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1377,0,0
2023102912,2023-10-29,2,7,3,SF,CIN,1,10,40,1,0,(7:03) 13-B.PURDY PASS DEEP RIGHT TO 11-B.AIYUK PUSHED OB AT CIN 37 FOR 23 YARDS (27-J.BATTLE) [68-J.TUPOU].,0,2023,23,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,8,1377,0,0
2023102912,2023-10-29,2,6,26,SF,CIN,1,10,63,0,0,(6:26) (SHOTGUN) 13-B.PURDY SCRAMBLES RIGHT END RAN OB AT CIN 28 FOR 9 YARDS (94-S.HUBBARD).,0,2023,9,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,8,1414,0,0
2023102912,2023-10-29,2,5,52,SF,CIN,2,1,72,1,0,(5:52) 23-C.MCCAFFREY RIGHT TACKLE TO CIN 24 FOR 4 YARDS (29-C.TAYLOR-BRITT; 68-J.TUPOU).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,28,OPP,0,,0,,0,8,1448,0,0
2023102912,2023-10-29,2,5,12,SF,CIN,1,10,76,0,0,(5:12) (SHOTGUN) 25-E.MITCHELL UP THE MIDDLE TO CIN 23 FOR 1 YARD (21-M.HILTON; 94-S.HUBBARD).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,24,OPP,0,,0,,0,8,1488,0,0
2023102912,2023-10-29,2,4,30,SF,CIN,2,9,77,0,0,"(4:30) (SHOTGUN) 23-C.MCCAFFREY LEFT END RAN OB AT CIN 16 FOR 7 YARDS (57-G.PRATT). PENALTY ON SF-15-J.JENNINGS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CIN 23 - NO PLAY.",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,23,OPP,1,SF,1,OFFENSIVE HOLDING,10,8,1530,0,0
2023102912,2023-10-29,2,4,18,SF,CIN,2,19,67,0,0,(4:18) (SHOTGUN) 13-B.PURDY PASS SHORT MIDDLE TO 23-C.MCCAFFREY TO CIN 28 FOR 5 YARDS (21-M.HILTON).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,8,1542,0,0
2023102912,2023-10-29,2,3,36,SF,CIN,3,14,72,0,0,(3:36) (SHOTGUN) 13-B.PURDY SCRAMBLES LEFT TACKLE TO CIN 18 FOR 10 YARDS (27-J.BATTLE).,0,2023,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,8,1584,0,0
2023102912,2023-10-29,2,2,48,SF,CIN,4,4,82,0,0,"(2:48) 4-J.MOODY 36 YARD FIELD GOAL IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,8,1632,0,0
2023102912,2023-10-29,2,2,44,CIN,SF,0,0,65,1,0,"4-J.MOODY KICKS 65 YARDS FROM SF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,1636,0,0
2023102912,2023-10-29,2,2,44,CIN,SF,1,10,25,1,0,(2:44) (SHOTGUN) 28-J.MIXON UP THE MIDDLE TO CIN 37 FOR 12 YARDS (31-T.GIPSON).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,8,1636,0,0
2023102912,2023-10-29,2,2,44,SF,CIN,0,0,100,1,0,TIMEOUT AT 02:44.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1636,0,0
2023102912,2023-10-29,2,2,0,CIN,SF,1,10,37,0,0,(2:00) (SHOTGUN) 9-J.BURROW PASS SHORT LEFT TO 5-T.HIGGINS RAN OB AT CIN 46 FOR 9 YARDS (26-I.OLIVER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,8,1680,0,0
