GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,IND,NO
2023102903,2023-10-29,2,15,0,IND,NO,3,1,98,0,0,(15:00) (SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE SHORT RIGHT [56-D.DAVIS]. IND-10-G.MINSHEW WAS INJURED DURING THE PLAY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,900,0,0
2023102903,2023-10-29,2,14,52,IND,NO,4,1,98,0,0,"(14:52) 7-M.GAY 20 YARD FIELD GOAL IS GOOD, CENTER-46-L.RHODES, HOLDER-8-R.SANCHEZ.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,908,0,0
2023102903,2023-10-29,2,14,49,IND,NO,0,0,100,1,0,TIMEOUT AT 14:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,911,0,0
2023102903,2023-10-29,2,14,49,NO,IND,1,10,25,0,0,(14:49) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT LEFT TO 41-A.KAMARA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,911,0,0
2023102903,2023-10-29,2,14,49,NO,IND,0,0,65,1,0,"7-M.GAY KICKS 65 YARDS FROM IND 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,911,0,0
2023102903,2023-10-29,2,14,46,NO,IND,2,10,25,0,0,"(14:46) (NO HUDDLE, SHOTGUN) 41-A.KAMARA RIGHT TACKLE TO NO 29 FOR 4 YARDS (53-S.LEONARD).",0,2023,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,914,0,0
2023102903,2023-10-29,2,14,25,NO,IND,3,6,29,0,0,"(14:25) (NO HUDDLE, SHOTGUN) 4-D.CARR SACKED AT NO 23 FOR -6 YARDS (99-D.BUCKNER). FUMBLES (99-D.BUCKNER) [99-D.BUCKNER], TOUCHED AT NO 25, RECOVERED BY IND-54-D.ODEYINGBO AT NO 30.",0,2023,-6,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,29,OWN,0,,0,,0,935,0,0
2023102903,2023-10-29,2,14,15,IND,NO,1,10,70,0,0,"(14:15) 21-Z.MOSS UP THE MIDDLE TO NO 29 FOR 1 YARD (31-J.HOWDEN, 27-I.YIADOM).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OPP,0,,0,,0,945,0,0
2023102903,2023-10-29,2,13,30,IND,NO,2,9,71,0,0,(13:30) (SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE DEEP RIGHT TO 85-A.OGLETREE (56-D.DAVIS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,990,0,0
2023102903,2023-10-29,2,13,25,IND,NO,3,9,71,1,0,"(13:25) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 1-J.DOWNS PUSHED OB AT NO 17 FOR 12 YARDS (31-J.HOWDEN). NEW ORLEANS CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #1.)",0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,1,0,,0,0,0,0,0,,29,OPP,0,,0,,0,995,0,0
