GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,DAL,LA
2023102901,2023-10-29,1,9,6,LA,DAL,2,5,70,1,0,(9:06) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 27-D.HENDERSON PUSHED OB AT LAR 42 FOR 12 YARDS (33-D.CLARK).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,8,354,0,0
2023102901,2023-10-29,1,8,25,LA,DAL,1,10,58,1,0,(8:25) (SHOTGUN) 9-M.STAFFORD PASS DEEP LEFT TO 89-T.HIGBEE TO DAL 38 FOR 20 YARDS (1-J.KEARSE).,0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,8,395,0,0
2023102901,2023-10-29,1,8,3,LA,DAL,1,10,62,0,0,(8:03) (NO HUDDLE) 27-D.HENDERSON LEFT TACKLE TO DAL 39 FOR -1 YARDS (90-D.LAWRENCE).,0,2023,-1,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,38,OPP,0,,0,,0,8,417,0,0
2023102901,2023-10-29,1,7,27,LA,DAL,2,11,61,0,0,(7:27) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT TO 5-T.ATWELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,8,453,0,0
2023102901,2023-10-29,1,7,23,LA,DAL,3,11,61,1,0,"(7:23) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 17-P.NACUA PUSHED OB AT DAL 17 FOR 22 YARDS (26-D.BLAND).",0,2023,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,8,457,0,0
2023102901,2023-10-29,1,6,44,LA,DAL,1,10,83,0,0,(6:44) 5-T.ATWELL LEFT END TO DAL 17 FOR NO GAIN (28-M.HOOKER).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,17,OPP,0,,0,,0,8,496,0,0
2023102901,2023-10-29,1,6,8,LA,DAL,2,10,83,0,0,"(6:08) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT MIDDLE TO 10-C.KUPP.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,8,532,0,0
2023102901,2023-10-29,1,6,4,LA,DAL,3,10,83,0,0,(6:04) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 10-C.KUPP TO DAL 15 FOR 2 YARDS (26-D.BLAND).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,8,536,0,0
2023102901,2023-10-29,1,5,25,LA,DAL,4,8,85,0,0,"(5:25) 8-L.HAVRISIK 33 YARD FIELD GOAL IS GOOD, CENTER-47-A.WARD, HOLDER-42-E.EVANS.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,575,0,0
2023102901,2023-10-29,1,5,22,DAL,LA,0,0,65,1,0,"42-E.EVANS KICKS 65 YARDS FROM LAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,578,0,0
2023102901,2023-10-29,1,5,22,DAL,LA,0,0,100,1,0,TIMEOUT AT 05:22.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,578,0,0
2023102901,2023-10-29,1,5,22,DAL,LA,1,10,25,1,0,(5:22) 4-D.PRESCOTT PASS SHORT LEFT TO 88-C.LAMB TO DAL 42 FOR 17 YARDS (32-O.MATHIS).,0,2023,17,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,578,0,0
2023102901,2023-10-29,1,4,46,DAL,LA,1,10,42,0,0,(4:46) (SHOTGUN) 4-D.PRESCOTT SCRAMBLES UP THE MIDDLE TO DAL 49 FOR 7 YARDS (53-E.JONES).,0,2023,7,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,8,614,0,0
2023102901,2023-10-29,1,3,59,DAL,LA,2,3,49,0,0,"(3:59) 20-T.POLLARD RIGHT GUARD TO 50 FOR 1 YARD (92-J.WILLIAMS, 52-L.MURCHISON).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,49,OWN,0,,0,,0,8,661,0,0
2023102901,2023-10-29,1,3,25,DAL,LA,3,2,100,1,0,(3:25) (SHOTGUN) 4-D.PRESCOTT SCRAMBLES LEFT END RAN OB AT LAR 48 FOR 2 YARDS (37-Q.LAKE).,0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,695,0,0
2023102901,2023-10-29,1,2,51,DAL,LA,1,10,52,1,0,(2:51) 88-C.LAMB LEFT END TO LAR 36 FOR 12 YARDS (53-E.JONES; 1-D.KENDRICK).,0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,48,OPP,0,,0,,0,8,729,0,0
2023102901,2023-10-29,1,2,15,DAL,LA,1,10,64,0,0,(2:15) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 13-M.GALLUP (37-Q.LAKE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,8,765,0,0
2023102901,2023-10-29,1,2,9,DAL,LA,2,10,64,0,0,(2:09) (SHOTGUN) 20-T.POLLARD LEFT GUARD TO LAR 30 FOR 6 YARDS (56-C.ROZEBOOM).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,36,OPP,0,,0,,0,8,771,0,0
2023102901,2023-10-29,1,1,34,DAL,LA,3,4,70,0,0,(1:34) (SHOTGUN) 4-D.PRESCOTT SACKED AT LAR 40 FOR -10 YARDS (99-A.DONALD).,0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,8,806,0,0
2023102901,2023-10-29,1,0,48,DAL,LA,4,14,60,0,0,"(:48) 17-B.AUBREY 58 YARD FIELD GOAL IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,8,852,0,0
2023102901,2023-10-29,1,0,43,DAL,LA,0,0,100,1,0,TIMEOUT AT 00:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,857,0,0
2023102901,2023-10-29,1,0,43,LA,DAL,0,0,65,1,0,"17-B.AUBREY KICKS 65 YARDS FROM DAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,857,0,0
2023102901,2023-10-29,1,0,43,LA,DAL,1,10,75,1,0,"(:43) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT INTENDED FOR 10-C.KUPP INTERCEPTED BY 26-D.BLAND AT LAR 30. 26-D.BLAND FOR 30 YARDS, TOUCHDOWN.",0,2023,30,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,1,0,0,0,0,,25,OPP,0,,0,,0,8,857,0,0
2023102901,2023-10-29,1,0,36,LA,DAL,1,10,75,0,0,"(:36) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 89-T.HIGBEE TO LAR 22 FOR -3 YARDS (1-J.KEARSE, 96-N.GALLIMORE).",0,2023,-3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,8,864,0,0
2023102901,2023-10-29,1,0,36,DAL,LA,0,0,100,1,0,TIMEOUT AT 00:36.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,864,0,0
2023102901,2023-10-29,1,0,36,LA,DAL,0,0,65,1,0,"17-B.AUBREY KICKS 65 YARDS FROM DAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,864,0,0
2023102901,2023-10-29,1,0,36,DAL,LA,0,0,85,1,0,"17-B.AUBREY EXTRA POINT IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,864,0,0
2023102901,2023-10-29,1,0,0,LA,DAL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,900,0,0
2023102901,2023-10-29,2,15,0,LA,DAL,2,13,78,0,0,"(15:00) (SHOTGUN) 24-R.FREEMAN LEFT TACKLE TO LAR 32 FOR 10 YARDS (6-D.WILSON, 1-J.KEARSE).",0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,22,OPP,0,,0,,0,8,900,0,0
2023102901,2023-10-29,2,14,26,LA,DAL,3,3,68,0,0,(14:26) (SHOTGUN) 9-M.STAFFORD SACKED AT LAR 23 FOR -9 YARDS (11-M.PARSONS).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,8,934,0,0
2023102901,2023-10-29,2,13,44,LA,DAL,4,12,77,0,0,"(13:44) 42-E.EVANS PUNT IS BLOCKED BY 54-S.WILLIAMS, CENTER-47-A.WARD, BALL OUT OF BOUNDS IN END ZONE, SAFETY.",0,2023,0,UNDER CENTER,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,8,976,0,0
2023102901,2023-10-29,2,13,39,DAL,LA,0,0,80,1,0,42-E.EVANS KICKS 56 YARDS FROM LAR 20 TO DAL 24. 9-K.TURPIN PUSHED OB AT LAR 13 FOR 63 YARDS (26-D.SHELLEY).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,8,981,0,0
2023102901,2023-10-29,2,13,29,DAL,LA,1,10,87,0,0,(13:29) 3-B.COOKS LEFT END TO LAR 10 FOR 3 YARDS (53-E.JONES).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,13,OPP,0,,0,,0,8,991,0,0
2023102901,2023-10-29,2,12,50,DAL,LA,2,7,90,1,0,"(12:50) (SHOTGUN) 4-D.PRESCOTT PASS SHORT MIDDLE TO 88-C.LAMB FOR 10 YARDS, TOUCHDOWN.",0,2023,10,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,8,1030,0,0
2023102901,2023-10-29,2,12,45,LA,DAL,0,0,65,1,0,"17-B.AUBREY KICKS 65 YARDS FROM DAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,1035,0,0
2023102901,2023-10-29,2,12,45,DAL,LA,0,0,85,1,0,"17-B.AUBREY EXTRA POINT IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,1035,0,0
2023102901,2023-10-29,2,12,45,DAL,LA,0,0,100,1,0,TIMEOUT AT 12:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1035,0,0
2023102901,2023-10-29,2,12,45,LA,DAL,1,10,75,0,0,"(12:45) 27-D.HENDERSON LEFT TACKLE TO LAR 27 FOR 2 YARDS (26-D.BLAND, 33-D.CLARK).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OPP,0,,0,,0,8,1035,0,0
2023102901,2023-10-29,2,12,11,LA,DAL,2,8,73,0,0,"(12:11) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 10-C.KUPP PUSHED OB AT LAR 32 FOR 5 YARDS (2-J.LEWIS) [97-O.ODIGHIZUWA].",0,2023,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,8,1069,0,0
2023102901,2023-10-29,2,11,35,LA,DAL,3,3,68,0,0,(11:35) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT TO 5-T.ATWELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,8,1105,0,0
2023102901,2023-10-29,2,11,30,LA,DAL,4,3,68,0,0,"(11:30) 42-E.EVANS PUNTS 48 YARDS TO DAL 20, CENTER-47-A.WARD, DOWNED BY LAR-6-T.TOMLINSON.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,8,1110,0,0
2023102901,2023-10-29,2,11,18,DAL,LA,0,0,100,1,0,TIMEOUT AT 11:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1122,0,0
2023102901,2023-10-29,2,11,18,DAL,LA,1,10,20,1,0,(11:18) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 87-J.FERGUSON TO DAL 32 FOR 12 YARDS (4-J.FULLER).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,8,1122,0,0
2023102901,2023-10-29,2,10,37,DAL,LA,1,10,32,0,0,(10:37) 20-T.POLLARD UP THE MIDDLE TO DAL 31 FOR -1 YARDS (91-K.TURNER).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,32,OWN,0,,0,,0,8,1163,0,0
2023102901,2023-10-29,2,10,6,DAL,LA,2,11,31,0,0,(10:06) (SHOTGUN) 20-T.POLLARD UP THE MIDDLE TO DAL 34 FOR 3 YARDS (0-B.YOUNG).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,31,OWN,0,,0,,0,8,1194,0,0
2023102901,2023-10-29,2,9,21,DAL,LA,3,8,34,1,0,"(9:21) (NO HUDDLE, SHOTGUN) 4-D.PRESCOTT PASS SHORT MIDDLE TO 88-C.LAMB TO LAR 45 FOR 21 YARDS (4-J.FULLER).",0,2023,21,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,8,1239,0,0
2023102901,2023-10-29,2,8,46,DAL,LA,1,10,55,0,0,(8:46) 20-T.POLLARD RIGHT TACKLE TO LAR 41 FOR 4 YARDS (92-J.WILLIAMS; 99-A.DONALD).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,45,OPP,0,,0,,0,8,1274,0,0
2023102901,2023-10-29,2,8,13,DAL,LA,2,6,59,0,0,(8:13) 4-D.PRESCOTT PASS INCOMPLETE DEEP RIGHT TO 88-C.LAMB.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,8,1307,0,0
2023102901,2023-10-29,2,8,8,DAL,LA,3,6,59,1,0,(8:08) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 9-K.TURPIN RAN OB AT LAR 28 FOR 13 YARDS (1-D.KENDRICK).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,8,1312,0,0
2023102901,2023-10-29,2,7,36,DAL,LA,1,10,72,0,0,(7:36) (SHOTGUN) 23-R.DOWDLE UP THE MIDDLE TO LAR 21 FOR 7 YARDS (51-Z.VANVALKENBURG; 2-R.YEAST).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,28,OPP,0,,0,,0,8,1344,0,0
2023102901,2023-10-29,2,6,59,DAL,LA,2,3,79,1,0,(6:59) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 87-J.FERGUSON TO LAR 9 FOR 12 YARDS (4-J.FULLER).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,8,1381,0,0
2023102901,2023-10-29,2,6,19,DAL,LA,1,9,91,1,0,(6:19) (SHOTGUN) 4-D.PRESCOTT PASS SHORT MIDDLE INTENDED FOR 84-S.MCKEON INTERCEPTED BY 4-J.FULLER (91-K.TURNER) AT LAR 1. 4-J.FULLER TO LAR 19 FOR 18 YARDS (4-D.PRESCOTT).,0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,0,0,0,,9,OPP,0,,0,,0,8,1421,0,0
2023102901,2023-10-29,2,6,12,LA,DAL,1,10,81,0,0,(6:12) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE DEEP MIDDLE TO 17-P.NACUA (26-D.BLAND).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,8,1428,0,0
2023102901,2023-10-29,2,6,12,DAL,LA,0,0,100,1,0,TIMEOUT AT 06:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1428,0,0
2023102901,2023-10-29,2,6,5,LA,DAL,2,10,81,0,0,(6:05) 27-D.HENDERSON LEFT TACKLE TO LAR 23 FOR 4 YARDS (33-D.CLARK).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,19,OPP,0,,0,,0,8,1435,0,0
2023102901,2023-10-29,2,5,19,LA,DAL,3,6,77,0,0,"(5:19) (SHOTGUN) 9-M.STAFFORD SACKED AT LAR 19 FOR -4 YARDS (11-M.PARSONS). FUMBLES (11-M.PARSONS) [11-M.PARSONS], RECOVERED BY DAL-2-J.LEWIS AT LAR 29. THE REPLAY OFFICIAL REVIEWED THE FUMBLE RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT MIDDLE TO 17-P.NACUA (11-M.PARSONS) [11-M.PARSONS].",0,2023,-4,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,23,OPP,0,,0,,0,8,1481,0,0
2023102901,2023-10-29,2,5,15,LA,DAL,4,6,77,0,0,"(5:15) 42-E.EVANS PUNTS 40 YARDS TO DAL 37, CENTER-47-A.WARD. 9-K.TURPIN TO DAL 37 FOR NO GAIN (6-T.TOMLINSON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,8,1485,0,0
2023102901,2023-10-29,2,5,8,DAL,LA,1,10,37,1,0,(5:08) 4-D.PRESCOTT PASS SHORT RIGHT TO 86-L.SCHOONMAKER TO 50 FOR 13 YARDS (56-C.ROZEBOOM).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,8,1492,0,0
2023102901,2023-10-29,2,4,32,DAL,LA,1,10,100,1,0,(4:32) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 88-C.LAMB TO LAR 24 FOR 26 YARDS (53-E.JONES).,0,2023,26,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1528,0,0
