GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,DET,LV
2023103000,2023-10-30,1,0,26,DET,LV,2,11,78,0,0,(:26) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT RIGHT TO 9-J.WILLIAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,874,0,0
2023103000,2023-10-30,1,0,22,DET,LV,3,11,78,1,0,(:22) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 11-K.RAYMOND PUSHED OB AT LV 8 FOR 14 YARDS (24-M.PETERS) [98-M.CROSBY].,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,878,0,0
2023103000,2023-10-30,2,15,0,DET,LV,1,8,92,0,0,(15:00) 26-J.GIBBS UP THE MIDDLE TO LV 6 FOR 2 YARDS (41-R.SPILLANE; 96-I.ROCHELL).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,8,OPP,0,,0,,0,900,0,0
2023103000,2023-10-30,1,0,0,DET,LV,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023103000,2023-10-30,2,14,27,DET,LV,2,6,94,0,0,"(14:27) 26-J.GIBBS LEFT END TO LV 6 FOR NO GAIN (1-M.EPPS, 39-N.HOBBS). PENALTY ON DET-68-T.DECKER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LV 6 - NO PLAY.",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,6,OPP,1,DET,1,OFFENSIVE HOLDING,10,933,0,0
2023103000,2023-10-30,2,14,6,DET,LV,2,16,84,0,0,(14:06) (SHOTGUN) 11-K.RAYMOND LEFT TACKLE TO LV 18 FOR -2 YARDS (69-A.BUTLER).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,16,OPP,0,,0,,0,954,0,0
2023103000,2023-10-30,2,13,25,DET,LV,3,18,82,0,0,(13:25) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 11-K.RAYMOND TO LV 8 FOR 10 YARDS (59-L.MASTERSON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,995,0,0
2023103000,2023-10-30,2,12,35,DET,LV,4,8,92,0,0,"(12:35) (SHOTGUN) PENALTY ON DET, DELAY OF GAME, 5 YARDS, ENFORCED AT LV 8 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,8,OPP,1,DET,1,DELAY OF GAME,5,1045,0,0
2023103000,2023-10-30,2,12,27,DET,LV,4,13,87,0,0,"(12:27) 36-R.PATTERSON 31 YARD FIELD GOAL IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,1053,0,0
2023103000,2023-10-30,2,12,23,DET,LV,0,0,100,1,0,TIMEOUT AT 12:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1057,0,0
2023103000,2023-10-30,2,12,23,LV,DET,1,10,25,0,0,(12:23) 8-J.JACOBS LEFT TACKLE TO LV 29 FOR 4 YARDS (79-J.COMINSKY; 54-A.MCNEILL).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,1057,0,0
2023103000,2023-10-30,2,12,23,LV,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1057,0,0
2023103000,2023-10-30,2,11,42,LV,DET,2,6,29,0,0,(11:42) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE SHORT MIDDLE TO 17-D.ADAMS (54-A.MCNEILL) [97-A.HUTCHINSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1098,0,0
2023103000,2023-10-30,2,11,37,LV,DET,3,6,29,0,0,(11:37) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE SHORT LEFT TO 13-H.RENFROW.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1103,0,0
2023103000,2023-10-30,2,11,31,LV,DET,4,6,29,0,0,"(11:31) 6-A.COLE PUNTS 49 YARDS TO DET 22, CENTER-50-J.BOBENMOYER, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1109,0,0
2023103000,2023-10-30,2,11,24,DET,LV,0,0,100,1,0,TIMEOUT AT 11:24.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1116,0,0
2023103000,2023-10-30,2,11,24,DET,LV,1,10,22,1,0,(11:24) 16-J.GOFF PASS DEEP LEFT TO 14-A.ST. BROWN RAN OB AT LV 34 FOR 44 YARDS (1-M.EPPS) [90-J.TILLERY].,0,2023,44,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,1116,0,0
2023103000,2023-10-30,2,10,45,DET,LV,1,10,66,0,0,(10:45) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 9-J.WILLIAMS TO LV 40 FOR -6 YARDS (98-M.CROSBY).,0,2023,-6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1155,0,0
2023103000,2023-10-30,2,10,5,DET,LV,2,16,60,0,0,"(10:05) (SHOTGUN) 16-J.GOFF PASS DEEP RIGHT TO 14-A.ST. BROWN PUSHED OB AT LV 16 FOR 24 YARDS (25-T.MOEHRIG). PENALTY ON LV-39-N.HOBBS, ILLEGAL CONTACT, DECLINED.",0,2023,24,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,40,OPP,0,LV,0,ILLEGAL CONTACT,0,1195,0,0
2023103000,2023-10-30,2,9,35,DET,LV,1,10,84,0,0,(9:35) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 87-S.LAPORTA TO LV 7 FOR 9 YARDS (1-M.EPPS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,1225,0,0
2023103000,2023-10-30,2,8,58,DET,LV,2,1,93,0,0,(8:58) (SHOTGUN) 14-A.ST. BROWN SACKED AT LV 15 FOR -8 YARDS (39-N.HOBBS).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,1262,0,0
2023103000,2023-10-30,2,8,18,DET,LV,3,9,85,0,0,(8:18) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT MIDDLE TO 11-K.RAYMOND (69-A.BUTLER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1302,0,0
2023103000,2023-10-30,2,8,12,DET,LV,4,9,85,0,0,"(8:12) 36-R.PATTERSON 33 YARD FIELD GOAL IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1308,0,0
2023103000,2023-10-30,2,8,8,LV,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1312,0,0
2023103000,2023-10-30,2,8,8,DET,LV,0,0,100,1,0,TIMEOUT AT 08:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1312,0,0
2023103000,2023-10-30,2,8,8,LV,DET,1,10,25,0,0,(8:08) 10-J.GAROPPOLO PASS SHORT RIGHT TO 81-A.HOOPER PUSHED OB AT LV 33 FOR 8 YARDS (46-J.CAMPBELL) [23-J.JACOBS].,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1312,0,0
2023103000,2023-10-30,2,7,39,LV,DET,2,2,33,1,0,(7:39) 8-J.JACOBS RIGHT TACKLE TO LV 42 FOR 9 YARDS (31-K.JOSEPH).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,33,OWN,0,,0,,0,1341,0,0
2023103000,2023-10-30,2,7,1,LV,DET,1,10,42,0,0,"(7:01) 8-J.JACOBS LEFT END TO LV 46 FOR 4 YARDS (97-A.HUTCHINSON). PENALTY ON DET-23-J.JACOBS, LOW BLOCK, 15 YARDS, ENFORCED AT LV 46.",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,42,OWN,1,DET,0,LOW BLOCK,15,1379,0,0
