GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,BUF,TB
2023102600,2023-10-26,2,14,4,TB,BUF,4,8,3,0,0,"(14:04) 5-J.CAMARDA PUNTS 44 YARDS TO TB 47, CENTER-97-Z.TRINER. 11-D.HARTY TO TB 23 FOR 24 YARDS (32-J.HAYES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,3,OWN,0,,0,,0,956,0,0
2023102600,2023-10-26,2,13,48,BUF,TB,1,10,77,0,0,"(13:48) (SHOTGUN) 4-J.COOK RIGHT GUARD TO TB 15 FOR 8 YARDS (56-D.SENAT, 23-R.NEAL).",0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,23,OPP,0,,0,,0,972,0,0
2023102600,2023-10-26,2,13,8,BUF,TB,2,2,85,0,0,(13:08) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  4-J.COOK RIGHT GUARD TO TB 14 FOR 1 YARD (98-A.NELSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,15,OPP,0,,0,,0,1012,0,0
2023102600,2023-10-26,2,12,31,BUF,TB,3,1,86,1,0,(12:31) 17-J.ALLEN LEFT GUARD TO TB 11 FOR 3 YARDS (54-L.DAVID; 23-R.NEAL).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,14,OPP,0,,0,,0,1049,0,0
2023102600,2023-10-26,2,11,51,BUF,TB,1,10,89,0,0,"(11:51) (NO HUDDLE, SHOTGUN) 17-J.ALLEN SACKED AT TB 13 FOR -2 YARDS (0-Y.DIABY).",0,2023,-2,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,1089,0,0
2023102600,2023-10-26,2,11,10,BUF,TB,2,12,87,1,0,"(11:10) (SHOTGUN) 17-J.ALLEN UP THE MIDDLE FOR 13 YARDS, TOUCHDOWN.",0,2023,13,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,13,OPP,0,,0,,0,1130,0,0
2023102600,2023-10-26,2,11,3,BUF,TB,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1137,0,0
2023102600,2023-10-26,2,11,3,BUF,TB,0,0,100,1,0,TIMEOUT AT 11:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1137,0,0
2023102600,2023-10-26,2,11,3,TB,BUF,0,0,65,1,0,"2-T.BASS KICKS 60 YARDS FROM BUF 35 TO TB 5, FAIR CATCH BY 83-D.THOMPKINS.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1137,0,0
2023102600,2023-10-26,2,11,3,TB,BUF,1,10,25,0,0,(11:03) (SHOTGUN) 1-R.WHITE LEFT GUARD TO TB 28 FOR 3 YARDS (90-S.LAWSON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1137,0,0
2023102600,2023-10-26,2,10,33,TB,BUF,2,7,28,0,0,"(10:33) 1-R.WHITE LEFT GUARD TO TB 29 FOR 1 YARD (25-T.DODSON, 57-A.EPENESA).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,28,OWN,0,,0,,0,1167,0,0
2023102600,2023-10-26,2,9,52,TB,BUF,3,6,29,1,0,(9:52) (SHOTGUN) 6-B.MAYFIELD PASS DEEP RIGHT TO 14-C.GODWIN PUSHED OB AT BUF 40 FOR 31 YARDS (20-T.RAPP).,0,2023,31,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1208,0,0
2023102600,2023-10-26,2,9,16,TB,BUF,1,10,60,0,0,"(9:16) (SHOTGUN) 1-R.WHITE LEFT GUARD PUSHED OB AT BUF 14 FOR 26 YARDS (23-M.HYDE). PENALTY ON TB-10-T.PALMER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT BUF 33. RUSH CREDITED TO BUF 33 (SPOT OF FOUL).",0,2023,26,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,40,OPP,1,TB,0,OFFENSIVE HOLDING,10,1244,0,0
2023102600,2023-10-26,2,8,49,TB,BUF,1,13,57,0,0,"(8:49) PENALTY ON TB-67-L.GOEDEKE, FALSE START, 5 YARDS, ENFORCED AT BUF 43 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,43,OPP,1,TB,1,FALSE START,5,1271,0,0
