GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BAL,ARI
2023102910,2023-10-29,1,15,0,ARI,BAL,1,10,25,0,0,(15:00) (SHOTGUN) 9-J.DOBBS PASS SHORT RIGHT TO 2-M.BROWN TO ARI 32 FOR 7 YARDS (24-J.CLOWNEY).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,0,0,0
2023102910,2023-10-29,1,15,0,ARI,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,0,0,0
2023102910,2023-10-29,1,14,27,ARI,BAL,2,3,32,0,0,(14:27) 31-E.DEMERCADO LEFT END TO ARI 31 FOR -1 YARDS (6-P.QUEEN). ARI-63-T.COLON WAS INJURED DURING THE PLAY.,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,32,OWN,0,,0,,0,8,33,0,0
2023102910,2023-10-29,1,14,10,ARI,BAL,0,0,100,1,0,TIMEOUT AT 14:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,50,0,0
2023102910,2023-10-29,1,13,57,ARI,BAL,3,4,31,0,0,"(13:57) (SHOTGUN) 9-J.DOBBS SACKED AT ARI 23 FOR -8 YARDS (92-J.MADUBUIKE). PENALTY ON BAL-14-K.HAMILTON, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT ARI 31 - NO PLAY.",0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,31,OWN,1,BAL,1,ILLEGAL CONTACT,5,8,63,0,0
2023102910,2023-10-29,1,13,33,ARI,BAL,1,10,36,0,0,(13:33) 31-E.DEMERCADO UP THE MIDDLE TO ARI 41 FOR 5 YARDS (40-M.HARRISON).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OWN,0,,0,,0,8,87,0,0
2023102910,2023-10-29,1,13,1,ARI,BAL,2,5,41,1,0,(13:01) (SHOTGUN) 9-J.DOBBS PASS SHORT RIGHT TO 14-MI.WILSON TO BAL 49 FOR 10 YARDS (6-P.QUEEN; 14-K.HAMILTON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,8,119,0,0
2023102910,2023-10-29,1,12,26,ARI,BAL,1,10,51,0,0,(12:26) (SHOTGUN) 9-J.DOBBS LEFT END PUSHED OB AT BAL 41 FOR 8 YARDS (0-R.SMITH).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,49,OPP,0,,0,,0,8,154,0,0
2023102910,2023-10-29,1,11,55,ARI,BAL,2,2,59,1,0,(11:55) 31-E.DEMERCADO UP THE MIDDLE TO BAL 37 FOR 4 YARDS (6-P.QUEEN; 40-M.HARRISON).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,41,OPP,0,,0,,0,8,185,0,0
2023102910,2023-10-29,1,11,15,ARI,BAL,1,10,63,0,0,(11:15) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 85-T.MCBRIDE PUSHED OB AT BAL 30 FOR 7 YARDS (21-B.STEPHENS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,8,225,0,0
2023102910,2023-10-29,1,10,34,ARI,BAL,2,3,70,1,0,"(10:34) (SHOTGUN) 4-R.MOORE UP THE MIDDLE TO BAL 25 FOR 5 YARDS (6-P.QUEEN, 97-B.URBAN).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OPP,0,,0,,0,8,266,0,0
2023102910,2023-10-29,1,9,56,ARI,BAL,1,10,75,0,0,(9:56) 31-E.DEMERCADO UP THE MIDDLE TO BAL 25 FOR NO GAIN (14-K.HAMILTON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OPP,0,,0,,0,8,304,0,0
2023102910,2023-10-29,1,9,22,ARI,BAL,2,10,75,0,0,"(9:22) (SHOTGUN) 31-E.DEMERCADO RIGHT END TO BAL 19 FOR 6 YARDS (50-K.VAN NOY, 0-R.SMITH).",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OPP,0,,0,,0,8,338,0,0
2023102910,2023-10-29,1,8,42,ARI,BAL,3,4,81,0,0,"(8:42) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE DEEP RIGHT TO 2-M.BROWN [99-O.OWEH]. PENALTY ON BAL-44-M.HUMPHREY, DEFENSIVE PASS INTERFERENCE, 18 YARDS, ENFORCED AT BAL 19 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,19,OPP,1,BAL,1,DEFENSIVE PASS INTERFERENCE,18,8,378,0,0
2023102910,2023-10-29,1,8,37,ARI,BAL,1,1,99,0,0,(8:37) 9-J.DOBBS UP THE MIDDLE TO BAL 1 FOR NO GAIN (0-R.SMITH).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,8,383,0,0
2023102910,2023-10-29,1,8,8,ARI,BAL,2,1,99,1,0,"(8:08) 9-J.DOBBS UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,8,412,0,0
2023102910,2023-10-29,1,8,5,ARI,BAL,0,0,85,1,0,"5-M.PRATER EXTRA POINT IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,415,0,0
2023102910,2023-10-29,1,8,5,ARI,BAL,0,0,100,1,0,TIMEOUT AT 08:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,415,0,0
