GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BAL,ARI
2023102910,2023-10-29,1,8,5,BAL,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,415,0,0
2023102910,2023-10-29,1,8,5,BAL,ARI,1,10,25,0,0,"(8:05) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 43-J.HILL PUSHED OB AT BAL 28 FOR 3 YARDS (45-D.GARDECK). PENALTY ON BAL-80-I.LIKELY, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT BAL 25 - NO PLAY.",0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,25,OWN,1,BAL,1,OFFENSIVE PASS INTERFERENCE,10,8,415,0,0
2023102910,2023-10-29,1,7,42,BAL,ARI,1,20,15,0,0,(7:42) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 4-Z.FLOWERS TO BAL 21 FOR 6 YARDS (45-D.GARDECK).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,8,438,0,0
2023102910,2023-10-29,1,7,6,BAL,ARI,2,14,21,0,0,(7:06) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 43-J.HILL TO BAL 26 FOR 5 YARDS (7-K.WHITE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,8,474,0,0
2023102910,2023-10-29,1,6,24,BAL,ARI,3,9,26,1,0,(6:24) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 89-M.ANDREWS TO BAL 36 FOR 10 YARDS (33-A.HAMILTON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,8,516,0,0
2023102910,2023-10-29,1,5,48,BAL,ARI,1,10,36,0,0,(5:48) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT RIGHT TO 3-O.BECKHAM (33-A.HAMILTON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,8,552,0,0
2023102910,2023-10-29,1,5,44,BAL,ARI,2,10,36,0,0,(5:44) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 35-G.EDWARDS TO BAL 45 FOR 9 YARDS (10-J.WOODS; 3-B.BAKER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,8,556,0,0
2023102910,2023-10-29,1,5,14,BAL,ARI,3,1,45,1,0,"(5:14) (NO HUDDLE, SHOTGUN) 35-G.EDWARDS UP THE MIDDLE TO BAL 49 FOR 4 YARDS (52-V.DIMUKEJE; 10-J.WOODS).",0,2023,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,45,OWN,0,,0,,0,8,586,0,0
2023102910,2023-10-29,1,4,39,BAL,ARI,1,10,49,1,0,(4:39) (SHOTGUN) 8-L.JACKSON PASS DEEP LEFT TO 7-R.BATEMAN TO ARI 22 FOR 29 YARDS (20-MA.WILSON).,0,2023,29,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,8,621,0,0
2023102910,2023-10-29,1,4,1,BAL,ARI,1,10,78,0,0,"(4:01) (NO HUDDLE, SHOTGUN) 8-L.JACKSON SACKED AT ARI 27 FOR -5 YARDS (55-D.STILLS).",0,2023,-5,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,8,659,0,0
2023102910,2023-10-29,1,3,17,BAL,ARI,2,15,73,0,0,"(3:17) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE DEEP LEFT TO 3-O.BECKHAM. PENALTY ON ARI-20-MA.WILSON, DEFENSIVE PASS INTERFERENCE, 19 YARDS, ENFORCED AT ARI 27 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,27,OPP,1,ARI,1,DEFENSIVE PASS INTERFERENCE,19,8,703,0,0
2023102910,2023-10-29,1,3,13,BAL,ARI,1,8,92,0,0,(3:13) (SHOTGUN) 35-G.EDWARDS UP THE MIDDLE TO ARI 5 FOR 3 YARDS (34-J.THOMPSON; 43-J.LUKETA).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,8,OPP,0,,0,,0,8,707,0,0
2023102910,2023-10-29,1,2,43,BAL,ARI,2,5,95,1,0,"(2:43) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 89-M.ANDREWS FOR 5 YARDS, TOUCHDOWN.",0,2023,5,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,8,737,0,0
2023102910,2023-10-29,1,2,38,BAL,ARI,0,0,85,1,0,"9-J.TUCKER EXTRA POINT IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,8,742,0,0
2023102910,2023-10-29,1,2,38,ARI,BAL,0,0,100,1,0,TIMEOUT AT 02:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,742,0,0
2023102910,2023-10-29,1,2,38,ARI,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,742,0,0
2023102910,2023-10-29,1,2,38,ARI,BAL,1,10,25,0,0,(2:38) 9-J.DOBBS PASS SHORT RIGHT TO 85-T.MCBRIDE PUSHED OB AT ARI 34 FOR 9 YARDS (40-M.HARRISON).,0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,742,0,0
2023102910,2023-10-29,1,2,2,ARI,BAL,2,1,34,1,0,(2:02) 31-E.DEMERCADO UP THE MIDDLE TO ARI 47 FOR 13 YARDS (14-K.HAMILTON).,0,2023,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,8,778,0,0
2023102910,2023-10-29,1,1,27,ARI,BAL,1,10,47,0,0,(1:27) 31-E.DEMERCADO RIGHT TACKLE TO ARI 48 FOR 1 YARD (96-B.WASHINGTON; 95-T.ROBINSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,47,OWN,0,,0,,0,8,813,0,0
2023102910,2023-10-29,1,0,46,ARI,BAL,2,9,48,0,0,(:46) 31-E.DEMERCADO UP THE MIDDLE TO BAL 44 FOR 8 YARDS (14-K.HAMILTON).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OWN,0,,0,,0,8,854,0,0
2023102910,2023-10-29,1,0,8,ARI,BAL,3,1,56,0,0,(:08) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,8,892,0,0
2023102910,2023-10-29,1,0,0,ARI,BAL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,900,0,0
2023102910,2023-10-29,2,15,0,ARI,BAL,4,1,56,0,0,(15:00) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT MIDDLE TO 2-M.BROWN (58-M.PIERCE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,8,900,0,0
2023102910,2023-10-29,2,14,57,BAL,ARI,1,10,45,0,0,(14:57) (SHOTGUN) 8-L.JACKSON SCRAMBLES LEFT TACKLE TO BAL 46 FOR 1 YARD (7-K.WHITE).,0,2023,1,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,8,903,0,0
2023102910,2023-10-29,2,14,15,BAL,ARI,2,9,46,0,0,(14:15) (SHOTGUN) 43-J.HILL RIGHT TACKLE TO ARI 48 FOR 6 YARDS (21-G.WILLIAMS).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,46,OWN,0,,0,,0,8,945,0,0
2023102910,2023-10-29,2,13,35,BAL,ARI,3,3,52,1,0,(13:35) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 4-Z.FLOWERS TO ARI 40 FOR 8 YARDS (33-A.HAMILTON).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,8,985,0,0
2023102910,2023-10-29,2,12,53,BAL,ARI,1,10,60,0,0,"(12:53) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 35-G.EDWARDS TO ARI 35 FOR 5 YARDS (10-J.WOODS; 7-K.WHITE). FUMBLES (10-J.WOODS), AND RECOVERS AT ARI 35.",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,,40,OPP,0,,0,,0,8,1027,0,0
2023102910,2023-10-29,2,12,9,BAL,ARI,2,5,65,0,0,"(12:09) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT MIDDLE TO 15-N.AGHOLOR (34-J.THOMPSON, 33-A.HAMILTON).",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,1071,0,0
2023102910,2023-10-29,2,12,2,BAL,ARI,3,5,65,0,0,"(12:02) (SHOTGUN) 8-L.JACKSON SACKED AT ARI 44 FOR -9 YARDS (25-Z.COLLINS). FUMBLES (25-Z.COLLINS) [25-Z.COLLINS], TOUCHED AT ARI 39, RECOVERED BY ARI-3-B.BAKER AT ARI 42. THE REPLAY OFFICIAL REVIEWED THE FUMBLE RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT MIDDLE TO 4-Z.FLOWERS (25-Z.COLLINS) [25-Z.COLLINS].",0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,35,OPP,0,,0,,0,8,1078,0,0
2023102910,2023-10-29,2,12,0,BAL,ARI,4,5,65,0,0,"(12:00) 9-J.TUCKER 53 YARD FIELD GOAL IS NO GOOD, HIT LEFT UPRIGHT, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,1080,0,0
2023102910,2023-10-29,2,11,55,ARI,BAL,0,0,100,1,0,TIMEOUT AT 11:55.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1085,0,0
2023102910,2023-10-29,2,11,55,ARI,BAL,1,10,43,0,0,"(11:55) 31-E.DEMERCADO LEFT TACKLE TO 50 FOR 7 YARDS (6-P.QUEEN, 0-R.SMITH).",0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OWN,0,,0,,0,8,1085,0,0
2023102910,2023-10-29,2,11,24,ARI,BAL,2,3,100,1,0,(11:24) (SHOTGUN) 9-J.DOBBS PASS SHORT MIDDLE TO 14-MI.WILSON TO BAL 45 FOR 5 YARDS (0-R.SMITH).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1116,0,0
2023102910,2023-10-29,2,10,48,ARI,BAL,1,10,55,0,0,(10:48) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 2-M.BROWN TO BAL 41 FOR 4 YARDS (21-B.STEPHENS).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,8,1152,0,0
2023102910,2023-10-29,2,10,12,ARI,BAL,2,6,59,0,0,(10:12) (SHOTGUN) 31-E.DEMERCADO RIGHT TACKLE TO BAL 40 FOR 1 YARD (58-M.PIERCE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,41,OPP,0,,0,,0,8,1188,0,0
2023102910,2023-10-29,2,9,38,ARI,BAL,3,5,60,0,0,(9:38) (SHOTGUN) 31-E.DEMERCADO UP THE MIDDLE TO BAL 36 FOR 4 YARDS (6-P.QUEEN).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OPP,0,,0,,0,8,1222,0,0
2023102910,2023-10-29,2,8,58,ARI,BAL,4,1,64,0,0,(8:58) 31-E.DEMERCADO UP THE MIDDLE TO BAL 36 FOR NO GAIN (58-M.PIERCE).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OPP,0,,0,,0,8,1262,0,0
2023102910,2023-10-29,2,8,55,BAL,ARI,1,10,36,0,0,(8:55) 35-G.EDWARDS RIGHT TACKLE TO BAL 39 FOR 3 YARDS (10-J.WOODS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,36,OWN,0,,0,,0,8,1265,0,0
2023102910,2023-10-29,2,8,22,BAL,ARI,2,7,39,0,0,(8:22) (SHOTGUN) 35-G.EDWARDS RIGHT TACKLE TO BAL 43 FOR 4 YARDS (3-B.BAKER).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,39,OWN,0,,0,,0,8,1298,0,0
2023102910,2023-10-29,2,7,43,BAL,ARI,3,3,43,0,0,(7:43) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT RIGHT TO 3-O.BECKHAM (24-S.THOMAS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,8,1337,0,0
2023102910,2023-10-29,2,7,40,BAL,ARI,4,8,38,0,0,"(7:40) 11-J.STOUT PUNTS 54 YARDS TO ARI 8, CENTER-69-T.OTT, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,8,1340,0,0
2023102910,2023-10-29,2,7,32,ARI,BAL,0,0,100,1,0,TIMEOUT AT 07:32.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1348,0,0
2023102910,2023-10-29,2,7,32,ARI,BAL,1,10,8,0,0,(7:32) 29-D.WILLIAMS RIGHT TACKLE TO ARI 15 FOR 7 YARDS (14-K.HAMILTON).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,8,OWN,0,,0,,0,8,1348,0,0
2023102910,2023-10-29,2,6,57,ARI,BAL,2,3,15,0,0,"(6:57) 29-D.WILLIAMS RIGHT TACKLE TO ARI 13 FOR -2 YARDS (98-T.JONES, 24-J.CLOWNEY).",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,15,OWN,0,,0,,0,8,1383,0,0
2023102910,2023-10-29,2,6,20,ARI,BAL,3,5,13,0,0,"(6:20) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 29-D.WILLIAMS TO ARI 17 FOR 4 YARDS (0-R.SMITH, 21-B.STEPHENS).",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,13,OWN,0,,0,,0,8,1420,0,0
2023102910,2023-10-29,2,5,39,ARI,BAL,4,1,17,0,0,"(5:39) 12-B.GILLIKIN PUNTS 50 YARDS TO BAL 33, CENTER-46-A.BREWER. 13-D.DUVERNAY TO BAL 47 FOR 14 YARDS (26-B.PRICE).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,8,1461,0,0
2023102910,2023-10-29,2,5,28,ARI,BAL,0,0,100,1,0,TIMEOUT AT 05:28.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1472,0,0
2023102910,2023-10-29,2,5,28,BAL,ARI,1,10,47,0,0,(5:28) (SHOTGUN) 8-L.JACKSON PASS SHORT RIGHT TO 4-Z.FLOWERS TO ARI 49 FOR 4 YARDS (33-A.HAMILTON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,8,1472,0,0
2023102910,2023-10-29,2,4,53,BAL,ARI,2,6,51,0,0,(4:53) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT RIGHT TO 3-O.BECKHAM.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,8,1507,0,0
2023102910,2023-10-29,2,4,49,BAL,ARI,3,6,51,0,0,(4:49) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 4-Z.FLOWERS TO 50 FOR -1 YARDS (34-J.THOMPSON).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,8,1511,0,0
2023102910,2023-10-29,2,4,12,BAL,ARI,4,7,100,0,0,"(4:12) 11-J.STOUT PUNTS 40 YARDS TO ARI 10, CENTER-69-T.OTT, FAIR CATCH BY 4-R.MOORE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1548,0,0
2023102910,2023-10-29,2,4,5,ARI,BAL,0,0,100,1,0,TIMEOUT AT 04:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1555,0,0
2023102910,2023-10-29,2,4,5,ARI,BAL,1,10,10,0,0,(4:05) 9-J.DOBBS PASS INCOMPLETE SHORT RIGHT TO 4-R.MOORE.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,8,1555,0,0
2023102910,2023-10-29,2,4,0,ARI,BAL,2,10,10,0,0,(4:00) 31-E.DEMERCADO RIGHT TACKLE TO ARI 15 FOR 5 YARDS (0-R.SMITH).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,10,OWN,0,,0,,0,8,1560,0,0
2023102910,2023-10-29,2,3,24,ARI,BAL,3,5,15,1,0,(3:24) (SHOTGUN) 9-J.DOBBS PASS SHORT RIGHT TO 2-M.BROWN TO ARI 24 FOR 9 YARDS (14-K.HAMILTON) [24-J.CLOWNEY].,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,8,1596,0,0
