GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PIT,JAX
2023102906,2023-10-29,1,10,47,PIT,JAX,1,10,25,0,0,"(10:47) 22-N.HARRIS LEFT TACKLE TO PIT 26 FOR 1 YARD (23-F.OLUOKUN, 41-J.ALLEN).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,8,253,0,0
2023102906,2023-10-29,1,10,15,PIT,JAX,2,9,26,0,0,(10:15) (SHOTGUN) 22-N.HARRIS LEFT GUARD TO PIT 29 FOR 3 YARDS (41-J.ALLEN; 95-R.ROBERTSON-HARRIS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,26,OWN,0,,0,,0,8,285,0,0
2023102906,2023-10-29,1,9,38,PIT,JAX,3,6,29,0,0,(9:38) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT RIGHT TO 18-D.JOHNSON [91-D.SMOOT].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,8,322,0,0
2023102906,2023-10-29,1,9,33,PIT,JAX,4,6,29,0,0,"(9:33) 6-P.HARVIN PUNTS 51 YARDS TO JAX 20, CENTER-46-C.KUNTZ. 39-J.AGNEW TO JAX 32 FOR 12 YARDS (13-M.BOYKIN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,8,327,0,0
2023102906,2023-10-29,1,9,23,PIT,JAX,0,0,100,1,0,TIMEOUT AT 09:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,337,0,0
2023102906,2023-10-29,1,9,23,JAX,PIT,1,10,32,0,0,(9:23) (SHOTGUN) 16-T.LAWRENCE SACKED AT JAX 25 FOR -7 YARDS (SACK SPLIT BY 56-A.HIGHSMITH AND 50-E.ROBERTS). PIT-39-M.FITZPATRICK WAS INJURED DURING THE PLAY.,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,8,337,0,0
2023102906,2023-10-29,1,9,11,JAX,PIT,0,0,100,1,0,TIMEOUT AT 09:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,349,0,0
2023102906,2023-10-29,1,8,53,JAX,PIT,2,17,25,0,0,(8:53) (SHOTGUN) 16-T.LAWRENCE SCRAMBLES LEFT TACKLE TO JAX 35 FOR 10 YARDS (54-K.ALEXANDER).,0,2023,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,367,0,0
2023102906,2023-10-29,1,8,6,JAX,PIT,3,7,35,1,0,(8:06) (SHOTGUN) 16-T.LAWRENCE PASS DEEP RIGHT TO 0-C.RIDLEY TO PIT 39 FOR 26 YARDS (24-J.PORTER).,0,2023,26,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,8,414,0,0
2023102906,2023-10-29,1,7,23,JAX,PIT,1,10,61,0,0,(7:23) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO PIT 39 FOR NO GAIN (55-C.HOLCOMB).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,39,OPP,0,,0,,0,8,457,0,0
2023102906,2023-10-29,1,6,43,JAX,PIT,2,10,61,0,0,(6:43) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 1-T.ETIENNE (90-T.WATT).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,8,497,0,0
2023102906,2023-10-29,1,6,40,JAX,PIT,3,10,61,0,0,"(6:40) (SHOTGUN) 16-T.LAWRENCE PASS SHORT RIGHT TO 17-E.ENGRAM TO PIT 32 FOR 7 YARDS (31-K.NEAL, 55-C.HOLCOMB).",0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,8,500,0,0
2023102906,2023-10-29,1,5,59,JAX,PIT,4,3,68,0,0,"(5:59) 10-B.MCMANUS 51 YARD FIELD GOAL IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,8,541,0,0
2023102906,2023-10-29,1,5,54,PIT,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,546,0,0
2023102906,2023-10-29,1,5,54,PIT,JAX,0,0,100,1,0,TIMEOUT AT 05:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,546,0,0
2023102906,2023-10-29,1,5,54,PIT,JAX,1,10,25,0,0,(5:54) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 18-D.JOHNSON TO PIT 33 FOR 8 YARDS (42-A.WINGARD).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,8,546,0,0
2023102906,2023-10-29,1,5,19,PIT,JAX,2,2,33,0,0,(5:19) 30-J.WARREN RIGHT GUARD TO PIT 33 FOR NO GAIN (41-J.ALLEN).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,33,OWN,0,,0,,0,8,581,0,0
2023102906,2023-10-29,1,4,42,PIT,JAX,3,2,33,0,0,(4:42) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE DEEP LEFT TO 14-G.PICKENS (31-DARI.WILLIAMS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,8,618,0,0
2023102906,2023-10-29,1,4,35,PIT,JAX,4,2,33,0,0,"(4:35) 6-P.HARVIN PUNTS 47 YARDS TO JAX 20, CENTER-46-C.KUNTZ, FAIR CATCH BY 39-J.AGNEW.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,8,625,0,0
2023102906,2023-10-29,1,4,27,JAX,PIT,1,10,20,0,0,"(4:27) 1-T.ETIENNE LEFT GUARD TO JAX 25 FOR 5 YARDS (55-C.HOLCOMB, 92-I.LOUDERMILK).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,20,OWN,0,,0,,0,8,633,0,0
2023102906,2023-10-29,1,4,27,PIT,JAX,0,0,100,1,0,TIMEOUT AT 04:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,633,0,0
2023102906,2023-10-29,1,3,55,JAX,PIT,2,5,25,0,0,(3:55) 1-T.ETIENNE RIGHT GUARD TO JAX 26 FOR 1 YARD (92-I.LOUDERMILK).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,8,665,0,0
2023102906,2023-10-29,1,3,14,JAX,PIT,3,4,26,0,0,"(3:14) (SHOTGUN) 16-T.LAWRENCE PASS DEEP LEFT TO 13-C.KIRK TO PIT 45 FOR 29 YARDS (28-M.KILLEBREW). PENALTY ON PIT-31-K.NEAL, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT PIT 45.",0,2023,29,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,26,OWN,1,PIT,0,ROUGHING THE PASSER,15,8,706,0,0
2023102906,2023-10-29,1,2,42,JAX,PIT,1,10,70,0,0,(2:42) (SHOTGUN) 1-T.ETIENNE RIGHT GUARD TO PIT 23 FOR 7 YARDS (95-K.BENTON; 34-C.SULLIVAN).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,30,OPP,0,,0,,0,8,738,0,0
2023102906,2023-10-29,1,2,8,JAX,PIT,2,3,77,0,0,"(2:08) (SHOTGUN) 1-T.ETIENNE RIGHT END PUSHED OB AT PIT 19 FOR 4 YARDS (24-J.PORTER). PENALTY ON JAX-77-A.HARRISON, OFFENSIVE HOLDING, OFFSETTING, ENFORCED AT PIT 23 - NO PLAY. PENALTY ON PIT-24-J.PORTER, FACE MASK, OFFSETTING.",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,23,OPP,1,JAX,1,OFFENSIVE HOLDING,0,8,772,0,0
2023102906,2023-10-29,1,1,47,JAX,PIT,2,3,77,0,0,"(1:47) (SHOTGUN) 1-T.ETIENNE RIGHT GUARD TO PIT 23 FOR NO GAIN (44-M.GOLDEN, 55-C.HOLCOMB).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,23,OPP,0,,0,,0,8,793,0,0
2023102906,2023-10-29,1,1,8,JAX,PIT,3,3,77,1,0,(1:08) (SHOTGUN) 16-T.LAWRENCE PASS SHORT MIDDLE TO 17-E.ENGRAM TO PIT 18 FOR 5 YARDS (23-D.KAZEE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,8,832,0,0
2023102906,2023-10-29,1,0,30,JAX,PIT,1,10,82,0,0,"(:30) (SHOTGUN) 16-T.LAWRENCE PASS SHORT MIDDLE TO 17-E.ENGRAM TO PIT 19 FOR -1 YARDS (54-K.ALEXANDER). FUMBLES (54-K.ALEXANDER), TOUCHED AT PIT 27, RECOVERED BY PIT-55-C.HOLCOMB AT PIT 29. 55-C.HOLCOMB TO PIT 29 FOR NO GAIN (77-A.HARRISON).",0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,,18,OPP,0,,0,,0,8,870,0,0
2023102906,2023-10-29,1,0,23,PIT,JAX,1,10,29,0,0,(:23) 19-C.AUSTIN RIGHT END TO PIT 29 FOR NO GAIN (42-A.WINGARD).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,29,OWN,0,,0,,0,8,877,0,0
2023102906,2023-10-29,1,0,0,PIT,JAX,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,900,0,0
2023102906,2023-10-29,2,15,0,PIT,JAX,2,10,29,0,0,"(15:00) (SHOTGUN) 8-K.PICKETT PASS SHORT RIGHT TO 22-N.HARRIS PUSHED OB AT PIT 32 FOR 3 YARDS (42-A.WINGARD, 23-F.OLUOKUN) [44-T.WALKER].",0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,8,900,0,0
2023102906,2023-10-29,2,14,20,PIT,JAX,3,7,32,0,0,(14:20) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 30-J.WARREN TO PIT 31 FOR -1 YARDS (37-T.HERNDON) [95-R.ROBERTSON-HARRIS].,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,8,940,0,0
2023102906,2023-10-29,2,13,46,PIT,JAX,4,8,31,0,0,"(13:46) 6-P.HARVIN PUNTS 45 YARDS TO JAX 24, CENTER-46-C.KUNTZ. 39-J.AGNEW TO JAX 37 FOR 13 YARDS (46-C.KUNTZ; 51-NI.HERBIG).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,8,974,0,0
2023102906,2023-10-29,2,13,35,JAX,PIT,1,10,37,0,0,(13:35) (SHOTGUN) 16-T.LAWRENCE PASS SHORT RIGHT TO 0-C.RIDLEY TO JAX 46 FOR 9 YARDS (24-J.PORTER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,8,985,0,0
2023102906,2023-10-29,2,13,35,PIT,JAX,0,0,100,1,0,TIMEOUT AT 13:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,985,0,0
2023102906,2023-10-29,2,13,1,JAX,PIT,2,1,46,1,0,(13:01) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO PIT 46 FOR 8 YARDS (23-D.KAZEE).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,46,OWN,0,,0,,0,8,1019,0,0
2023102906,2023-10-29,2,12,24,JAX,PIT,1,10,54,0,0,(12:24) 1-T.ETIENNE RIGHT TACKLE TO PIT 45 FOR 1 YARD (50-E.ROBERTS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,46,OPP,0,,0,,0,8,1056,0,0
2023102906,2023-10-29,2,11,46,JAX,PIT,2,9,55,1,0,(11:46) 16-T.LAWRENCE PASS DEEP RIGHT TO 0-C.RIDLEY TO PIT 18 FOR 27 YARDS (23-D.KAZEE).,0,2023,27,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,8,1094,0,0
2023102906,2023-10-29,2,11,3,JAX,PIT,1,10,82,1,0,(11:03) (SHOTGUN) 1-T.ETIENNE LEFT TACKLE TO PIT 6 FOR 12 YARDS (23-D.KAZEE).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,18,OPP,0,,0,,0,8,1137,0,0
2023102906,2023-10-29,2,10,24,JAX,PIT,1,6,94,1,0,(10:24) 16-T.LAWRENCE PASS SHORT RIGHT INTENDED FOR 0-C.RIDLEY INTERCEPTED BY 23-D.KAZEE AT PIT -5. 23-D.KAZEE RAN OB AT PIT 2 FOR 7 YARDS (89-L.FARRELL).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,1,0,0,0,0,,6,OPP,0,,0,,0,8,1176,0,0
2023102906,2023-10-29,2,10,15,PIT,JAX,0,0,100,1,0,TIMEOUT AT 10:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1185,0,0
2023102906,2023-10-29,2,10,15,PIT,JAX,1,10,2,0,0,(10:15) 77-B.JONES REPORTED IN AS ELIGIBLE.  22-N.HARRIS RIGHT GUARD TO PIT 3 FOR 1 YARD (2-R.JENKINS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,2,OWN,0,,0,,0,8,1185,0,0
2023102906,2023-10-29,2,9,38,PIT,JAX,2,9,3,1,0,(9:38) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 18-D.JOHNSON TO PIT 15 FOR 12 YARDS (30-M.BROWN).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,3,OWN,0,,0,,0,8,1222,0,0
2023102906,2023-10-29,2,9,10,PIT,JAX,1,10,15,0,0,"(9:10) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE DEEP MIDDLE TO 19-C.AUSTIN. PENALTY ON JAX-23-F.OLUOKUN, DEFENSIVE PASS INTERFERENCE, 32 YARDS, ENFORCED AT PIT 15 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,1,0,0,,15,OWN,1,JAX,1,DEFENSIVE PASS INTERFERENCE,32,8,1250,0,0
2023102906,2023-10-29,2,9,4,PIT,JAX,1,10,47,0,0,"(9:04) (SHOTGUN) 30-J.WARREN UP THE MIDDLE TO 50 FOR 3 YARDS (23-F.OLUOKUN, 30-M.BROWN).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OWN,0,,0,,0,8,1256,0,0
2023102906,2023-10-29,2,8,27,PIT,JAX,2,7,100,1,0,(8:27) 19-C.AUSTIN RIGHT END TO JAX 40 FOR 10 YARDS (42-A.WINGARD).,0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,0,OPP,0,,0,,0,8,1293,0,0
2023102906,2023-10-29,2,7,52,PIT,JAX,1,10,60,1,0,(7:52) 8-K.PICKETT PASS DEEP LEFT TO 18-D.JOHNSON RAN OB AT JAX 24 FOR 16 YARDS.,0,2023,16,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,8,1328,0,0
2023102906,2023-10-29,2,7,10,PIT,JAX,1,10,76,0,0,(7:10) (SHOTGUN) 30-J.WARREN RIGHT GUARD TO JAX 23 FOR 1 YARD (94-F.FATUKASI).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,24,OPP,0,,0,,0,8,1370,0,0
2023102906,2023-10-29,2,6,36,PIT,JAX,2,9,77,0,0,(6:36) 8-K.PICKETT PASS SHORT LEFT TO 18-D.JOHNSON PUSHED OB AT JAX 17 FOR 6 YARDS (31-DARI.WILLIAMS).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,8,1404,0,0
2023102906,2023-10-29,2,5,57,PIT,JAX,3,3,83,1,0,(5:57) (SHOTGUN) 8-K.PICKETT PASS SHORT RIGHT TO 18-D.JOHNSON RAN OB AT JAX 8 FOR 9 YARDS.,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,8,1443,0,0
2023102906,2023-10-29,2,5,23,PIT,JAX,1,8,92,0,0,(5:23) 77-B.JONES REPORTED IN AS ELIGIBLE.  22-N.HARRIS RIGHT GUARD TO JAX 5 FOR 3 YARDS (23-F.OLUOKUN).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,8,OPP,0,,0,,0,8,1477,0,0
2023102906,2023-10-29,2,4,45,PIT,JAX,2,5,95,0,0,(4:45) (SHOTGUN) 8-K.PICKETT PASS SHORT MIDDLE TO 83-CO.HEYWARD TO JAX 5 FOR NO GAIN (42-A.WINGARD).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,8,1515,0,0
2023102906,2023-10-29,2,4,6,PIT,JAX,3,5,95,0,0,(4:06) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT MIDDLE TO 18-D.JOHNSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,8,1554,0,0
2023102906,2023-10-29,2,4,1,PIT,JAX,4,5,95,0,0,"(4:01) 9-C.BOSWELL 22 YARD FIELD GOAL IS GOOD, CENTER-46-C.KUNTZ, HOLDER-6-P.HARVIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,8,1559,0,0
2023102906,2023-10-29,2,3,59,JAX,PIT,0,0,65,1,0,9-C.BOSWELL KICKS 49 YARDS FROM PIT 35 TO JAX 16. 20-D.THOMAS TO JAX 37 FOR 21 YARDS (42-J.PIERRE).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,8,1561,0,0
2023102906,2023-10-29,2,3,59,PIT,JAX,0,0,100,1,0,TIMEOUT AT 03:59.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,8,1561,0,0
2023102906,2023-10-29,2,3,54,JAX,PIT,1,10,37,0,0,(3:54) (SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 0-C.RIDLEY TO JAX 43 FOR 6 YARDS (55-C.HOLCOMB).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,8,1566,0,0
