GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,CIN,KC
2023123113,2023-12-31,2,11,29,KC,CIN,1,10,25,0,0,(11:29) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 11-M.VALDES-SCANTLING PUSHED OB AT KC 28 FOR 3 YARDS (29-C.TAYLOR-BRITT).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,17,1111,0,0
2023123113,2023-12-31,2,11,29,KC,CIN,0,0,65,1,0,"2-E.MCPHERSON KICKS 65 YARDS FROM CIN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,17,1111,0,0
2023123113,2023-12-31,2,11,0,KC,CIN,2,7,28,0,0,(11:00) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT LEFT TO 84-JU.WATSON [92-B.HILL].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,17,1140,0,0
2023123113,2023-12-31,2,10,53,KC,CIN,3,7,28,0,0,"(10:53) (SHOTGUN) 15-P.MAHOMES SACKED AT KC 20 FOR -8 YARDS (91-T.HENDRICKSON). FUMBLES (91-T.HENDRICKSON), RECOVERED BY CIN-94-S.HUBBARD AT KC 24.",0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,28,OWN,0,,0,,0,17,1147,0,0
2023123113,2023-12-31,2,10,46,CIN,KC,1,10,76,0,0,(10:46) (SHOTGUN) 6-J.BROWNING SCRAMBLES RIGHT END RAN OB AT KC 16 FOR 8 YARDS (27-C.CONNER).,0,2023,8,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,17,1154,0,0
2023123113,2023-12-31,2,10,7,CIN,KC,2,2,84,0,0,"(10:07) 28-J.MIXON UP THE MIDDLE TO KC 16 FOR NO GAIN (20-J.REID). PENALTY ON KC-21-M.EDWARDS, UNNECESSARY ROUGHNESS, OFFSETTING. PENALTY ON CIN-1-J.CHASE, UNNECESSARY ROUGHNESS, OFFSETTING.",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,16,OPP,1,KC,0,UNNECESSARY ROUGHNESS,0,17,1193,0,0
2023123113,2023-12-31,2,9,31,CIN,KC,3,2,84,1,0,(9:31) (SHOTGUN) 6-J.BROWNING PASS SHORT RIGHT TO 87-T.HUDSON TO KC 7 FOR 9 YARDS (38-L.SNEED).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,17,1229,0,0
2023123113,2023-12-31,2,8,42,CIN,KC,1,7,93,0,0,(8:42) (SHOTGUN) 28-J.MIXON LEFT END PUSHED OB AT KC 8 FOR -1 YARDS (54-L.CHENAL).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,7,OPP,0,,0,,0,17,1278,0,0
2023123113,2023-12-31,2,8,0,CIN,KC,2,8,92,0,0,(8:00) (SHOTGUN) 6-J.BROWNING SCRAMBLES RIGHT END PUSHED OB AT KC 5 FOR 3 YARDS (56-G.KARLAFTIS).,0,2023,3,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,17,1320,0,0
2023123113,2023-12-31,2,8,0,CIN,KC,0,0,100,1,0,TIMEOUT #2 BY CIN AT 08:00.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,1320,0,0
2023123113,2023-12-31,2,7,21,CIN,KC,3,5,95,0,0,"(7:21) (SHOTGUN) 6-J.BROWNING PASS INCOMPLETE SHORT RIGHT TO 1-J.CHASE. PENALTY ON KC-38-L.SNEED, DEFENSIVE PASS INTERFERENCE, 4 YARDS, ENFORCED AT KC 5 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,5,OPP,1,KC,1,DEFENSIVE PASS INTERFERENCE,4,17,1359,0,0
2023123113,2023-12-31,2,7,17,CIN,KC,1,1,99,0,0,"(7:17) (SHOTGUN) 28-J.MIXON RIGHT GUARD TO KC 1 FOR NO GAIN (23-D.TRANQUILL, 90-C.OMENIHU).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,1,OPP,0,,0,,0,17,1363,0,0
2023123113,2023-12-31,2,6,33,CIN,KC,2,1,99,0,0,(6:33) 61-C.FORD REPORTED IN AS ELIGIBLE.  6-J.BROWNING PASS INCOMPLETE SHORT LEFT TO 84-M.WILCOX [23-D.TRANQUILL].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,17,1407,0,0
2023123113,2023-12-31,2,6,28,CIN,KC,3,1,99,1,0,"(6:28) 6-J.BROWNING SCRAMBLES RIGHT END FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,SCRAMBLE,1,0,0,1,,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,17,1412,0,0
2023123113,2023-12-31,2,6,23,KC,CIN,0,0,65,1,0,2-E.MCPHERSON KICKS 41 YARDS FROM CIN 35 TO KC 24. 17-R.JAMES (DIDN'T TRY TO ADVANCE) TO KC 24 FOR NO GAIN.,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,17,1417,0,0
2023123113,2023-12-31,2,6,23,CIN,KC,0,0,85,1,0,"2-E.MCPHERSON EXTRA POINT IS GOOD, CENTER-48-C.ADOMITIS, HOLDER-10-B.ROBBINS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,17,1417,0,0
2023123113,2023-12-31,2,6,23,KC,CIN,0,0,100,1,0,TIMEOUT AT 06:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,1417,0,0
2023123113,2023-12-31,2,6,22,KC,CIN,1,10,24,1,0,(6:22) (SHOTGUN) 15-P.MAHOMES PASS SHORT MIDDLE TO 83-N.GRAY TO KC 40 FOR 16 YARDS (27-J.BATTLE).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,17,1418,0,0
