GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,SF,WAS
2023123110,2023-12-31,1,15,0,SF,WAS,1,10,25,0,0,"(15:00) (SHOTGUN) 23-C.MCCAFFREY LEFT END TO SF 34 FOR 9 YARDS (57-C.BARTON, 31-K.CURL).",0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,0,0,0
2023123110,2023-12-31,1,15,0,SF,WAS,0,0,65,1,0,"6-J.SLYE KICKS 65 YARDS FROM WAS 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,0,0,0
2023123110,2023-12-31,1,14,22,SF,WAS,2,1,34,1,0,(14:22) 23-C.MCCAFFREY UP THE MIDDLE TO SF 36 FOR 2 YARDS (31-K.CURL).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,38,0,0
2023123110,2023-12-31,1,13,43,SF,WAS,1,10,36,0,0,(13:43) (SHOTGUN) 23-C.MCCAFFREY RIGHT END TO SF 38 FOR 2 YARDS (93-J.ALLEN).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,36,OWN,0,,0,,0,77,0,0
2023123110,2023-12-31,1,13,3,SF,WAS,2,8,38,0,0,(13:03) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 11-B.AIYUK TO SF 43 FOR 5 YARDS (26-T.CASTRO-FIELDS).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,117,0,0
2023123110,2023-12-31,1,12,26,SF,WAS,3,3,43,1,0,(12:26) (SHOTGUN) 13-B.PURDY SCRAMBLES UP THE MIDDLE TO SF 47 FOR 4 YARDS (95-C.TOOHILL).,0,2023,4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,154,0,0
2023123110,2023-12-31,1,11,43,SF,WAS,1,10,47,0,0,(11:43) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 85-G.KITTLE TO WAS 47 FOR 6 YARDS (57-C.BARTON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,197,0,0
2023123110,2023-12-31,1,11,6,SF,WAS,2,4,53,1,0,(11:06) (SHOTGUN) 23-C.MCCAFFREY RIGHT TACKLE TO WAS 34 FOR 13 YARDS (31-K.CURL).,0,2023,13,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,47,OPP,0,,0,,0,234,0,0
2023123110,2023-12-31,1,10,29,SF,WAS,1,10,66,0,0,"(10:29) (SHOTGUN) 13-B.PURDY PASS INCOMPLETE DEEP LEFT TO 44-K.JUSZCZYK. PENALTY ON WAS-26-T.CASTRO-FIELDS, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT WAS 34 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,34,OPP,1,WAS,1,DEFENSIVE HOLDING,5,271,0,0
2023123110,2023-12-31,1,10,23,SF,WAS,1,10,71,1,0,(10:23) (SHOTGUN) 13-B.PURDY PASS SHORT MIDDLE TO 23-C.MCCAFFREY TO WAS 19 FOR 10 YARDS (47-K.HUDSON; 57-C.BARTON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,277,0,0
2023123110,2023-12-31,1,9,44,SF,WAS,1,10,81,0,0,(9:44) (SHOTGUN) 23-C.MCCAFFREY UP THE MIDDLE TO WAS 15 FOR 4 YARDS (96-J.SMITH-WILLIAMS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,19,OPP,0,,0,,0,316,0,0
2023123110,2023-12-31,1,9,6,SF,WAS,2,6,85,0,0,(9:06) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 23-C.MCCAFFREY TO WAS 20 FOR -5 YARDS (96-J.SMITH-WILLIAMS; 47-K.HUDSON).,0,2023,-5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,354,0,0
2023123110,2023-12-31,1,8,20,SF,WAS,3,11,80,0,0,(8:20) (SHOTGUN) 13-B.PURDY PASS INCOMPLETE SHORT RIGHT [96-J.SMITH-WILLIAMS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,400,0,0
2023123110,2023-12-31,1,8,10,SF,WAS,4,11,80,0,0,"(8:10) 4-J.MOODY 38 YARD FIELD GOAL IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,410,0,0
2023123110,2023-12-31,1,8,6,WAS,SF,0,0,100,1,0,TIMEOUT AT 08:06.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,414,0,0
2023123110,2023-12-31,1,8,6,WAS,SF,0,0,65,1,0,"4-J.MOODY KICKS 65 YARDS FROM SF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,414,0,0
2023123110,2023-12-31,1,8,6,WAS,SF,1,10,25,0,0,(8:06) (SHOTGUN) 14-S.HOWELL PASS SHORT LEFT TO 4-C.SAMUEL TO WAS 32 FOR 7 YARDS (20-A.THOMAS) [94-C.FERRELL].,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,414,0,0
2023123110,2023-12-31,1,7,30,WAS,SF,2,3,32,0,0,(7:30) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE DEEP LEFT [94-C.FERRELL].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,450,0,0
