GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LA,NYG
2023123107,2023-12-31,1,8,40,NYG,LA,1,10,21,0,0,(8:40) (SHOTGUN) 2-T.TAYLOR PASS SHORT MIDDLE TO 12-D.WALLER TO NYG 26 FOR 5 YARDS (53-E.JONES; 97-M.HOECHT).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,17,380,0,0
2023123107,2023-12-31,1,8,10,NYG,LA,2,5,26,0,0,(8:10) (SHOTGUN) 26-S.BARKLEY RIGHT TACKLE TO NYG 25 FOR -1 YARDS (0-B.YOUNG). NYG-79-T.PHILLIPS WAS INJURED DURING THE PLAY.,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,26,OWN,0,,0,,0,17,410,0,0
2023123107,2023-12-31,1,7,57,NYG,LA,0,0,100,1,0,TIMEOUT AT 07:57.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,423,0,0
2023123107,2023-12-31,1,7,46,NYG,LA,3,6,25,0,0,(7:46) (SHOTGUN) 2-T.TAYLOR PASS INCOMPLETE DEEP RIGHT TO 13-J.HYATT (44-A.WITHERSPOON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,17,434,0,0
2023123107,2023-12-31,1,7,41,NYG,LA,4,6,25,0,0,"(7:41) 6-J.GILLAN PUNTS 47 YARDS TO LAR 28, CENTER-59-C.KREITER, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,17,439,0,0
2023123107,2023-12-31,1,7,34,LA,NYG,1,10,72,0,0,(7:34) 9-M.STAFFORD PASS SHORT RIGHT TO 23-K.WILLIAMS TO LAR 33 FOR 5 YARDS (58-B.OKEREKE; 28-C.FLOTT).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,17,446,0,0
2023123107,2023-12-31,1,6,51,LA,NYG,2,5,67,1,0,"(6:51) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 15-D.ROBINSON TO LAR 42 FOR 9 YARDS (44-N.MCCLOUD). FUMBLES (44-N.MCCLOUD), BALL OUT OF BOUNDS AT LAR 44.",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,,33,OPP,0,,0,,0,17,489,0,0
2023123107,2023-12-31,1,6,19,LA,NYG,1,10,58,0,0,"(6:19) 23-K.WILLIAMS LEFT GUARD TO LAR 46 FOR 4 YARDS (41-M.MCFADDEN, 95-J.RILEY).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,42,OPP,0,,0,,0,17,521,0,0
2023123107,2023-12-31,1,5,56,LA,NYG,2,6,54,1,0,"(5:56) (NO HUDDLE) 9-M.STAFFORD PASS SHORT LEFT TO 89-T.HIGBEE TO NYG 40 FOR 14 YARDS (44-N.MCCLOUD, 27-J.PINNOCK).",0,2023,14,NO HUDDLE,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,17,544,0,0
2023123107,2023-12-31,1,5,11,LA,NYG,1,10,60,1,0,"(5:11) (SHOTGUN) 23-K.WILLIAMS RIGHT GUARD TO NYG 30 FOR 10 YARDS (22-A.JACKSON, 27-J.PINNOCK). NYG-27-J.PINNOCK WAS INJURED DURING THE PLAY.",0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OPP,0,,0,,0,17,589,0,0
2023123107,2023-12-31,1,4,51,LA,NYG,0,0,100,1,0,TIMEOUT AT 04:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,609,0,0
2023123107,2023-12-31,1,4,36,LA,NYG,1,10,70,0,0,(4:36) 23-K.WILLIAMS RIGHT END TO NYG 22 FOR 8 YARDS (41-M.MCFADDEN).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,30,OPP,0,,0,,0,17,624,0,0
2023123107,2023-12-31,1,3,52,LA,NYG,2,2,78,1,0,(3:52) 9-M.STAFFORD PASS SHORT RIGHT TO 89-T.HIGBEE PUSHED OB AT NYG 4 FOR 18 YARDS (29-X.MCKINNEY; 22-A.JACKSON).,0,2023,18,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,17,668,0,0
2023123107,2023-12-31,1,3,11,LA,NYG,1,4,96,1,0,"(3:11) 23-K.WILLIAMS RIGHT GUARD FOR 4 YARDS, TOUCHDOWN.",0,2023,4,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT GUARD,4,OPP,0,,0,,0,17,709,0,0
2023123107,2023-12-31,1,3,7,NYG,LA,0,0,100,1,0,TIMEOUT AT 03:07.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,713,0,0
2023123107,2023-12-31,1,3,7,NYG,LA,0,0,65,1,0,"8-L.HAVRISIK KICKS 65 YARDS FROM LAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,17,713,0,0
2023123107,2023-12-31,1,3,7,LA,NYG,0,0,85,1,0,"8-L.HAVRISIK EXTRA POINT IS GOOD, CENTER-46-C.TINKER, HOLDER-42-E.EVANS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,17,713,0,0
2023123107,2023-12-31,1,3,7,NYG,LA,1,10,25,0,0,(3:07) 2-T.TAYLOR PASS SHORT RIGHT TO 26-S.BARKLEY RAN OB AT NYG 31 FOR 6 YARDS (53-E.JONES).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,17,713,0,0
2023123107,2023-12-31,1,2,33,NYG,LA,2,4,31,1,0,(2:33) (SHOTGUN) 26-S.BARKLEY LEFT GUARD TO NYG 41 FOR 10 YARDS (37-Q.LAKE).,0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,31,OWN,0,,0,,0,17,747,0,0
2023123107,2023-12-31,1,2,0,NYG,LA,1,10,41,0,0,(2:00) 2-T.TAYLOR SACKED AT NYG 39 FOR -2 YARDS (0-B.YOUNG). LAR-95-B.BROWN WAS INJURED DURING THE PLAY.,0,2023,-2,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,17,780,0,0
2023123107,2023-12-31,1,1,28,NYG,LA,2,12,39,0,0,(1:28) (SHOTGUN) 2-T.TAYLOR PASS SHORT RIGHT TO 13-J.HYATT PUSHED OB AT NYG 47 FOR 8 YARDS (0-B.YOUNG).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,17,812,0,0
2023123107,2023-12-31,1,0,53,NYG,LA,3,4,47,1,0,(:53) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 17-W.ROBINSON TO LAR 46 FOR 7 YARDS (56-C.ROZEBOOM).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,17,847,0,0
2023123107,2023-12-31,1,0,17,NYG,LA,1,10,54,0,0,"(:17) (SHOTGUN) 26-S.BARKLEY LEFT END TO LAR 44 FOR 2 YARDS (44-A.WITHERSPOON). PENALTY ON NYG-82-D.BELLINGER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LAR 46 - NO PLAY.",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,46,OPP,1,NYG,1,OFFENSIVE HOLDING,10,17,883,0,0
2023123107,2023-12-31,1,0,0,NYG,LA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,900,0,0
2023123107,2023-12-31,2,15,0,NYG,LA,1,20,44,0,0,"(15:00) (SHOTGUN) 2-T.TAYLOR PASS SHORT MIDDLE TO 12-D.WALLER TO LAR 48 FOR 8 YARDS (97-M.HOECHT, 37-Q.LAKE).",0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,17,900,0,0
2023123107,2023-12-31,2,14,25,NYG,LA,2,12,52,0,0,(14:25) (NO HUDDLE) 2-T.TAYLOR PASS SHORT RIGHT TO 20-E.GRAY TO LAR 42 FOR 6 YARDS (53-E.JONES).,0,2023,6,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,17,935,0,0
2023123107,2023-12-31,2,13,46,NYG,LA,3,6,58,1,0,(13:46) (SHOTGUN) 2-T.TAYLOR PASS DEEP RIGHT TO 13-J.HYATT PUSHED OB AT LAR 24 FOR 18 YARDS (44-A.WITHERSPOON).,0,2023,18,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,17,974,0,0
2023123107,2023-12-31,2,13,11,NYG,LA,1,10,76,1,0,"(13:11) 17-W.ROBINSON RIGHT END FOR 24 YARDS, TOUCHDOWN.",0,2023,24,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT END,24,OPP,0,,0,,0,17,1009,0,0
2023123107,2023-12-31,2,13,3,NYG,LA,0,0,85,1,0,"21-M.CROSBY EXTRA POINT IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,17,1017,0,0
2023123107,2023-12-31,2,13,3,LA,NYG,0,0,65,1,0,"21-M.CROSBY KICKS 64 YARDS FROM NYG 35 TO LAR 1, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,17,1017,0,0
2023123107,2023-12-31,2,13,3,LA,NYG,1,10,75,1,0,"(13:03) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 17-P.NACUA TO LAR 40 FOR 15 YARDS (29-X.MCKINNEY, 24-D.BELTON).",0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,17,1017,0,0
2023123107,2023-12-31,2,13,3,NYG,LA,0,0,100,1,0,TIMEOUT AT 13:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,1017,0,0
2023123107,2023-12-31,2,12,20,LA,NYG,1,10,60,0,0,(12:20) 9-M.STAFFORD SACKED AT LAR 34 FOR -6 YARDS (58-B.OKEREKE).,0,2023,-6,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,17,1060,0,0
2023123107,2023-12-31,2,11,34,LA,NYG,0,0,100,1,0,TIMEOUT #1 BY LAR AT 11:34.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,1106,0,0
2023123107,2023-12-31,2,11,34,LA,NYG,2,16,66,0,0,(11:34) (SHOTGUN) 9-M.STAFFORD PASS SHORT MIDDLE TO 15-D.ROBINSON TO LAR 42 FOR 8 YARDS (29-X.MCKINNEY).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,17,1106,0,0
2023123107,2023-12-31,2,11,3,LA,NYG,3,8,58,0,0,"(11:03) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE DEEP LEFT TO 10-C.KUPP [51-A.OJULARI].",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,17,1137,0,0
2023123107,2023-12-31,2,10,57,LA,NYG,4,8,58,0,0,"(10:57) 42-E.EVANS PUNTS 58 YARDS TO END ZONE, CENTER-46-C.TINKER, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,17,1143,0,0
2023123107,2023-12-31,2,10,48,NYG,LA,0,0,100,1,0,TIMEOUT AT 10:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,1152,0,0
2023123107,2023-12-31,2,10,48,NYG,LA,1,10,20,0,0,(10:48) 2-T.TAYLOR SACKED AT NYG 9 FOR -11 YARDS (91-K.TURNER).,0,2023,-11,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,17,1152,0,0
2023123107,2023-12-31,2,10,9,NYG,LA,2,21,9,0,0,(10:09) (SHOTGUN) 2-T.TAYLOR PASS SHORT RIGHT TO 82-D.BELLINGER TO NYG 14 FOR 5 YARDS (56-C.ROZEBOOM).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,17,1191,0,0
2023123107,2023-12-31,2,9,33,NYG,LA,3,16,14,0,0,"(9:33) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 82-D.BELLINGER TO NYG 23 FOR 9 YARDS (2-R.YEAST, 1-D.KENDRICK).",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,17,1227,0,0
2023123107,2023-12-31,2,8,53,NYG,LA,4,7,23,0,0,"(8:53) 6-J.GILLAN PUNTS 52 YARDS TO LAR 25, CENTER-59-C.KREITER, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,17,1267,0,0
2023123107,2023-12-31,2,8,46,NYG,LA,0,0,100,1,0,TIMEOUT AT 08:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,1274,0,0
2023123107,2023-12-31,2,8,46,LA,NYG,1,10,75,0,0,"(8:46) 23-K.WILLIAMS LEFT GUARD TO LAR 26 FOR 1 YARD (93-R.NUNEZ-ROCHES, 5-K.THIBODEAUX).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OPP,0,,0,,0,17,1274,0,0
2023123107,2023-12-31,2,8,5,LA,NYG,2,9,74,1,0,(8:05) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 15-D.ROBINSON TO LAR 41 FOR 15 YARDS (29-X.MCKINNEY).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,17,1315,0,0
2023123107,2023-12-31,2,7,26,LA,NYG,1,10,59,0,0,"(7:26) 23-K.WILLIAMS LEFT TACKLE TO LAR 42 FOR 1 YARD (93-R.NUNEZ-ROCHES, 5-K.THIBODEAUX).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,41,OPP,0,,0,,0,17,1354,0,0
2023123107,2023-12-31,2,6,40,LA,NYG,2,9,58,0,0,(6:40) (SHOTGUN) 9-M.STAFFORD PASS DEEP MIDDLE INTENDED FOR 17-P.NACUA INTERCEPTED BY 24-D.BELTON AT NYG 36. 24-D.BELTON TO NYG 38 FOR 2 YARDS (87-D.ALLEN).,0,2023,2,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,1,0,0,0,0,,42,OPP,0,,0,,0,17,1400,0,0
2023123107,2023-12-31,2,6,33,NYG,LA,1,10,38,0,0,(6:33) (SHOTGUN) 2-T.TAYLOR PASS INCOMPLETE SHORT RIGHT TO 17-W.ROBINSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,17,1407,0,0
2023123107,2023-12-31,2,6,26,NYG,LA,2,10,38,0,0,"(6:26) (NO HUDDLE, SHOTGUN) 2-T.TAYLOR PASS SHORT RIGHT TO 17-W.ROBINSON TO NYG 43 FOR 5 YARDS (53-E.JONES).",0,2023,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,17,1414,0,0
2023123107,2023-12-31,2,5,44,NYG,LA,3,5,43,0,0,(5:44) (SHOTGUN) 2-T.TAYLOR PASS SHORT LEFT TO 86-D.SLAYTON TO NYG 47 FOR 4 YARDS (37-Q.LAKE).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,17,1456,0,0
2023123107,2023-12-31,2,5,5,NYG,LA,4,1,47,0,0,"(5:05) 2-T.TAYLOR FUMBLES (ABORTED) AT NYG 47, AND RECOVERS AT NYG 46.",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,47,OWN,0,,0,,0,17,1495,0,0
2023123107,2023-12-31,2,5,2,LA,NYG,1,10,54,0,0,(5:02) 23-K.WILLIAMS LEFT END PUSHED OB AT NYG 42 FOR 4 YARDS (28-C.FLOTT).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,46,OPP,0,,0,,0,17,1498,0,0
2023123107,2023-12-31,2,4,23,LA,NYG,2,6,58,1,0,(4:23) (SHOTGUN) 9-M.STAFFORD PASS SHORT MIDDLE TO 89-T.HIGBEE TO NYG 33 FOR 9 YARDS (55-J.WARD; 58-B.OKEREKE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,17,1537,0,0
2023123107,2023-12-31,2,3,39,LA,NYG,1,10,67,0,0,(3:39) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 23-K.WILLIAMS TO NYG 24 FOR 9 YARDS (44-N.MCCLOUD).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,17,1581,0,0
2023123107,2023-12-31,2,2,54,LA,NYG,2,1,76,1,0,(2:54) 9-M.STAFFORD PASS SHORT RIGHT TO 89-T.HIGBEE PUSHED OB AT NYG 21 FOR 3 YARDS (22-A.JACKSON; 28-C.FLOTT).,0,2023,3,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,17,1626,0,0
2023123107,2023-12-31,2,2,14,LA,NYG,1,10,79,0,0,(2:14) 23-K.WILLIAMS LEFT TACKLE TO NYG 18 FOR 3 YARDS (91-AS.ROBINSON; 45-C.BASHAM).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,21,OPP,0,,0,,0,17,1666,0,0
2023123107,2023-12-31,2,2,0,LA,NYG,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,17,1680,0,0
2023123107,2023-12-31,2,2,0,LA,NYG,2,7,82,1,0,(2:00) 9-M.STAFFORD PASS SHORT LEFT TO 17-P.NACUA PUSHED OB AT NYG 5 FOR 13 YARDS (93-R.NUNEZ-ROCHES).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,17,1680,0,0
2023123107,2023-12-31,2,1,52,LA,NYG,1,5,95,0,0,(1:52) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT TO 15-D.ROBINSON.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,17,1688,0,0
2023123107,2023-12-31,2,1,48,LA,NYG,2,5,95,1,0,"(1:48) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 10-C.KUPP FOR 5 YARDS, TOUCHDOWN.",0,2023,5,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,17,1692,0,0
2023123107,2023-12-31,2,1,44,LA,NYG,0,0,85,1,0,"8-L.HAVRISIK EXTRA POINT IS GOOD, CENTER-46-C.TINKER, HOLDER-42-E.EVANS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,17,1696,0,0
