GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CHI,ATL
2023123103,2023-12-31,2,12,37,ATL,CHI,1,10,28,0,0,(12:37) (SHOTGUN) 7-B.ROBINSON RIGHT TACKLE TO ATL 30 FOR 2 YARDS (32-T.SMITH).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,28,OWN,0,,0,,0,1043,0,0
2023123103,2023-12-31,2,12,5,ATL,CHI,2,8,30,0,0,(12:05) (SHOTGUN) 4-T.HEINICKE PASS INCOMPLETE DEEP MIDDLE TO 8-K.PITTS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1075,0,0
2023123103,2023-12-31,2,12,0,ATL,CHI,3,8,30,0,0,(12:00) (SHOTGUN) 4-T.HEINICKE SACKED AT ATL 30 FOR 0 YARDS (99-G.DEXTER).,0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1080,0,0
2023123103,2023-12-31,2,11,14,ATL,CHI,4,8,30,0,0,"(11:14) 13-B.PINION PUNTS 45 YARDS TO CHI 25, CENTER-49-L.MCCULLOUGH, FAIR CATCH BY 15-T.TAYLOR.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1126,0,0
2023123103,2023-12-31,2,11,8,CHI,ATL,0,0,100,1,0,TIMEOUT AT 11:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1132,0,0
2023123103,2023-12-31,2,11,8,CHI,ATL,1,10,25,0,0,(11:08) (SHOTGUN) 1-J.FIELDS LEFT TACKLE TO CHI 27 FOR 2 YARDS (53-N.LANDMAN).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,1132,0,0
2023123103,2023-12-31,2,10,26,CHI,ATL,2,8,27,0,0,(10:26) (SHOTGUN) 1-J.FIELDS PASS SHORT MIDDLE TO 24-K.HERBERT TO CHI 27 FOR NO GAIN (34-C.PHILLIPS).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1174,0,0
2023123103,2023-12-31,2,9,47,CHI,ATL,3,8,27,1,0,(9:47) (SHOTGUN) 1-J.FIELDS PASS SHORT MIDDLE TO 2-D.MOORE TO CHI 36 FOR 9 YARDS (55-K.ELLISS; 3-J.BATES).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1213,0,0
2023123103,2023-12-31,2,9,6,CHI,ATL,1,10,36,1,0,(9:06) (SHOTGUN) 24-K.HERBERT LEFT TACKLE PUSHED OB AT CHI 48 FOR 12 YARDS (37-D.HELLAMS).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,36,OWN,0,,0,,0,1254,0,0
2023123103,2023-12-31,2,8,25,CHI,ATL,1,10,48,1,0,(8:25) (SHOTGUN) 1-J.FIELDS PASS SHORT RIGHT TO 13-T.SCOTT PUSHED OB AT ATL 36 FOR 16 YARDS (34-C.PHILLIPS).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1295,0,0
