GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CAR,JAX
2023123106,2023-12-31,2,11,55,JAX,CAR,2,2,60,0,0,(11:55) (SHOTGUN) 3-C.BEATHARD SACKED AT CAR 41 FOR -1 YARDS (97-Y.GROSS-MATOS).,0,2023,-1,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1085,0,0
2023123106,2023-12-31,2,11,14,JAX,CAR,3,3,59,0,0,(11:14) (SHOTGUN) 3-C.BEATHARD PASS SHORT RIGHT TO 11-P.WASHINGTON TO CAR 39 FOR 2 YARDS (25-X.WOODS) [49-F.LUVU].,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1126,0,0
2023123106,2023-12-31,2,10,38,JAX,CAR,4,1,61,1,0,(10:38) (SHOTGUN) 3-C.BEATHARD PASS SHORT RIGHT TO 17-E.ENGRAM TO CAR 35 FOR 4 YARDS (40-D.JONES).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,1162,0,0
2023123106,2023-12-31,2,10,5,JAX,CAR,1,10,65,0,0,(10:05) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO CAR 35 FOR NO GAIN (95-DER.BROWN; 91-N.THURMAN).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,35,OPP,0,,0,,0,1195,0,0
2023123106,2023-12-31,2,9,25,JAX,CAR,2,10,65,0,0,(9:25) (SHOTGUN) 3-C.BEATHARD PASS INCOMPLETE SHORT RIGHT TO 0-C.RIDLEY (95-DER.BROWN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1235,0,0
2023123106,2023-12-31,2,9,21,JAX,CAR,3,10,65,1,0,(9:21) (SHOTGUN) 3-C.BEATHARD PASS SHORT MIDDLE TO 17-E.ENGRAM TO CAR 13 FOR 22 YARDS (25-X.WOODS).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1239,0,0
2023123106,2023-12-31,2,8,41,JAX,CAR,1,10,87,0,0,"(8:41) 4-T.BIGSBY UP THE MIDDLE TO CAR 16 FOR -3 YARDS (26-D.JACKSON, 95-DER.BROWN). CAR-26-D.JACKSON WAS INJURED DURING THE PLAY.",0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,13,OPP,0,,0,,0,1279,0,0
2023123106,2023-12-31,2,8,9,JAX,CAR,2,13,84,0,0,(8:09) (SHOTGUN) 3-C.BEATHARD PASS SHORT LEFT TO 17-E.ENGRAM TO CAR 8 FOR 8 YARDS (40-D.JONES; 37-A.PARKER).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,1311,0,0
2023123106,2023-12-31,2,7,28,JAX,CAR,3,5,92,0,0,(7:28) (SHOTGUN) 3-C.BEATHARD PASS INCOMPLETE SHORT RIGHT TO 0-C.RIDLEY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1352,0,0
2023123106,2023-12-31,2,7,22,JAX,CAR,4,5,92,0,0,"(7:22) 10-B.MCMANUS 26 YARD FIELD GOAL IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1358,0,0
2023123106,2023-12-31,2,7,18,CAR,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1362,0,0
2023123106,2023-12-31,2,7,18,CAR,JAX,1,10,25,0,0,"(7:18) 6-M.SANDERS RIGHT GUARD TO CAR 26 FOR 1 YARD (95-R.ROBERTSON-HARRIS; 23-F.OLUOKUN). PENALTY ON CAR, ILLEGAL SHIFT, 5 YARDS, ENFORCED AT CAR 25 - NO PLAY.",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT GUARD,25,OWN,1,CAR,1,ILLEGAL SHIFT,5,1362,0,0
2023123106,2023-12-31,2,7,18,JAX,CAR,0,0,100,1,0,TIMEOUT AT 07:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1362,0,0
2023123106,2023-12-31,2,6,49,CAR,JAX,1,15,20,0,0,(6:49) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 11-I.SMITH-MARSETTE TO CAR 16 FOR -4 YARDS (31-DARI.WILLIAMS).,0,2023,-4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1391,0,0
2023123106,2023-12-31,2,6,6,CAR,JAX,2,19,16,0,0,"(6:06) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 11-I.SMITH-MARSETTE TO CAR 23 FOR 7 YARDS (33-D.LLOYD, 2-R.JENKINS).",0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,1434,0,0
2023123106,2023-12-31,2,5,24,CAR,JAX,3,12,23,0,0,(5:24) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 12 FOR -11 YARDS (41-J.ALLEN).,0,2023,-11,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,1476,0,0
2023123106,2023-12-31,2,4,43,CAR,JAX,4,23,12,0,0,"(4:43) 10-J.HEKKER PUNTS 48 YARDS TO JAX 40, CENTER-44-J.JANSEN, FAIR CATCH BY 39-J.AGNEW.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1517,0,0
2023123106,2023-12-31,2,4,35,JAX,CAR,0,0,100,1,0,TIMEOUT AT 04:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1525,0,0
2023123106,2023-12-31,2,4,35,JAX,CAR,1,10,40,0,0,(4:35) (SHOTGUN) 1-T.ETIENNE LEFT GUARD TO JAX 45 FOR 5 YARDS (49-F.LUVU).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,40,OWN,0,,0,,0,1525,0,0
2023123106,2023-12-31,2,4,1,JAX,CAR,2,5,45,1,0,(4:01) (SHOTGUN) 3-C.BEATHARD PASS DEEP RIGHT TO 39-J.AGNEW TO CAR 7 FOR 48 YARDS (20-S.GRIFFIN). JAX-39-J.AGNEW WAS INJURED DURING THE PLAY.,0,2023,48,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1559,0,0
2023123106,2023-12-31,2,3,44,JAX,CAR,0,0,100,1,0,TIMEOUT AT 03:44.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1576,0,0
2023123106,2023-12-31,2,3,37,JAX,CAR,1,7,93,0,0,(3:37) 3-C.BEATHARD PASS SHORT RIGHT TO 85-B.STRANGE TO CAR 6 FOR 1 YARD (54-K.GRUGIER-HILL).,0,2023,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,1583,0,0
2023123106,2023-12-31,2,2,58,JAX,CAR,2,6,94,0,0,(2:58) (SHOTGUN) 3-C.BEATHARD PASS INCOMPLETE SHORT MIDDLE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1622,0,0
2023123106,2023-12-31,2,2,53,JAX,CAR,3,6,94,0,0,(2:53) (SHOTGUN) 3-C.BEATHARD PASS INCOMPLETE SHORT RIGHT TO 0-C.RIDLEY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1627,0,0
2023123106,2023-12-31,2,2,48,JAX,CAR,4,6,94,0,0,"(2:48) 10-B.MCMANUS 24 YARD FIELD GOAL IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1632,0,0
2023123106,2023-12-31,2,2,45,CAR,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1635,0,0
2023123106,2023-12-31,2,2,45,CAR,JAX,1,10,25,0,0,(2:45) 30-C.HUBBARD UP THE MIDDLE TO CAR 32 FOR 7 YARDS (44-T.WALKER).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,1635,0,0
2023123106,2023-12-31,2,2,45,JAX,CAR,0,0,100,1,0,TIMEOUT AT 02:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1635,0,0
2023123106,2023-12-31,2,2,4,CAR,JAX,2,3,32,0,0,(2:04) 11-I.SMITH-MARSETTE RIGHT END TO CAR 32 FOR NO GAIN (44-T.WALKER).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,32,OWN,0,,0,,0,1676,0,0
2023123106,2023-12-31,2,2,0,CAR,JAX,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
