GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,GB,DET
2023092800,2023-09-28,1,9,39,DET,GB,2,7,39,0,0,"(9:39) 5-D.MONTGOMERY LEFT TACKLE TO DET 41 FOR 2 YARDS (93-T.SLATON, 55-K.ENAGBARE).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,39,OWN,0,,0,,0,321,0,0
2023092800,2023-09-28,1,9,4,DET,GB,3,5,41,1,0,(9:04) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 87-S.LAPORTA TO GB 24 FOR 35 YARDS (20-R.FORD).,0,2023,35,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,356,0,0
2023092800,2023-09-28,1,8,22,DET,GB,1,10,76,1,0,"(8:22) (SHOTGUN) 16-J.GOFF PASS DEEP LEFT TO 14-A.ST. BROWN FOR 24 YARDS, TOUCHDOWN.",0,2023,24,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,398,0,0
2023092800,2023-09-28,1,8,16,DET,GB,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,404,0,0
2023092800,2023-09-28,1,8,16,GB,DET,0,0,65,1,0,3-J.FOX KICKS 65 YARDS FROM DET 35 TO GB 0. 25-K.NIXON TO GB 20 FOR 20 YARDS (27-C.LUCAS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,404,0,0
2023092800,2023-09-28,1,8,16,GB,DET,0,0,100,1,0,TIMEOUT AT 08:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,404,0,0
2023092800,2023-09-28,1,8,11,GB,DET,1,10,20,0,0,(8:11) (SHOTGUN) 10-J.LOVE SACKED AT GB 14 FOR -6 YARDS (96-I.BUGGS).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,409,0,0
2023092800,2023-09-28,1,7,30,GB,DET,2,16,14,0,0,(7:30) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 87-R.DOUBS (23-J.JACOBS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,450,0,0
2023092800,2023-09-28,1,7,27,GB,DET,3,16,14,0,0,"(7:27) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 28-A.DILLON [79-J.COMINSKY]. PENALTY ON GB-76-J.RUNYAN, OFFENSIVE HOLDING, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,14,OWN,0,GB,0,OFFENSIVE HOLDING,0,453,0,0
2023092800,2023-09-28,1,7,21,GB,DET,4,21,9,0,0,"(7:21) 19-D.WHELAN PUNTS 57 YARDS TO DET 34, CENTER-42-M.ORZECH. 11-K.RAYMOND TO DET 45 FOR 11 YARDS (58-I.MCDUFFIE).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,459,0,0
2023092800,2023-09-28,1,7,10,DET,GB,1,10,45,0,0,(7:10) 16-J.GOFF PASS INCOMPLETE DEEP RIGHT TO 8-J.REYNOLDS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,470,0,0
2023092800,2023-09-28,1,7,10,GB,DET,0,0,100,1,0,TIMEOUT AT 07:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,470,0,0
2023092800,2023-09-28,1,7,5,DET,GB,2,10,45,0,0,"(7:05) (SHOTGUN) 26-J.GIBBS RIGHT END TO GB 48 FOR 7 YARDS (58-I.MCDUFFIE, 7-Q.WALKER).",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,45,OWN,0,,0,,0,475,0,0
2023092800,2023-09-28,1,6,23,DET,GB,3,3,52,1,0,(6:23) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 8-J.REYNOLDS TO GB 25 FOR 23 YARDS (20-R.FORD).,0,2023,23,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,517,0,0
2023092800,2023-09-28,1,5,42,DET,GB,1,10,75,0,0,"(5:42) (SHOTGUN) 5-D.MONTGOMERY RIGHT TACKLE TO GB 17 FOR 8 YARDS (55-K.ENAGBARE, 7-Q.WALKER).",0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OPP,0,,0,,0,558,0,0
2023092800,2023-09-28,1,5,5,DET,GB,2,2,83,1,0,(5:05) 5-D.MONTGOMERY RIGHT TACKLE TO GB 15 FOR 2 YARDS (55-K.ENAGBARE).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,17,OPP,0,,0,,0,595,0,0
2023092800,2023-09-28,1,4,23,DET,GB,1,10,85,1,0,(4:23) (SHOTGUN) 16-J.GOFF SCRAMBLES LEFT END TO GB 4 FOR 11 YARDS (20-R.FORD).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,637,0,0
2023092800,2023-09-28,1,3,39,DET,GB,1,4,96,0,0,(3:39) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO GB 3 FOR 1 YARD (7-Q.WALKER; 93-T.SLATON).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,4,OPP,0,,0,,0,681,0,0
2023092800,2023-09-28,1,2,58,DET,GB,2,3,97,1,0,"(2:58) 5-D.MONTGOMERY LEFT TACKLE FOR 3 YARDS, TOUCHDOWN.",0,2023,3,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT TACKLE,3,OPP,0,,0,,0,722,0,0
2023092800,2023-09-28,1,2,54,GB,DET,0,0,100,1,0,TIMEOUT AT 02:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,726,0,0
2023092800,2023-09-28,1,2,54,GB,DET,0,0,65,1,0,3-J.FOX KICKS 67 YARDS FROM DET 35 TO GB -2. 25-K.NIXON TO GB 21 FOR 23 YARDS (27-C.LUCAS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,726,0,0
2023092800,2023-09-28,1,2,54,DET,GB,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,726,0,0
2023092800,2023-09-28,1,2,50,GB,DET,1,10,21,0,0,(2:50) (SHOTGUN) 28-A.DILLON LEFT GUARD TO GB 24 FOR 3 YARDS (55-D.BARNES; 79-J.COMINSKY).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,21,OWN,0,,0,,0,730,0,0
2023092800,2023-09-28,1,2,12,GB,DET,2,7,24,0,0,"(2:12) (SHOTGUN) 28-A.DILLON RIGHT END TO GB 28 FOR 4 YARDS (32-B.BRANCH, 1-C.SUTTON).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,24,OWN,0,,0,,0,768,0,0
2023092800,2023-09-28,1,1,31,GB,DET,3,3,28,0,0,(1:31) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE DEEP MIDDLE TO 87-R.DOUBS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,809,0,0
2023092800,2023-09-28,1,1,27,GB,DET,4,3,28,0,0,"(1:27) 19-D.WHELAN PUNTS 47 YARDS TO DET 25, CENTER-42-M.ORZECH, FAIR CATCH BY 11-K.RAYMOND.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,813,0,0
2023092800,2023-09-28,1,1,20,DET,GB,1,10,25,1,0,(1:20) 16-J.GOFF PASS DEEP RIGHT TO 8-J.REYNOLDS TO GB 49 FOR 26 YARDS (37-C.VALENTINE).,0,2023,26,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,820,0,0
2023092800,2023-09-28,1,1,20,GB,DET,0,0,100,1,0,TIMEOUT AT 01:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,820,0,0
2023092800,2023-09-28,1,0,39,DET,GB,1,10,51,1,0,(:39) (SHOTGUN) 11-K.RAYMOND RIGHT END TO GB 9 FOR 40 YARDS (20-R.FORD).,0,2023,40,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,49,OPP,0,,0,,0,861,0,0
2023092800,2023-09-28,2,15,0,DET,GB,1,9,91,0,0,(15:00) 16-J.GOFF PASS SHORT LEFT TO 87-S.LAPORTA TO GB 4 FOR 5 YARDS (58-I.MCDUFFIE).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,900,0,0
2023092800,2023-09-28,1,0,0,DET,GB,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023092800,2023-09-28,2,14,24,DET,GB,2,4,96,0,0,(14:24) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 8-J.REYNOLDS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,936,0,0
2023092800,2023-09-28,2,14,22,DET,GB,3,4,96,0,0,"(14:22) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT [52-R.GARY]. PENALTY ON DET-73-J.JACKSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT GB 4 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,4,OPP,1,DET,1,OFFENSIVE HOLDING,10,938,0,0
2023092800,2023-09-28,2,14,15,DET,GB,3,14,86,0,0,(14:15) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT RIGHT TO 0-M.JONES.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,945,0,0
2023092800,2023-09-28,2,14,10,DET,GB,4,14,86,0,0,"(14:10) 36-R.PATTERSON 33 YARD FIELD GOAL IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,950,0,0
2023092800,2023-09-28,2,14,7,GB,DET,0,0,100,1,0,TIMEOUT AT 14:07.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,953,0,0
2023092800,2023-09-28,2,14,7,GB,DET,0,0,65,0,0,"3-J.FOX KICKS 71 YARDS FROM DET 35 TO GB -6. 25-K.NIXON TO GB 21 FOR 27 YARDS (46-J.CAMPBELL). PENALTY ON GB-6-D.LEAVITT, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT GB 20.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,GB,0,OFFENSIVE HOLDING,10,953,0,0
2023092800,2023-09-28,2,14,1,GB,DET,1,10,10,1,0,(14:01) 10-J.LOVE PASS DEEP MIDDLE INTENDED FOR 9-C.WATSON INTERCEPTED BY 23-J.JACOBS (34-A.ANZALONE) AT GB 27. 23-J.JACOBS TO GB 7 FOR 20 YARDS (9-C.WATSON).,0,2023,20,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,1,0,0,0,0,,10,OWN,0,,0,,0,959,0,0
2023092800,2023-09-28,2,13,51,DET,GB,1,7,93,0,0,"(13:51) 5-D.MONTGOMERY RIGHT TACKLE TO GB 2 FOR 5 YARDS (58-I.MCDUFFIE, 7-Q.WALKER).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,7,OPP,0,,0,,0,969,0,0
2023092800,2023-09-28,2,13,22,DET,GB,2,2,98,1,0,"(13:22) (NO HUDDLE) 5-D.MONTGOMERY UP THE MIDDLE FOR 2 YARDS, TOUCHDOWN.",0,2023,2,NO HUDDLE,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,2,OPP,0,,0,,0,998,0,0
2023092800,2023-09-28,2,13,19,GB,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1001,0,0
2023092800,2023-09-28,2,13,19,GB,DET,1,10,25,0,0,(13:19) (SHOTGUN) 33-A.JONES LEFT GUARD TO GB 30 FOR 5 YARDS (79-J.COMINSKY).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1001,0,0
2023092800,2023-09-28,2,13,19,GB,DET,0,0,100,1,0,TIMEOUT AT 13:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1001,0,0
2023092800,2023-09-28,2,13,19,DET,GB,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1001,0,0
2023092800,2023-09-28,2,12,41,GB,DET,2,5,30,0,0,(12:41) (SHOTGUN) 33-A.JONES RIGHT END TO GB 28 FOR -2 YARDS (1-C.SUTTON).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,30,OWN,0,,0,,0,1039,0,0
2023092800,2023-09-28,2,11,54,GB,DET,3,7,28,0,0,(11:54) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 9-C.WATSON (32-B.BRANCH).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1086,0,0
2023092800,2023-09-28,2,11,51,GB,DET,4,7,28,0,0,"(11:51) 19-D.WHELAN PUNTS 52 YARDS TO DET 20, CENTER-42-M.ORZECH. 11-K.RAYMOND TO DET 30 FOR 10 YARDS (58-I.MCDUFFIE).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1089,0,0
2023092800,2023-09-28,2,11,38,GB,DET,0,0,100,1,0,TIMEOUT AT 11:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1102,0,0
2023092800,2023-09-28,2,11,38,DET,GB,1,10,30,1,0,(11:38) 16-J.GOFF PASS SHORT RIGHT TO 14-A.ST. BROWN TO DET 40 FOR 10 YARDS (25-K.NIXON) [91-P.SMITH].,0,2023,10,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1102,0,0
2023092800,2023-09-28,2,11,1,DET,GB,1,10,40,0,0,"(11:01) 5-D.MONTGOMERY LEFT END TO DET 46 FOR 6 YARDS (52-R.GARY). PENALTY ON DET-73-J.JACKSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DET 40 - NO PLAY.",0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,40,OWN,1,DET,1,OFFENSIVE HOLDING,10,1139,0,0
2023092800,2023-09-28,2,10,38,DET,GB,1,20,30,0,0,(10:38) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO DET 32 FOR 2 YARDS (91-P.SMITH).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OWN,0,,0,,0,1162,0,0
2023092800,2023-09-28,2,10,2,DET,GB,2,18,32,0,0,(10:02) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT MIDDLE TO 8-J.REYNOLDS [58-I.MCDUFFIE].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,1198,0,0
2023092800,2023-09-28,2,9,58,DET,GB,3,18,32,0,0,"(9:58) (SHOTGUN) PENALTY ON DET-68-T.DECKER, FALSE START, 5 YARDS, ENFORCED AT DET 32 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,32,OWN,1,DET,1,FALSE START,5,1202,0,0
2023092800,2023-09-28,2,9,58,DET,GB,3,23,27,0,0,(9:58) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 26-J.GIBBS TO DET 36 FOR 9 YARDS (7-Q.WALKER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1202,0,0
2023092800,2023-09-28,2,9,21,DET,GB,4,14,36,0,0,"(9:21) 3-J.FOX PUNTS 50 YARDS TO GB 14, CENTER-47-S.DALY. 11-J.REED MUFFS CATCH, TOUCHED AT GB 12, RECOVERED BY GB-43-K.THOMAS AT GB 8.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1239,0,0
2023092800,2023-09-28,2,9,7,GB,DET,1,10,8,0,0,(9:07) 10-J.LOVE PASS SHORT LEFT TO 88-L.MUSGRAVE TO GB 9 FOR 1 YARD (34-A.ANZALONE) [97-A.HUTCHINSON].,0,2023,1,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,1253,0,0
2023092800,2023-09-28,2,8,25,GB,DET,2,9,9,0,0,(8:25) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 87-R.DOUBS PUSHED OB AT GB 14 FOR 5 YARDS (23-J.JACOBS).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,1295,0,0
2023092800,2023-09-28,2,7,51,GB,DET,3,4,14,0,0,"(7:51) (SHOTGUN) PENALTY ON DET-23-J.JACOBS, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT GB 14 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,14,OWN,1,DET,1,NEUTRAL ZONE INFRACTION,5,1329,0,0
2023092800,2023-09-28,2,7,33,GB,DET,1,10,19,0,0,"(7:33) 28-A.DILLON LEFT GUARD TO GB 16 FOR -3 YARDS (54-A.MCNEILL, 55-D.BARNES).",0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,19,OWN,0,,0,,0,1347,0,0
2023092800,2023-09-28,2,6,54,GB,DET,2,13,16,0,0,(6:54) (SHOTGUN) 10-J.LOVE SACKED AT GB 8 FOR -8 YARDS (54-A.MCNEILL).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,1386,0,0
2023092800,2023-09-28,2,6,9,GB,DET,3,21,8,0,0,(6:09) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 87-R.DOUBS RAN OB AT GB 24 FOR 16 YARDS (32-B.BRANCH).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,1431,0,0
2023092800,2023-09-28,2,5,41,GB,DET,4,5,24,0,0,"(5:41) 19-D.WHELAN PUNTS 52 YARDS TO DET 24, CENTER-42-M.ORZECH, FAIR CATCH BY 11-K.RAYMOND.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1459,0,0
2023092800,2023-09-28,2,5,34,DET,GB,1,10,24,0,0,(5:34) 5-D.MONTGOMERY RIGHT GUARD TO DET 28 FOR 4 YARDS (55-K.ENAGBARE).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,24,OWN,0,,0,,0,1466,0,0
2023092800,2023-09-28,2,5,34,GB,DET,0,0,100,1,0,TIMEOUT AT 05:34.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1466,0,0
