GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CHI,DEN
2023100103,2023-10-01,2,11,50,CHI,DEN,2,7,78,1,0,"(11:50) (SHOTGUN) 1-J.FIELDS PASS DEEP RIGHT TO 85-C.KMET FOR 22 YARDS, TOUCHDOWN.",0,2023,22,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,1090,0,0
2023100103,2023-10-01,2,11,44,DEN,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1096,0,0
2023100103,2023-10-01,2,11,44,CHI,DEN,0,0,85,1,0,"8-C.SANTOS EXTRA POINT IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1096,0,0
2023100103,2023-10-01,2,11,44,CHI,DEN,0,0,100,1,0,TIMEOUT AT 11:44.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1096,0,0
2023100103,2023-10-01,2,11,44,DEN,CHI,1,10,25,1,0,"(11:44) 38-J.MCLAUGHLIN RIGHT TACKLE TO DEN 39 FOR 14 YARDS (49-T.EDMUNDS, 57-J.SANBORN).",0,2023,14,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,1096,0,0
2023100103,2023-10-01,2,11,7,DEN,CHI,1,10,39,0,0,(11:07) 3-R.WILSON SACKED AT DEN 30 FOR -9 YARDS (SACK SPLIT BY 96-Z.PICKENS AND 90-D.ROBINSON).,0,2023,-9,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1133,0,0
2023100103,2023-10-01,2,10,20,DEN,CHI,2,19,30,0,0,"(10:20) (SHOTGUN) PENALTY ON DEN-69-M.MCGLINCHEY, FALSE START, 5 YARDS, ENFORCED AT DEN 30 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,30,OWN,1,DEN,1,FALSE START,5,1180,0,0
2023100103,2023-10-01,2,9,58,DEN,CHI,2,24,25,0,0,(9:58) (SHOTGUN) 3-R.WILSON PASS SHORT MIDDLE TO 14-C.SUTTON TO DEN 33 FOR 8 YARDS (49-T.EDMUNDS).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1202,0,0
2023100103,2023-10-01,2,9,20,DEN,CHI,3,16,33,0,0,(9:20) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 25-S.PERINE TO DEN 45 FOR 12 YARDS (29-T.STEVENSON).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,1240,0,0
2023100103,2023-10-01,2,8,43,DEN,CHI,4,4,45,0,0,"(8:43) 9-R.DIXON PUNTS 40 YARDS TO CHI 15, CENTER-48-M.FRABONI, FAIR CATCH BY 15-T.TAYLOR.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1277,0,0
2023100103,2023-10-01,2,8,35,CHI,DEN,0,0,100,1,0,TIMEOUT AT 08:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1285,0,0
2023100103,2023-10-01,2,8,35,CHI,DEN,1,10,15,1,0,(8:35) 24-K.HERBERT RIGHT TACKLE TO CHI 39 FOR 24 YARDS (32-D.TURNER-YELL).,0,2023,24,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,15,OWN,0,,0,,0,1285,0,0
2023100103,2023-10-01,2,7,54,CHI,DEN,1,10,39,1,0,"(7:54) 1-J.FIELDS PASS DEEP LEFT TO 19-E.ST. BROWN RAN OB AT DEN 40 FOR 21 YARDS [32-D.TURNER-YELL]. DENVER CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #2.)",0,2023,21,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,1,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1326,0,0
