GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,MIA
2023100101,2023-10-01,1,15,0,BUF,MIA,0,0,65,1,0,"7-J.SANDERS KICKS 65 YARDS FROM MIA 35 TO END ZONE, TOUCHBACK. KICK THROUGH END ZONE.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,4,0,0,0
2023100101,2023-10-01,1,15,0,BUF,MIA,1,10,25,0,0,(15:00) (SHOTGUN) 4-J.COOK UP THE MIDDLE TO BUF 33 FOR 8 YARDS (8-J.HOLLAND).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,4,0,0,0
2023100101,2023-10-01,1,14,23,BUF,MIA,2,2,33,1,0,(14:23) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 11-D.HARTY TO BUF 36 FOR 3 YARDS (2-B.CHUBB).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,4,37,0,0
2023100101,2023-10-01,1,13,45,BUF,MIA,1,10,36,0,0,"(13:45) 28-L.MURRAY UP THE MIDDLE TO BUF 38 FOR 2 YARDS (92-Z.SIELER, 20-J.BETHEL).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OWN,0,,0,,0,4,75,0,0
2023100101,2023-10-01,1,13,6,BUF,MIA,2,8,38,0,0,"(13:06) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 86-D.KINCAID TO BUF 45 FOR 7 YARDS (55-J.BAKER, 51-D.LONG).",0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,4,114,0,0
2023100101,2023-10-01,1,12,25,BUF,MIA,3,1,45,1,0,(12:25) (SHOTGUN) 28-L.MURRAY RIGHT GUARD TO BUF 48 FOR 3 YARDS (51-D.LONG).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,45,OWN,0,,0,,0,4,155,0,0
2023100101,2023-10-01,1,11,51,BUF,MIA,1,10,48,0,0,"(11:51) (SHOTGUN) 4-J.COOK RIGHT END TO 50 FOR 2 YARDS (51-D.LONG, 93-D.HAND).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,48,OWN,0,,0,,0,4,189,0,0
2023100101,2023-10-01,1,11,10,BUF,MIA,2,8,100,0,0,"(11:10) 17-J.ALLEN PASS DEEP LEFT TO 14-S.DIGGS RAN OB AT MIA 33 FOR 17 YARDS. PENALTY ON MIA-4-K.KOHOU, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT MIA 33.",0,2023,17,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,0,OPP,1,MIA,0,UNNECESSARY ROUGHNESS,15,4,230,0,0
2023100101,2023-10-01,1,10,46,BUF,MIA,1,10,82,1,0,"(10:46) (SHOTGUN) 17-J.ALLEN PASS DEEP RIGHT TO 13-G.DAVIS FOR 18 YARDS, TOUCHDOWN.",0,2023,18,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,4,254,0,0
2023100101,2023-10-01,1,10,41,BUF,MIA,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,4,259,0,0
2023100101,2023-10-01,1,10,41,BUF,MIA,0,0,100,1,0,TIMEOUT AT 10:41.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,259,0,0
2023100101,2023-10-01,1,10,41,MIA,BUF,0,0,65,1,0,2-T.BASS KICKS 65 YARDS FROM BUF 35 TO MIA 0. 0-B.BERRIOS TO MIA 23 FOR 23 YARDS (42-D.WILLIAMS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,4,259,0,0
2023100101,2023-10-01,1,10,36,MIA,BUF,1,10,23,0,0,(10:36) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 81-D.SMYTHE TO MIA 31 FOR 8 YARDS (27-T.WHITE).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,4,264,0,0
2023100101,2023-10-01,1,9,52,MIA,BUF,2,2,31,1,0,(9:52) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 81-D.SMYTHE TO BUF 47 FOR 22 YARDS (20-T.RAPP).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,4,308,0,0
2023100101,2023-10-01,1,9,14,MIA,BUF,1,10,53,0,0,(9:14) (SHOTGUN) 31-R.MOSTERT LEFT END TO BUF 45 FOR 2 YARDS (56-L.FLOYD).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,47,OPP,0,,0,,0,4,346,0,0
2023100101,2023-10-01,1,8,33,MIA,BUF,2,8,55,1,0,(8:33) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 17-J.WADDLE TO BUF 34 FOR 11 YARDS (58-M.MILANO). QB PRESSURE: D.JONES,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,4,387,0,0
2023100101,2023-10-01,1,7,56,MIA,BUF,1,10,66,1,0,(7:56) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 10-T.HILL PUSHED OB AT BUF 15 FOR 19 YARDS (7-TA.JOHNSON) [56-L.FLOYD].,0,2023,19,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,4,424,0,0
