GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NYG,SEA
2023100200,2023-10-02,1,3,38,SEA,NYG,1,24,18,0,0,"(3:38) (SHOTGUN) 7-G.SMITH PASS SHORT MIDDLE TO 16-T.LOCKETT RAN OB AT SEA 39 FOR 21 YARDS (58-B.OKEREKE). PENALTY ON SEA-14-D.METCALF, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT SEA 32.",0,2023,21,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,18,OWN,1,SEA,0,OFFENSIVE HOLDING,10,4,682,0,0
2023100200,2023-10-02,1,3,13,SEA,NYG,1,20,22,0,0,(3:13) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 11-J.SMITH-NJIGBA TO SEA 24 FOR 2 YARDS (28-C.FLOTT).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,4,707,0,0
2023100200,2023-10-02,1,2,39,SEA,NYG,2,18,24,0,0,"(2:39) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 13-C.THOMPSON PUSHED OB AT SEA 34 FOR 10 YARDS (29-X.MCKINNEY, 25-D.BANKS).",0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,4,741,0,0
2023100200,2023-10-02,1,2,0,SEA,NYG,3,8,34,0,0,(2:00) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT LEFT TO 14-D.METCALF.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,4,780,0,0
2023100200,2023-10-02,1,1,46,SEA,NYG,4,8,34,0,0,"(1:46) 4-M.DICKSON PUNTS 52 YARDS TO NYG 14, CENTER-41-C.STOLL, FAIR CATCH BY 22-A.JACKSON.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,4,794,0,0
2023100200,2023-10-02,1,1,37,NYG,SEA,1,10,14,1,0,(1:37) (SHOTGUN) 8-D.JONES PASS SHORT RIGHT TO 17-W.ROBINSON RAN OB AT NYG 25 FOR 11 YARDS (54-B.WAGNER).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,4,803,0,0
2023100200,2023-10-02,1,1,37,NYG,SEA,0,0,100,1,0,TIMEOUT AT 01:37.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,803,0,0
2023100200,2023-10-02,1,0,57,NYG,SEA,1,10,25,0,0,"(:57) 8-D.JONES SACKED AT NYG 15 FOR -10 YARDS (97-M.EDWARDS). FUMBLES (97-M.EDWARDS) [97-M.EDWARDS], RECOVERED BY SEA-56-J.BROOKS AT NYG 15. 56-J.BROOKS PUSHED OB AT NYG 7 FOR 8 YARDS (74-M.PEART).",0,2023,-10,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,25,OWN,0,,0,,0,4,843,0,0
2023100200,2023-10-02,1,0,45,SEA,NYG,1,7,93,0,0,(:45) 9-K.WALKER LEFT GUARD TO NYG 6 FOR 1 YARD (97-D.LAWRENCE; 58-B.OKEREKE).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,7,OPP,0,,0,,0,4,855,0,0
2023100200,2023-10-02,1,0,6,SEA,NYG,2,6,94,1,0,"(:06) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 14-D.METCALF FOR 6 YARDS, TOUCHDOWN.",0,2023,6,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,4,894,0,0
2023100200,2023-10-02,1,0,0,NYG,SEA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,900,0,0
2023100200,2023-10-02,2,15,0,NYG,SEA,0,0,65,0,0,"5-J.MYERS KICKS 64 YARDS FROM SEA 35 TO NYG 1. 20-E.GRAY TO NYG 20 FOR 19 YARDS (32-JE.REED, 20-J.LOVE). PENALTY ON NYG-23-G.BRIGHTWELL, UNNECESSARY ROUGHNESS, 10 YARDS, ENFORCED AT NYG 20.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,NYG,0,UNNECESSARY ROUGHNESS,10,4,900,0,0
2023100200,2023-10-02,1,0,0,SEA,NYG,0,0,85,1,0,"5-J.MYERS EXTRA POINT IS GOOD, CENTER-41-C.STOLL, HOLDER-4-M.DICKSON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,4,900,0,0
