GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PHI,WAS
2023100108,2023-10-01,2,12,56,PHI,WAS,0,0,65,1,0,"6-J.SLYE KICKS 65 YARDS FROM WAS 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,4,1024,0,0
2023100108,2023-10-01,2,12,56,PHI,WAS,0,0,100,1,0,TIMEOUT AT 12:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1024,0,0
2023100108,2023-10-01,2,12,52,PHI,WAS,2,10,25,1,0,(12:52) (SHOTGUN) 1-J.HURTS PASS SHORT MIDDLE TO 11-A.BROWN TO PHI 40 FOR 15 YARDS (13-E.FORBES; 22-D.FORREST).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,4,1028,0,0
2023100108,2023-10-01,2,12,12,PHI,WAS,1,10,40,0,0,(12:12) (SHOTGUN) 1-J.HURTS PASS SHORT MIDDLE TO 6-D.SMITH TO PHI 45 FOR 5 YARDS (25-B.ST-JUSTE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,4,1068,0,0
2023100108,2023-10-01,2,11,39,PHI,WAS,2,5,45,0,0,(11:39) (SHOTGUN) 0-D.SWIFT UP THE MIDDLE TO PHI 49 FOR 4 YARDS (31-K.CURL; 93-J.ALLEN).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,45,OWN,0,,0,,0,4,1101,0,0
2023100108,2023-10-01,2,11,12,PHI,WAS,3,1,49,0,0,"(11:12) (NO HUDDLE, SHOTGUN) 0-D.SWIFT LEFT GUARD TO PHI 49 FOR NO GAIN (52-J.DAVIS, 93-J.ALLEN).",0,2023,0,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,49,OWN,0,,0,,0,4,1128,0,0
2023100108,2023-10-01,2,10,36,PHI,WAS,4,1,49,0,0,"(10:36) 1-J.HURTS UP THE MIDDLE TO 50 FOR 1 YARD (31-K.CURL). PENALTY ON PHI-69-L.DICKERSON, OFFENSIVE OFFSIDE, 4 YARDS, ENFORCED AT PHI 49 - NO PLAY.",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,49,OWN,1,PHI,1,OFFENSIVE OFFSIDE,4,4,1164,0,0
2023100108,2023-10-01,2,10,21,PHI,WAS,4,5,45,0,0,"(10:21) 10-B.MANN PUNTS 34 YARDS TO WAS 21, CENTER-45-R.LOVATO, FAIR CATCH BY 83-J.CROWDER.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,4,1179,0,0
2023100108,2023-10-01,2,10,14,PHI,WAS,0,0,100,1,0,TIMEOUT AT 10:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1186,0,0
2023100108,2023-10-01,2,10,14,WAS,PHI,1,10,21,0,0,(10:14) (SHOTGUN) 8-B.ROBINSON RIGHT GUARD TO WAS 21 FOR NO GAIN (90-J.DAVIS; 91-F.COX).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,21,OWN,0,,0,,0,4,1186,0,0
