GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,TB,NO
2023100107,2023-10-01,2,13,45,TB,NO,2,7,16,1,0,(13:45) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 14-C.GODWIN TO TB 25 FOR 9 YARDS (56-D.DAVIS; 1-A.TAYLOR).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,975,0,0
2023100107,2023-10-01,2,13,8,TB,NO,1,10,25,1,0,(13:08) 83-D.THOMPKINS LEFT END TO TB 36 FOR 11 YARDS (55-I.FOSKEY; 32-T.MATHIEU).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,1012,0,0
2023100107,2023-10-01,2,12,35,TB,NO,1,10,36,0,0,(12:35) 21-K.VAUGHN RIGHT GUARD TO TB 41 FOR 5 YARDS (97-M.ROACH; 20-P.WERNER).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,36,OWN,0,,0,,0,1045,0,0
2023100107,2023-10-01,2,11,59,TB,NO,2,5,41,1,0,(11:59) 6-B.MAYFIELD PASS SHORT RIGHT TO 14-C.GODWIN PUSHED OB AT TB 46 FOR 5 YARDS (27-I.YIADOM).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1081,0,0
2023100107,2023-10-01,2,11,20,TB,NO,1,10,46,1,0,(11:20) 6-B.MAYFIELD PASS DEEP LEFT TO 13-M.EVANS PUSHED OB AT NO 36 FOR 18 YARDS (23-M.LATTIMORE).,0,2023,18,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1120,0,0
2023100107,2023-10-01,2,10,47,TB,NO,1,10,64,0,0,(10:47) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 18-R.JARRETT TO NO 33 FOR 3 YARDS (96-C.GRANDERSON; 27-I.YIADOM).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1153,0,0
2023100107,2023-10-01,2,10,6,TB,NO,2,7,67,0,0,(10:06) 14-C.GODWIN PASS INCOMPLETE DEEP RIGHT TO 10-T.PALMER (27-I.YIADOM).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1194,0,0
2023100107,2023-10-01,2,10,0,TB,NO,3,7,67,1,0,(10:00) (SHOTGUN) 6-B.MAYFIELD SCRAMBLES LEFT END RAN OB AT NO 26 FOR 7 YARDS (96-C.GRANDERSON).,0,2023,7,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1200,0,0
2023100107,2023-10-01,2,9,20,TB,NO,1,10,74,0,0,(9:20) 1-R.WHITE RIGHT GUARD TO NO 29 FOR -3 YARDS (90-B.BRESEE).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,26,OPP,0,,0,,0,1240,0,0
2023100107,2023-10-01,2,8,42,TB,NO,2,13,71,0,0,(8:42) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 83-D.THOMPKINS TO NO 23 FOR 6 YARDS (23-M.LATTIMORE).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,1278,0,0
